target_ensembl_id,concordance_r,pval
ENSG00000113734,0.2729742,1.153558120076997e-123
ENSG00000166902,0.27291787,1.3009036633582485e-123
ENSG00000111481,0.27219346,6.088961698750706e-123
ENSG00000071894,0.2718779,1.1909057928462486e-122
ENSG00000072756,0.27182892,1.3215325389782107e-122
ENSG00000171793,0.2716504,1.9305827822860894e-122
ENSG00000134884,0.2715634,2.321987496690379e-122
ENSG00000067334,0.27109244,6.300576283977586e-122
ENSG00000158042,0.27095002,8.517466376523966e-122
ENSG00000149806,0.27058882,1.8281237627707843e-121
ENSG00000136997,0.2701532,4.585200351312624e-121
ENSG00000119392,0.2694915,1.847349973467763e-120
ENSG00000175390,0.26945943,1.9762160137755362e-120
ENSG00000011304,0.26940456,2.217844817509296e-120
ENSG00000163882,0.26936114,2.4297985426836522e-120
ENSG00000101639,0.26915455,3.750258892708449e-120
ENSG00000165480,0.26913625,3.8971646217104673e-120
ENSG00000105176,0.26800352,4.1802215333485145e-119
ENSG00000204469,0.26789036,5.295005879083177e-119
ENSG00000130811,0.26713812,2.541501837402313e-118
ENSG00000172273,0.266978,3.546637578492183e-118
ENSG00000083845,0.26691794,4.018526618204699e-118
ENSG00000020426,0.2667225,6.03297310845e-118
ENSG00000204316,0.26643145,1.1041864125755672e-117
ENSG00000157020,0.2659502,2.9948832606148858e-117
ENSG00000137288,0.26576874,4.360606133035395e-117
ENSG00000015676,0.2654541,8.358721307439247e-117
ENSG00000127554,0.26476818,3.4427673746193734e-116
ENSG00000065427,0.26468828,4.0588197990750175e-116
ENSG00000177600,0.26447335,6.318203798237126e-116
ENSG00000172172,0.2643997,7.351950471369461e-116
ENSG00000162910,0.26407433,1.435241228585063e-115
ENSG00000112972,0.26391682,1.9833929052048058e-115
ENSG00000183479,0.26364544,3.461271874992082e-115
ENSG00000103275,0.26337463,6.02939895334261e-115
ENSG00000171148,0.26213813,7.53736824512107e-114
ENSG00000108384,0.26167065,1.951644816656013e-113
ENSG00000112118,0.26106024,6.739743609200791e-113
ENSG00000136942,0.2609998,7.618310495740818e-113
ENSG00000112592,0.2609123,9.096518443688787e-113
ENSG00000185946,0.26083884,1.0556350262816212e-112
ENSG00000173726,0.26036397,2.759577343797429e-112
ENSG00000149792,0.25990716,6.94193516489078e-112
ENSG00000168066,0.2598846,7.265172959709461e-112
ENSG00000164754,0.25975236,9.485439573572167e-112
ENSG00000108561,0.2594077,1.899341863809499e-111
ENSG00000172531,0.2588466,5.868428264183054e-111
ENSG00000163918,0.25850895,1.1554999427983925e-110
ENSG00000069329,0.25849235,1.1946050012581976e-110
ENSG00000073536,0.2577302,5.492155813413496e-110
ENSG00000128908,0.25763136,6.690889386279125e-110
ENSG00000180992,0.25706443,2.0731654962890283e-109
ENSG00000100941,0.25672522,4.073001695237004e-109
ENSG00000144381,0.2557559,2.789731036706905e-108
ENSG00000108826,0.25541177,5.512767634540346e-108
ENSG00000120071,0.25537473,5.931786380002693e-108
ENSG00000167967,0.2547181,2.169065692039252e-107
ENSG00000131469,0.25437367,4.2753531672367635e-107
ENSG00000188529,0.2540646,7.853147187000854e-107
ENSG00000126698,0.25381207,1.2897854248836137e-106
ENSG00000164587,0.25331047,3.4500085627261194e-106
ENSG00000135776,0.25293514,7.193302048485393e-106
ENSG00000166226,0.25293228,7.233670079323621e-106
ENSG00000150990,0.25264287,1.2736439938784456e-105
ENSG00000096080,0.25259325,1.4032684220787485e-105
ENSG00000161526,0.2523194,2.3948516067165874e-105
ENSG00000103549,0.2519629,4.797806243858016e-105
ENSG00000155561,0.2518685,5.766079943712704e-105
ENSG00000149925,0.2516957,8.070688341208553e-105
ENSG00000111639,0.2514695,1.2528612551125782e-104
ENSG00000136897,0.2512004,2.1127741765887306e-104
ENSG00000146282,0.25076586,4.9065551910377754e-104
ENSG00000169564,0.2506859,5.728369975613789e-104
ENSG00000134697,0.2505915,6.877200073337818e-104
ENSG00000105640,0.25036716,1.061402961999329e-103
ENSG00000167508,0.24981576,3.078520719996859e-103
ENSG00000004897,0.24977626,3.3222252644654145e-103
ENSG00000113593,0.2495108,5.541457492348671e-103
ENSG00000168028,0.24914621,1.1177651022061721e-102
ENSG00000221983,0.24907704,1.2767563948695901e-102
ENSG00000198783,0.24823155,6.465871853697369e-102
ENSG00000004779,0.24795234,1.103276465271057e-101
ENSG00000169375,0.24682805,9.422246953290442e-101
ENSG00000146263,0.24682622,9.455164576954262e-101
ENSG00000196365,0.24668497,1.2369566989121798e-100
ENSG00000072506,0.24604733,4.1511816187033256e-100
ENSG00000005194,0.24577636,6.936913900411221e-100
ENSG00000183617,0.24561858,9.351365163821354e-100
ENSG00000142534,0.2454084,1.3916290037078141e-99
ENSG00000132424,0.24471703,5.131711044078633e-99
ENSG00000161981,0.24468063,5.4960875855167444e-99
ENSG00000088986,0.2443045,1.115780843017322e-98
ENSG00000198900,0.24419665,1.3666266614963483e-98
ENSG00000145592,0.24332249,7.046186193456767e-98
ENSG00000118197,0.24325156,8.046830751473376e-98
ENSG00000143751,0.24320982,8.700658926411051e-98
ENSG00000103061,0.24297613,1.3470782865824389e-97
ENSG00000277791,0.2428968,1.5624015467904263e-97
ENSG00000183207,0.24246614,3.4911771989296036e-97
ENSG00000055950,0.24180993,1.1849185186776711e-96
ENSG00000151849,0.24144746,2.3235577359634576e-96
ENSG00000213782,0.2412038,3.6515840961384288e-96
ENSG00000130856,0.24112605,4.217778438424648e-96
ENSG00000042429,0.2408239,7.3814348396027735e-96
ENSG00000104884,0.24078782,7.891110700447285e-96
ENSG00000160563,0.24026947,2.0570675536057944e-95
ENSG00000167658,0.24012814,2.6700680722866094e-95
ENSG00000111445,0.24002539,3.227298397932667e-95
ENSG00000143106,0.23978736,5.004581506358528e-95
ENSG00000135476,0.23888615,2.6230919238880594e-94
ENSG00000092853,0.2385832,4.570627843275815e-94
ENSG00000167978,0.23852628,5.072850578412201e-94
ENSG00000131269,0.23832646,7.313031909922753e-94
ENSG00000242252,0.238291,7.803218176210981e-94
ENSG00000141367,0.23814791,1.013682973317017e-93
ENSG00000140988,0.23805751,1.1958005025474558e-93
ENSG00000041802,0.23759294,2.792036346872561e-93
ENSG00000111711,0.23722267,5.480889997200619e-93
ENSG00000014123,0.2372141,5.567031293021864e-93
ENSG00000160949,0.23650418,2.0221959952209146e-92
ENSG00000151779,0.2364824,2.103704000503931e-92
ENSG00000213246,0.23638871,2.493235085742375e-92
ENSG00000153814,0.23605588,4.556331291277153e-92
ENSG00000106628,0.2360495,4.6092351432192164e-92
ENSG00000244005,0.23604523,4.645053105910241e-92
ENSG00000070366,0.23589386,6.108496525175842e-92
ENSG00000213780,0.23563896,9.683730793589415e-92
ENSG00000138326,0.23499599,3.08842160003037e-91
ENSG00000170889,0.23492356,3.5187212770510924e-91
ENSG00000198554,0.23417988,1.3392443296093562e-90
ENSG00000136527,0.23401672,1.7945152116597549e-90
ENSG00000100319,0.2335941,3.8251785421878664e-90
ENSG00000136271,0.23293592,1.2395649986956381e-89
ENSG00000276234,0.23280413,1.5678925441056847e-89
ENSG00000034510,0.23250633,2.6648843385372008e-89
ENSG00000091651,0.23237845,3.345804306720368e-89
ENSG00000233927,0.23218906,4.6853934173299326e-89
ENSG00000143374,0.23199698,6.590641486156355e-89
ENSG00000141759,0.23196979,6.916663425647356e-89
ENSG00000129083,0.23170133,1.1136567372312155e-88
ENSG00000088356,0.23084362,5.079965538420071e-88
ENSG00000167118,0.2301087,1.8555053014529338e-87
ENSG00000092108,0.22961947,4.3839972414870725e-87
ENSG00000124789,0.22937156,6.772639620415233e-87
ENSG00000126461,0.22874504,2.0281925795821772e-86
ENSG00000164109,0.22866899,2.3165262411095215e-86
ENSG00000115216,0.22826627,4.6790454849329046e-86
ENSG00000115268,0.22758803,1.5241241641246167e-85
ENSG00000179041,0.22741394,2.0624800976929856e-85
ENSG00000082515,0.22703037,4.012756056053629e-85
ENSG00000075624,0.22676352,6.371170270339346e-85
ENSG00000159140,0.22648267,1.0357191566682364e-84
ENSG00000088930,0.2255019,5.622524622572985e-84
ENSG00000137947,0.22527955,8.241287223427879e-84
ENSG00000137818,0.22458376,2.7196410437785892e-83
ENSG00000174173,0.22415365,5.677415780535581e-83
ENSG00000120333,0.22401886,7.148041682106922e-83
ENSG00000092036,0.22380507,1.0296971087755217e-82
ENSG00000242485,0.22380073,1.0373446667826069e-82
ENSG00000112473,0.22371362,1.20355903702477e-82
ENSG00000120686,0.2232371,2.7105101833209243e-82
ENSG00000121152,0.22319645,2.904626334485264e-82
ENSG00000266472,0.22317265,3.0246335169666887e-82
ENSG00000124380,0.22258084,8.265539306126646e-82
ENSG00000076043,0.22220401,1.5653042275133718e-81
ENSG00000143742,0.22204565,2.046442281067536e-81
ENSG00000120948,0.22182429,2.9753823603031e-81
ENSG00000132382,0.2218127,3.034245718464324e-81
ENSG00000111641,0.22179466,3.1281095775074395e-81
ENSG00000058262,0.22132783,6.877806113014408e-81
ENSG00000164338,0.22113723,9.482497881062506e-81
ENSG00000186468,0.22033441,3.6554335459555375e-80
ENSG00000104859,0.22026566,4.102204518570504e-80
ENSG00000100697,0.2199976,6.428338439423545e-80
ENSG00000106263,0.21921156,2.391357514643574e-79
ENSG00000013503,0.21865316,6.061857601003546e-79
ENSG00000100129,0.21792684,2.0246321529431805e-78
ENSG00000111642,0.21766153,3.14187009486894e-78
ENSG00000060688,0.21701333,9.170052494994351e-78
ENSG00000089737,0.21619022,3.555454304812967e-77
ENSG00000142784,0.21598104,5.012693187951462e-77
ENSG00000132792,0.21545506,1.1870574049904173e-76
ENSG00000110619,0.21521798,1.749447562870832e-76
ENSG00000135900,0.21521395,1.760992492026297e-76
ENSG00000136810,0.21495984,2.6672184604857833e-76
ENSG00000086598,0.21400356,1.266186481447719e-75
ENSG00000174446,0.21363035,2.3206202379517527e-75
ENSG00000104824,0.21362983,2.322583827453085e-75
ENSG00000198301,0.21351382,2.803174194771236e-75
ENSG00000158615,0.21300584,6.378910332130222e-75
ENSG00000164880,0.21247964,1.4916855924183243e-74
ENSG00000142864,0.21239914,1.6983485085753683e-74
ENSG00000161654,0.21210526,2.726178595573872e-74
ENSG00000108848,0.21185523,4.075382102213263e-74
ENSG00000185024,0.21183959,4.179149620058852e-74
ENSG00000213741,0.21147522,7.501204407353149e-74
ENSG00000163902,0.2114192,8.206409368212201e-74
ENSG00000086200,0.21085575,2.0227870570045998e-73
ENSG00000105254,0.21046521,3.774447663477922e-73
ENSG00000163811,0.21007624,7.016469836493883e-73
ENSG00000077514,0.20994416,8.658289803288562e-73
ENSG00000171960,0.20971836,1.2399036796557838e-72
ENSG00000135624,0.20898975,3.939008770529611e-72
ENSG00000196230,0.20837542,1.0403463277693608e-71
ENSG00000101146,0.20756505,3.728274285263589e-71
ENSG00000182154,0.20754974,3.8191242571952546e-71
ENSG00000174177,0.2071306,7.374510826740511e-71
ENSG00000125971,0.20687652,1.0981458395397252e-70
ENSG00000142230,0.20684224,1.1586931121585352e-70
ENSG00000100209,0.20682381,1.1926213064983447e-70
ENSG00000113558,0.20678537,1.2666044613602764e-70
ENSG00000139131,0.2064092,2.2809458427091077e-70
ENSG00000141456,0.20634983,2.502578912506582e-70
ENSG00000095787,0.2061051,3.666735799108668e-70
ENSG00000103274,0.20557071,8.42880471517945e-70
ENSG00000162521,0.20545675,1.0062964207427482e-69
ENSG00000182220,0.20506482,1.8494565912839656e-69
ENSG00000113810,0.20505783,1.8696156663108334e-69
ENSG00000173113,0.2048889,2.4294580444972414e-69
ENSG00000198026,0.20472455,3.133853461309433e-69
ENSG00000136152,0.20447668,4.5989480236986426e-69
ENSG00000087586,0.20441943,5.024616103355289e-69
ENSG00000126261,0.2040728,8.582663652394459e-69
ENSG00000153037,0.20399812,9.63084848026268e-69
ENSG00000249115,0.20343174,2.304212804381071e-68
ENSG00000164134,0.20327348,2.9389013800815167e-68
ENSG00000173812,0.2026119,8.10802398328133e-68
ENSG00000149554,0.20233527,1.2380451718369588e-67
ENSG00000124614,0.20228921,1.3283648803561283e-67
ENSG00000106588,0.20203443,1.9603845437626338e-67
ENSG00000177885,0.20193963,2.2655558614563476e-67
ENSG00000103510,0.2016355,3.601944176251355e-67
ENSG00000112984,0.20158723,3.8767019747188916e-67
ENSG00000229117,0.2013638,5.4468387668585606e-67
ENSG00000187514,0.20105387,8.723891169327411e-67
ENSG00000140990,0.20059822,1.741163475067508e-66
ENSG00000157778,0.20046155,2.1415173540557307e-66
ENSG00000053900,0.199915,4.892068271256562e-66
ENSG00000106591,0.1999109,4.922528551773175e-66
ENSG00000100902,0.19975856,6.19435098087501e-66
ENSG00000156467,0.19974235,6.34765298095457e-66
ENSG00000148296,0.19963112,7.506308858640182e-66
ENSG00000132664,0.19934365,1.1572380790754885e-65
ENSG00000242028,0.19932152,1.1964143977592585e-65
ENSG00000141385,0.19911416,1.6341534879410816e-65
ENSG00000130312,0.1989264,2.1665453677594215e-65
ENSG00000005100,0.19889222,2.2806184375690006e-65
ENSG00000180817,0.1981713,6.715469277992593e-65
ENSG00000105705,0.19768815,1.3816209355453847e-64
ENSG00000204435,0.19757776,1.6287594853633866e-64
ENSG00000185122,0.19724824,2.6603872150165545e-64
ENSG00000088205,0.19707265,3.454048670529359e-64
ENSG00000005175,0.19678143,5.322973882198125e-64
ENSG00000127804,0.19674309,5.634556133059998e-64
ENSG00000164405,0.19637989,9.652440350301785e-64
ENSG00000125449,0.19618458,1.2887186914610027e-63
ENSG00000105732,0.19596754,1.7761705667552995e-63
ENSG00000119953,0.19518144,5.65896278725133e-63
ENSG00000100890,0.19490646,8.477516560447127e-63
ENSG00000122257,0.1945086,1.519727629615884e-62
ENSG00000051180,0.1944817,1.5808217185487899e-62
ENSG00000118363,0.19432092,2.000568759381181e-62
ENSG00000100316,0.1938704,3.8657792112470683e-62
ENSG00000135521,0.1937435,4.652535969880263e-62
ENSG00000105849,0.19331191,8.727464146460436e-62
ENSG00000112983,0.19322734,9.870779811263186e-62
ENSG00000086189,0.19318439,1.050722468169269e-61
ENSG00000111667,0.19312118,1.1519096643581152e-61
ENSG00000108654,0.19255084,2.6367739612700864e-61
ENSG00000102786,0.19250485,2.8185205359038384e-61
ENSG00000086589,0.19226812,3.9712989799876276e-61
ENSG00000134684,0.1919305,6.470849143553997e-61
ENSG00000130772,0.19158289,1.0686932730658991e-60
ENSG00000164032,0.19128506,1.641356660391586e-60
ENSG00000153207,0.19126125,1.69859025094245e-60
ENSG00000184432,0.19119793,1.86062655679975e-60
ENSG00000115484,0.19110975,2.1122714934173985e-60
ENSG00000126457,0.19094346,2.6825927071669366e-60
ENSG00000164091,0.19060853,4.3386121554542496e-60
ENSG00000094880,0.18953986,1.9995711588665497e-59
ENSG00000100297,0.18952453,2.043756086890977e-59
ENSG00000102924,0.18868917,6.703891619778113e-59
ENSG00000163161,0.1886314,7.276384348888566e-59
ENSG00000106244,0.18803783,1.686149964839933e-58
ENSG00000215301,0.18773012,2.6038752930580923e-58
ENSG00000143436,0.18683493,9.178765887161305e-58
ENSG00000172409,0.18679023,9.77316745731525e-58
ENSG00000176386,0.18617477,2.3147982676416346e-57
ENSG00000174276,0.18606764,2.688800434256984e-57
ENSG00000155438,0.18549478,5.980266537639164e-57
ENSG00000117395,0.18517934,9.276787182761235e-57
ENSG00000149503,0.18511586,1.0132749243779806e-56
ENSG00000062716,0.1848286,1.5101081578683527e-56
ENSG00000167513,0.18473153,1.7278046851293175e-56
ENSG00000105202,0.18472584,1.7414999190346185e-56
ENSG00000130640,0.18458448,2.1185234197538597e-56
ENSG00000114346,0.18420045,3.6050725858042414e-56
ENSG00000109118,0.1838863,5.5641544898169005e-56
ENSG00000162244,0.18385178,5.835709279567799e-56
ENSG00000168818,0.1836415,7.799144940929559e-56
ENSG00000136807,0.18350762,9.378898693083675e-56
ENSG00000171858,0.18297659,1.9466794606650813e-55
ENSG00000167615,0.18171033,1.100504970741692e-54
ENSG00000154473,0.1815418,1.3845264208499035e-54
ENSG00000099783,0.1815068,1.4521042305071542e-54
ENSG00000156990,0.1809709,3.008376458944918e-54
ENSG00000146731,0.18074083,4.1099829162040897e-54
ENSG00000167842,0.18059626,4.999140814308702e-54
ENSG00000132463,0.1803357,7.112288391124938e-54
ENSG00000149273,0.18032743,7.192258923779126e-54
ENSG00000172315,0.18022928,8.212588489401885e-54
ENSG00000163468,0.18021208,8.405632065286946e-54
ENSG00000044090,0.18006709,1.0223668447130179e-53
ENSG00000132952,0.17995203,1.1941047775452359e-53
ENSG00000100575,0.17987865,1.3183160935552838e-53
ENSG00000086504,0.17957537,1.9836524083530813e-53
ENSG00000181222,0.17900226,4.284693177342952e-53
ENSG00000113312,0.1786792,6.606160207577297e-53
ENSG00000140992,0.1786058,7.288227721458236e-53
ENSG00000136891,0.17805173,1.5280299397450703e-52
ENSG00000169679,0.17702918,5.952694569755528e-52
ENSG00000115884,0.17572317,3.3403392646390616e-51
ENSG00000130517,0.17547952,4.601401883831274e-51
ENSG00000132603,0.17451751,1.6222284360721812e-50
ENSG00000138778,0.17443603,1.8043250959869595e-50
ENSG00000072501,0.17432804,2.077373030494163e-50
ENSG00000047249,0.1740287,3.068696569713861e-50
ENSG00000166508,0.1737153,4.613370879264483e-50
ENSG00000100664,0.17366478,4.92636604555576e-50
ENSG00000137876,0.17359382,5.402043957047923e-50
ENSG00000136715,0.17277198,1.5665458432210117e-49
ENSG00000106636,0.17275639,1.5984171014164945e-49
ENSG00000111615,0.1722545,3.0542056428498754e-49
ENSG00000197771,0.17209962,3.728255541832481e-49
ENSG00000165060,0.1720177,4.142707739957473e-49
ENSG00000130935,0.17199166,4.2837660112786015e-49
ENSG00000129351,0.1718875,4.897619126716985e-49
ENSG00000137547,0.17175117,5.835148725452633e-49
ENSG00000118579,0.1714481,8.60850530450052e-49
ENSG00000160803,0.17086618,1.8125904149915697e-48
ENSG00000166260,0.17083019,1.8978385433733614e-48
ENSG00000140319,0.17061552,2.4959204698201232e-48
ENSG00000105447,0.17059697,2.5556722407092994e-48
ENSG00000198918,0.1705516,2.7078786320679928e-48
ENSG00000167670,0.17043394,3.145905837398357e-48
ENSG00000060339,0.17028725,3.7919346619893455e-48
ENSG00000061794,0.17003916,5.1985545862490345e-48
ENSG00000156261,0.16956174,9.527397118967955e-48
ENSG00000106246,0.16937725,1.2034668544718931e-47
ENSG00000129559,0.1690043,1.92832243151058e-47
ENSG00000243927,0.1689863,1.9726494110745092e-47
ENSG00000108055,0.16897748,1.9947413130924872e-47
ENSG00000160214,0.16887946,2.257415004452429e-47
ENSG00000108094,0.1681684,5.525481218067206e-47
ENSG00000110025,0.1680931,6.073448076726129e-47
ENSG00000138663,0.16801631,6.687955405329168e-47
ENSG00000163029,0.16768113,1.018071585436397e-46
ENSG00000213066,0.16740151,1.4445052060536244e-46
ENSG00000136122,0.16715978,1.953686989485669e-46
ENSG00000135249,0.16696401,2.4941054330264274e-46
ENSG00000241343,0.16681434,3.0054514266507736e-46
ENSG00000100811,0.1665028,4.428533494893108e-46
ENSG00000124784,0.16570222,1.1950015318745315e-45
ENSG00000025796,0.16540155,1.7326829685275934e-45
ENSG00000147874,0.16521382,2.1842473660966606e-45
ENSG00000130985,0.1652087,2.1980959608399647e-45
ENSG00000122965,0.16479324,3.666208052463689e-45
ENSG00000243725,0.1631753,2.653692107131518e-44
ENSG00000173145,0.16158055,1.8301920993721157e-43
ENSG00000167182,0.16151308,1.9851323770871467e-43
ENSG00000103356,0.16136637,2.3684910096445657e-43
ENSG00000104976,0.1612773,2.6363231878180567e-43
ENSG00000242372,0.16112092,3.181331182038628e-43
ENSG00000116586,0.16111366,3.209180924032757e-43
ENSG00000150753,0.16076972,4.848422541465561e-43
ENSG00000105085,0.16065653,5.5524887988945625e-43
ENSG00000145216,0.16061886,5.808662833770296e-43
ENSG00000111237,0.16057366,6.131565511133587e-43
ENSG00000172757,0.16039382,7.603190586140483e-43
ENSG00000111358,0.16038445,7.688858867275373e-43
ENSG00000119285,0.1600605,1.1320425652439799e-42
ENSG00000092330,0.15990682,1.3596748323451025e-42
ENSG00000128951,0.15951683,2.1627863546637528e-42
ENSG00000099817,0.15929379,2.8188225293743004e-42
ENSG00000129696,0.15896516,4.161828023293586e-42
ENSG00000205937,0.15891744,4.4037459119412663e-42
ENSG00000204619,0.15853567,6.91642619261813e-42
ENSG00000131100,0.1581229,1.1254185994532139e-41
ENSG00000124608,0.15807383,1.1923679524015501e-41
ENSG00000144021,0.1578058,1.634359474073559e-41
ENSG00000007168,0.15771684,1.8144479341455864e-41
ENSG00000109270,0.15740916,2.603455923870301e-41
ENSG00000117133,0.15723506,3.192568097520774e-41
ENSG00000147586,0.15673774,5.709863644864383e-41
ENSG00000161980,0.15647726,7.736483806393146e-41
ENSG00000127837,0.15627576,9.782031750907823e-41
ENSG00000137807,0.1558315,1.6390396155081166e-40
ENSG00000213465,0.15523203,3.281053610944397e-40
ENSG00000163466,0.15521014,3.3650924663219604e-40
ENSG00000101773,0.15502767,4.154224761071402e-40
ENSG00000105193,0.15497759,4.401324484155497e-40
ENSG00000136003,0.15469955,6.063723546971402e-40
ENSG00000159593,0.15457319,7.012877347881922e-40
ENSG00000176248,0.15453148,7.357507558167069e-40
ENSG00000125445,0.15450615,7.574986971201222e-40
ENSG00000119041,0.15448394,7.770849567954224e-40
ENSG00000198042,0.15447634,7.839039777940998e-40
ENSG00000105829,0.15444458,8.130602155872186e-40
ENSG00000109920,0.1542076,1.067376326405198e-39
ENSG00000171763,0.15370706,1.893891234352126e-39
ENSG00000115368,0.15346834,2.4878755158913662e-39
ENSG00000155463,0.15313107,3.6550198748500736e-39
ENSG00000111880,0.15287617,4.885353731700362e-39
ENSG00000152240,0.15277351,5.490101058327746e-39
ENSG00000172530,0.1524819,7.644866768076307e-39
ENSG00000170190,0.15244041,8.01312824070436e-39
ENSG00000140326,0.1516708,1.9134176771822246e-38
ENSG00000165792,0.15113473,3.498948472398336e-38
ENSG00000142541,0.15100129,4.064787212982242e-38
ENSG00000182774,0.15085682,4.780249711574694e-38
ENSG00000058729,0.150496,7.161553610108182e-38
ENSG00000131652,0.15001898,1.2202275347846244e-37
ENSG00000144034,0.14986466,1.4492570982766906e-37
ENSG00000137497,0.14972362,1.695716140337569e-37
ENSG00000085721,0.14943022,2.349809558210428e-37
ENSG00000204899,0.1490186,3.7094539102776226e-37
ENSG00000163605,0.14856698,6.112375002795423e-37
ENSG00000136888,0.14844903,6.9621264166850635e-37
ENSG00000149923,0.14833461,7.898486840053447e-37
ENSG00000111300,0.14802516,1.1105322861458372e-36
ENSG00000197111,0.14795086,1.2050756572289513e-36
ENSG00000181610,0.14762902,1.715952285739596e-36
ENSG00000168393,0.14753392,1.904558163548443e-36
ENSG00000083520,0.14743735,2.1171663708514046e-36
ENSG00000172922,0.14742155,2.154116273721498e-36
ENSG00000241553,0.14657025,5.457891651109332e-36
ENSG00000130810,0.14609838,9.115629553109076e-36
ENSG00000163938,0.14596301,1.0557265110649563e-35
ENSG00000120253,0.14588924,1.1436130691468482e-35
ENSG00000168495,0.14588396,1.1501685027179648e-35
ENSG00000111602,0.14576827,1.3037125232486216e-35
ENSG00000169251,0.14497064,3.0843661426776676e-35
ENSG00000162923,0.14493209,3.2150442920583507e-35
ENSG00000070495,0.14485213,3.503892370382011e-35
ENSG00000175110,0.14466591,4.280414514431613e-35
ENSG00000173933,0.14463307,4.4341047734808787e-35
ENSG00000165280,0.14365894,1.257733697468915e-34
ENSG00000173418,0.14361547,1.3174036085229844e-34
ENSG00000164346,0.1434147,1.631602560233924e-34
ENSG00000167721,0.14299189,2.5575314971934122e-34
ENSG00000071243,0.14279175,3.162373758420837e-34
ENSG00000196262,0.14255401,4.067720045536957e-34
ENSG00000137822,0.14226887,5.498561260757675e-34
ENSG00000145736,0.14201741,7.168979625155942e-34
ENSG00000137309,0.14196078,7.609771981388813e-34
ENSG00000141543,0.14169711,1.00439312424142e-33
ENSG00000165501,0.14160118,1.110963980344265e-33
ENSG00000175216,0.14120987,1.6750396830697635e-33
ENSG00000061676,0.14095993,2.1760109021871582e-33
ENSG00000162004,0.14005896,5.566449388381528e-33
ENSG00000166136,0.13994932,6.237868085699623e-33
ENSG00000124571,0.13966182,8.404947263304063e-33
ENSG00000070831,0.13951133,9.822209980675065e-33
ENSG00000014919,0.13948376,1.0106437693607168e-32
ENSG00000062582,0.13948368,1.010737267201078e-32
ENSG00000130119,0.13873231,2.1945153690594828e-32
ENSG00000163781,0.13871402,2.2362242465492724e-32
ENSG00000100865,0.1383508,3.24779951156782e-32
ENSG00000101189,0.13834277,3.2746749636597634e-32
ENSG00000169727,0.13794507,4.92173439102964e-32
ENSG00000146670,0.1375823,7.129712345281775e-32
ENSG00000135829,0.13682586,1.53920057152816e-31
ENSG00000168090,0.13677984,1.6127435015502225e-31
ENSG00000182872,0.13642927,2.3002275826324605e-31
ENSG00000144744,0.1363294,2.5446279854319396e-31
ENSG00000188186,0.1359562,3.708612634767112e-31
ENSG00000123374,0.13580282,4.328221987924234e-31
ENSG00000132591,0.13571398,4.7330293544546015e-31
ENSG00000141101,0.13569982,4.800914966157098e-31
ENSG00000167986,0.13564807,5.057417203954607e-31
ENSG00000170855,0.13550648,5.8308183957006155e-31
ENSG00000100387,0.1347853,1.2008379844774875e-30
ENSG00000254415,0.13461712,1.4203757220705959e-30
ENSG00000186185,0.13448708,1.6170541743375533e-30
ENSG00000143319,0.1343443,1.864230993677401e-30
ENSG00000247626,0.13387029,2.9860562940220453e-30
ENSG00000172339,0.13383906,3.080018153665771e-30
ENSG00000162385,0.13382223,3.131840023006698e-30
ENSG00000104738,0.13369456,3.554360607260135e-30
ENSG00000115207,0.13346668,4.45378946201636e-30
ENSG00000011376,0.1333582,4.957993863179435e-30
ENSG00000135040,0.13309869,6.405713648557623e-30
ENSG00000135763,0.13301514,6.955728462726682e-30
ENSG00000171634,0.13276418,8.905616783563135e-30
ENSG00000149428,0.13229792,1.4076751019735096e-29
ENSG00000169217,0.13226733,1.4505198068556005e-29
ENSG00000138495,0.13210386,1.7023515600621343e-29
ENSG00000001497,0.13209,1.725596959930894e-29
ENSG00000198498,0.13202809,1.833357568924512e-29
ENSG00000130803,0.13173458,2.4422468081949244e-29
ENSG00000178741,0.13144454,3.240268370758063e-29
ENSG00000183684,0.13111341,4.4713044778385643e-29
ENSG00000100949,0.13089164,5.544963808371559e-29
ENSG00000123416,0.13083817,5.839921938170984e-29
ENSG00000166483,0.13047136,8.32867655197545e-29
ENSG00000125901,0.13008872,1.2048485752679763e-28
ENSG00000154727,0.13000935,1.3005630665364168e-28
ENSG00000118705,0.12998678,1.329141467674207e-28
ENSG00000132773,0.12990476,1.4383081680689135e-28
ENSG00000198700,0.12981683,1.5652396987834154e-28
ENSG00000168906,0.12974113,1.6833693610734048e-28
ENSG00000166200,0.12926364,2.6611331193638098e-28
ENSG00000163608,0.12872867,4.43615043284511e-28
ENSG00000089685,0.12856808,5.16947907629571e-28
ENSG00000153107,0.12821443,7.235422277780148e-28
ENSG00000127993,0.12818843,7.416240988534968e-28
ENSG00000234545,0.12806903,8.305794974921861e-28
ENSG00000278845,0.12805015,8.455823900209657e-28
ENSG00000177954,0.1278408,1.0310673233846689e-27
ENSG00000124383,0.12706451,2.144985781783862e-27
ENSG00000198000,0.12684922,2.6260676562905585e-27
ENSG00000115652,0.1265032,3.6327275533376464e-27
ENSG00000115540,0.12649868,3.648120144129395e-27
ENSG00000146223,0.12607883,5.4017731176265586e-27
ENSG00000165934,0.12592587,6.230134423372435e-27
ENSG00000146232,0.12585309,6.66731779653269e-27
ENSG00000111011,0.12558818,8.531358833121159e-27
ENSG00000090054,0.12548111,9.42376604910534e-27
ENSG00000204070,0.12511794,1.3197889339455708e-26
