target_ensembl_id,concordance_r,pval
ENSG00000103047,0.41222456,1.5892533509771962e-294
ENSG00000136930,0.41208276,2.6437418829499844e-294
ENSG00000103035,0.41185385,6.009008657529575e-294
ENSG00000132383,0.41119647,6.328159418006982e-293
ENSG00000168002,0.41051427,7.243335359527281e-292
ENSG00000131495,0.41013464,2.8052793165682848e-291
ENSG00000148297,0.4100364,3.981149476688839e-291
ENSG00000116752,0.40993983,5.61634925564926e-291
ENSG00000149636,0.40949285,2.7566626492994653e-290
ENSG00000165119,0.40873203,4.111767273914453e-289
ENSG00000113272,0.40868062,4.934256970707153e-289
ENSG00000119523,0.40741682,4.321808119454148e-287
ENSG00000082898,0.40663943,6.704081101881071e-286
ENSG00000082516,0.40563783,2.268478943156195e-284
ENSG00000164758,0.40461272,8.233803695702093e-283
ENSG00000166337,0.40349507,4.074059115759229e-281
ENSG00000265241,0.40342402,5.2182160753861535e-281
ENSG00000196531,0.40338373,6.004435282101462e-281
ENSG00000196504,0.40283322,4.077286088591128e-280
ENSG00000145734,0.4026498,7.71287114536278e-280
ENSG00000155868,0.4020271,6.694252602397345e-279
ENSG00000124562,0.4012389,1.0251167254157079e-277
ENSG00000130724,0.400749,5.568023126049945e-277
ENSG00000136146,0.40032706,2.386153554373922e-276
ENSG00000077549,0.40001482,6.995013748660596e-276
ENSG00000008018,0.39963448,2.5886341920447167e-275
ENSG00000068784,0.399055,1.8943715399769347e-274
ENSG00000101003,0.39899808,2.3029374935911744e-274
ENSG00000149136,0.39899617,2.318055859915305e-274
ENSG00000138231,0.39776948,1.5448853442268057e-272
ENSG00000131051,0.39776355,1.5765031527592237e-272
ENSG00000049541,0.3972766,8.307932783334827e-272
ENSG00000104980,0.39585862,1.0339461066199691e-269
ENSG00000115364,0.39566675,1.9823590573230597e-269
ENSG00000178028,0.39467207,5.750080943575026e-268
ENSG00000125686,0.39461067,7.075798117026218e-268
ENSG00000085415,0.39443678,1.2731689863829522e-267
ENSG00000129562,0.39387098,8.587398023916094e-267
ENSG00000125676,0.39384285,9.441450402983789e-267
ENSG00000129084,0.39378506,1.1471097686484833e-266
ENSG00000111605,0.3934872,3.127890992752159e-266
ENSG00000106355,0.39348567,3.143933599020871e-266
ENSG00000160917,0.39307833,1.2373195197711527e-265
ENSG00000103932,0.3924922,8.854630105943589e-265
ENSG00000265681,0.3915244,2.2626876172014503e-263
ENSG00000101158,0.3914739,2.6789072758875023e-263
ENSG00000151657,0.3902113,1.8058246345531159e-261
ENSG00000083896,0.3900051,3.5857296595546774e-261
ENSG00000125952,0.388632,3.4109867221556875e-259
ENSG00000127922,0.3885279,4.813658696141534e-259
ENSG00000143256,0.38827989,1.0931111889717927e-258
ENSG00000109111,0.38816997,1.571866350820275e-258
ENSG00000094804,0.3872484,3.2865991533838972e-257
ENSG00000075914,0.38722718,3.524498430694596e-257
ENSG00000177084,0.38614258,1.2457764440425578e-255
ENSG00000198056,0.3851848,2.8700253628546605e-254
ENSG00000137692,0.38430256,5.1148594221235684e-253
ENSG00000125691,0.38371485,3.4674548138673524e-252
ENSG00000163159,0.38289607,4.956362721291328e-251
ENSG00000149262,0.38237253,2.7041928202642504e-250
ENSG00000132646,0.38229004,3.532013456901148e-250
ENSG00000185049,0.38217795,5.076471637282414e-250
ENSG00000100142,0.38192657,1.1446153247516023e-249
ENSG00000119203,0.38191885,1.1735365796930766e-249
ENSG00000029364,0.38190952,1.2094635440484812e-249
ENSG00000061273,0.3816847,2.500977041253927e-249
ENSG00000070756,0.3815671,3.6563381721109835e-249
ENSG00000006744,0.38156235,3.712708757342043e-249
ENSG00000127337,0.3810756,1.785048277876643e-248
ENSG00000160783,0.3799477,6.720139411347106e-247
ENSG00000107581,0.37994367,6.807503510041383e-247
ENSG00000010244,0.3791307,9.223011629462239e-246
ENSG00000141564,0.37910643,9.967776135819855e-246
ENSG00000117614,0.37829122,1.3497471867080406e-244
ENSG00000100632,0.37792304,4.3679969602106935e-244
ENSG00000126067,0.3761554,1.2015971720156843e-241
ENSG00000100726,0.37579614,3.74729923850645e-241
ENSG00000117408,0.37499776,4.6684141792863357e-240
ENSG00000103423,0.37362805,3.478328608268334e-238
ENSG00000161016,0.37300277,2.471888552022769e-237
ENSG00000100109,0.37277165,5.097319371028694e-237
ENSG00000047410,0.3725461,1.0323514597480063e-236
ENSG00000100296,0.3723232,2.072568458222401e-236
ENSG00000196235,0.37222365,2.8286951540287237e-236
ENSG00000063322,0.37216648,3.38168321817221e-236
ENSG00000204574,0.36947227,1.4670092967592887e-232
ENSG00000183495,0.36935213,2.127197143365224e-232
ENSG00000110768,0.3690846,4.863404371720579e-232
ENSG00000136824,0.36866328,1.7857082897828292e-231
ENSG00000171848,0.36820796,7.266403572173037e-231
ENSG00000178913,0.36765456,3.9883357106800395e-230
ENSG00000254772,0.36705855,2.4864561484821267e-229
ENSG00000099381,0.36636376,2.0890191791105617e-228
ENSG00000099800,0.36605734,5.332075426203721e-228
ENSG00000143228,0.3652853,5.626313714522762e-227
ENSG00000159259,0.3652838,5.6524381429344405e-227
ENSG00000089157,0.3647035,3.3078013399603447e-226
ENSG00000112110,0.364045,2.445458628534108e-225
ENSG00000182993,0.36400568,2.7552373809530976e-225
ENSG00000148835,0.3637859,5.3659885044963964e-225
ENSG00000131165,0.36339158,1.7718829334220913e-224
ENSG00000080986,0.363313,2.247728141774794e-224
ENSG00000105879,0.36232975,4.3833057263559555e-223
ENSG00000168924,0.36170945,2.840114051103689e-222
ENSG00000064419,0.36128548,1.0161687918678063e-221
ENSG00000132432,0.3601848,2.7564318025666887e-220
ENSG00000176102,0.35986915,7.085024726534394e-220
ENSG00000111596,0.35980737,8.521890299146565e-220
ENSG00000169045,0.35906097,7.906786988952997e-219
ENSG00000134453,0.35776374,3.743382158743458e-217
ENSG00000031698,0.35764706,5.2912343224458804e-217
ENSG00000198755,0.3576295,5.573944264281392e-217
ENSG00000213593,0.3569636,4.0055353378891e-216
ENSG00000107371,0.35660264,1.1643442308131464e-215
ENSG00000101868,0.35653132,1.4373719472353878e-215
ENSG00000145833,0.356268,3.1273580443426646e-215
ENSG00000123737,0.3561948,3.881146818110201e-215
ENSG00000143314,0.35504368,1.1497265407959469e-213
ENSG00000074071,0.35454243,5.006025049392896e-213
ENSG00000063177,0.35387394,3.5462391793386125e-212
ENSG00000064703,0.35362774,7.284375095668042e-212
ENSG00000175054,0.35345763,1.19739996824741e-211
ENSG00000132507,0.35342434,1.3196622468105194e-211
ENSG00000244038,0.3528667,6.714227723423721e-211
ENSG00000149016,0.3524988,1.9604870212109284e-210
ENSG00000014138,0.3524609,2.189167724330292e-210
ENSG00000147604,0.3516138,2.5660398481762273e-209
ENSG00000122882,0.3515217,3.351777998151598e-209
ENSG00000168522,0.35144857,4.1436324229660255e-209
ENSG00000109475,0.35087228,2.199374471690918e-208
ENSG00000089009,0.3496933,6.61628616294921e-207
ENSG00000155858,0.34962353,8.089019026888627e-207
ENSG00000112739,0.3495494,1.0013745099456677e-206
ENSG00000100519,0.34857738,1.636849227830153e-205
ENSG00000188986,0.34851232,1.972736026624748e-205
ENSG00000062822,0.34843025,2.496344058326846e-205
ENSG00000152944,0.34842142,2.5603001791380923e-205
ENSG00000161920,0.34752294,3.352896484385633e-204
ENSG00000071082,0.3465385,5.561648167219306e-203
ENSG00000144867,0.34571716,5.748531499735672e-202
ENSG00000087191,0.34569874,6.05713909047577e-202
ENSG00000174748,0.34506926,3.61034448685962e-201
ENSG00000163634,0.34451982,1.7091342999239568e-200
ENSG00000112081,0.3444771,1.928590350401607e-200
ENSG00000088325,0.34438807,2.4802462613127537e-200
ENSG00000115541,0.3443428,2.818650298778784e-200
ENSG00000108671,0.3429269,1.5230361859537103e-198
ENSG00000140395,0.34274545,2.5356209770376963e-198
ENSG00000106459,0.34224948,1.0196979120270898e-197
ENSG00000142751,0.3421135,1.492769687419074e-197
ENSG00000108559,0.3420652,1.7091258263140033e-197
ENSG00000106245,0.34139514,1.1142420297255691e-196
ENSG00000141026,0.34123674,1.7344590290171659e-196
ENSG00000089289,0.34066072,8.651574330305451e-196
ENSG00000165494,0.34052402,1.2662306301020225e-195
ENSG00000174444,0.34049705,1.3650208853294275e-195
ENSG00000188846,0.33990255,7.136172665710395e-195
ENSG00000130255,0.33949658,2.2033560833528203e-194
ENSG00000112855,0.33938432,3.008521158329742e-194
ENSG00000091140,0.33929735,3.829095643397935e-194
ENSG00000198176,0.3391791,5.314660061243994e-194
ENSG00000108298,0.33898088,9.204196006515801e-194
ENSG00000197265,0.33875114,1.7386720195012574e-193
ENSG00000113649,0.33811817,1.0001022573495953e-192
ENSG00000023734,0.33773348,2.8903952442661036e-192
ENSG00000182899,0.33736095,8.066289975187863e-192
ENSG00000164975,0.33682594,3.513297917999424e-191
ENSG00000179950,0.33665344,5.642617238347575e-191
ENSG00000163682,0.33647254,9.27106268906492e-191
ENSG00000147162,0.33623904,1.7590125109121068e-190
ENSG00000171421,0.3361389,2.314586994401285e-190
ENSG00000123219,0.33612576,2.3994726749294045e-190
ENSG00000143624,0.33573058,7.080945678664693e-190
ENSG00000181938,0.33548105,1.4011992291576151e-189
ENSG00000133997,0.33448425,2.1271211849210106e-188
ENSG00000144713,0.33374608,1.5840248471920207e-187
ENSG00000125755,0.33321682,6.659953860493079e-187
ENSG00000174780,0.3330849,9.521895219037876e-187
ENSG00000143476,0.33296844,1.305394580862269e-186
ENSG00000153187,0.3323263,7.415301686152176e-186
ENSG00000132313,0.33220613,1.0258705801790248e-185
ENSG00000184209,0.33217788,1.1072013783459103e-185
ENSG00000066136,0.33213386,1.2469327189410244e-185
ENSG00000115274,0.33196148,1.9856067174275056e-185
ENSG00000163877,0.33082327,4.253665782010392e-184
ENSG00000117751,0.330231,2.084618359958793e-183
ENSG00000154719,0.33011413,2.8514820471837928e-183
ENSG00000156482,0.32908565,4.46227686985899e-182
ENSG00000183431,0.32902873,5.194357076214507e-182
ENSG00000110700,0.328989,5.7752122202569095e-182
ENSG00000197728,0.32858738,1.6849406347967357e-181
ENSG00000100883,0.32685846,1.6611527547660034e-179
ENSG00000171863,0.32684427,1.724706446535146e-179
ENSG00000197756,0.32673544,2.3003141137020056e-179
ENSG00000163950,0.32635868,6.227972531205064e-179
ENSG00000120656,0.32552707,5.583798474116043e-178
ENSG00000077380,0.3255174,5.728050820138798e-178
ENSG00000129932,0.32456458,7.009741733508796e-177
ENSG00000136450,0.32373157,6.214579645140245e-176
ENSG00000146576,0.32358062,9.222001052099166e-176
ENSG00000085840,0.323075,3.4536950845853495e-175
ENSG00000132768,0.32131284,3.3746077067150425e-173
ENSG00000140534,0.32127434,3.728687783770326e-173
ENSG00000114573,0.3206274,1.9891767107861964e-172
ENSG00000166441,0.32033277,4.258069893775287e-172
ENSG00000063244,0.3202798,4.8818840308140144e-172
ENSG00000172167,0.31996855,1.0897034133854377e-171
ENSG00000188342,0.31946835,3.952291517648982e-171
ENSG00000167325,0.31937826,4.983276900775456e-171
ENSG00000185883,0.31905147,1.1544054418757467e-170
ENSG00000102978,0.318886,1.7657052566250655e-170
ENSG00000018699,0.31882337,2.0737787415559502e-170
ENSG00000134480,0.31858304,3.841963637353129e-170
ENSG00000114982,0.31726316,1.1242878884175793e-168
ENSG00000134014,0.31633416,1.1980909866978252e-167
ENSG00000114686,0.31620917,1.646145101949408e-167
ENSG00000159147,0.3162001,1.6844837225318362e-167
ENSG00000110367,0.3160718,2.333580659039355e-167
ENSG00000100220,0.31523347,1.9555261364960546e-166
ENSG00000110203,0.31503183,3.2574786198525167e-166
ENSG00000159111,0.31495067,3.9996662504275384e-166
ENSG00000204822,0.31471017,7.345902409027829e-166
ENSG00000117222,0.31440967,1.5688440141401815e-165
ENSG00000144231,0.31356356,1.3225240483492182e-164
ENSG00000133398,0.31347543,1.6506548562595135e-164
ENSG00000137154,0.3129797,5.734475739312358e-164
ENSG00000159479,0.31259903,1.4896671025649966e-163
ENSG00000147274,0.31218195,4.2329808304366577e-163
ENSG00000125977,0.31205103,5.873072754130032e-163
ENSG00000170291,0.31171653,1.3548862987571644e-162
ENSG00000198522,0.3115006,2.322682591483895e-162
ENSG00000124641,0.31089586,1.048530922194301e-161
ENSG00000126254,0.31078783,1.372007319483473e-161
ENSG00000185359,0.31071058,1.6627408925130775e-161
ENSG00000165006,0.31062117,2.076824821467654e-161
ENSG00000071553,0.31036448,3.930796440781524e-161
ENSG00000204356,0.31027013,4.96891151350683e-161
ENSG00000186166,0.31023937,5.3632735826553735e-161
ENSG00000136628,0.31017527,6.288553145767845e-161
ENSG00000112651,0.3098216,1.5120888111442965e-160
ENSG00000095139,0.30977133,1.7127774664520386e-160
ENSG00000136709,0.3096991,2.048570850555751e-160
ENSG00000164053,0.3093455,4.916700341476981e-160
ENSG00000152404,0.3086959,2.4483063290099487e-159
ENSG00000153767,0.30767456,3.0301869161245387e-158
ENSG00000069248,0.30764887,3.2277118911427903e-158
ENSG00000099341,0.30764443,3.263135123074451e-158
ENSG00000116809,0.3076384,3.311779146242516e-158
ENSG00000139726,0.30753917,4.226473702472031e-158
ENSG00000084623,0.30680746,2.5446515949535328e-157
ENSG00000134825,0.3059286,2.1833727818882246e-156
ENSG00000143947,0.30590072,2.337073584153485e-156
ENSG00000090061,0.30555183,5.474199695953891e-156
ENSG00000158526,0.30527487,1.0749434382351025e-155
ENSG00000205609,0.30495802,2.3242641690294487e-155
ENSG00000130177,0.30495262,2.3549583425083196e-155
ENSG00000084072,0.30478746,3.518702294744386e-155
ENSG00000035928,0.30435732,1.0000847900480822e-154
ENSG00000100603,0.30428922,1.1797439972739363e-154
ENSG00000074201,0.30418247,1.5283641090397813e-154
ENSG00000122484,0.30379602,3.898208752049138e-154
ENSG00000161970,0.30376032,4.2501320430591874e-154
ENSG00000168286,0.30367553,5.218245779895229e-154
ENSG00000118412,0.30332163,1.2279958376185774e-153
ENSG00000105364,0.30283466,3.9789484297094187e-153
ENSG00000122026,0.30281517,4.1704526224545766e-153
ENSG00000114127,0.30268583,5.696632228734499e-153
ENSG00000112306,0.30218777,1.8901180616744674e-152
ENSG00000108518,0.30178395,4.9894637478238215e-152
ENSG00000168827,0.30165654,6.775116268148835e-152
ENSG00000090470,0.3016245,7.3167151592688154e-152
ENSG00000168438,0.30144924,1.1141893080781865e-151
ENSG00000158545,0.3012116,1.9696996322646137e-151
ENSG00000146143,0.30079833,5.2984712065038816e-151
ENSG00000073111,0.300798,5.302628457088988e-151
ENSG00000065328,0.3004868,1.1159169642631612e-150
ENSG00000160294,0.3003656,1.490671860059337e-150
ENSG00000101182,0.2991096,2.9709271398602756e-149
ENSG00000145241,0.29901063,3.7585358420002424e-149
ENSG00000172809,0.2982637,2.210297069675418e-148
ENSG00000198034,0.29800296,4.097358035542715e-148
ENSG00000198836,0.29696238,4.7806280939151315e-147
ENSG00000165417,0.296804,6.941979072133196e-147
ENSG00000060069,0.29588872,5.966655539490009e-146
ENSG00000105372,0.29587308,6.189726287186756e-146
ENSG00000175550,0.29554716,1.3288972833755656e-145
ENSG00000161547,0.29523006,2.7919851841034912e-145
ENSG00000165526,0.29520762,2.942493637402531e-145
ENSG00000143952,0.29511583,3.647228523083516e-145
ENSG00000134419,0.2946942,9.769073197930146e-145
ENSG00000145741,0.29469264,9.804483178295488e-145
ENSG00000197102,0.29427713,2.5844723614675647e-144
ENSG00000104131,0.29359382,1.2679414105234725e-143
ENSG00000061936,0.29315883,3.481975358681311e-143
ENSG00000116455,0.2928983,6.37123535619309e-143
ENSG00000127580,0.2928564,7.021017229272731e-143
ENSG00000147669,0.29194948,5.721389511711488e-142
ENSG00000169021,0.291857,7.082999060840139e-142
ENSG00000132604,0.29143846,1.859552975368301e-141
ENSG00000169230,0.2910125,4.9579477036786206e-141
ENSG00000099246,0.29076698,8.71842430822914e-141
ENSG00000160075,0.2900707,4.308396584041459e-140
ENSG00000086758,0.28903475,4.603405335402254e-139
ENSG00000172534,0.28860363,1.2300607384587374e-138
ENSG00000116221,0.28826317,2.669827708204127e-138
ENSG00000167526,0.2880543,4.292795629448677e-138
ENSG00000008988,0.28686675,6.338579204667791e-137
ENSG00000161960,0.28594404,5.088341308294208e-136
ENSG00000142937,0.2853274,2.037955853659431e-135
ENSG00000139620,0.2849924,4.324590440465275e-135
ENSG00000240682,0.28426206,2.221864728700874e-134
ENSG00000106028,0.28391254,4.8542292951871005e-134
ENSG00000132341,0.28387263,5.306878856246428e-134
ENSG00000079134,0.28379148,6.361484994255998e-134
ENSG00000165916,0.28336018,1.6652819457664558e-133
ENSG00000147133,0.28313127,2.7733259632556518e-133
ENSG00000164654,0.28273833,6.648992329260469e-133
ENSG00000113141,0.2822456,1.986405401433989e-132
ENSG00000117410,0.28223535,2.032110615934716e-132
ENSG00000075089,0.28202343,3.251446793208429e-132
ENSG00000170322,0.2819326,3.976656179365639e-132
ENSG00000146457,0.28190175,4.257971572873392e-132
ENSG00000106803,0.28148443,1.0726252317730297e-131
ENSG00000145425,0.28052613,8.896045288583974e-131
ENSG00000179409,0.28028595,1.5096961213344903e-130
ENSG00000108344,0.28015223,2.0261691156176945e-130
ENSG00000035141,0.27935272,1.172744053298439e-129
ENSG00000115233,0.27927423,1.3929475460461226e-129
ENSG00000101057,0.27916375,1.774466634819898e-129
ENSG00000110104,0.27830514,1.1600787776763115e-128
ENSG00000076003,0.2781517,1.621486535182856e-128
ENSG00000139168,0.27810925,1.7787529393811647e-128
ENSG00000113460,0.27788454,2.903123237247449e-128
ENSG00000231500,0.2778531,3.1089773524236084e-128
ENSG00000223496,0.2758879,2.210319857671499e-126
ENSG00000243147,0.27586764,2.3092565568050346e-126
ENSG00000182473,0.27580643,2.635755028304336e-126
ENSG00000101138,0.2757947,2.7032873653842677e-126
ENSG00000198242,0.27525088,8.738933322609775e-126
ENSG00000151465,0.27470982,2.8007200527213256e-125
ENSG00000129128,0.27425757,7.398959353087381e-125
