GeneSet,ES,Pval,Leading_Edge_Count,Leading_Edge_Genes
PRG4_Rescue_UP,-0.5369603038143591,0.0,1109,"CPVL,MPP1,MXD1,PNN,DNALI1,EIF5A2,KLHL12,GNL2,DIDO1,NUP133,ZBTB11,ECD,STAT3,FARSB,COPS2,BAZ2A,TDRD3,ASH1L,SLC45A2,RBP3,RB1,BMP2,CAMSAP2,SFRP1,TPP2,MUC2,TEX30,KLK14,TARBP1,SORBS1,LPGAT1,ZFPM2,PRPF4B,TMEM145,TRIM37,GOLGA8K,VPS11,KANSL1L,PPT1,KCND3,GTF2H2,FBXO48,CNST,ATRX,TXLNG,ANKFY1,PPIG,FBXO30,CEBPZ,ZNF84,PIK3C2A,ZNF274,CTTNBP2,ADNP,CEP78,EXOC8,PFKFB2,WDR12,RNF125,GATA2,ARMCX5,ACSS1,SNAP91,KDM1B,RNLS,ASH2L,BORA,PHACTR4,ZBTB44,STEAP2,STK17B,SAP130,PARP14,GMNN,NFRKB,ZNF117,SYT2,TSHZ1,NRDE2,KLHL23,PIAS1,GBP4,ATL2,EYS,RASD1,THUMPD3,PCCA,PPFIA2,LEF1,TOPBP1,PTPN2,EZH2,COQ3,PBRM1,TRMT44,POLM,ZNF341,TNPO1,MDM2,NPAS2,CHD1,FLVCR1,NPC1L1,GSE1,LRRC43,SHPRH,SLBP,BMI1,TTLL5,ZZZ3,AKAP11,CEP120,CLIC6,CHAMP1,EPB41L5,MGST1,CHI3L1,PELI2,ETV7,SREK1,PPP1CC,MCMBP,MLF1,CHIC1,INTS2,ZCWPW1,NFAT5,CD74,ZFYVE26,ZXDB,NCOA6,TMEM45B,UBE3A,ACADSB,NUP107,EXOSC10,VRK1,TBL1X,HACL1,ATF7IP2,TRIM14,THOC2,MBLAC2,USP46,RAB3IL1,ZNF318,RINT1,PIKFYVE,NAA16,MED23,ZNF721,ITGAM,PARP11,SON,MSH3,STON2,AVPI1,DZIP3,AKAP9,C16orf96,ASCC3,NCOR1,FMR1,TMEM131,ZNF449,EIF4A2,B3GALT5,BMP6,FAF1,OLFML1,PRPF38A,PPM1L,PSIP1,KCNIP4,GLE1,ADAR,KIF21A,DENND4A,KPNA1,MICU3,WDR17,KCTD9,MDM4,CEP57L1,FANCL,NTRK3,TSPYL2,SLC25A21,ARHGEF3,CHRDL1,SVIP,ROBO1,CES4A,TTI1,MRPS30,CCDC138,FUBP1,IQCB1,CEP164,KLHL15,TTC37,RAD52,MYCBP2,FAXDC2,MON2,NUP54,CREBBP,FAM161A,PPP2R5A,MBTPS2,CYP26B1,SF3B1,KIAA1143,TRMT5,FRRS1,TXK,JAK2,DIS3,USPL1,NUP43,ARHGEF39,AFF4,AHI1,AKAP6,IQCK,STXBP5,ZNF620,ACO1,PAG1,ZNF334,PCCB,SUPT16H,MAP7D2,AQR,ATP8A1,FAM111A,PARP1,ZBTB37,SPATS2L,DSCC1,CDKL2,ZNF391,AP2B1,MIOS,RSF1,CPNE3,MYO7A,SCAF4,FAM83B,PHKA1,THSD7A,POLG2,ZNF569,TRAPPC11,RAD21,XPC,LAMB3,SPEF2,MDC1,NPM1,TMEM220,SNX5,STX17,FOXO1,CCDC14,FOS,ARHGAP17,MED1,ANKRA2,ZMYND10,SYNM,MAP2K5,EPS8,ZBTB33,FANCM,GALNT9,MAPRE2,ABCE1,LRRC7,PRR14L,LIPE,OPRL1,RADIL,DBP,HLTF,ZNF331,SMPD3,SEC24B,CNTNAP3B,DUSP16,ERVMER34-1,MTIF2,PCM1,AHCYL1,GPD2,CLDN23,ZNF280C,ZNF292,HEATR6,CPT2,CPEB2,CNTLN,PDS5A,GNL3,CAPRIN1,ME2,EML5,PLEKHA5,SENP7,ARIH1,OPA1,BCL2,TMEM161B,ZCCHC14,KIAA1109,PDGFRA,ITGB7,ZDHHC23,NPAT,CCDC136,AUNIP,CS,CEP350,FAM171B,TBC1D31,CEP70,ELFN1,RNF141,SUZ12,AGO3,PBX4,UBAP2L,GAB1,HADHB,OSGIN2,ZNF83,RBBP6,C1R,RGS16,TAB3,DDR2,USP9X,DNAJC6,HEXB,EPHA4,TNPO3,MCCC1,ANKRD17,SGIP1,STAM,PAXBP1,KPNA2,SF3A1,WDR75,VPS13C,IRS1,SP1,SRRM2,SRGAP2,NSMCE4A,OSBPL1A,CNTNAP3,JADE3,PTCD3,XPNPEP3,PDE5A,CBFA2T2,AMPH,SPTY2D1,TMEM168,BTG2,EPB41L2,APOLD1,ST6GALNAC2,ZMYM1,SCNN1A,C5orf34,NET1,NSUN7,HSP90AB1,GYG1,ADAM23,PAK1,GPHN,ACER3,UBN2,DYNC1H1,FASTKD2,CAPN5,C2CD5,KDM3B,TTYH2,ZNF275,DMGDH,PARP4,DCP1A,SLX4IP,LYRM1,DSN1,TRIM33,ZNF385C,SETDB1,BOD1L1,FAM107A,BDP1,ABHD10,STMN1,ZNF337,POLK,HIBADH,MAP1A,FRZB,COPG2,RFTN1,POLE2,IPO8,ENDOD1,SESN1,PARPBP,MCM3,NFX1,CD47,SP4,TCOF1,DVL3,CWF19L2,NOC3L,PHIP,HELB,SFR1,EPHX2,DTX3L,CRISPLD2,JMY,RAVER2,TRPV1,NUP153,KALRN,PSD,CADPS2,CERS6,MTPAP,BROX,CNTNAP1,CHEK2,GPRASP1,ANKAR,NAF1,MAGI3,AHCTF1,RFC4,METAP2,RCBTB1,HOOK3,DTWD1,DCTN4,SEMA4A,FIGNL1,SMIM17,USP24,SIM1,LYPLAL1,PARP2,GRAMD1C,NUP98,TPP1,LONP2,PHKA2,LRRC37B,CARD14,UBR5,C1orf112,ERI2,GTF2A1,RRAGD,MKLN1,COCH,SMCHD1,AKR1B10,ZFP36L2,UBE4A,ERAP1,HELZ,LRCH2,NR1D1,ZWILCH,ATM,HUWE1,QSER1,HSPD1,SMCR8,C4orf46,GULP1,SP110,CEP85,HYKK,JMJD1C,SLK,CBR3,GPNMB,ALPK1,CDC6,GNPTAB,ZNF217,CPNE7,SPATS2,SLX4,CDK5RAP2,FAR2,TUBGCP3,SHC4,STRN,UPP1,ABCA5,POLR2A,MBNL3,MYRIP,TCHP,NUDT15,ELOVL6,SFMBT1,PMS2,NRGN,RAB27A,RBL1,USP53,MCIDAS,GNA13,BPTF,ZCCHC2,RPS6KA5,GAL3ST1,FKTN,GSR,ASXL1,DDX60L,MAP7,CDK12,RMI1,ACAP2,CEP57,ADCYAP1,HEATR1,EPB41L4B,SIRT1,UBR7,KAT6B,ARL14,FEM1C,PTPRG,R3HDM2,KAT6A,USP37,MSH2,PDE7B,PRKAA2,CENPJ,NOLC1,RLIM,TRRAP,PTPRQ,ARNT2,CNNM1,HIP1,NUP160,CBLB,ENTPD5,ADCY3,CCDC18,METAP1,NEK3,CKS2,HERC1,SIX4,MDN1,FOXC1,MASTL,EXPH5,MTMR10,SLC30A1,GMPS,PPP2R2B,SMC1A,CENPK,NR1D2,TMEM254,PAN2,DOCK8,PHF8,NABP1,PRRC2C,ANKMY1,OCRL,ENOSF1,FOXRED2,KIAA0586,NBN,DHRS11,GLCCI1,LRP4,G6PD,ZKSCAN8,NUP214,HSPA4L,CSE1L,HELLS,MCU,ADD3,L2HGDH,TTF2,PCLO,DEPDC1B,TTC27,DHX33,CRYM,DARS2,WNK1,MGA,ZKSCAN1,SLC16A7,ECT2,IQCH,ATXN7L1,GLI3,GBP1,RFC2,PPARGC1A,KCTD12,ZNF732,FCHO2,MIPOL1,METTL8,PRIM2,CEP44,ROCK2,ENPP1,REL,SIK2,ANK3,PLCG2,UFL1,ZNF107,DENND4C,PAICS,ZNF621,ZNF699,LRPPRC,HERC6,UHRF1BP1L,GK,PPAT,CBX5,MYO5A,TNKS,RNF207,MED14,SNRNP200,LCORL,DYNC2H1,PLXNC1,KANSL3,PASK,UBE2T,XPO1,FANCB,CNTRL,CCP110,CDC7,CNOT1,SPG11,BZW2,NUDT12,KLHL11,GNPDA1,TCP11L2,DNAH10,ZNF273,VEPH1,LRRC8B,ELOVL2,NTNG1,GCLM,SULF1,TTC39C,ZNF85,SUPT3H,BNC2,NASP,ARHGAP33,ITGA1,ANKRD12,SLC43A2,XYLB,POT1,DDX60,EML6,EML4,ZNF93,CMBL,SORL1,PLBD1,APOBEC3F,CEP97,PM20D2,STOX1,AOC2,RMI2,CCDC110,CLSTN2,HHEX,DHFR,MED12,PLK2,PEAK1,PLCH1,C5,SMG1,ARID1A,ABI3BP,ZBTB21,SLC16A14,SH3BP5,SBF2,SH3GL2,PRPF8,RNF213,FKBP5,S1PR1,PRPS2,CDKN3,INTU,SESTD1,RAB27B,EZH1,CAD,TBC1D5,ZWINT,FBXO5,GINS4,ZBTB38,CTDSPL2,ANAPC1,CEP192,ASPH,HSDL2,SEMA3E,MTX3,EIF2AK2,PRTG,TTLL4,ARHGAP5,LPP,MOCOS,PGAP1,RBM43,ISYNA1,ZNF808,RASSF8,UTP20,DAPK2,FAM184B,SETDB2,CKAP2,SYCP2,CPNE5,PEX5L,ABCG2,CENPN,STIL,LIN54,CENPA,CEP290,KIAA1217,MNS1,HECTD1,CNGB3,ANKRD29,STAG2,MMP16,MYSM1,SERPINB9,NCOA2,GTF3C4,CCDC88A,GJA1,RIF1,MYOF,ACBD7,XPO4,CKAP5,TRAIP,POLD3,CENPH,MAP7D3,LCN2,TRIB1,PSMC3IP,USP1,RIMS2,EGR2,TAF4B,DMXL2,ZMAT1,KMT2A,SF3B3,ZNF330,NCOA3,LRRC58,CTNNAL1,PDPR,NUP205,EP400,LRIG2,ORC6,MT1F,MYH10,ZNF483,TKT,MIS18BP1,NKTR,NCAPD3,MCM6,FBN2,CPT1A,PCDH7,PLEKHA6,DIAPH2,ACER2,CTNND1,NUP210,JAK1,NRG1,ZNF529,LCOR,ZNF717,EEF2K,ZNF397,ZNF518A,RACGAP1,NEU3,PLEKHH2,ADAMTS1,DNA2,POLH,RUNX2,ASXL2,PHC3,DOCK10,KCNQ5,URB1,FOXM1,GRIN2A,ZC3H6,MCM5,STXBP6,PRKAR2B,GABRE,MYBL1,SRRM1,RFWD3,SPC25,MTHFD1,SPIN4,WDHD1,TMPRSS9,CUL4B,SCAI,ST7L,ECI2,CTSC,BHLHE41,FAM111B,ANK1,GINS2,PTTG1,TCF19,ALDH3B1,NOTCH1,TACC3,RFC3,FOXP2,CDC45,WNT2B,ICA1L,EXOC6B,PDE1A,IKZF2,TGFBR3,MSI2,NUFIP2,HAUS6,STAT5A,SLC6A15,PUS7L,BTBD3,MELK,UBXN7,RAD51,RALGPS2,ZNF90,CCNB1,STOM,TAF1,SDC1,FTL,RELN,SYNE2,COLGALT2,XRCC2,KIF22,CCNE2,OTUD3,SKA1,TTBK2,TIMELESS,DGAT2,SULT1C2,JPH1,RRM1,COLEC12,BLM,VPS13D,ASAP1,ANKRD18A,ZNF519,HMGN2,KIF18A,LIG1,RAPGEF5,GBP2,NCAPG2,WDR36,DROSHA,FGD6,CDC25B,RAD54L,RGS20,COBLL1,CDCA3,SETBP1,MTFR2,CENPI,AK5,PLCE1,MCM10,ASF1B,PITPNM2,PKD1L2,PPIF,BRIP1,HPSE,PBK,DMRTA1,CEP128,ESCO2,PRKDC,ELF3,ARL17A,NCAPD2,CTSV,BIRC5,E2F2,TINCR,NCAPH,POLQ,DDI2,BRCA2,BARD1,DAPK1,PLK4,CLSPN,DNAH11,UBE2C,KIF20B,FLG2,SKA3,KCP,MPHOSPH9,DONSON,DENND3,AURKA,PTPRH,MYO10,USP13,FANCD2,RAD51AP1,KIF23,NCAPG,ERBB4,SPP1,TFPI,HMMR,NUF2,PER2,BRCA1,BCL6,FANCI,WDR62,NQO1,CEP152,FAM83D,NDC80,DTL,PEG10,TROAP,TPX2,NEIL3,MCM4,KNTC1,AURKB,CDKL1,CDCA5,TMEM164,OAS3,ALDH5A1,ANKRD33B,THSD1,NEURL1B,STRIP2,CEP55,CCNB2,CDCA2,PLK1,GREB1L,CDC25C,CDK1,UPB1,CDC20,SPC24,PPP1R12B,EVC,TTK,LAMA3,KIF15,ESPL1,ZNF488,CENPU,KIF11,HLF,CP,RDM1,KCTD19,EXO1,CDCA8,KIF18B,ATAD2,ANKRD30B,TRIP13,KIFC1,SHCBP1,ASPM,CDCA7,DEPDC1,CENPF,HJURP,SRGAP3,MYBL2,CENPE,GTSE1,C9orf72,LMNB1,DLGAP5,NEK2,CCNA2,ENPP2,KIF4A,BUB1,ORC1,GPCPD1,PER3,CKAP2L,DKK1,MLPH,GREB1,NRP2,PRR11,KIF2C,NID2,KIF14,IL6R,AMPD3,ANLN,RRM2,NRP1,BUB1B,MTSS1,GAS2L3,CPM,GPRC5B,TOP2A,CRMP1,ATAD5,HSPA6,HRNR,SMAD3,OSGIN1,MKI67,KIF20A,CIT,KCNK2,DPP4,FLG,IQGAP3,PAPSS2,FAT3,IL33,RARRES1,ARHGAP20,DHRS3"
PRG4_Rescue_DOWN,0.5273375367918286,0.0,1224,"AMTN,EDN2,GRM1,PDGFB,PMEPA1,COL1A1,TAGLN,FOXS1,SCD,PSG1,LMCD1,LIPG,TGM2,GDF6,DHRS2,MMP2,NTM,TP63,CHAC1,MCAM,IER3,FRY,STK38L,IL11,FNDC1,LDLRAD4,FADS2,LPCAT2,THBS1,BIRC7,NOX4,SYNPO,AMIGO2,IGFBP5,SERINC2,GAS6,PADI1,FDPS,CALB2,NOG,SLC29A1,TNC,MGST2,KRT86,TNFRSF19,NKAIN4,EDN1,DOK7,MMP11,COL9A2,TMEM139,ATP13A2,SLC2A6,DHCR24,CRIP2,MYL9,SULT1E1,COL16A1,TSPAN2,SPRY2,DACT1,PORCN,CRYAB,MN1,MFAP3L,JDP2,SPNS2,RBP1,PHLDB1,TM7SF2,DHCR7,ACKR3,GLIPR2,FZD2,RDH11,PCYT1B,KIAA1755,GADD45B,BEND6,FSTL3,SERPINA9,SH3GL3,CMTM3,CSF2,SHISA9,ECM1,ARHGEF37,IGFBP7,HTR1D,MSC,C1orf122,SMAD7,NEDD9,DUSP23,NT5DC2,CADM1,ENAH,TTC9,CHST2,TMEM237,KRT7,S100A10,ZNHIT2,CTXN1,MVD,CREB3L1,CEACAM19,RASGRP1,UBTD1,COL18A1,LOXL1,COL20A1,CGB8,KRT33B,DNAJB11,CHPF2,MFAP4,HERPUD1,SHC2,OLFM2,S1PR5,PBXIP1,TMCC1,BHLHE40,PDLIM7,SREBF2,UCN2,LRRC4B,SREBF1,SH2D3A,HSPB1,TMEM92,CDK2AP2,TMEM45A,TMEM165,GDF11,DDR1,BRICD5,RABAC1,DNAJC1,OLFML2A,NSDHL,DIRAS1,SLC39A13,ORMDL3,AJAP1,EHD1,JPH2,SLC7A5,LBH,ROBO4,CHST3,DNAJB5,GSN,ZNF668,SERTAD3,ADTRP,SOX4,CDK2AP1,B3GALT6,ARSI,TMEM98,MANF,DDIT4,FADS3,PGP,HAGH,S100A2,PLXDC2,LMO4,COX7A1,LSM10,MFGE8,KRT80,P2RY2,MFSD3,EHD3,ODAM,ABCD1,SULF2,ZC3H12A,RTN2,TMSB4X,CLTB,P2RY6,RIMS1,MAGEH1,EMILIN1,MAMDC2,PEA15,ATP6V0B,ASS1,LANCL2,PTMS,CDC42EP1,GPT2,INPP5K,OPN3,PIK3IP1,CACFD1,CDK5,HR,PDZD7,GALNT10,SDF2,KRT18,HPD,COX14,SLC16A13,SPINT1,GAS7,ACTC1,MEIS3,PLOD2,GIPC1,SGCD,ATP6V1G1,APLP1,KRT8,CPPED1,TMEM102,REXO2,SPRN,NR2F6,SGCA,SLC4A2,TTYH3,UPK3B,BMP1,KLC2,ATF4,TP53I11,FAM174A,MMAB,YTHDF1,PSKH1,SCAND1,SPRED3,PTPRU,ARHGEF40,LIMK1,GAS2L1,NDST1,CYB5R1,NAT14,CLDN4,MBTPS1,VEGFA,TUBA4A,CST6,RAB3IP,FRMD4A,NDUFA4,PINK1,MSRB1,PRDX5,PTPRE,EPOR,TMEM208,RAC3,KCTD11,ASPHD2,PPP2R5B,SYTL2,TSPAN17,SDF2L1,ZNF513,CXXC5,DNAJB2,SSNA1,SMAD6,TMEM59L,TNFRSF12A,LARP6,RNF121,ANXA4,RPS19BP1,CDR2L,GLS,FOXP1,BRSK2,HYOU1,RELL2,TMEM184A,MRPL14,L1CAM,HCN2,ZNF48,ITGAV,MAFK,FKRP,IGSF8,STARD4,COMMD5,RNF145,CSNK1G2,CCDC107,OSTC,TMEM63B,GPSM3,SMIM12,RASSF7,CHRNB1,XBP1,COMT,S100A6,TM2D1,FAM43B,SLC35F2,ADRM1,TM2D2,FADD,VDR,SAP30L,REEP2,DDAH2,MPST,TPT1,RNF25,EID2,SLC25A11,SEC61B,LAMTOR4,SPARC,FAM214B,ZNF219,LSM1,RARRES2,TUSC1,VSTM2L,NEGR1,TUSC2,ZBTB7B,LIMK2,RECK,TMEM222,ACTR1A,DAB2IP,FBLIM1,UFSP1,RARA,UBALD1,ATP10A,SYT11,PCBP4,DMPK,HIC1,GPR161,NAT9,SLC29A4,TAGLN2,SYNC,RMDN3,PPIC,ANKRD1,OSTF1,PLEKHO1,PSMA7,CSMD1,TSC22D1,NUAK1,ADAMTSL4,HYAL3,KCNN4,FAM177A1,JUP,NYAP2,TPRG1L,SRF,TLCD2,ESRRA,G6PC3,VAMP5,PPP1R9B,NREP,GPR155,WNT9A,DKK3,TUBA1A,PXDC1,FLYWCH2,CNPY4,MRPL33,BRSK1,ACAP3,PSMG3,HOMER3,KCTD15,MRAS,ACOT2,PDIA5,KLHL25,ARFIP2,ARHGEF25,KIAA1671,COX5B,RNF187,KIFC2,LTBP2,RRS1,KRT10,MOB2,SERP2,KIF3C,POMGNT1,MAP3K10,SHMT2,PIGQ,ZNHIT1,TMEM134,C1orf53,VASP,ZNF69,NDUFB7,TPM1,RPL34,NCLN,RASD2,WBP1L,ARFGAP1,HYAL2,CALD1,XXYLT1,UBXN1,EVI5L,NDUFS5,KIF1C,UQCRB,EFEMP1,HRAS,AVEN,GPRIN2,NDUFS6,PCED1B,AADAT,EXOSC4,NOP10,IDUA,RGS9,SIRPA,SLC52A2,LMF1,YIF1A,PAOX,SNX17,CCDC106,BLOC1S4,SULT1B1,HDAC11,SHISA4,CPT1C,RPS6KB2,FTSJ1,EBF4,DNAJC4,TNK2,CTSF,ZNF865,ABT1,JOSD2,NDUFS8,PPP1R14B,JAGN1,PFN1,NDUFA6,NDUFA12,RCN2,C11orf24,SLC35C1,C1orf198,OPA3,STEAP3,NAA60,MRPL20,GMPPB,PPP1R12C,ILK,MAPK7,TIMM8B,TNNT1,CNN3,AURKAIP1,SDC2,CTDSP1,CLTA,RAB32,ZNF358,RGS19,CHCHD1,AGPAT2,SENP3,B4GALT7,PLXNA1,GALNT18,TGM1,KCTD10,TMCO3,HHIPL1,PTDSS2,ZBTB22,TPGS1,DOCK2,SMARCD3,PAIP2,TEX264,SLC39A7,AP1M2,RNF7,ARSA,PLXND1,CRELD2,C19orf12,NME4,MID1IP1,PYCR1,CREB3,TXNL4A,YKT6,COL7A1,KIFC3,HM13,FAHD1,TWF2,ARL8A,PODXL2,TMEM59,MGST3,UBL5,ANKRD13D,DAD1,MICAL1,PGLS,TCEA2,EFNB3,MPZL1,AGPAT4,BCAR1,EDF1,MYL6,MEX3D,RHOD,TMEM223,USF1,FIS1,MAP7D1,NME3,RTN4,TCEAL8,C2CD2L,LSR,PFKFB4,MRPL17,RASGRF1,HIVEP1,NUDT18,CD9,CYTH3,MAP3K7CL,PARK7,SERGEF,POLR2L,NRSN2,GJC2,IFT43,PIH1D1,MANBAL,ABCB8,ZNF444,SCN9A,IRF2BP1,PDGFC,PIP5K1C,GUK1,FRAT2,EGFL7,S100A11,MPP2,TIMM13,VANGL1,SLC25A4,UQCRQ,COL8A2,RAB5B,TMEM132A,ZBTB45,NDUFB6,RUNDC1,ORAI2,FNDC4,ADAMTS15,RNF181,SERTAD4,EMC10,NEK7,NDUFA1,TMC6,C5orf46,B3GAT3,SLC45A3,POLR2F,LYPLA2,CARNS1,PSG2,PNMA1,POLR2J,ICMT,POLR2H,CSRP1,WIPI1,E2F4,CHST14,BCAP31,PYCARD,SYNGR2,GAMT,JUND,RBX1,MXD4,HHAT,TMED9,TRADD,EXTL3,MYL6B,LAMB1,KCTD16,RHBDF1,SEC61G,TSEN34,CADM4,WNT5A,ZNF205,DNAJB6,TECR,C4orf48,BIN3,SLC2A1,SMDT1,DNPH1,FANK1,SLC35B2,GALNT2,NDUFB2,PPP1CB,MXRA7,NUDT22,SRC,STUB1,KIF26A,EIF3G,MGAT1,DOK4,CDIPT,TUFT1,CIB2,PFDN6,TSPAN14,HAPLN3,LUZP2,NECAP2,SPAG7,ITGB5,RPS11,ZNF71,CDK6,TPM2,CTNND2,SHARPIN,HOOK2,RNF11,TMA7,RRBP1,ACAA1,PSORS1C1,SRRD,ANXA6,IFI27L1,TNFAIP8L3,SEMA5B,FURIN,MAGEF1,PRR7,LPIN3,DBN1,DGUOK,ARPC5L,THAP7,ZNF853,ARL3,SMR3B,DYNLRB1,AJUBA,PTOV1,RYK,MYD88,ANO8,DHRS1,METRNL,ZNF579,SETD3,EDIL3,RNASEH2C,STK40,NKIRAS2,MYL12A,PDIA4,TRAF4,B4GALNT4,CNIH4,PROB1,SUMO1,FAM171A2,ANKLE2,DPY19L1,SYNGR3,ZBTB47,UBE2M,TMEM198,HID1,MRFAP1,VPS25,TRMT112,MIDN,PPP5C,CD2BP2,MSRB3,CTNNBIP1,SORT1,GORASP1,COX6B1,BEX1,RTKN,UNC13D,HINT1,USF2,NOSIP,DENND1C,ULK1,ACSF2,FHL3,CNTN1,VPS28,MRPL52,CUTA,HIVEP3,POMP,ROMO1,LRP3,SPINT2,CALR,NECAB3,RPL39,SLC25A1,PSMB5,DAP,CAP1,AKIRIN1,CDKN2AIPNL,COX7C,TSPO,DAG1,LAMTOR5,DHRS13,SF3B5,COX6C,FBLN2,ZNF697,TBCA,GGN,TMEM87B,RPN1,C12orf75,MXRA8,SUN2,GADD45GIP1,HPS6,RPL27,ALDH1L1,HCN4,CD63,ADAMTS7,BACH2,MRPS26,CCDC92,DBNL,DLEU7,SSU72,DUSP7,PSMB4,FAU,CCM2,NAGS,TNNC1,KCNG1,LDHA,VOPP1,GPC2,TMEM167A,TMED2,RPUSD2,RNF215,ASB6,ASIC2,CISD3,TIMM22,MPLKIP,CD151,LENG1,PLXNB3,SNRPD2,MRC2,TPRA1,RPL31,RHOBTB2,FRMD6,MST1R,RBM42,TAF10,SLC22A15,RALA,TRHDE,PPIB,MFSD12,APC2,MSRB2,CYTH2,PAK4,EML2,OCIAD2,DSC2,FAM83H,EVA1A,PALM,SURF4,RPS23,SEMA3C,HSPA5,STX10,TMEM203,MORF4L1,ATP8B2,MPG,MZF1,CALU,ELOF1,C4BPB,PICK1,ZMYND19,RPL23,BEX2,MRGBP,SLC9A3R2,PFDN5,SCNM1,PANX1,UCK2,LAMC2,RPS6KA4,ST3GAL2,PRICKLE3,MRPS34,NR1H2,IFI27L2,OGFR,ITGB1,TMEM109,FARP1,OST4,PAFAH1B2,RNF41,INSIG2,DNAJB12,CAMTA2,JMJD8,CASZ1,TMUB1,C9orf78,VPS9D1,FAM32A,TMEM184B,CHPT1,RASSF3,FGFRL1,TIMM23,CTSH,NDUFA3,MICA,MFSD9,FASTK,PLEKHF1,CDH2,RIPK4,ARPC2,FBXW5,CENPB,TRPT1,TESK1,NCK2,STARD3,FAM174B,RGL3,FBXL19,SSR4,PTRHD1,DRG2,RNH1,LLGL2,MYEOV,PEX13,ITGA7,OCEL1,EIF6,PPOX,ANXA3,CLPP,IL17RE,MRPL28,SERPINH1,PLCB3,FAM219B,SMIM1,EPS8L2,RPL41,UBE2J2,RPS27,CLPTM1L,SPATC1L,COX4I1,ITPA,ZSWIM4,FOXK2,CDK9,FAM89B,SRP9,RPL36AL,NARF,FBXW4,TRIP10,PPP1R16A,PITPNM1,MICAL2,MAGED2,SIAH2,RPS19,SAMD14,MICALL1,SLC35C2,IL4R,BTN2A2,TMEM259,UXT,RPS25,SFT2D1,ANXA5,MYPOP,MRPL55,PSMD14,ARPC5,ERP29,PIN1,RRAGA,RILPL1,CAPN10,MBD3,TNS1,CMPK1,PDXK,CCDC167,RPS20,TRAPPC10,TRAPPC1,LZTS3,ZBTB17,PUF60,CHMP2A,NIPA2,YPEL3,ARNTL,DCBLD2,OXLD1,MYOCD,TMEM25,CHCHD2,FRMD8,CCDC71L,TRAPPC4,IGSF3,CTIF,SLC17A5,ZSCAN9,USP43,ARRDC1,SPATA2L,SEC11A,TOMM7,AP4E1,ALKBH7,APRT,ECHS1,GRB7,PHRF1,ARFRP1,EIF1AD,GSTP1,SLC22A3,ITPKC,PRAF2,GNPTG,RPL6,CBX7,RAB34,ITM2C,CRADD,BEX4,MRPL51,TXNRD2,ATG4B,PDIA3,RBM15B,DYSF,LRP12,PREB,PYGB,PSMD3,ABTB1,ABHD16B,RPL13,CTSZ,TMIE,TBC1D10B,SLC16A3,LGALS3BP,TES,ZNF319,PRMT2,ELOVL1,FCGRT,ST6GALNAC4,YIPF2,ATG4D,PDCD1LG2,C12orf73,KREMEN1,FAM219A,FANCF,RWDD2A,RPLP1,TGFB1I1,CCDC120,PLK3,FARSA,IGFL1,NDUFB10,COASY,NXT1,SSBP3,CDC34,MCAT,KIAA1191,LSM4,DOHH,RBCK1,MAP1LC3A,DCTN2,PDCD2,ANKZF1,WRNIP1,DAPK3,SDHAF1,BCAR3,RABGGTA,AGAP3,UBALD2,SIX5,SURF6,ANKRD9,RAB35,MAPKAPK2,HSP90B1,PTTG1IP,HS6ST1,UQCR10,AGGF1,GBA2,FAM50A,VPS51,ADAMTSL5,LSM6,HSD17B1,NT5C3B,RGMB,UBXN6,RPS4Y1,RPS6,GLIPR1,CADM3,FKBP8,LAGE3,SRSF9,CAMSAP3,HNRNPAB,NGF,KLK11,PDAP1,KCTD17,PFDN2,ACLY,KCNC4,COL6A1,AIP,RPL37A,SLC25A26,EIF4E2,CERS2,CCS,OAZ2,SNRPC,WIPI2,TSPAN3,GNAI2,HCFC1R1,TSR3,GMPR2,FAM110A,MLF2,ELF2,CHCHD3,TRMT61A,CDC37,EMC4,CUEDC2,REPS2,PLXNA2,TMEM258,SYCE1L,SLC22A5,RPS14,SMOX,TNFAIP1,MRPS21,PALLD,NACC2,PTK7,CPQ,PROCR,SYDE1,RPUSD1,SYNGR1,LRRC8A,BRF2,PCSK1N,HMOX2,ZNF41,MYL12B,DDA1,CHMP5,NFE2L1,RPS8,OTUB1,BTF3,COX7A2L,TINAGL1,PPIA,TPST2,ERGIC1,FBXO27,IER2,TBCB,VMP1,RAB11FIP5,TADA3,ARF4,EIF5A,DNAJC5,RPL12,MED10,TRABD,ZNF628,RNF208,C8orf82,AP2S1,HMG20B,RPL37,CLDN9,B3GAT1,NDN,LMNA,DVL1,MEA1,EPHA2,DHRS4,ERBB2,TMED1,RPL23A,RPL18A,KSR1,EVI5,OSBPL2,DUSP11,SEC13,CITED4,DGKI,NLK,C19orf53,MEGF8,ACTR3,DGKQ,PLD3,FGF11,LEMD2,FBRS,WTIP,CERK,PLEKHJ1,SHISA5,GNB2,SELPLG,CPNE1,DUSP22,MUS81,RPL19,NUTF2,GNA12,TMEM43,RAB1B"
