aging_antagonists_in_prg4_mimetics,aging_antagonists_in_ARE,prg4_mimetics_in_ARE,triple_intersection,triple_genes,antagonist_prg4_correlation_r,antagonist_prg4_correlation_p
14,3,3,0,,0.00369589864516051,0.027754502957720216
