gene
NFE2L2
KEAP1
NQO1
HMOX1
GCLC
GCLM
GSR
GPX1
GPX2
TXNRD1
SRXN1
PRDX1
PRDX6
SOD1
SOD2
CAT
GSTA1
GSTA2
GSTM1
GSTP1
UGT1A1
ABCC1
ABCC2
TXN
TXNRD2
PRDX2
PRDX3
PRDX4
PRDX5
FTH1
FTL
SLC7A11
ME1
PGD
G6PD
MAFG
MAFK
ADCY3
CCNA2
CHEK1
H4C3
NAB2
PLK1
PPP1R7
TUBA1A
UBE2C
UNG
UTRN
CYP1B1
DDIT3
DKK1
EDN1
EGR1
EPS8L2
FAS
FDXR
GDF15
H19
HSPA1B
JUN
LIF
LRP6
MIA2
MT1H
MT1X
PLA2R1
PPP2CB
PSMD12
PSMD3
RCBTB1
RPL38
SLC35B3
UTP25
ZBTB4
ABCA7
ACAP3
ACTR1B
AKR7A3
AMDHD2
ARHGAP5-AS1
CADM1
CDC20
CDK10
CDKN2C
CES3
CHKB-CPT1B
CHTF18
CITED2
COMTD1
CROCC
CTDSP1
CXXC4
CYBC1
DACT1
DDB2
DDIT4
DDT
DDTL
DEPP1
DHRS3
DOCK4
DPP7
EFNA4
ENC1
ENGASE
ENSG00000291006
ENTR1
EPRS1
FANCE
FBXO44
FJX1
FLRT3
GPR39
H1-0
H1-10
H2AC6
H4C14
H4C15
HAGHL
HDAC6
HMG20B
HOXB-AS3
HOXB6
HOXB7
HOXB9
HOXC6
ID3
IP6K2
IQGAP3
ITGA10
JUND
KIF20A
KIFC2
KLF6
KLF9
KLHL17
KLRK1-AS1
LAMA4
LAMB2
LIG1
LINC02315
LINC02381
LPCAT4
LRRC45
LYPD1
MAMDC4
MANBA
MAP3K12
MATCAP1
MECOM
METTL26
MFSD3
MOV10
MYO15B
NAGLU
NBEAL2
NEURL1B
NFATC4
NME3
NOG
NOXA1
NR4A2
NRP1
NT5C
OBSL1
OGDHL
OTUD1
PAQR4
PBXIP1
PCDH7
PDE5A
PDGFC
PGP
PHKG2
PHLDB2
PIDD1
PIGQ
PIK3R3
PKN3
PLAT
PLCXD1
PLD1
PLEKHH3
PPP1R16A
PPP1R35
PSME1
PTGS2
RAB26
RASSF7
RECQL4
RFNG
RHOT2
RHPN1
RIN2
ROBO1
RPL22L1
SAPCD2
SCARNA12
SEMA3B
SEMA3C
SEMA4C
SEMA6C
SFMBT2
SGSM2
SGSM3
SHOC1
SIVA1
SKIC2
SLC2A8
SLC35E2A
SMOC1
SNHG32
SNHG8
SNORA73A
SNORD35B
SPG7
SPSB3
STAT2
STAT6
TAFAZZIN
TBC1D9
TCF25
TCP11L2
TK1
TMEM80
TMUB2
TNIK
TONSL
TOP3B
TRAF1
TRHDE-AS1
TRIB2
TRPT1
TSHZ2
TUBGCP6
TXNIP
TYK2
VIM
VIM-AS1
WDR90
ZFTRAF1
ZNF608
