perturbation_id,target_gene,PRG4_UP_enrichment,PRG4_DOWN_enrichment,prg4_mimetic_score,is_ARE_gene,is_age_UP,is_age_DOWN
4415_KLF17_ENST00000372299.3_ENSG00000171872,KLF17,0.06730100838383277,-0.05321793808241371,0.12051894646624647,False,False,False
3906_HOXB7_P1P2_ENSG00000260027,HOXB7,0.0683028984844132,-0.05206905649882689,0.1203719549832401,True,False,False
8787_TCF7_P1P2_ENSG00000081059,TCF7,0.057812612274348654,-0.0625585830566113,0.12037119533095995,False,True,False
10542_ZNF674_P1P2_ENSG00000251192,ZNF674,0.08944447772547678,-0.030898259008618135,0.12034273673409492,False,False,False
5588_NEDD8_P1P2_ENSG00000129559,NEDD8,0.09546242212434976,-0.024706341905574598,0.12016876402992435,False,False,False
9448_TXNDC11_P1P2_ENSG00000153066,TXNDC11,0.0780865785877595,-0.04182103277323368,0.11990761136099318,False,False,False
6662_PPP1R16A_P1P2_ENSG00000160972,PPP1R16A,0.06208967042186769,-0.057591611421309204,0.11968128184317689,True,False,False
7473_RPL41_P1P2_ENSG00000229117,RPL41,0.05820380853458798,-0.06141160307012857,0.11961541160471656,False,False,False
9628_USF2_P1P2_ENSG00000105698,USF2,0.04590628365282335,-0.07329626803645041,0.11920255168927377,False,False,False
7593_RTTN_P1P2_ENSG00000176225,RTTN,0.06050192933026985,-0.05859280229649547,0.11909473162676532,False,False,False
6293_PHF7_P1P2_ENSG00000010318,PHF7,0.036053106464659715,-0.08291486312066336,0.11896796958532307,False,False,False
