gene,rescue_lfc,rescue_pval,h2o2_lfc,h2o2_pval
CCKBR,4.80372393330424,0.112310461931688,0,1
ESRRG,4.80346378452036,0.0709537259533186,-1.84721677842349,0.513983211597987
GJA10,4.7992733622968,0.195751287764428,0,1
TMEM132E,-4.79475870369683,0.096512180015046,1.6980137107608,0.534429706669965
SPEM1,4.77600240179004,0.0039054026875114,1.9082159603611,0.345779464172639
UGT2B7,4.76766238422663,0.123199094573382,0,1
NPAS4,4.76523166969602,0.0470253884827636,-1.81559402855696,0.483424243303786
FAM237B,4.76324141351219,0.0372729531181648,-2.87777839731047,0.225112311420954
DTHD1,4.74766619139899,0.119759605527196,0,1
LEFTY2,4.73218622633475,0.14532713390821,0,1
MRGPRD,-4.71317489836829,0.238025307944962,4.43416183524866,0.266951389315567
FRMD7,4.7078076426534,0.13624320398422,0,1
MAT1A,4.69313858784509,0.0216780969566209,-2.85884494384661,0.181461301873911
H1-8,4.69240387938035,0.215096046094054,0,1
HCK,4.64953463938372,0.0887209416444709,-0.958667176807964,0.745516286669361
C8orf34,-4.63374558882412,0.0088043745358635,1.45139830273764,0.30479616230098
VCAM1,4.60309195762528,0.0377775056047879,0,1
OLFM3,-4.58579053336672,0.0197514643523194,1.12516915458198,0.508673768216993
CRISP3,-4.56499722702102,0.285021997777206,4.28597878954223,0.315482069256484
SPSB4,4.56409872702591,0.0417627281825402,-2.84677377920857,0.221314017318057
DTX1,4.56284297066596,0.0717260358217015,-2.39429520965105,0.365634827213449
C10orf53,4.55216793173627,0.245468901340218,0,1
ODF4,4.54579641755807,0.251146445985564,0,1
LRP2,4.53221385124681,0.054524565105711,-2.42819702194814,0.326402635039577
ANTXRL,-4.52661885108857,0.289160203491745,4.24760078636296,0.319904321827342
MPPED2,4.52103477920318,0.124705811264957,-1.8282410148877,0.555064547795526
FOXE1,4.51548985556197,0.256410954820607,-1.91472021560579,0.639320300136184
RESP18,4.50800756190382,0.17244342112882,0,1
PDCD1,4.50338037926707,0.0115150438324477,1.84512335596843,0.385781365048213
ANKRD34B,4.47432824165255,0.115004208392279,0,1
SLC36A3,4.47077194396193,0.189079113859191,0,1
PRSS35,4.4620567948294,0.0714599947665564,0,1
PRR15,4.44367719807845,0.0366434466338201,-4.13394608360449,0.0537527032455901
CYTL1,-4.43116359476818,0.299630468822752,4.15214645715972,0.331080880949876
TMPRSS15,-4.42333493918268,0.221209960617865,2.33585561022928,0.513227522133545
SYT13,4.42319637268771,0.272407185074222,0,1
FAM217A,4.41253849430639,0.190485066665986,0,1
ICAM2,4.40222586846878,0.194590802771553,0,1
FUT5,-4.39847378893863,0.225404019689111,2.20339005158796,0.537602765567857
NT5C1A,4.39841876627177,0.142217069674234,-1.84667215738527,0.556895354581793
KCNV2,-4.39437572511293,0.0023280377198543,0.51368237936948,0.626660258161465
FCGR2C,4.39320224866302,0.0137108207062328,0.0219232106900136,0.991417252229702
KLK3,4.38721531706595,0.284994315913311,0,1
GADL1,4.37645341808973,0.196178399940586,0,1
NPPC,4.3721419335913,0.0186060862154933,1.8442259979604,0.399781856333774
MUC17,4.36161817310224,0.0019273795528101,2.8428147672174,0.120070097775572
RLN1,4.35602835516542,0.0352622846691996,-2.84725075041307,0.186820907534062
OR7C1,4.33287231811246,0.156936953959439,-3.19366783631722,0.303354572232254
NYX,4.33204499987131,0.125341343584711,0,1
CLRN1,4.33185263632534,0.300220107736535,-0.958674244011096,0.824632764549527
VNN2,4.33078489280598,0.126309116386923,0,1
CCDC172,4.32857887623278,0.210737542105248,-1.80614830119758,0.614828104928478
FAM181A,4.32765197006872,0.0749308461814347,0.964901140143892,0.719393775065819
UCP1,4.32370237209334,0.295875061138028,0,1
F2RL3,4.32295333956469,0.287070401680517,0,1
GPR158,4.31930256575408,0.020806736937042,-4.29964470040882,0.0220616037381763
