perturbation_id,target_gene,age_UP_enrichment,age_DOWN_enrichment,mimetic_score,is_ARE_gene,is_age_UP,is_age_DOWN
11077_non-targeting_non-targeting_non-targeting,non-targeting,0.13591991633295042,-0.14561001167430837,0.2815299280072588,False,False,False
10833_non-targeting_non-targeting_non-targeting,non-targeting,0.1700709485073692,-0.11144065615259297,0.28151160465996217,False,False,False
10984_non-targeting_non-targeting_non-targeting,non-targeting,0.0217427484790144,-0.25800553657811565,0.27974828505713006,False,False,False
7132_RAX2_P1P2_ENSG00000173976,RAX2,0.18210527829772893,-0.09477113871835022,0.2768764170160791,False,False,False
5445_NADK_P1_ENSG00000008130,NADK,0.10093467929343254,-0.17233969414308417,0.2732743734365167,False,False,False
10902_non-targeting_non-targeting_non-targeting,non-targeting,0.07720093447382424,-0.195890909151296,0.27309184362512023,False,False,False
5646_NFKBIB_P1P2_ENSG00000104825,NFKBIB,0.10814459277036144,-0.16262494250029477,0.2707695352706562,False,False,False
8130_SMAD2_P1P2_ENSG00000175387,SMAD2,0.08746206525290173,-0.18316043289597575,0.2706224981488775,False,False,False
9912_XRRA1_P1P2_ENSG00000166435,XRRA1,0.11562983494660882,-0.15498931377319292,0.27061914871980175,False,False,False
856_BMP1_P1P2_ENSG00000168487,BMP1,0.08660525877815699,-0.18378151274459167,0.27038677152274865,False,False,False
6401_PKNOX1_P1P2_ENSG00000160199,PKNOX1,0.09858616658208186,-0.17145623296804766,0.27004239955012954,False,False,False
9658_USP40_P1P2_ENSG00000085982,USP40,0.1439681440585505,-0.12500145306114313,0.2689695971196936,False,False,False
8073_SLC39A1_P1P2_ENSG00000143570,SLC39A1,0.10550225913361867,-0.1627445086743599,0.26824676780797857,False,False,False
5827_NSMAF_P1P2_ENSG00000035681,NSMAF,0.07777830286567862,-0.18968675323036255,0.26746505609604115,False,False,False
4679_LRRCC1_P1P2_ENSG00000133739,LRRCC1,0.13964507254089353,-0.12728649549883175,0.2669315680397253,False,False,False
10189_ZNF180_P1P2_ENSG00000167384,ZNF180,0.08243834383623289,-0.18203783937280898,0.26447618320904187,False,False,False
7281_RHBDD1_P1P2_ENSG00000144468,RHBDD1,0.07953506434267323,-0.18434613078878792,0.26388119513146113,False,False,False
8135_SMAD9_P1P2_ENSG00000120693,SMAD9,0.07258198733898917,-0.1910949770582404,0.2636769643972296,False,False,False
9730_VIPAS39_P1P2_ENSG00000151445,VIPAS39,0.10786926407104304,-0.1557997067307454,0.2636689708017884,False,False,False
