perturbation_id,target_gene,mimetic_score,up_enrichment,down_enrichment
6700_PPP6C_P1P2_ENSG00000119414,PPP6C,0.36336900028171903,0.26960704084811277,-0.09376195943360627
9946_YTHDC1_P1P2_ENSG00000083896,YTHDC1,0.3572098623640778,0.17351296224925603,-0.18369690011482176
2678_EPRS_P1P2_ENSG00000136628,EPRS,0.3510594628284378,0.15917274258350092,-0.19188672024493686
785_BCAR1_P1_ENSG00000050820,BCAR1,0.3497909895435919,0.14267273466413102,-0.20711825487946087
4463_KPNA6_P1P2_ENSG00000025800,KPNA6,0.34888455331574697,0.2058305923513247,-0.14305396096442227
5720_NMT1_P1P2_ENSG00000136448,NMT1,0.34521465622284364,0.14161725859558816,-0.20359739762725546
1786_COPS8_P1P2_ENSG00000198612,COPS8,0.34505241066308157,0.14700419022679154,-0.19804822043629006
9132_TNFSF10_P1P2_ENSG00000121858,TNFSF10,0.344024320724475,0.09186205512936182,-0.2521622655951131
1778_COPS2_P1P2_ENSG00000166200,COPS2,0.3429805748000895,0.17455347950731237,-0.16842709529277708
5789_NR2C2AP_P1P2_ENSG00000184162,NR2C2AP,0.3425093655014164,0.17404400002111653,-0.16846536548029992
5601_NELFE_P1P2_ENSG00000204356,NELFE,0.33868923050933525,0.2079965401151431,-0.13069269039419215
5887_NUP153_P1P2_ENSG00000124789,NUP153,0.3384746561876637,0.19607128841115196,-0.14240336777651172
4276_KAT5_P1P2_ENSG00000172977,KAT5,0.3357275349464306,0.15861310708572596,-0.17711442786070464
4164_IPO7_P1P2_ENSG00000205339,IPO7,0.33447619999104655,0.1022144319083654,-0.23226176808268115
8154_SMARCE1_P1P2_ENSG00000073584,SMARCE1,0.33032492025465876,0.13170264700550458,-0.19862227324915419
10701_ZNHIT3_P1P2_ENSG00000273611,ZNHIT3,0.32775174764258885,0.18488913761578576,-0.14286261002680312
10231_ZNF236_P1P2_ENSG00000130856,ZNF236,0.32316928188639926,0.13422936608079994,-0.18893991580559932
6239_PFDN4_P1P2_ENSG00000101132,PFDN4,0.3161356356634891,0.07786544813956432,-0.23827018752392481
1118_C7orf26_P1P2_ENSG00000146576,C7orf26,0.3147796025721479,0.10601572962916123,-0.20876387294298668
7725_SDHA_P1P2_ENSG00000073578,SDHA,0.31472539211375256,0.06064961714244587,-0.2540757749713067
5128_MNAT1_P1P2_ENSG00000020426,MNAT1,0.3139352420234023,0.13961453785194336,-0.17432070417145895
2186_DHDDS_P1P2_ENSG00000117682,DHDDS,0.3112915667100091,0.20206845151673844,-0.10922311519327066
7634_SAE1_P1P2_ENSG00000142230,SAE1,0.3106167686776308,0.1373293595693169,-0.17328740910831383
5481_NBPF12_P1P2_ENSG00000268043,NBPF12,0.3098818849617682,0.1532037372388263,-0.15667814772294192
6536_POLR1C_P1_ENSG00000171453,POLR1C,0.3085021276031279,0.11933259067238786,-0.18916953693074007
6557_POLR3C_P1P2_ENSG00000186141,POLR3C,0.3078695255999566,0.19122199402704104,-0.11664753157291555
9683_UTP18_P1P2_ENSG00000011260,UTP18,0.3077969652161213,0.18139053582460715,-0.12640642939151417
1957_CTU2_P1P2_ENSG00000174177,CTU2,0.3074057144822163,0.1604099242028334,-0.14699579027938292
4464_KPNB1_P1P2_ENSG00000108424,KPNB1,0.3062064240036302,0.18687997930404734,-0.11932644469958287
6731_PRDM8_P2_ENSG00000152784,PRDM8,0.305890982626006,0.06723809322683,-0.23865288939917598
8695_TARS_P1P2_ENSG00000113407,TARS,0.30477911658004186,0.14530724516786067,-0.15947187141218122
