logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,gene_symbol
9.481524724517421e-4,3.8383743821273653,0.16167743024229483,0.8718915629983619,1,-12.50715863581655,ENSG00000006453,BAIAP2L1
-0.00820685337948732,4.59812215397322,-1.2767462477756861,0.20469823734350415,0.8886957515994695,-11.703780578855671,ENSG00000006459,KDM7A
3.9927776562982e-4,3.4760444515359556,0.06484299410315528,0.9484306303502474,1,-12.518235931472764,ENSG00000006468,ETV1
-3.455852340504016e-4,4.713774176125291,-0.09894676093392538,0.921381940732775,1,-12.51541481037529,ENSG00000006530,AGK
-2.1187311132781113e-4,4.96312796492691,-0.03464947018383173,0.9724294819016607,1,-12.519753176074047,ENSG00000006534,ALDH3B1
9.56246263503882e-4,1.5082225424768474,0.16587479716929834,0.8685959982252947,1,-12.50646440707743,ENSG00000006555,TTC22
-0.006007051824674784,4.703073129712074,-1.396125311581433,0.1658202274901508,0.838299827853599,-11.545496067143858,ENSG00000006576,PHTF2
-0.01930196417154481,5.778502255786102,-1.4454895459831003,0.15149946278006235,0.8136405152455817,-11.476071287201853,ENSG00000006606,CCL26
-0.003212348671217647,4.133520945090119,-0.6036393551055805,0.5474732076597673,1,-12.33665695198697,ENSG00000006607,FARP2
0.03436981448871165,2.9500985596007787,2.7020693000725315,0.008117472618786419,0.36561876634693674,-8.963117531277764,ENSG00000006611,USH1C
-3.25333935865857e-4,4.278110059627618,-0.04703556393963971,0.9625802635793925,1,-12.519242161993883,ENSG00000006625,GGCT
-0.0016161693192358073,1.4315666143646848,-0.3912022375330222,0.6964939993835927,1,-12.44312201336866,ENSG00000006634,DBF4
-0.008503480303130629,1.8639255020730516,-1.2782335536011054,0.20417561165217368,0.8884655788788169,-11.70189257109471,ENSG00000006638,TBXA2R
-0.0014943189613807978,5.885247361754242,-0.33750624087295433,0.7364545927245669,1,-12.462858519270819,ENSG00000006652,IFRD1
-8.719057341357075e-4,0.014399110028737684,-1.0256605393410465,0.30756774202896836,0.9907255725177678,-11.991843242096532,ENSG00000006659,LGALS14
0.003814756094729471,3.4547547391885454,1.215372028193109,0.22713379196470024,0.9139949932151089,-11.779832699218248,ENSG00000006695,COX10
0.007661433031601921,5.421856058699764,1.7586795942297249,0.08174244878741987,0.6910640725040837,-10.982219997013363,ENSG00000006704,GTF2IRD1
0.00514087192331309,6.283904450390781,1.796122486953589,0.07554548032314198,0.6740821233241236,-10.917084789383416,ENSG00000006712,PAF1
-9.46629787452387e-4,6.664893204413961,-0.28554875444920885,0.7758242903496242,1,-12.479193052819534,ENSG00000006715,VPS41
0.011922266578756212,4.564191788832667,2.198766799728313,0.030238773972594696,0.5224286876347145,-10.13661455774212,ENSG00000006740,ARHGAP44
0.0020226357305559366,5.968849620577224,0.7449471508989619,0.45808017970402237,1,-12.240852980319119,ENSG00000006744,ELAC2
-0.02040533033903545,3.254639886373988,-2.402161590392302,0.018175639337778656,0.45079420327767294,-9.688131530678744,ENSG00000006747,SCIN
1.3232253102908926e-4,4.882749551920411,0.028058468285099523,0.9776723762873603,1,-12.519961929261482,ENSG00000006756,ARSD
0.00827675912372786,4.839136662733791,1.4567770452242035,0.14836331430793204,0.8096838065379669,-11.459871934554192,ENSG00000006757,PNPLA4
0.0010777813516592584,0.18654938065731888,0.55530358571415706,0.5799479454798877,1,-12.364854503581086,ENSG00000006788,MYH13
0.0011367882766802999,7.224706625101984,0.36586066242811793,0.7152548295170682,1,-12.452798019406327,ENSG00000006831,ADIPOR2
1.5976944892328755e-4,1.328367291411312,0.050536696108958584,0.959797205235983,1,-12.519069622749772,ENSG00000006837,CDKL3
0.0017925548287715696,0.3011938215088844,0.8233184061922549,0.41231893907456896,1,-12.179161307796372,ENSG00000007001,UPP2
-0.0037484957834859442,0.27714333491900095,-1.2352903718170296,0.21966528344610298,0.9071473941507765,-11.755548726194139,ENSG00000007038,PRSS21
0.003320942960469561,6.0951739974452135,0.9700573425530191,0.3343975849579719,1,-12.047329344932109,ENSG00000007047,MARK4
0.03709218829522485,5.5670928055731,2.8507465277478117,0.005314823773115068,0.3335657476606205,-8.576457477428525,ENSG00000007062,PROM1
0.006400730368664795,6.036900995355751,1.771053606994651,0.07964972895083813,0.6848697248713346,-10.960836697990091,ENSG00000007080,CCDC124
-0.0019526151813193634,1.529263892412332,-0.3333958402221877,0.7395452484484136,1,-12.464249785344938,ENSG00000007129,CEACAM21
2.6638722493629126e-4,7.254260049615637,0.09513806169064187,0.9243987434064398,1,-12.515788138062092,ENSG00000007168,PAFAH1B1
-0.007105276808393431,1.872177587366583,-0.9897936157531707,0.3247039626451048,1,-12.027981548777458,ENSG00000007171,NOS2
0.01206547328303729,2.1045811339533262,1.6139998450789195,0.10973154307647279,0.7463544650516148,-11.221741880325244,ENSG00000007174,DNAH9
-0.006486966140145857,6.681021188035543,-1.5998780916604844,0.11283330424616175,0.7496859542088435,-11.244078914445248,ENSG00000007202,BLTP2
0.009191420306297004,0.4853290032674637,2.085842943384794,0.03958129533035289,0.5629833326055707,-10.370089298929138,ENSG00000007216,SLC13A2
-0.011783318586793391,7.407929489462764,-2.4519236022219126,0.015972545173787597,0.4335501675737994,-9.573024007923882,ENSG00000007237,GAS7
