gene_symbol,pval_mac,logfc_mac,pval_nonmac,logfc_nonmac,meta_pval,avg_logfc,meta_fdr
ENSG00000199490,0.514171308530433,0.00179741232537486,0.6082955654655666,0.00125698025168031,0.6762963850543785,0.001527196288527585,1
SNORA63C,0.5023091928971608,0.01360141228774512,0.6226712099410103,0.01118754241015054,0.6763025986710803,0.01239447734894783,1
SNORD4B,0.590686207467741,-0.01031817288939643,0.5295211629360528,0.0110869105637331,0.676311169908613,3.8436883716833504e-4,1
PLK4,0.6511406924221846,-0.05662068686476311,0.480546776035383,-0.08067738258053138,0.6764537693081651,-0.06864903472264725,1
ENSG00000269993,0.6323705155082797,0.0060999119077702,0.4948107564699449,0.00576395158049112,0.6764539699137616,0.0059319317441306595,1
LINC01248,0.46200944515158326,0.00385191026139616,0.677312740096615,0.00497693991590329,0.6764785426456709,0.004414425088649725,1
ENSG00000260258,0.6263886927854906,-0.00306953671927959,0.49957206611922034,0.00433629223308442,0.676480181004545,6.33377756902415e-4,1
MMRN2,0.5349978369412131,0.13589021293810782,0.5849428017048355,-0.11547463811586352,0.6764997452844788,0.010207787411122153,1
VCAN,0.6534630628571635,0.10346538930972796,0.47890940173329166,0.1658470180937445,0.6765072626125553,0.13465620370173623,1
TBRG4,0.7066680942759762,0.02863732971346101,0.4428626006833444,0.05472983330806726,0.6765157030283175,0.04168358151076414,1
CASP1,0.359135281957353,0.15249872240912948,0.8714275788539816,-0.03309944401020959,0.6765197912114985,0.05969963919945995,1
MICU2,0.5515278795061803,-0.04507943906177387,0.5674521068912359,-0.06068597152470576,0.6765259108878411,-0.052882705293239816,1
SCARB2,0.9923706718017228,-9.84121484535897e-4,0.31540368003846897,0.0930189093796298,0.6765627393208515,0.04601739394754695,1
ST3GAL1-DT,0.43352490600374793,-0.07117247746023776,0.7220558556983561,-0.03919406397231387,0.6765997161233619,-0.055183270716275816,1
IGSF11-AS1,0.4917054579033549,-0.00843861161727876,0.6366327602784099,0.00344322735543238,0.6766073885784272,-0.00249769213092319,1
RN7SKP16,0.4351642597336852,0.1022885580177422,0.7193837948824846,0.03534699153241565,0.6766240126704,0.06881777477507892,1
ENSG00000251421,0.431518125978384,0.00252304118933261,0.7254723938381411,0.00295195090146704,0.6766290894020497,0.0027374960453998252,1
PLCH1-AS2,0.3736418573860889,0.00705009604526624,0.8378767617277464,0.0015165348123559,0.6766422611681007,0.00428331542881107,1
PEAR1,0.4429662381017814,0.1256215056357068,0.706774438450144,0.06671788161232754,0.6766554824590011,0.09616969362401717,1
TTC12,0.9355132082662057,-0.0107409600641111,0.33470366965871956,0.14251698428304813,0.6767048230186365,0.06588801210946851,1
ABCD1P2,0.5659468256903982,0.00180376362459438,0.5532799080830149,-0.00249360717518054,0.6767133039742211,-3.4492177529307994e-4,1
ENSG00000264772,0.3453095024829226,-0.18270350274935265,0.9070114896094392,-0.0233522914671599,0.6767976859481999,-0.10302789710825627,1
SLC10A4,0.34071869058970194,-0.2486314185414044,0.9192660509295244,0.02532087832411855,0.6768109653835513,-0.11165527010864292,1
WBP1,0.5313440856083287,-0.07044591219904169,0.5894874420113556,0.07018124530435854,0.6768220407981353,-1.3233344734157187e-4,1
