gene_symbol,levene_pval_mac,var_ratio_mac,levene_pval_nonmac,var_ratio_nonmac,meta_pval,avg_var_ratio,meta_fdr
LINC02895,0.7337675146125813,1.9961406423756227,9.972468075845816e-6,Inf,9.384838907919867e-5,Inf,0.07367504094638276
ENSG00000226963,1.7933128017301136e-4,11.418419878501188,0.04214419048934571,2.593602664352439,9.668607495536463e-5,7.0060112714268135,0.07367504094638276
PPDPFP1,4.162898678533227e-4,96.60239596054988,0.01862750469169735,33.02346305724735,9.900285238437331e-5,64.81292950889862,0.07367504094638276
CORO6,0.04870859628546396,3.072036038580525,1.607829937152722e-4,4.242861558710289,9.990940117914331e-5,3.657448798645407,0.07367504094638276
ENSG00000267729,1.2446610646611545e-5,Inf,0.6418027322172306,0,1.0175086441102004e-4,Inf,0.07367504094638276
ENSG00000259647,0.23586912445501915,1.997724092532784,3.4262226660735894e-5,13.722002794625745,1.0284347189046249e-4,7.859863443579265,0.07367504094638276
METTL4,0.04586643427029242,2.6456940767489554,1.784734682400873e-4,4.661690914608197,1.0406863123852374e-4,3.6536924956785763,0.07367504094638276
RPSAP5,2.889902286850233e-5,9.406837928602014,0.2885553542855367,2.551069613773865,1.0585961954978321e-4,5.97895377118794,0.07367504094638276
RNU4ATAC9P,0.01028389042765499,Inf,8.170483991478165e-4,15.97879241351302,1.0660161468096619e-4,Inf,0.07367504094638276
CBX1,0.0068127814349717,2.2939349390564976,0.00128767620269884,2.9805799856053805,1.1092033647267884e-4,2.637257462330939,0.07548043573630046
ETS2-AS1,0.8359927148776416,2.093208238295431,1.093102924343804e-5,5.664479322994124,1.1516987089226588e-4,3.8788437806447775,0.077184753474344
LOXL3,1.075123000437707e-4,3.896106620130113,0.0876759556759292,2.475027628637415,1.1850685662566837e-4,3.185567124383764,0.0782357504815905
ENSG00000227743,0.4979227183714996,0,1.9305537863881715e-5,Inf,1.2066230578617182e-4,Inf,0.07848728102255811
AXDND1,3.782733639380441e-4,3.864460454166576,0.02800214993999926,1.9823420020794145,1.3193307411303143e-4,2.9234012281229953,0.08457483672706675
YIPF4,0.0842489737221613,2.395945547669291,1.3976430069258898e-4,4.770269190557582,1.4541572580922338e-4,3.5831073691134367,0.09188611977133669
TCP1P1,0.2842091488510137,1.768682931898876,4.303432177117087e-5,3.616622184873024,1.5057955621669485e-4,2.6926525583859497,0.09380894268418093
KLK4,9.237307864817522e-4,5.04921129193766,0.01413238674283742,2.589868761530843,1.598705701451007e-4,3.8195400267342516,0.0982138202591402
RPS24P13,4.0051032343991675e-5,13.549131364914198,0.34249513017950894,0,1.6730770386100234e-4,6.774565682457099,0.09992941018091069
MIR1292,3.695657516933777e-5,10.173864046786656,0.37342213317742023,0,1.68238130538503e-4,5.086932023393328,0.09992941018091069
RPL35P10,6.829013767244378e-5,40.52460948522079,0.20365913572340225,4.791135661173569,1.694408067364872e-4,22.65787257319718,0.09992941018091069
DUX4L34,0.01091239926285174,6.4738489823305505,0.00130309272008793,8.038615084836762,1.7292597251075242e-4,7.256232033583656,0.10064291600125791
SMARCD2,0.00558573110484303,3.105465356323561,0.0026971700110132,4.231829657307361,1.8234114904499264e-4,3.6686475068154607,0.10474433382543005
SLC9A3R1-AS1,5.623758266484011e-5,4.619922184909162,0.2758666405497957,2.0528973358160494,1.8731324075575156e-4,3.3364097603626055,0.1049724530497805
CCL3,0.00929810037656467,4.30154263298196,0.00167018611881551,5.597687920874812,1.8748471222039838e-4,4.949615276928386,0.1049724530497805
ENSG00000254910,0.1200048497236089,1.9252458109830064,1.3359029116329565e-4,7.007179742196425,1.9303438068956526e-4,4.466212776589716,0.10597017943374559
DNALI1,0.15577661861106512,2.0083959048152327,1.0439668415171792e-4,4.308775289987141,1.9558406334257904e-4,3.1585855974011867,0.10597017943374559
ENSG00000184566,0.00806903605548308,7.637180511329913,0.00203578684040637,18.3968588478561,1.9739463811956098e-4,13.017019679593007,0.10597017943374559
ENSG00000270522,0.01098199005080211,2.605503221210234,0.00150783006909704,6.129507300890467,1.988498121948111e-4,4.367505261050351,0.10597017943374559
ENSG00000270702,6.722482621076595e-5,2.919389247175073,0.2520077239475494,0,2.0305292201057328e-4,1.4596946235875365,0.10692186721871044
PRELP,0.05272371837196577,3.062670268469895,3.274459784293573e-4,5.493921178286749,2.0659819916916847e-4,4.2782957233783225,0.1072288401581726
TNFSF12-TNFSF13,0.4610551333727845,1.8074940873150456,3.846495382418768e-5,5.229109868089858,2.1174951699508624e-4,3.5183019777024516,0.1072288401581726
LAMA2,0.0039202655552192,2.5275687515297927,0.00454988976475289,2.5025112144589423,2.1286851260561272e-4,2.5150399829943675,0.1072288401581726
SLC30A5,0.06885474298639851,1.699363097667429,2.596661446836319e-4,4.314844167735152,2.133328344619097e-4,3.0071036327012903,0.1072288401581726
PLEKHM1,0.05271171284706714,2.249348743840469,3.483705429304613e-4,4.106982848799731,2.186169564246767e-4,3.1781657963201004,0.10755311571571635
HEXIM2-AS1,0.00476810885470473,2.360814690252301,0.00385556734523047,4.111361585715696,2.188411198773393e-4,3.2360881379839985,0.10755311571571635
