logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,levene_pval,ctrl_var,amd_var,var_ratio,levene_fdr,variance_direction,resid_var_pval,ctrl_resid_var,amd_resid_var,resid_var_fdr,hgnc_symbol,description,gene_symbol
-0.11750090221212364,5.627339682074993,-1.067472948085114,0.2883716492962745,1,-8.71865896119749,ENSG00000000003,0.23833622334436777,0.1016864415953963,0.17912719146302394,1.7615641638416193,0.9232989030744088,Increased,0.24218125286732908,0.10137571362568616,0.17751407763887136,0.9547639610208074,TSPAN6,tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858],TSPAN6
0.04670574669012783,1.951841370228332,0.14627738452506345,0.8840018326586747,1,-9.280039445605276,ENSG00000000005,0.7563728817326929,0.93238265543635,0.7002802748977122,0.7510653172435784,0.9287071663585506,Decreased,0.7296066853741687,0.9331355531218192,0.6921919961349592,0.9547639610208074,TNMD,tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757],TNMD
-0.03036536779319944,4.912759435099217,-0.29967234699054834,0.7650595207519728,1,-9.24551085036344,ENSG00000000419,0.712017502581344,0.09137365561662655,0.10216796246270785,1.1181336871468797,0.9232989030744088,Increased,0.6362248064384639,0.0912429701834852,0.09705385925547848,0.9547639610208074,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",DPM1
0.12188817994584468,4.095134649424389,1.2041040825881175,0.23143933653395857,1,-8.56394678236985,ENSG00000000457,0.24456749071050723,0.0891237993811307,0.12900392177339662,1.447468831773226,0.9232989030744088,Increased,0.15019057402599356,0.08659051906690075,0.1415808214329746,0.9547639610208074,SCYL3,SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285],SCYL3
0.15076494018353942,2.315557305628082,1.469781431338259,0.14481281859184528,1,-8.211635008431589,ENSG00000000460,0.1618114945160899,0.08493475825314438,0.18555228684491645,2.1846449046441725,0.9232989030744088,Increased,0.15038240126972977,0.08476374068256293,0.1868935637851582,0.9547639610208074,FIRRM,FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565],FIRRM
0.09606957036118116,4.564165605322664,0.43675311100910347,0.6632478158364914,1,-9.194599613625106,ENSG00000000938,0.792069397752903,0.4420144962646708,0.3929817319383107,0.8890697822340194,0.9406002620989216,Decreased,0.730716894323721,0.43622199888615526,0.394810144589574,0.9547639610208074,FGR,"FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]",FGR
0.02229029216407455,8.780068202423271,0.12394164823305492,0.9016144365630728,1,-9.283087076817774,ENSG00000000971,0.4289727619768947,0.29702046278920086,0.2263351759769888,0.76201879780122,0.9232989030744088,Decreased,0.5196987073888781,0.29459089644921954,0.2341275778024889,0.9547639610208074,CFH,complement factor H [Source:HGNC Symbol;Acc:HGNC:4883],CFH
-0.2601540962313665,6.479066604221878,-3.3321819479621833,0.00121506799958181,0.24729864714401187,-3.9777474458856066,ENSG00000001036,0.3344936752861374,0.05181219854850152,0.1256463258332388,2.4250336668423937,0.9232989030744088,Increased,0.4412586718327246,0.05000283387409562,0.09935871773088036,0.9547639610208074,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008],FUCA2
-0.01921275045502955,5.386190307120553,-0.13999725819147674,0.8889484695939046,1,-9.280947241282,ENSG00000001084,0.7067900518879449,0.1775628910134234,0.10717298310312202,0.6035775971625735,0.9232989030744088,Decreased,0.5664074281221234,0.17547296742270752,0.09698958907775634,0.9547639610208074,GCLC,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],GCLC
0.09116289117929072,4.729385687435113,0.8891546035035003,0.3760896883570175,1,-8.893157127829362,ENSG00000001167,0.7887570971345867,0.09272008685387384,0.1164768047706651,1.2562197547790446,0.9397866222233204,Increased,0.7038484162367432,0.09124327474072806,0.12109334937143132,0.9547639610208074,NFYA,nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804],NFYA
0.16694325060461945,4.104804372447129,1.2900077276670374,0.20007302395338303,1,-8.457426378340196,ENSG00000001460,0.7432816503840509,0.14805742548843404,0.2292288079025336,1.5482425629536596,0.9235606787718984,Increased,0.680160837468698,0.1429108378075848,0.21753054830773932,0.9547639610208074,STPG1,sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070],STPG1
0.3249931759569673,5.254618585315547,2.2392940195997673,0.02738948542258761,0.7128751914056368,-6.820797032168272,ENSG00000001461,0.8084405770774143,0.1882484539319388,0.1940235231730107,1.0306779106040354,0.947283401033498,Increased,0.8597625968771045,0.18800703263872723,0.19098749304941487,0.966259814745032,NIPAL3,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233],NIPAL3
-0.0807584288456092,5.560615050529492,-1.3221462229451413,0.1891862552764059,1,-8.415750790736494,ENSG00000001497,0.4381394160432607,0.03320903600612503,0.04447616710276301,1.339279077373998,0.9232989030744088,Increased,0.3312748992952981,0.03205215922672818,0.04630622957283239,0.9547639610208074,LAS1L,LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726],LAS1L
-0.0832469409608983,5.827364569241802,-0.5983502364413693,0.5509818111475728,1,-9.110356438092303,ENSG00000001561,0.5705881181321212,0.16977656677196498,0.22231672584558637,1.3094664951270372,0.9232989030744088,Increased,0.623767277049279,0.167534754430028,0.22775787804108277,0.9547639610208074,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359],ENPP4
0.33133895957760257,5.642255162679032,2.163749333057534,0.03290558242459511,0.7499715949778354,-6.980894691203622,ENSG00000001617,0.3800045296162049,0.2176913751041261,0.1610021742210351,0.7395891276998208,0.9232989030744088,Decreased,0.3838325929753079,0.2155790374596394,0.14986846278447277,0.9547639610208074,SEMA3F,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728],SEMA3F
0.2094618433610415,0.5197476339921979,2.247221500761491,0.02686049507414473,0.7086972684469965,-6.803708766749226,ENSG00000001626,0.25221330877515064,0.08020886828196522,0.05289165302445361,0.6594240033224129,0.9232989030744088,Decreased,0.2541427588199319,0.0800511123349825,0.05373731337344314,0.9547639610208074,CFTR,CF transmembrane conductance regulator [Source:HGNC Symbol;Acc:HGNC:1884],CFTR
0.08076701509689943,5.753522458741493,0.6465827534046429,0.5194081350824593,1,-9.080149762153177,ENSG00000001629,0.6743918275384524,0.1433887436135007,0.1448475970867446,1.0101741143445415,0.9232989030744088,Increased,0.5731501432040811,0.13749075369887268,0.15920564499464823,0.9547639610208074,ANKIB1,ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215],ANKIB1
-0.16511184112445895,4.996636206016296,-1.3363554359651533,0.1845167693783371,1,-8.397009467967697,ENSG00000001630,0.1350130243560115,0.13362439730192513,0.25231524090714985,1.8882423120460707,0.9232989030744088,Increased,0.14093920305377214,0.1260390622568612,0.24053263120141527,0.9547639610208074,CYP51A1,cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649],CYP51A1
0.08369681156537498,5.390809456646461,0.702818483212513,0.48382918855618384,1,-9.042001776403662,ENSG00000001631,0.6879100093878001,0.1291446654571205,0.14392237679820732,1.1144275784739512,0.9232989030744088,Increased,0.6269354866701862,0.1235447264779862,0.15889537249975969,0.9547639610208074,KRIT1,KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573],KRIT1
0.2073274618615077,3.219635921323405,1.7044914862926823,0.09144662945123629,0.9690377317013968,-7.844807844384697,ENSG00000002016,0.02317474910467502,0.11908050860605206,0.2795317797948176,2.347418423611023,0.732286132254105,Increased,0.02065144508920977,0.11717238359333228,0.28298781222450575,0.7169223806496603,RAD52,"RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]",RAD52
-0.2266905641747402,0.6265054153523015,-2.4261195431904534,0.01708329382063196,0.5997387481192071,-6.403707034222039,ENSG00000002079,0.24736806244812248,0.07458280480148428,0.11303411091767006,1.5155518918674475,0.9232989030744088,Increased,0.24193417083371405,0.07449430722859046,0.11350449037877494,0.9547639610208074,NA,NA,ENSG00000002079
0.02881153325282723,6.1006314551912695,0.23661165579639823,0.8134501948679141,1,-9.262577926908817,ENSG00000002330,0.5792718187371266,0.1312222370836296,0.1920780489643489,1.4637614266698953,0.9232989030744088,Increased,0.9596398810944292,0.12692427385949986,0.1885500553939216,0.9921135110491642,BAD,BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936],BAD
-0.31569280927626125,6.829634435317415,-1.4405831334593344,0.1528785573361802,1,-8.253647550380744,ENSG00000002549,0.2529446768322471,0.39882263574873494,0.7430749081477938,1.8631713487193933,0.9232989030744088,Increased,0.22660660156116377,0.39743645416780415,0.7473593585697315,0.9547639610208074,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449],LAP3
0.12416802091475627,7.938756833989833,1.021445281504033,0.30954956977023984,1,-8.766684729831066,ENSG00000002586,0.6671618737836349,0.131496411542004,0.1739649871094242,1.3229637605270652,0.9232989030744088,Increased,0.6002085353584661,0.1283015728914451,0.16986756816325563,0.9547639610208074,CD99,CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082],CD99
0.1540953431680395,2.928839743892825,0.9148398392196622,0.3625132878904427,1,-8.869947556889832,ENSG00000002587,0.5829011305669125,0.25921793294183126,0.19825336371584676,0.7648134581812863,0.9232989030744088,Decreased,0.5562989820267198,0.25951207001748255,0.194396755846864,0.9547639610208074,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194],HS3ST1
0.06043425978184199,0.3823555113785985,0.4782474040443205,0.6335355239436476,1,-9.175465347483614,ENSG00000002726,0.9996666676180496,0.14741067633890467,0.10098665935487476,0.6850701853012416,0.9998835526886948,Decreased,0.9962258691765172,0.14659094659944635,0.1040830136577128,0.9996083450305968,AOC1,amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80],AOC1
0.11872774095911336,0.3326897178224613,1.6566078715287391,0.10078589653580636,0.9917332219123346,-7.92382044712571,ENSG00000002745,0.20025788392693175,0.04923349143473529,0.01558162765399566,0.3164843117951714,0.9232989030744088,Decreased,0.2273779265421254,0.0487948833937202,0.01708065521538581,0.9547639610208074,WNT16,Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267],WNT16
0.5066948431096012,1.7145550643484295,2.317048424153303,0.02257505556151046,0.6637271252381154,-6.650844992210246,ENSG00000002746,0.7964926693100227,0.4421880150688368,0.4432025089737812,1.0022942591621045,0.9426112655838238,Increased,0.8302076357654854,0.42513307307895537,0.45075941043702833,0.9607227195476896,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]",HECW1
-0.02163671878177191,4.57208042162221,-0.24341085938965515,0.8081941264134077,1,-9.260930551263538,ENSG00000002822,0.8901129398064135,0.07242469469709614,0.0940285458724636,1.2982939902711617,0.9727373045465644,Increased,0.8531712618473508,0.06979483305845818,0.07890346404603978,0.965811801483798,MAD1L1,mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762],MAD1L1
0.18103315307914936,7.053451116415743,1.40288751906523,0.16379946868307307,1,-8.306690687393624,ENSG00000002834,0.5775993028070405,0.14740032856040894,0.21176830766954335,1.4366881657441797,0.9232989030744088,Increased,0.7321698114518354,0.14165600361358036,0.2207000558644308,0.9547639610208074,LASP1,LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513],LASP1
0.03244271599553022,5.0330994231904524,0.49247533014558215,0.6234809897027731,1,-9.168506700206953,ENSG00000002919,0.17515036892766053,0.03639112094430113,0.06388888228372303,1.7556173216403237,0.9232989030744088,Increased,0.2334980122107475,0.03650158203789852,0.06166362332074626,0.9547639610208074,SNX11,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975],SNX11
0.01376802769348563,8.033789357870809,0.10511677587743248,0.9164972377458124,1,-9.285264522639164,ENSG00000002933,0.09913638551862826,0.14442178467767502,0.2508119550905392,1.7366628978468106,0.9232989030744088,Increased,0.07667099556949568,0.1426820057455097,0.2598667951521397,0.9547639610208074,TMEM176A,transmembrane protein 176A [Source:HGNC Symbol;Acc:HGNC:24930],TMEM176A
-0.03313492290731536,5.815730876242315,-0.208500940741338,0.8352690563307507,1,-9.26889403541754,ENSG00000003056,0.7352555304002723,0.24649968040441295,0.14898661990355644,0.6044089779715967,0.9232989030744088,Decreased,0.8648527978163789,0.23274826868398543,0.1555999733394186,0.9678698691160428,M6PR,"mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]",M6PR
0.1410791552143468,4.098543588211913,0.9275598278205908,0.3559067469819043,1,-8.858213014706934,ENSG00000003096,0.0739056979097067,0.18804560334335296,0.4393893743353782,2.336610729117107,0.9232989030744088,Increased,0.02375243587001687,0.1815969342692852,0.458510882800864,0.749861557291978,KLHL13,kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931],KLHL13
0.206608040960489,4.945504579465948,0.6293227966577434,0.5305969184283104,1,-9.09122598356836,ENSG00000003137,0.7679590571084387,0.9940600325200052,1.045144900122895,1.0513901232638705,0.9320530789226108,Increased,0.6720378820630717,0.9459080928189996,1.1379698213410825,0.9547639610208074,CYP26B1,cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581],CYP26B1
-0.01219404278148534,2.6813499201730377,-0.10391712951621676,0.9174467340176738,1,-9.285391156281536,ENSG00000003147,0.9726499459752376,0.1228334060197956,0.13037254399060885,1.0613769349487734,0.9940666456088744,Increased,0.9407931601562274,0.12317541915413135,0.12205103621158776,0.98748466864018,ICA1,islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343],ICA1
0.363768703900814,3.57726204128505,1.8089287218750671,0.07351743724758147,0.9197883318473166,-7.6651350440806,ENSG00000003249,0.4438625236128749,0.3720140098565369,0.3530086827975058,0.948912335139313,0.9232989030744088,Decreased,0.3529943310188123,0.36517893909189814,0.3243628523084904,0.9547639610208074,DBNDD1,dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455],DBNDD1
0.1688365100433677,5.141916122945178,2.163903643276558,0.03289339599004508,0.7499715949778354,-6.980572751919387,ENSG00000003393,0.6486705070398693,0.05632203440184267,0.03581032567010226,0.6358137814164374,0.9232989030744088,Decreased,0.6234791465803902,0.05617992433237984,0.0367786544974526,0.9547639610208074,ALS2,alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443],ALS2
