ensembl_gene_id,gene_name,RPE1_baseline,K562_Ess_baseline,K562_GWPS_baseline
ENSG00000000419,DPM1,0.67816085,1.163626,0.81654865
ENSG00000000457,SCYL3,,0.12679112,0.10661841
ENSG00000000460,C1orf112,,0.41282862,0.29372922
ENSG00000001036,FUCA2,1.2697634,1.0064725,0.880451
ENSG00000001084,GCLC,0.13138232,0.29819348,0.22730374
ENSG00000001461,NIPAL3,0.4459735,0.12795605,0.13026094
ENSG00000001497,LAS1L,0.46358037,1.290236,0.94736713
ENSG00000001629,ANKIB1,0.67146635,0.19665264,0.1639107
ENSG00000001630,CYP51A1,0.74270225,1.2504741,1.1455338
ENSG00000001631,KRIT1,0.36665437,0.60176986,0.47182748
ENSG00000002330,BAD,1.1073571,0.34320608,0.29043603
ENSG00000002549,LAP3,0.37504533,1.0363821,0.75756353
ENSG00000002586,CD99,1.9573687,1.5920913,1.4673575
ENSG00000002822,MAD1L1,0.22201717,0.5355585,0.5107284
ENSG00000002834,LASP1,0.82713675,0.42757368,0.35602984
ENSG00000003056,M6PR,1.8451308,0.98624516,0.81304765
ENSG00000003147,ICA1,,0.16701786,0.19120379
ENSG00000003393,ALS2,0.20944169,0.19851957,0.1575066
ENSG00000003400,CASP10,,0.1569431,0.15173486
ENSG00000003402,CFLAR,0.3027152,0.9061175,0.8615442
ENSG00000003436,TFPI,2.121244,0.29121014,0.30860162
ENSG00000003509,NDUFAF7,0.142384,0.31924316,0.24493381
ENSG00000003756,RBM5,0.41448745,0.82252413,0.6469794
ENSG00000004059,ARF5,0.83490443,1.4370567,1.2048469
ENSG00000004142,POLDIP2,0.90466434,1.0988792,0.8263903
ENSG00000004455,AK2,1.1666725,3.8889873,2.7904456
ENSG00000004478,FKBP4,1.420709,2.3910713,1.652466
ENSG00000004487,KDM1A,1.3861318,2.366028,2.0470865
ENSG00000004534,RBM6,0.46483433,1.1475433,0.89656824
ENSG00000004700,RECQL,1.6225666,0.36796847,0.2981943
ENSG00000004766,VPS50,0.16854103,0.17046732,0.12654562
ENSG00000004779,NDUFAB1,3.1175537,6.482058,4.619631
ENSG00000004864,SLC25A13,0.21364973,0.5488794,0.40135884
ENSG00000004866,ST7,0.14303748,0.37595996,0.26863727
ENSG00000004897,CDC27,1.1360242,0.99951494,0.75248516
ENSG00000004961,HCCS,0.5703213,1.0250663,0.69047594
ENSG00000004975,DVL2,0.18338923,0.23047177,0.17345011
ENSG00000005007,UPF1,0.32079497,0.64428085,0.47162402
ENSG00000005020,SKAP2,,0.41468003,0.36043844
ENSG00000005022,SLC25A5,5.7404585,5.2036967,4.4907546
ENSG00000005059,MCUB,0.69220924,0.4006865,0.34808937
ENSG00000005075,POLR2J,1.7856507,2.0885587,1.5189834
ENSG00000005100,DHX33,0.31936812,0.4706619,0.31262463
ENSG00000005156,LIG3,0.19313629,0.4929424,0.39496568
ENSG00000005175,RPAP3,0.46207076,0.72591,0.51387894
ENSG00000005187,ACSM3,,0.79430443,1.0899242
ENSG00000005189,REXO5,,0.17598763,0.15623988
ENSG00000005194,CIAPIN1,0.55833715,0.8996975,0.64763075
ENSG00000005206,SPPL2B,0.21454206,0.31826735,0.32632545
ENSG00000005249,PRKAR2B,0.23361978,5.5314755,4.0339613
ENSG00000005302,MSL3,0.37602854,0.24745752,0.20877211
ENSG00000005339,CREBBP,0.4780934,0.57919157,0.4218614
ENSG00000005436,GCFC2,0.28414872,0.2956261,0.22583275
ENSG00000005448,WDR54,1.0865943,0.16270256,0.14813098
ENSG00000005483,KMT2E,0.8162087,1.0436935,0.8408151
ENSG00000005486,RHBDD2,0.2758311,0.120617874,0.11834645
ENSG00000005700,IBTK,0.634934,0.54854876,0.48441276
ENSG00000005801,ZNF195,0.16253473,0.3617971,0.32583705
ENSG00000005810,MYCBP2,0.9334809,2.0442574,1.6277875
ENSG00000005812,FBXL3,0.23347777,0.31686276,0.2370544
ENSG00000005889,ZFX,0.5420792,0.45130146,0.3464744
ENSG00000005893,LAMP2,1.3682337,0.32298875,0.2983594
ENSG00000006007,GDE1,0.5977729,0.268783,0.28417304
ENSG00000006015,REX1BD,1.4016576,1.5038002,1.1573281
ENSG00000006042,TMEM98,0.16438796,0.5730645,0.5126052
ENSG00000006125,AP2B1,1.2692637,1.2769017,0.8993165
ENSG00000006194,ZNF263,0.11801582,0.15667766,0.12968148
ENSG00000006327,TNFRSF12A,9.515956,0.24413581,0.17738688
ENSG00000006451,RALA,1.4243802,1.3401676,1.0880141
ENSG00000006453,BAIAP2L1,0.1878375,0.31595445,0.26251608
ENSG00000006530,AGK,0.12924351,0.26791114,0.21003914
ENSG00000006576,PHTF2,0.41402516,0.40757683,0.3032911
ENSG00000006625,GGCT,1.0894954,1.9155034,1.5201412
ENSG00000006634,DBF4,0.74819994,1.5898215,1.0986941
ENSG00000006638,TBXA2R,,0.17420712,0.16326104
ENSG00000006652,IFRD1,0.2923767,0.6417421,0.36845726
ENSG00000006695,COX10,0.12631197,0.22935368,0.1705349
ENSG00000006712,PAF1,0.5676016,0.35047546,0.2674732
ENSG00000006715,VPS41,0.46061057,0.49979383,0.39905736
ENSG00000006744,ELAC2,0.45308045,0.59260154,0.4443064
ENSG00000006757,PNPLA4,,0.3869607,0.304044
ENSG00000006831,ADIPOR2,0.5159833,0.41582283,0.32411733
ENSG00000007038,PRSS21,,1.3812891,1.1361284
ENSG00000007047,MARK4,0.19177288,0.20887467,0.1922199
ENSG00000007080,CCDC124,1.5572113,1.7892226,1.2824477
ENSG00000007168,PAFAH1B1,1.715922,0.995581,0.72055
ENSG00000007202,KIAA0100,0.48950824,0.6117294,0.49016505
ENSG00000007255,TRAPPC6A,,0.65588975,0.92035687
ENSG00000007264,MATK,,1.0732195,1.0313331
ENSG00000007341,ST7L,0.17448658,0.2141794,0.18272959
ENSG00000007372,PAX6,0.38216665,0.22975037,0.25312963
ENSG00000007376,RPUSD1,0.40493676,0.51063263,0.36706
ENSG00000007392,LUC7L,0.48548105,1.0257497,0.67610437
ENSG00000007520,TSR3,1.0278881,0.88219863,0.6290559
ENSG00000007541,PIGQ,0.16697049,0.21028224,0.17059381
ENSG00000007545,CRAMP1,,0.13392898,0.10180594
ENSG00000007923,DNAJC11,0.3399782,0.57446,0.42097735
ENSG00000007944,MYLIP,,0.30697677,0.29780725
ENSG00000007968,E2F2,,0.14218672,0.12568599
ENSG00000008018,PSMB1,5.5879464,8.236506,6.1186876
ENSG00000008083,JARID2,0.4673296,0.9411823,0.8154397
ENSG00000008128,CDK11A,0.23371977,0.32776546,0.27234462
ENSG00000008130,NADK,0.30240506,0.4917235,0.3905757
ENSG00000008196,TFAP2B,,0.29661325,0.24737994
ENSG00000008282,SYPL1,1.1743225,1.0201708,0.7638498
ENSG00000008283,CYB561,0.1791094,0.19024478,0.1452485
ENSG00000008294,SPAG9,1.5750157,0.98647845,0.77667
ENSG00000008324,SS18L2,0.5345401,1.7113405,1.2312936
ENSG00000008394,MGST1,8.266477,2.202677,1.4723176
ENSG00000008405,CRY1,0.122215055,0.16224502,0.12100536
ENSG00000008710,PKD1,0.16711354,0.13499749,0.112971015
ENSG00000008838,MED24,0.21839415,0.5960426,0.4364147
ENSG00000008869,HEATR5B,,0.14474668,0.11305828
ENSG00000008952,SEC62,1.8401899,1.5298073,1.1843915
ENSG00000008988,RPS20,15.224064,14.10954,13.090869
ENSG00000009307,CSDE1,4.712901,5.2483177,3.8097038
ENSG00000009335,UBE3C,0.47087544,0.52629703,0.38975993
ENSG00000009413,REV3L,0.6192003,0.67335695,0.5119096
ENSG00000009780,FAM76A,0.118501574,0.13603216,0.10784434
ENSG00000009844,VTA1,0.634264,0.6458099,0.4647982
ENSG00000009954,BAZ1B,2.2062228,2.3434145,1.7454667
ENSG00000010017,RANBP9,0.3510653,0.7656873,0.57050717
ENSG00000010072,SPRTN,0.15681493,0.41457832,0.32105222
ENSG00000010165,EEF1AKNMT,0.25066122,0.6667361,0.4844446
ENSG00000010219,DYRK4,0.5886495,0.12721857,0.1133791
ENSG00000010244,ZNF207,1.653211,3.5774937,2.7426906
ENSG00000010256,UQCRC1,2.1259813,2.5428338,1.9006534
ENSG00000010270,STARD3NL,0.7257398,0.41121265,0.33446166
ENSG00000010278,CD9,2.005811,0.14019674,0.11146333
ENSG00000010292,NCAPD2,1.323647,0.56380403,0.45299008
ENSG00000010318,PHF7,,0.27671248,0.23737532
ENSG00000010322,NISCH,0.122912645,0.23856689,0.1853439
ENSG00000010539,ZNF200,,0.14857975,0.11822887
ENSG00000010671,BTK,,0.73718935,0.6845212
ENSG00000010803,SCMH1,0.13685453,0.4669248,0.3404083
ENSG00000010810,FYN,0.5722577,0.17957097,0.19498964
ENSG00000011007,ELOA,0.58233243,0.8762953,0.5870968
ENSG00000011009,LYPLA2,0.55546826,0.5284809,0.45771217
ENSG00000011021,CLCN6,,0.13860199,0.102945074
ENSG00000011114,BTBD7,0.6085368,0.36596042,0.26264688
ENSG00000011143,MKS1,,0.17894334,0.15439883
ENSG00000011198,ABHD5,0.53361815,0.8217045,0.63055176
ENSG00000011243,AKAP8L,0.33908582,0.8635978,0.7153807
ENSG00000011258,MBTD1,,0.26717487,0.2539403
ENSG00000011260,UTP18,0.79488105,1.3971432,0.9936985
ENSG00000011275,RNF216,0.6453826,0.70428467,0.53428096
ENSG00000011295,TTC19,0.7555373,0.6171124,0.52990615
ENSG00000011304,PTBP1,1.2312651,2.9924128,2.1654112
ENSG00000011376,LARS2,0.14557241,0.3724807,0.27994245
ENSG00000011405,PIK3C2A,0.63327795,0.3276676,0.23253067
ENSG00000011422,PLAUR,1.8274512,0.15279713,0.13243236
ENSG00000011426,ANLN,2.5387993,0.61624974,0.4499014
ENSG00000011451,WIZ,0.3017819,0.32421887,0.2415728
ENSG00000011454,RABGAP1,0.361314,0.21373858,0.16850673
ENSG00000011485,PPP5C,0.55186033,0.8415535,0.6043951
ENSG00000011523,CEP68,,0.20635502,0.2196973
ENSG00000011566,MAP4K3,0.30664,0.19114062,0.14669676
ENSG00000011600,TYROBP,,,0.09874007
ENSG00000011638,TMEM159,,0.1789024,0.18563278
ENSG00000012048,BRCA1,0.9024929,1.336466,1.0811234
ENSG00000012061,ERCC1,1.2427679,0.5861237,0.5803989
ENSG00000012174,MBTPS2,0.22390696,0.17325936,0.14215636
ENSG00000012232,EXTL3,0.13293959,0.20302364,0.15739799
ENSG00000012660,ELOVL5,0.40146562,0.9014049,0.71732897
ENSG00000012963,UBR7,0.32013926,0.3369856,0.24477766
ENSG00000012983,MAP4K5,1.0200958,0.32435182,0.24970844
ENSG00000013275,PSMC4,1.5043342,1.8034269,1.2710443
ENSG00000013306,SLC25A39,1.4059879,1.6977878,1.3744291
ENSG00000013374,NUB1,0.69341403,0.6709757,0.6017175
ENSG00000013375,PGM3,0.76324177,0.6040774,0.49166238
ENSG00000013441,CLK1,0.18649884,0.33601484,0.2468702
ENSG00000013503,POLR3B,0.18176703,0.35127702,0.26956704
ENSG00000013561,RNF14,0.26111317,0.3702327,0.2809407
ENSG00000013573,DDX11,0.39615777,0.3494064,0.258185
ENSG00000013810,TACC3,1.0265627,0.8577886,0.69061714
ENSG00000014123,UFL1,0.632649,0.656865,0.5756267
ENSG00000014138,POLA2,0.34679726,0.41890702,0.32523972
ENSG00000014216,CAPN1,0.70180255,0.7009224,0.6554131
ENSG00000014641,MDH1,2.21378,2.375386,2.032971
ENSG00000014824,SLC30A9,0.70405936,0.5773308,0.47216886
ENSG00000014919,COX15,0.4112638,0.26233277,0.2143457
ENSG00000015133,CCDC88C,,0.16222224,0.1444576
ENSG00000015153,YAF2,0.279429,0.4807594,0.37546846
ENSG00000015171,ZMYND11,0.5920372,0.26074174,0.19199882
ENSG00000015285,WAS,,0.4924507,0.4677447
ENSG00000015475,BID,0.70238495,1.6979146,1.3446255
ENSG00000015479,MATR3,,0.16149259,0.117921576
ENSG00000015676,NUDCD3,0.41104046,0.3437604,0.26456174
ENSG00000016391,CHDH,,0.13589852,0.121225305
ENSG00000016490,CLCA1,,0.43674347,0.40096733
ENSG00000016864,GLT8D1,0.661783,0.34165227,0.30181482
ENSG00000017260,ATP2C1,0.70955324,0.33650306,0.26683
ENSG00000017483,SLC38A5,,0.64809245,0.4252972
ENSG00000017797,RALBP1,1.5245914,1.1419432,0.94834757
ENSG00000018189,RUFY3,0.47234544,0.39616126,0.29878512
ENSG00000018510,AGPS,0.64579123,0.76057523,0.5782308
ENSG00000018610,CXorf56,,0.19623242,0.15331696
ENSG00000018699,TTC27,0.17772034,0.40196282,0.30099207
ENSG00000020129,NCDN,0.13938764,0.26029712,0.17688276
ENSG00000020426,MNAT1,0.78773093,0.54874414,0.4368408
ENSG00000020922,MRE11,0.37175292,0.6578093,0.594423
ENSG00000021355,SERPINB1,,0.97410506,1.0514061
ENSG00000021574,SPAST,0.1858851,0.3876621,0.3131861
ENSG00000021776,AQR,0.46548504,0.54026777,0.3959519
ENSG00000022277,RTF2,1.4150885,1.7016808,1.2494252
ENSG00000022556,NLRP2,,0.5442907,0.5181166
ENSG00000022840,RNF10,0.7207407,0.8741014,0.66136634
ENSG00000023041,ZDHHC6,0.5195202,0.33968595,0.23302646
ENSG00000023191,RNH1,2.0378299,0.7797132,0.5921465
ENSG00000023228,NDUFS1,0.948326,1.4887553,1.1183163
ENSG00000023287,RB1CC1,1.1320492,0.89004433,0.81173295
ENSG00000023318,ERP44,0.43157566,1.175398,1.0215138
ENSG00000023330,ALAS1,0.20457956,0.38986686,0.32272744
ENSG00000023516,AKAP11,0.59283346,0.66614705,0.55447525
ENSG00000023572,GLRX2,0.9958218,1.3976004,0.9604653
ENSG00000023697,DERA,1.2669811,0.34415153,0.34093195
ENSG00000023734,STRAP,4.674842,2.540179,1.7136072
ENSG00000023892,DEF6,,0.19405815,0.21253572
ENSG00000023902,PLEKHO1,0.74579644,0.12644671,0.13285817
ENSG00000023909,GCLM,0.72515815,1.1569207,0.5718066
ENSG00000024048,UBR2,0.3301819,0.6082937,0.48526946
ENSG00000024526,DEPDC1,1.12499,0.40771103,0.33467925
ENSG00000024862,CCDC28A,0.120983355,0.19095922,0.18203823
ENSG00000025039,RRAGD,,0.14214663,0.12000131
ENSG00000025156,HSF2,0.17262131,0.32376534,0.25989136
ENSG00000025293,PHF20,0.6744264,0.9528371,0.81417894
ENSG00000025708,TYMP,,0.2577912,0.23783891
ENSG00000025770,NCAPH2,0.32517517,0.5924208,0.40971658
ENSG00000025772,TOMM34,0.9226308,0.47602326,0.37775633
ENSG00000025796,SEC63,1.102009,1.4574206,1.2825639
ENSG00000025800,KPNA6,0.6857271,1.3157598,0.9622625
ENSG00000026025,VIM,112.49739,10.379452,10.252841
ENSG00000026297,RNASET2,0.16012387,0.40691462,0.5814773
ENSG00000026652,AGPAT4,0.17367549,0.2781419,0.23748487
ENSG00000027001,MIPEP,0.16656762,0.13499688,0.11015085
ENSG00000027697,IFNGR1,0.20027876,0.34375384,0.31120545
ENSG00000027847,B4GALT7,0.42199516,0.16049823,0.14367245
ENSG00000028116,VRK2,0.26082516,0.34864748,0.27549148
ENSG00000028203,VEZT,0.6047619,0.3494756,0.26527566
ENSG00000028310,BRD9,0.4645644,0.63995,0.5063225
ENSG00000028528,SNX1,0.5089888,0.5891267,0.5139562
ENSG00000028839,TBPL1,0.4238997,1.3021519,0.8951003
ENSG00000029153,ARNTL2,0.52566046,0.13545874,0.104820415
ENSG00000029363,BCLAF1,3.0107477,4.0457964,2.8763707
ENSG00000029364,SLC39A9,0.19911018,0.18145643,0.12440818
ENSG00000029534,ANK1,,0.6804351,0.5136717
ENSG00000029639,TFB1M,0.3155811,0.38883033,0.31596237
ENSG00000029725,RABEP1,0.84207016,0.5682192,0.3924904
ENSG00000029993,HMGB3,1.3235443,0.7719609,0.68462294
ENSG00000030066,NUP160,0.255702,0.9117652,0.6742501
ENSG00000030110,BAK1,0.18102986,0.26677713,0.20300378
ENSG00000030582,GRN,0.9447317,0.6905508,0.7047075
ENSG00000031003,FAM13B,0.26293632,0.25356442,0.19529223
ENSG00000031691,CENPQ,0.23461531,0.1843482,0.14506276
ENSG00000031698,SARS,1.029603,1.4424419,1.3235706
ENSG00000031823,RANBP3,0.3441425,0.36630437,0.2885939
ENSG00000032219,ARID4A,0.231664,0.2468637,0.23043358
ENSG00000032389,EIPR1,0.29229125,0.43705776,0.3829284
ENSG00000032444,PNPLA6,0.20346572,0.13393597,0.117944755
ENSG00000032742,IFT88,0.31595373,0.17264012,0.14062448
ENSG00000033011,ALG1,0.23522173,0.21523005,0.16544065
ENSG00000033030,ZCCHC8,0.20533858,0.52482253,0.51105595
ENSG00000033050,ABCF2,0.77097595,1.0808825,0.80776817
ENSG00000033170,FUT8,1.9505445,0.36868107,0.33456466
ENSG00000033178,UBA6,0.79905164,0.94034296,0.72265804
ENSG00000033327,GAB2,,0.18192942,0.1396183
ENSG00000033627,ATP6V0A1,0.27275655,1.1802633,1.0484809
ENSG00000033800,PIAS1,0.373748,0.64185804,0.50459737
ENSG00000033867,SLC4A7,1.2887236,0.35730535,0.29334322
ENSG00000034053,APBA2,0.10594169,0.16540654,0.14978729
ENSG00000034510,TMSB10,56.581608,2.7126927,2.9934647
ENSG00000034677,RNF19A,0.36427742,0.19166256,0.1543248
ENSG00000034693,PEX3,0.20204505,0.23558438,0.16649503
ENSG00000034713,GABARAPL2,1.65053,1.9776874,1.5462477
ENSG00000035141,FAM136A,1.414104,2.8668017,1.9457618
ENSG00000035403,VCL,6.054179,0.9938233,0.8650452
ENSG00000035499,DEPDC1B,0.21737412,0.3731717,0.29411453
ENSG00000035681,NSMAF,0.22883885,0.71545726,0.6697766
ENSG00000035687,ADSS,0.90080845,1.3697172,1.1159452
ENSG00000035928,RFC1,1.7358176,1.3235061,1.1141347
ENSG00000036054,TBC1D23,0.5167533,0.644492,0.53033316
ENSG00000036257,CUL3,1.5158461,1.640767,1.1823688
ENSG00000036549,AC118549.1,0.54174346,0.5165257,0.389951
ENSG00000036672,USP2,,0.1344585,0.10931443
ENSG00000037241,RPL26L1,1.6527193,1.6155317,1.1424525
ENSG00000037474,NSUN2,0.42113528,1.2352278,0.8101959
ENSG00000037637,FBXO42,0.16133982,0.20953359,0.16436584
ENSG00000037757,MRI1,0.18636994,0.23567769,0.18949951
ENSG00000037897,METTL1,0.25251868,0.29638585,0.19876568
ENSG00000037965,HOXC8,,0.13102002,0.10630197
ENSG00000038210,PI4K2B,0.20483169,0.20206626,0.18028001
ENSG00000038219,BOD1L1,1.4346403,1.1920638,1.0661262
ENSG00000038274,MAT2B,0.26545107,0.3142512,0.2463411
ENSG00000038358,EDC4,0.19337362,0.41739854,0.31548527
ENSG00000038382,TRIO,0.8817264,0.15452708,0.12180061
ENSG00000039123,MTREX,0.64251333,1.4160196,1.0431999
ENSG00000039319,ZFYVE16,0.5112992,0.5720867,0.45935637
ENSG00000039560,RAI14,3.0487053,0.4994359,0.38333187
ENSG00000039650,PNKP,0.4937726,0.41976044,0.3408813
ENSG00000040275,SPDL1,1.0931381,0.9608043,0.6471183
ENSG00000040341,STAU2,0.30292955,0.6507762,0.521221
ENSG00000040633,PHF23,0.5760278,0.6828785,0.45369962
ENSG00000040933,INPP4A,,0.16864133,0.13562547
ENSG00000041357,PSMA4,3.012755,6.36578,4.395705
ENSG00000041802,LSG1,0.43809634,0.6334781,0.44151685
ENSG00000041988,THAP3,0.19503571,0.20352146,0.14394942
ENSG00000042062,RIPOR3,,0.18749745,0.17166506
ENSG00000042088,TDP1,0.22698282,0.17820135,0.15065506
ENSG00000042286,AIFM2,0.33775616,0.22897376,0.15163521
ENSG00000042429,MED17,0.37083468,0.44055474,0.33901507
ENSG00000042445,RETSAT,0.14853886,0.18460283,0.14917223
ENSG00000042493,CAPG,,0.35710204,0.51847243
ENSG00000042753,AP2S1,8.892256,3.6834989,2.8944414
ENSG00000043093,DCUN1D1,0.4125194,0.7431386,0.5755069
ENSG00000043355,ZIC2,,0.37975174,0.29488206
ENSG00000043462,LCP2,,0.10269282,0.12203651
ENSG00000043514,TRIT1,0.20014907,0.71672547,0.58905345
ENSG00000044115,CTNNA1,2.125753,0.5888127,0.52011365
ENSG00000044574,HSPA5,11.459666,5.430002,4.3566833
ENSG00000046604,DSG2,1.3290176,0.87782586,0.7030874
ENSG00000046647,GEMIN8,0.1123362,0.14718144,0.132855
ENSG00000046651,OFD1,0.36152032,0.4744016,0.4025501
ENSG00000047188,YTHDC2,0.31697908,0.44038752,0.34945127
ENSG00000047249,ATP6V1H,0.6123452,0.6207873,0.54672
ENSG00000047315,POLR2B,1.0072613,1.6871421,1.2151778
ENSG00000047410,TPR,3.4571955,5.043634,4.25276
ENSG00000047579,DTNBP1,0.24357153,0.7126116,0.5416077
ENSG00000047597,XK,,0.21162497,0.18237329
ENSG00000047621,C12orf4,0.33611014,0.151829,0.11072307
ENSG00000047648,ARHGAP6,,0.36642876,0.32230973
ENSG00000047849,MAP4,3.2371879,1.6901948,1.4736532
ENSG00000047932,GOPC,0.75911885,0.66853493,0.51471037
ENSG00000048028,USP28,0.20403597,0.24943963,0.17578012
ENSG00000048140,TSPAN17,0.30707484,0.19307572,0.15783083
ENSG00000048162,NOP16,0.57562023,1.6084851,1.0818272
ENSG00000048392,RRM2B,0.19853838,0.17189957,0.15538515
ENSG00000048405,ZNF800,0.3916829,0.6414198,0.51400024
ENSG00000048544,MRPS10,1.2270266,1.3013458,0.90885925
ENSG00000048649,RSF1,1.1642529,1.5428939,1.3916163
ENSG00000048707,VPS13D,0.23706299,0.23116845,0.20714697
ENSG00000048740,CELF2,,2.9794042,2.5030153
ENSG00000048828,FAM120A,1.2552959,0.7340496,0.5019628
ENSG00000048991,R3HDM1,0.5375968,0.81311685,0.62783444
ENSG00000049167,ERCC8,0.120332085,0.22088838,0.16035417
ENSG00000049245,VAMP3,0.9172729,0.37484887,0.31284174
ENSG00000049246,PER3,0.13429594,0.15135142,0.11599396
ENSG00000049323,LTBP1,0.80182076,0.4555489,0.37332812
ENSG00000049449,RCN1,1.7814125,0.20773956,0.22466642
ENSG00000049541,RFC2,0.7812214,1.2545147,0.93994004
ENSG00000049618,ARID1B,0.6548265,1.1622583,0.8909428
ENSG00000049656,CLPTM1L,1.1093699,1.9624908,1.33126
ENSG00000049860,HEXB,1.0062195,0.36491495,0.35129318
ENSG00000049883,PTCD2,0.12830748,0.29429713,0.21979834
ENSG00000050130,JKAMP,0.607179,0.25494224,0.19227147
ENSG00000050344,NFE2L3,0.14587224,0.21352282,0.20220597
ENSG00000050393,MCUR1,0.9561936,1.4438772,1.0368984
ENSG00000050405,LIMA1,1.806551,0.2097897,0.21410345
ENSG00000050426,LETMD1,0.18177153,0.5666605,0.54405206
ENSG00000050748,MAPK9,0.4530444,0.41125128,0.3023359
ENSG00000050767,COL23A1,,,0.10561384
ENSG00000050820,BCAR1,0.58744454,0.14729714,0.115188874
ENSG00000051108,HERPUD1,0.64420307,0.4285139,0.52675295
ENSG00000051128,HOMER3,1.5214908,0.12411814,0.1521191
ENSG00000051180,RAD51,0.24744721,0.29672074,0.2306555
ENSG00000051341,POLQ,0.25715235,0.41115648,0.31790417
ENSG00000051382,PIK3CB,0.2851958,0.64108807,0.57540125
ENSG00000051523,CYBA,,3.8749452,3.6658425
ENSG00000051596,THOC3,0.17412421,0.8576742,0.66341215
ENSG00000051620,HEBP2,2.291553,1.4476011,1.2235596
ENSG00000051825,MPHOSPH9,0.4831639,0.71803594,0.56787825
ENSG00000052126,PLEKHA5,1.0227071,0.596716,0.5641991
ENSG00000052723,SIKE1,0.3719582,0.8984774,0.6629357
ENSG00000052749,RRP12,0.3431748,0.45200998,0.28213218
ENSG00000052795,FNIP2,0.4458839,0.5944606,0.41048855
ENSG00000052802,MSMO1,0.28978622,0.55435425,0.40332523
ENSG00000052841,TTC17,0.37537,0.48106924,0.4054504
ENSG00000053254,FOXN3,0.0952843,0.23997514,0.22513697
ENSG00000053371,AKR7A2,1.249822,0.9079384,0.792497
ENSG00000053372,MRTO4,1.5815035,3.0503123,1.9129413
ENSG00000053501,USE1,0.38281748,0.43417054,0.3206325
ENSG00000053770,AP5M1,0.17468542,0.35976774,0.26343778
ENSG00000053900,ANAPC4,0.18318526,0.37335113,0.2842345
ENSG00000054116,TRAPPC3,1.1759953,2.286318,1.6637359
ENSG00000054118,THRAP3,2.882172,3.93816,3.505417
ENSG00000054148,PHPT1,3.3206663,3.0895424,2.614911
ENSG00000054267,ARID4B,0.92782825,1.3428849,1.1148959
ENSG00000054282,SDCCAG8,0.8677822,0.40261155,0.41056734
ENSG00000054523,KIF1B,0.7336252,0.4773196,0.37872437
ENSG00000054598,FOXC1,,0.22934927,0.17211616
ENSG00000054611,TBC1D22A,0.24306083,0.2541606,0.21763977
ENSG00000054983,GALC,,0.6236423,0.6350418
ENSG00000055044,NOP58,1.1896566,2.596259,1.9662429
ENSG00000055070,SZRD1,1.025624,0.9943364,0.68405706
ENSG00000055118,KCNH2,,1.9238706,1.5056574
ENSG00000055130,CUL1,0.6725805,1.0638361,0.83490527
ENSG00000055147,FAM114A2,0.2784299,0.20106187,0.16214365
ENSG00000055208,TAB2,0.4367823,0.35816452,0.261153
ENSG00000055211,GINM1,0.785678,0.28804505,0.25199285
ENSG00000055332,EIF2AK2,1.4440954,0.73614424,0.58564705
ENSG00000055483,USP36,0.23788738,0.47496274,0.33938602
ENSG00000055609,KMT2C,0.5380327,1.3346447,1.0593123
ENSG00000055917,PUM2,0.33320898,0.56284046,0.42885157
ENSG00000055950,MRPL43,2.4732075,0.7323363,0.5700342
ENSG00000056050,HPF1,0.8507373,0.62036973,0.4950383
ENSG00000056097,ZFR,1.3104365,2.2563841,1.6921432
ENSG00000056586,RC3H2,0.39233986,0.33794928,0.2820666
ENSG00000057019,DCBLD2,9.447133,0.22679172,0.19979005
ENSG00000057252,SOAT1,0.4901655,0.36995476,0.26707453
ENSG00000057608,GDI2,3.4716194,3.5275471,2.845443
ENSG00000057663,ATG5,0.58106005,0.8673408,0.62950885
ENSG00000057757,PITHD1,0.76255554,1.7292383,1.1141818
ENSG00000057935,MTA3,0.3443574,0.4678787,0.40046924
ENSG00000058056,USP13,0.38109055,0.2507832,0.19114262
ENSG00000058063,ATP11B,0.3541834,1.0089424,0.7426563
ENSG00000058262,SEC61A1,1.1863596,0.83896273,0.560068
ENSG00000058272,PPP1R12A,1.8071611,1.3231066,1.1773477
ENSG00000058600,POLR3E,0.16650346,0.6453646,0.4728426
ENSG00000058729,RIOK2,0.43677038,0.8532683,0.60213864
ENSG00000058799,YIPF1,0.13700564,0.19628823,0.16417629
ENSG00000058804,NDC1,0.28567877,0.6810499,0.46948925
ENSG00000059145,UNKL,0.15952334,0.36831298,0.20780279
ENSG00000059378,PARP12,,0.15225768,0.1331817
ENSG00000059573,ALDH18A1,0.60263634,0.26850465,0.1968118
ENSG00000059588,TARBP1,0.17466047,0.53348005,0.47143215
ENSG00000059691,GATB,0.24535528,0.34211054,0.26748332
ENSG00000059728,MXD1,,0.1352045,0.12054864
ENSG00000059758,CDK17,0.50418615,0.22687991,0.19542545
ENSG00000059769,DNAJC25,0.21894373,0.2746129,0.19365083
ENSG00000059804,SLC2A3,0.1205414,1.3322808,1.0031786
ENSG00000060138,YBX3,3.2349002,2.9456446,2.2968426
ENSG00000060237,WNK1,1.9526404,0.88680315,0.6530684
ENSG00000060339,CCAR1,2.0060384,2.6737363,2.1114995
ENSG00000060491,OGFR,0.3204118,0.3159559,0.26754335
ENSG00000060688,SNRNP40,0.7557274,2.6232638,1.7702885
ENSG00000060749,QSER1,0.89950687,1.173374,0.8269686
ENSG00000060762,MPC1,0.39544067,0.9672307,0.6615111
ENSG00000060971,ACAA1,0.4738608,0.74149686,0.6785503
