ensembl_gene_id,gene_name,RPE1_baseline,K562_Ess_baseline,K562_GWPS_baseline
ENSG00000131626,PPFIA1,0.90877485,0.70251954,0.5322962
ENSG00000131652,THOC6,0.33063906,0.65255827,0.5267354
ENSG00000131653,TRAF7,0.4459014,0.5879684,0.52256846
ENSG00000131711,MAP1B,6.135455,1.2295774,1.1272877
ENSG00000131724,IL13RA1,0.5139843,0.30182606,0.2563367
ENSG00000131725,WDR44,0.19777443,0.18184672,0.1560552
ENSG00000131732,ZCCHC9,0.28146812,0.725621,0.49329177
ENSG00000131747,TOP2A,3.8865445,3.3378794,2.9898603
ENSG00000131748,STARD3,0.22853272,0.41710708,0.3417088
ENSG00000131779,PEX11B,0.16161068,0.13140896,0.11396741
ENSG00000131791,PRKAB2,0.10514401,0.19413306,0.15800905
ENSG00000131828,PDHA1,0.9385419,1.0865164,0.85069823
ENSG00000131844,MCCC2,0.23003253,1.0279428,0.784976
ENSG00000131871,SELENOS,1.1936259,0.9802263,0.6952808
ENSG00000131873,CHSY1,0.4567765,0.21322785,0.15219115
ENSG00000131876,SNRPA1,1.7780976,2.6405063,2.1339517
ENSG00000131931,THAP1,0.21321374,0.27263635,0.19163737
ENSG00000131943,C19orf12,0.24723211,0.263775,0.208221
ENSG00000131944,FAAP24,,0.14226164,0.1034797
ENSG00000131966,ACTR10,0.70197153,0.3984577,0.31172758
ENSG00000132002,DNAJB1,0.71177006,0.80068636,0.41045985
ENSG00000132004,FBXW9,0.13068952,0.22119388,0.21333203
ENSG00000132005,RFX1,0.12399324,0.16852696,0.10928103
ENSG00000132017,DCAF15,0.19265366,0.34233126,0.26694196
ENSG00000132024,CC2D1A,0.16172464,0.26195544,0.22854933
ENSG00000132128,LRRC41,0.6120087,0.6863017,0.54889476
ENSG00000132153,DHX30,0.5836643,0.9598758,0.67298365
ENSG00000132155,RAF1,0.6069149,0.82642055,0.6537229
ENSG00000132182,NUP210,,0.6978831,0.58428884
ENSG00000132196,HSD17B7,,0.19015542,0.16841222
ENSG00000132199,ENOSF1,0.2529616,0.51015455,0.486898
ENSG00000132204,LINC00470,,0.4703578,0.36668238
ENSG00000132205,EMILIN2,,0.21062024,0.23164688
ENSG00000132254,ARFIP2,0.51231986,0.3012414,0.25538912
ENSG00000132275,RRP8,0.23262216,0.3900042,0.27770212
ENSG00000132286,TIMM10B,0.31171975,0.62620735,0.40492982
ENSG00000132294,EFR3A,0.5173545,0.293931,0.22757438
ENSG00000132300,PTCD3,0.4951003,1.4073632,1.0857657
ENSG00000132305,IMMT,1.4747365,2.3539948,1.9856939
ENSG00000132313,MRPL35,0.6280606,1.294817,0.9678466
ENSG00000132323,ILKAP,0.464056,0.7416587,0.5299238
ENSG00000132326,PER2,,0.16784598,0.10728063
ENSG00000132330,SCLY,0.13872308,0.49413368,0.33845258
ENSG00000132341,RAN,14.0307665,22.278894,15.844998
ENSG00000132356,PRKAA1,0.35887972,0.43677366,0.37233308
ENSG00000132361,CLUH,0.16373537,0.3959817,0.26299295
ENSG00000132382,MYBBP1A,0.35709268,0.5747404,0.42079848
ENSG00000132383,RPA1,0.5672475,0.6983985,0.46226937
ENSG00000132386,SERPINF1,,0.4566909,0.62220883
ENSG00000132388,UBE2G1,0.41145986,0.53269595,0.37578565
ENSG00000132394,EEFSEC,0.12140487,0.2812079,0.24615148
ENSG00000132405,TBC1D14,0.20725098,0.2498176,0.22238927
ENSG00000132406,TMEM128,0.18898492,0.21965964,0.15991098
ENSG00000132423,COQ3,0.19351839,0.45970708,0.3392072
ENSG00000132424,PNISR,1.9994909,3.0026338,2.6888916
ENSG00000132429,POPDC3,0.10044867,0.60180384,0.47100502
ENSG00000132432,SEC61G,5.362722,3.8814008,3.0669515
ENSG00000132436,FIGNL1,0.2675132,0.33851725,0.2736269
ENSG00000132463,GRSF1,1.2693939,1.2423275,0.8917163
ENSG00000132466,ANKRD17,0.9520265,1.661597,1.2120055
ENSG00000132467,UTP3,0.56872743,0.60316956,0.50408864
ENSG00000132471,WBP2,0.4741342,0.40952843,0.37023658
ENSG00000132475,H3F3B,11.632852,16.566586,11.462502
ENSG00000132478,UNK,0.23029897,0.2935384,0.22657445
ENSG00000132485,ZRANB2,1.5076727,2.4545383,1.8683481
ENSG00000132507,EIF5A,12.507588,11.949097,9.036579
ENSG00000132510,KDM6B,0.09245808,0.18716511,0.14473335
ENSG00000132522,GPS2,0.75542766,0.589286,0.4293874
ENSG00000132541,RIDA,0.26852632,0.7576803,0.5759078
ENSG00000132549,VPS13B,0.15856741,0.2230132,0.18895583
ENSG00000132570,PCBD2,0.16445413,0.28767154,0.22396566
ENSG00000132581,SDF2,0.7081258,0.5413653,0.44876695
ENSG00000132589,FLOT2,0.29288745,0.46976954,0.40774748
ENSG00000132591,ERAL1,0.31655055,0.69967973,0.5440586
ENSG00000132600,PRMT7,0.23883215,0.3327607,0.27143627
ENSG00000132603,NIP7,0.68606627,1.8270743,1.1331908
ENSG00000132604,TERF2,0.35971183,0.67350996,0.5176555
ENSG00000132612,VPS4A,0.8770935,0.87958926,0.72704184
ENSG00000132635,PCED1A,,0.13629328,0.12686636
ENSG00000132646,PCNA,1.9174123,2.7494326,1.9793806
ENSG00000132661,NXT1,0.5816157,0.98861647,0.6573174
ENSG00000132664,POLR3F,0.19149102,0.2604939,0.18885237
ENSG00000132670,PTPRA,0.64600676,1.0833164,0.94607395
ENSG00000132676,DAP3,0.84786385,2.2706745,1.8135536
ENSG00000132680,KHDC4,0.33805987,0.9738668,0.6946683
ENSG00000132688,NES,,0.17499255,0.14853862
ENSG00000132716,DCAF8,0.51350355,0.49926257,0.4483447
ENSG00000132740,IGHMBP2,0.13475794,0.2341114,0.17717437
ENSG00000132768,DPH2,0.14998548,0.48649475,0.31398916
ENSG00000132773,TOE1,0.235095,0.5022016,0.36930498
ENSG00000132780,NASP,2.616036,8.926663,7.680851
ENSG00000132781,MUTYH,,0.2047452,0.18978135
ENSG00000132792,CTNNBL1,0.4285245,0.60147095,0.4627513
ENSG00000132819,RBM38,,0.54944086,0.40600932
ENSG00000132823,OSER1,0.31782156,0.3099578,0.22441661
ENSG00000132824,SERINC3,1.0266609,1.0331932,0.8754709
ENSG00000132842,AP3B1,0.8873263,1.0225463,0.8602635
ENSG00000132912,DCTN4,0.35313207,0.3761394,0.2960831
ENSG00000132950,ZMYM5,0.17970219,0.16297688,0.13019273
ENSG00000132952,USPL1,0.10564357,0.22499606,0.16436638
ENSG00000132953,XPO4,0.16822575,0.2501622,0.17619067
ENSG00000132963,POMP,6.4135084,10.42301,7.1613708
ENSG00000132964,CDK8,0.1652463,0.30107984,0.2012134
ENSG00000133026,MYH10,1.0101973,1.6122139,1.2598964
ENSG00000133027,PEMT,0.24612752,0.25671545,0.2214994
ENSG00000133028,SCO1,0.5834782,0.73646677,0.5514902
ENSG00000133030,MPRIP,1.9495608,0.39388338,0.2967893
ENSG00000133059,DSTYK,0.26378858,0.27185288,0.22898075
ENSG00000133103,COG6,0.13076976,0.23083635,0.16541192
ENSG00000133104,SPART,1.2759817,1.1780283,0.9052879
ENSG00000133111,RFXAP,,0.36599556,0.3190796
ENSG00000133112,TPT1,41.00674,40.517838,33.757603
ENSG00000133114,GPALPP1,0.32943174,0.5457335,0.4552631
ENSG00000133119,RFC3,0.4287728,1.0649965,0.7724479
ENSG00000133134,BEX2,,0.4527906,0.44470012
ENSG00000133193,FAM104A,0.44710675,0.47193152,0.32775408
ENSG00000133226,SRRM1,2.771711,3.6778142,2.8721368
ENSG00000133243,BTBD2,0.29255423,0.1903581,0.21945907
ENSG00000133247,KMT5C,,0.24500564,0.22960544
ENSG00000133250,ZNF414,0.17962147,0.16537845,0.14827108
ENSG00000133265,HSPBP1,0.3902243,0.4646417,0.34506303
ENSG00000133275,CSNK1G2,0.5958149,1.2312975,1.0857941
ENSG00000133302,SLF1,0.24195175,0.3197463,0.23333667
ENSG00000133313,CNDP2,0.50217456,0.29186308,0.21536218
ENSG00000133315,MACROD1,0.13946006,0.2934839,0.35100815
ENSG00000133316,WDR74,0.44964567,1.35495,0.93106365
ENSG00000133318,RTN3,1.5206538,1.721973,1.4443117
ENSG00000133393,FOPNL,0.33948728,0.6572966,0.44242257
ENSG00000133398,MED10,0.8442803,1.2670891,0.866561
ENSG00000133422,MORC2,0.25355428,0.5064435,0.3587553
ENSG00000133454,MYO18B,,0.13032313,0.12999876
ENSG00000133606,MKRN1,0.41512817,0.5863202,0.5144005
ENSG00000133612,AGAP3,0.29347637,0.42370388,0.3257533
ENSG00000133627,ACTR3B,,0.23518208,0.19482721
ENSG00000133639,BTG1,2.032028,3.011587,2.4514897
ENSG00000133641,C12orf29,0.39554217,0.6282791,0.4491562
ENSG00000133657,ATP13A3,1.6351131,0.8423699,0.60634387
ENSG00000133703,KRAS,1.1834426,1.1752049,0.98626447
ENSG00000133704,IPO8,0.5379127,0.37272048,0.2748799
ENSG00000133706,LARS,1.7562903,2.916521,2.4138951
ENSG00000133731,IMPA1,0.3273508,0.3864667,0.29200938
ENSG00000133739,LRRCC1,0.28835595,0.40607908,0.34736583
ENSG00000133740,E2F5,,0.23022236,0.1579011
ENSG00000133773,CCDC59,0.8414744,1.3626101,1.0257306
ENSG00000133789,SWAP70,0.6162822,0.10993837,0.10920361
ENSG00000133816,MICAL2,1.0372003,0.21185796,0.17580599
ENSG00000133818,RRAS2,1.1824615,0.3839532,0.27619275
ENSG00000133835,HSD17B4,0.46483502,0.5775124,0.4976473
ENSG00000133858,ZFC3H1,0.58884585,0.87154603,0.74926907
ENSG00000133872,SARAF,1.5942689,1.5349746,1.3332677
ENSG00000133884,DPF2,0.3193088,0.8294281,0.5832373
ENSG00000133895,MEN1,0.14810097,0.326984,0.26159245
ENSG00000133935,ERG28,0.39056507,0.46842375,0.3991369
ENSG00000133943,DGLUCY,0.10111246,0.1288191,0.12179437
ENSG00000133961,NUMB,0.48484662,0.30081847,0.25288862
ENSG00000133983,COX16,1.4687212,0.80161583,0.5747653
ENSG00000133997,MED6,0.38800335,0.57022756,0.42326134
ENSG00000134001,EIF2S1,1.7501223,2.08608,1.3627458
ENSG00000134014,ELP3,0.16315363,0.24188726,0.216469
ENSG00000134046,MBD2,1.6023964,0.6545671,0.47511038
ENSG00000134049,IER3IP1,1.5715911,0.87153095,0.71123093
ENSG00000134056,MRPS36,0.8094575,1.4335448,1.1205314
ENSG00000134057,CCNB1,1.9997452,2.84586,2.0776196
ENSG00000134058,CDK7,0.29189274,0.326742,0.29890457
ENSG00000134077,THUMPD3,0.5623029,0.9704388,0.7791532
ENSG00000134086,VHL,0.161275,0.687424,0.56278366
ENSG00000134107,BHLHE40,0.32734558,1.4449157,1.3317951
ENSG00000134108,ARL8B,0.54162514,1.107626,0.7938526
ENSG00000134109,EDEM1,0.20629072,0.17362995,0.15760589
ENSG00000134138,MEIS2,0.7785006,0.4329508,0.33868426
ENSG00000134146,DPH6,0.17730463,0.19563717,0.16171128
ENSG00000134152,KATNBL1,0.7345938,0.4722717,0.3548545
ENSG00000134153,EMC7,1.3722429,1.0060184,0.7235132
ENSG00000134186,PRPF38B,0.80679816,1.9443918,1.4273974
ENSG00000134202,GSTM3,0.55065113,0.21595487,0.20907626
ENSG00000134222,PSRC1,0.25471866,0.18047233,0.16173951
ENSG00000134242,PTPN22,,0.20192343,0.19033317
ENSG00000134243,SORT1,0.35680443,0.31845513,0.28881
ENSG00000134248,LAMTOR5,3.0845442,3.2312136,2.6272004
ENSG00000134255,CEPT1,0.111030236,0.42818,0.28649336
ENSG00000134265,NAPG,0.3904061,0.32116064,0.23914607
ENSG00000134283,PPHLN1,0.8186533,1.3748562,1.1772552
ENSG00000134285,FKBP11,0.48610815,0.15790235,0.1121375
ENSG00000134287,ARF3,1.007873,1.4124509,1.0549793
ENSG00000134291,TMEM106C,1.5178828,1.0544597,0.7286436
ENSG00000134294,SLC38A2,2.0640392,0.8031914,0.9578193
ENSG00000134308,YWHAQ,6.8096676,4.1001863,2.9419649
ENSG00000134313,KIDINS220,0.5339329,0.59206253,0.41431388
ENSG00000134318,ROCK2,1.2581375,1.5318773,1.2465156
ENSG00000134324,LPIN1,0.27511865,0.47233728,0.39395592
ENSG00000134326,CMPK2,,0.39310738,0.25046462
ENSG00000134333,LDHA,29.027235,7.7979255,7.008356
ENSG00000134352,IL6ST,1.8779792,0.17855988,0.14630167
ENSG00000134369,NAV1,2.242377,0.4305918,0.43415585
ENSG00000134371,CDC73,0.7901224,1.1324141,0.7983668
ENSG00000134375,TIMM17A,1.5836109,2.9990573,1.8790575
ENSG00000134419,RPS15A,27.554005,36.323097,33.67394
ENSG00000134440,NARS,1.4672998,0.92514145,0.74652576
ENSG00000134444,RELCH,0.26197103,0.13397852,0.111579075
ENSG00000134452,FBH1,0.30819926,0.41394123,0.32670146
ENSG00000134453,RBM17,1.3529862,2.7022507,1.8107499
ENSG00000134461,ANKRD16,0.121906444,0.20100145,0.16398337
ENSG00000134463,ECHDC3,,0.10623459,0.114768274
ENSG00000134480,CCNH,0.66936165,0.9845199,0.80217963
ENSG00000134516,DOCK2,,0.3135894,0.36270195
ENSG00000134575,ACP2,0.29218414,0.17148419,0.14202176
ENSG00000134590,RTL8C,1.3643734,0.20534296,0.17290537
ENSG00000134597,RBMX2,0.37641236,0.45329192,0.34806088
ENSG00000134602,STK26,0.1945381,0.49677834,0.39022374
ENSG00000134644,PUM1,0.8760078,1.7649136,1.4013921
ENSG00000134684,YARS,0.9876789,3.252337,2.747639
ENSG00000134686,PHC2,0.7414453,0.34319547,0.33978418
ENSG00000134690,CDCA8,0.59733313,1.2434168,0.979775
ENSG00000134697,GNL2,0.80539834,2.1916351,1.6691276
ENSG00000134698,AGO4,,0.100365035,0.12869047
ENSG00000134709,HOOK1,,0.34315997,0.2839584
ENSG00000134717,BTF3L4,1.1581924,1.555774,1.3415455
ENSG00000134744,TUT4,0.65643954,1.3097142,1.1024742
ENSG00000134748,PRPF38A,0.452468,2.139183,1.4470253
ENSG00000134755,DSC2,,0.31704324,0.32106853
ENSG00000134758,RNF138,0.171849,0.56203735,0.36554557
ENSG00000134759,ELP2,0.45294225,0.6890358,0.58561456
ENSG00000134779,TPGS2,1.5708051,1.09088,0.9041067
ENSG00000134802,SLC43A3,0.18377249,1.5323573,1.0477784
ENSG00000134809,TIMM10,1.141765,2.5451825,1.7260958
ENSG00000134815,DHX34,,0.16615053,0.11176497
ENSG00000134825,TMEM258,2.2075388,2.4832187,2.2527683
ENSG00000134851,TMEM165,1.8912911,1.9499289,1.4223062
ENSG00000134852,CLOCK,0.52823544,0.25682527,0.18773857
ENSG00000134882,UBAC2,0.41708347,0.6775589,0.62472796
ENSG00000134884,ARGLU1,1.7228638,3.3178153,2.6955707
ENSG00000134897,BIVM,0.18160285,0.4149585,0.3255793
ENSG00000134899,ERCC5,0.38894603,0.421016,0.38591626
ENSG00000134900,TPP2,0.46402898,1.514564,1.2412164
ENSG00000134901,POGLUT2,0.13377263,0.24201828,0.20196983
ENSG00000134905,CARS2,0.89971167,0.799136,0.57167596
ENSG00000134910,STT3A,0.6227553,0.546025,0.38503417
ENSG00000134970,TMED7,0.8706913,0.43848166,0.3878872
ENSG00000134982,APC,0.7706857,0.8613134,0.6926321
ENSG00000134987,WDR36,0.79631543,1.1221974,0.8107885
ENSG00000134996,OSTF1,0.37531474,0.3851695,0.33279282
ENSG00000135002,RFK,0.6206127,0.34498498,0.27800322
ENSG00000135018,UBQLN1,0.93961906,0.7992144,0.62077713
ENSG00000135040,NAA35,0.43791163,0.6664591,0.5179435
ENSG00000135045,C9orf40,0.4283437,0.4001742,0.2788714
ENSG00000135047,CTSL,0.94656175,0.58560055,0.5444981
ENSG00000135048,CEMIP2,0.29969117,0.21857816,0.17321272
ENSG00000135052,GOLM1,1.2434034,0.21952449,0.1741368
ENSG00000135069,PSAT1,0.6059939,0.507181,0.6393819
ENSG00000135070,ISCA1,0.81237334,0.5641946,0.37275434
ENSG00000135090,TAOK3,0.6011888,1.518833,1.1939164
ENSG00000135108,FBXO21,0.40454337,0.26995444,0.18530758
ENSG00000135148,TRAFD1,0.10425655,0.19086862,0.17288662
ENSG00000135164,DMTF1,0.22676313,0.28332385,0.23844555
ENSG00000135185,TMEM243,0.2863008,0.1411726,0.12567572
ENSG00000135211,TMEM60,0.29986367,0.36404333,0.30669332
ENSG00000135241,PNPLA8,0.3958977,0.24935669,0.24824354
ENSG00000135245,HILPDA,0.40943706,0.4564553,0.33052167
ENSG00000135249,RINT1,0.20556714,0.37386087,0.26209134
ENSG00000135250,SRPK2,0.5550306,0.95329773,0.8227732
ENSG00000135269,TES,0.7261004,0.11957134,0.14448516
ENSG00000135297,MTO1,0.13124223,0.34928825,0.2843606
ENSG00000135314,KHDC1,,0.14940894,0.12336036
ENSG00000135315,CEP162,0.16597784,0.26127008,0.21200189
ENSG00000135316,SYNCRIP,2.9684842,4.850758,3.32534
ENSG00000135317,SNX14,0.5296811,0.5089409,0.3956083
ENSG00000135324,MRAP2,,0.17791295,0.14252216
ENSG00000135334,AKIRIN2,0.67801994,0.81081396,0.6058881
ENSG00000135336,ORC3,0.4133447,0.64867395,0.48199865
ENSG00000135341,MAP3K7,0.2999766,0.5503507,0.3835627
ENSG00000135363,LMO2,,2.5622911,1.9688516
ENSG00000135365,PHF21A,0.1897198,0.23164278,0.20370227
ENSG00000135372,NAT10,0.22604468,0.6668088,0.5262597
ENSG00000135387,CAPRIN1,2.3459737,2.8657832,2.1344988
ENSG00000135390,ATP5MC2,7.1035504,8.6929455,7.644407
ENSG00000135392,DNAJC14,0.11733378,0.14593208,0.11980232
ENSG00000135404,CD63,18.81103,7.958558,6.7443137
ENSG00000135409,AMHR2,,0.11919393,0.16433355
ENSG00000135414,GDF11,0.22093914,0.3220291,0.26111
ENSG00000135441,BLOC1S1,2.0043182,1.8953601,1.4031876
ENSG00000135446,CDK4,1.909688,3.0134773,2.2810588
ENSG00000135451,TROAP,0.4995582,0.44559622,0.35292405
ENSG00000135452,TSPAN31,0.10994369,0.12115611,0.11453009
ENSG00000135457,TFCP2,0.16439985,0.45964003,0.3271899
ENSG00000135476,ESPL1,,0.18504898,0.1527572
ENSG00000135486,HNRNPA1,8.826505,15.87618,14.920362
ENSG00000135503,ACVR1B,,0.16961995,0.13173833
ENSG00000135506,OS9,0.75763273,0.80422235,0.7801015
ENSG00000135521,LTV1,0.648982,1.3400325,0.9241373
ENSG00000135535,CD164,2.095473,1.7452458,1.5240997
ENSG00000135537,AFG1L,,0.12360801,0.10320877
ENSG00000135541,AHI1,0.60187334,0.32570836,0.28287295
ENSG00000135549,PKIB,,0.48814446,0.34743685
ENSG00000135597,REPS1,0.22936676,0.37581974,0.27168128
ENSG00000135605,TEC,,0.398294,0.37646148
ENSG00000135617,PRADC1,0.3480829,0.47994018,0.31949404
ENSG00000135624,CCT7,3.0360892,5.0862126,3.8528028
ENSG00000135632,SMYD5,,0.1652633,0.11840844
ENSG00000135655,USP15,0.6358882,1.9454031,1.5055387
ENSG00000135679,MDM2,0.89996636,0.5831282,0.4607173
ENSG00000135686,KLHL36,0.20053399,0.19244152,0.17161483
ENSG00000135698,MPHOSPH6,0.49553597,0.6757392,0.4699894
ENSG00000135720,DYNC1LI2,1.2881405,0.78020906,0.5703771
ENSG00000135722,FBXL8,,,0.13023037
ENSG00000135723,FHOD1,0.29403016,0.31074122,0.22403024
ENSG00000135763,URB2,,0.45694378,0.26665312
ENSG00000135766,EGLN1,0.66594195,0.44563577,0.38987127
ENSG00000135775,COG2,0.19931841,0.37759748,0.31102175
ENSG00000135776,ABCB10,0.1459625,0.606251,0.5145365
ENSG00000135778,NTPCR,0.47282568,0.60121024,0.5325857
ENSG00000135801,TAF5L,0.113257535,0.28901008,0.20095354
ENSG00000135821,GLUL,0.35344702,1.1530313,1.2437066
ENSG00000135823,STX6,0.33151957,0.25014037,0.21141303
ENSG00000135829,DHX9,1.8501241,3.894686,2.687279
ENSG00000135837,CEP350,0.9908314,1.7745454,1.4748619
ENSG00000135838,NPL,,0.3806874,0.34982055
ENSG00000135845,PIGC,0.26577607,0.28766164,0.23434146
ENSG00000135870,RC3H1,0.20398177,0.3924742,0.30592594
ENSG00000135899,SP110,0.3522668,0.12928142,0.15312888
ENSG00000135900,MRPL44,0.5071667,0.7967677,0.61608213
ENSG00000135912,TTLL4,,0.3141921,0.21014808
ENSG00000135913,USP37,0.22767673,0.37835535,0.27477115
ENSG00000135916,ITM2C,0.15324438,0.21153316,0.19618782
ENSG00000135926,TMBIM1,0.18828619,0.32690898,0.27282205
ENSG00000135930,EIF4E2,1.2337797,1.2437472,0.9160558
ENSG00000135932,CAB39,0.40226272,1.5272613,1.0873659
ENSG00000135940,COX5B,3.5641928,7.7732434,7.0553746
ENSG00000135945,REV1,0.35053903,0.55152524,0.41224843
ENSG00000135953,MFSD9,,0.14436266,0.10771202
ENSG00000135966,TGFBRAP1,0.26107088,0.35374132,0.25916165
ENSG00000135968,GCC2,0.8230093,0.8617735,0.85138005
ENSG00000135972,MRPS9,0.4959738,0.9680354,0.7552311
ENSG00000135974,C2orf49,0.22712094,0.47607324,0.32949057
ENSG00000135976,ANKRD36,0.26427314,0.14671999,0.14216004
ENSG00000135999,EPC2,0.21788026,0.2847333,0.24220344
ENSG00000136003,ISCU,1.2407578,1.6296502,1.1113837
ENSG00000136010,ALDH1L2,,,0.1067953
ENSG00000136014,USP44,,0.22591299,0.2136097
ENSG00000136021,SCYL2,0.3293582,0.3759922,0.26983416
ENSG00000136045,PWP1,0.8720977,1.3433415,0.91723675
ENSG00000136048,DRAM1,0.26395652,0.19667117,0.16848393
ENSG00000136051,WASHC4,0.5096866,0.33997026,0.2681846
ENSG00000136068,FLNB,1.3340532,0.3565567,0.32839578
ENSG00000136100,VPS36,0.44136947,1.0234817,0.8306008
ENSG00000136104,RNASEH2B,0.7915599,1.7054797,1.3680742
ENSG00000136108,CKAP2,1.6208112,1.202937,0.98932093
ENSG00000136111,TBC1D4,0.32216358,0.789753,0.6196689
ENSG00000136122,BORA,,0.2543782,0.2031614
ENSG00000136141,LRCH1,0.1255632,0.15914068,0.13143829
ENSG00000136143,SUCLA2,0.62790966,1.3805963,1.0238433
ENSG00000136144,RCBTB1,0.110787064,0.12470463,0.11440083
ENSG00000136146,MED4,0.57178694,1.7527363,1.3246517
ENSG00000136152,COG3,0.10818395,0.21290688,0.17927243
ENSG00000136156,ITM2B,3.5345023,2.3082478,2.235778
ENSG00000136158,SPRY2,0.34467652,0.21026921,0.16089393
ENSG00000136159,NUDT15,0.4418949,0.8351094,0.6064698
ENSG00000136161,RCBTB2,,0.116425715,0.10883054
ENSG00000136167,LCP1,,5.0709357,4.339451
ENSG00000136169,SETDB2,,0.12110604,0.12659305
ENSG00000136213,CHST12,0.23018232,0.28145814,0.2504723
ENSG00000136231,IGF2BP3,2.1751494,0.98607624,0.7985678
ENSG00000136238,RAC1,7.163588,5.609829,4.331324
ENSG00000136240,KDELR2,2.8794634,1.7471133,1.2141823
ENSG00000136243,NUP42,0.33304098,0.68903166,0.52620983
ENSG00000136247,ZDHHC4,0.32790574,0.60829926,0.53152114
ENSG00000136261,BZW2,1.3540096,1.820713,1.4606664
ENSG00000136270,TBRG4,0.44889846,1.5654527,1.1783867
ENSG00000136271,DDX56,0.658906,1.0407772,0.69341296
ENSG00000136273,HUS1,0.23290256,0.1488569,0.10614501
ENSG00000136279,DBNL,1.0004368,0.39023194,0.32265455
ENSG00000136280,CCM2,0.63682806,0.31585306,0.30942473
ENSG00000136319,TTC5,0.17891282,0.28299886,0.22002965
ENSG00000136371,MTHFS,0.60073864,0.7019924,0.5319831
ENSG00000136381,IREB2,0.41830105,0.880785,0.6734066
ENSG00000136425,CIB2,,0.245088,0.21767972
ENSG00000136436,CALCOCO2,0.59979004,0.68967164,0.7711958
ENSG00000136444,RSAD1,0.14359577,0.21813163,0.1659893
ENSG00000136448,NMT1,0.5817124,1.0126116,0.7009503
ENSG00000136450,SRSF1,1.302971,2.1972282,1.502064
ENSG00000136451,VEZF1,0.5073787,0.38304886,0.30154064
ENSG00000136463,TACO1,0.46764857,0.6364472,0.46447337
ENSG00000136485,DCAF7,0.94355255,1.5055397,1.3023945
ENSG00000136490,LIMD2,,1.3793073,1.234592
ENSG00000136492,BRIP1,0.41989103,0.29784527,0.2626073
ENSG00000136504,KAT7,0.30198735,0.66118056,0.51159406
ENSG00000136518,ACTL6A,0.83921486,1.4719535,1.028434
ENSG00000136521,NDUFB5,1.4571108,2.6289465,2.1097507
ENSG00000136522,MRPL47,1.4914392,2.5107138,1.7032121
ENSG00000136527,TRA2B,1.218004,2.43177,1.7448492
ENSG00000136536,MARCH7,1.1292169,1.0989727,0.9236378
ENSG00000136542,GALNT5,,0.17734948,0.16441363
ENSG00000136560,TANK,0.4655646,0.30365968,0.25480914
ENSG00000136603,SKIL,1.1812704,0.3175726,0.29613662
ENSG00000136628,EPRS,2.467166,5.5636826,4.7846217
ENSG00000136631,VPS45,0.17905964,0.24684682,0.1791596
ENSG00000136636,KCTD3,0.39969358,0.49775952,0.4107063
ENSG00000136643,RPS6KC1,0.16753572,0.23683669,0.20226164
ENSG00000136682,CBWD2,,0.1340954,0.10995019
ENSG00000136699,SMPD4,0.38274023,0.5860369,0.3970336
ENSG00000136709,WDR33,0.6774224,1.1372318,0.86983424
ENSG00000136710,CCDC115,0.22368683,0.2920967,0.25261497
ENSG00000136715,SAP130,0.14682673,0.21869723,0.15720063
ENSG00000136718,IMP4,0.86304057,1.4182255,0.93296975
ENSG00000136731,UGGT1,0.55877495,0.6013357,0.46115634
ENSG00000136732,GYPC,,5.046546,4.4736342
ENSG00000136738,STAM,0.5551156,0.48024696,0.34543297
ENSG00000136754,ABI1,0.35970417,0.39966166,0.32287398
ENSG00000136758,YME1L1,1.1187607,1.5483526,1.142306
ENSG00000136770,DNAJC1,0.60203874,2.1573513,1.7504137
ENSG00000136783,NIPSNAP3A,0.32822272,0.6532066,0.49860898
ENSG00000136802,LRRC8A,0.43239492,0.2070787,0.15495852
ENSG00000136807,CDK9,0.25315946,0.30394349,0.26783335
ENSG00000136810,TXN,14.073524,7.9106865,5.7304363
ENSG00000136811,ODF2,0.35173064,0.45900902,0.35944888
ENSG00000136813,ECPAS,0.80176836,1.0638597,0.7577792
ENSG00000136819,C9orf78,0.8966957,4.121347,2.8708596
ENSG00000136824,SMC2,2.1551583,1.5895947,1.2166975
ENSG00000136827,TOR1A,0.7138361,0.7133086,0.58666563
ENSG00000136842,TMOD1,,0.3137884,0.30228913
ENSG00000136861,CDK5RAP2,0.7220867,0.83096486,0.67120564
ENSG00000136868,SLC31A1,0.32760337,0.52978814,0.4523329
ENSG00000136874,STX17,0.299684,0.5292133,0.44630504
ENSG00000136875,PRPF4,0.5253905,0.9568967,0.6708485
ENSG00000136877,FPGS,0.3661364,0.39405987,0.33214787
ENSG00000136878,USP20,,0.72981656,0.58827585
ENSG00000136888,ATP6V1G1,2.3723454,4.6702857,3.1841452
ENSG00000136891,TEX10,0.34185398,0.60421,0.4485289
ENSG00000136897,MRPL50,0.61504954,1.1434344,0.70758665
ENSG00000136908,DPM2,0.7965875,1.3753948,0.96124446
ENSG00000136925,TSTD2,0.10075426,0.200091,0.15154046
ENSG00000136929,HEMGN,,0.4680289,0.37533423
ENSG00000136930,PSMB7,3.2586973,4.293559,2.9823537
ENSG00000136932,TRMO,0.122617684,0.2004168,0.13943554
ENSG00000136933,RABEPK,0.32655138,0.55551076,0.3611103
ENSG00000136935,GOLGA1,0.26868045,0.1614959,0.1337368
ENSG00000136936,XPA,0.28637433,0.5158435,0.41430214
ENSG00000136937,NCBP1,0.39907804,0.61506623,0.3860197
