perturbation,spearman_rho,pvalue,target_gene
10165_ZNF133_P1P2_ENSG00000125846,-0.016560490632525626,0.315809257261717,ZNF133
6922_PTPMT1_P1P2_ENSG00000110536,-0.017081382461923204,0.3008262707091653,PTPMT1
10923_non-targeting_non-targeting_non-targeting,-0.017345551991839184,0.29341159283253315,non-targeting
5903_NUP93_P1P2_ENSG00000102900,-0.017439018348009074,0.29081779819827747,NUP93
1323_CCND3_P1P2_ENSG00000112576,-0.01747266866188017,0.28988775068560174,CCND3
8663_TAF3_P1P2_ENSG00000165632,-0.01753946232878568,0.2880476026967124,TAF3
4653_LRPPRC_P1P2_ENSG00000138095,-0.01764151063443015,0.2852514343861763,LRPPRC
8213_SNF8_P1P2_ENSG00000159210,-0.017666409931026115,0.28457197642060866,SNF8
11285_non-targeting_non-targeting_non-targeting,-0.017722620487259613,0.2830421168850676,non-targeting
3530_GRB2_P2_ENSG00000177885,-0.017856664086906497,0.27941642221841967,GRB2
10024_ZC3H3_P1P2_ENSG00000014164,-0.017990782879535712,0.27582041453076056,ZC3H3
5235_MRPL51_P1P2_ENSG00000111639,-0.018296327690674873,0.267746364796043,MRPL51
7433_RPL11_P1P2_ENSG00000142676,-0.01840553627236626,0.2649003061338342,RPL11
6871_PSMD3_P1P2_ENSG00000108344,-0.018549295084055104,0.2611857130899913,PSMD3
1221_CBLL1_P1P2_ENSG00000105879,-0.01870034879536233,0.2573215824282018,CBLL1
937_BUD13_P1P2_ENSG00000137656,-0.01915554893062045,0.24591752903447758,BUD13
1136_C9orf78_P1P2_ENSG00000136819,-0.0195592616151046,0.23610384986882463,C9orf78
5210_MRPL28_P1P2_ENSG00000086504,-0.019636060237833715,0.2342687755150199,MRPL28
4887_MBTPS1_P1P2_ENSG00000140943,-0.019681078360131214,0.23319779185724485,MBTPS1
5292_MST1_ENST00000449682.2_ENSG00000173531,-0.01974616461204657,0.23165552981606383,MST1
7142_RBBP6_P1P2_ENSG00000122257,-0.019875196817842243,0.22861946165973532,RBBP6
888_BRD2_P1_ENSG00000204256,-0.019945859153831135,0.22696886212192174,BRD2
10916_non-targeting_non-targeting_non-targeting,-0.019982236868490592,0.22612243606262022,non-targeting
5250_MRPS18C_P1P2_ENSG00000163319,-0.02007131498136075,0.2240593063602042,MRPS18C
1895_CSH2_P2_ENSG00000213218,-0.02007805683279366,0.223903708370823,CSH2
7473_RPL41_P1P2_ENSG00000229117,-0.020096261093000483,0.22348395054966913,RPL41
9937_YJEFN3_P2_ENSG00000250067,-0.02013845891211706,0.22251310852375766,YJEFN3
5508_NCOA4_P1P2_ENSG00000266412,-0.020461756812574897,0.21517505203218015,NCOA4
5207_MRPL23_P1P2_ENSG00000214026,-0.020757718365945785,0.20861174759288562,MRPL23
10173_ZNF143_P1P2_ENSG00000166478,-0.020784189121113347,0.2080318705322724,ZNF143
5144_MOG_P1P2_ENSG00000204655,-0.02097029577710695,0.20398791465788194,MOG
4700_LST1_P1_ENSG00000204482,-0.02103800439916843,0.2025309361119869,LST1
3979_HSPA8_P1P2_ENSG00000109971,-0.021125151209559316,0.20066685458925637,HSPA8
8216_SNRNP200_P1P2_ENSG00000144028,-0.02147191314954582,0.19337353758248124,SNRNP200
6526_POLG_P1P2_ENSG00000140521,-0.021785399296011383,0.18694929568485555,POLG
10587_ZNF718_ENST00000400172.3_ENSG00000250312,-0.021979544437204578,0.18305051173622974,ZNF718
5956_OR4N2_ENST00000315947.1_ENSG00000176294,-0.022475875589404434,0.17335761667911417,OR4N2
1606_CHTOP_P1P2_ENSG00000160679,-0.022597618232011583,0.17103973567609404,CHTOP
8426_SRRT_P1P2_ENSG00000087087,-0.0227292298739495,0.16856013812036522,SRRT
9611_UQCRC1_P2_ENSG00000010256,-0.02281890906287387,0.16688607160563027,UQCRC1
4317_KDM1A_P1P2_ENSG00000004487,-0.022857089520565973,0.16617714930230465,KDM1A
10887_non-targeting_non-targeting_non-targeting,-0.023089455626472345,0.16191138956927129,non-targeting
3398_GLMN_P1P2_ENSG00000174842,-0.02312072613519095,0.16134369319324382,GLMN
9753_VPS37A_P1P2_ENSG00000155975,-0.023505518385138497,0.1544805379443612,VPS37A
6525_POLG2_P1P2_ENSG00000256525,-0.023516692869264975,0.15428459512645293,POLG2
5462_NAPA_P1P2_ENSG00000105402,-0.023743961471830242,0.15034032093046804,NAPA
11087_non-targeting_non-targeting_non-targeting,-0.02386535093980667,0.14826532258207273,non-targeting
3404_GLRX5_P1P2_ENSG00000182512,-0.023934786382057788,0.14708828366371446,GLRX5
88_ACOT12_P1P2_ENSG00000172497,-0.0239472843007895,0.14687718501143338,ACOT12
7658_SART1_P1P2_ENSG00000175467,-0.024162265773602518,0.1432821525610439,SART1
8165_SMG1_P1P2_ENSG00000157106,-0.02416449470332897,0.14324523590270763,SMG1
5556_NDUFB4_P1P2_ENSG00000065518,-0.024186211304643532,0.1428859362600685,NDUFB4
9253_TRAPPC8_P1P2_ENSG00000153339,-0.02433473142459231,0.14044718744680576,TRAPPC8
3319_GCLC_P1P2_ENSG00000001084,-0.024410263980523275,0.13921925668840604,GCLC
4697_LSM7_P1P2_ENSG00000130332,-0.02443144572602689,0.13887639332049756,LSM7
5493_NCBP1_P1P2_ENSG00000136937,-0.024695870435813748,0.13465074314470027,NCBP1
8238_SNW1_P1_ENSG00000100603,-0.024980236895861624,0.13021802225500365,SNW1
377_AP2M1_P1_ENSG00000161203,-0.025017887349042648,0.1296397103973714,AP2M1
4662_LRRC37B_P1P2_ENSG00000185158,-0.025070659303926473,0.12883248937211664,LRRC37B
5720_NMT1_P1P2_ENSG00000136448,-0.025091566950987285,0.12851375940332344,NMT1
9919_YARS_P1P2_ENSG00000134684,-0.02519193986022076,0.12699213145890265,YARS
4311_POGLUT3_P1P2_ENSG00000178202,-0.02556111941435341,0.12151578702483533,POGLUT3
5240_MRPL9_P1P2_ENSG00000143436,-0.025607640107056812,0.12083900733705112,MRPL9
9383_TTC27_P1P2_ENSG00000018699,-0.02583303234656099,0.11760167830056832,TTC27
10239_ZNF253_P1P2_ENSG00000256771,-0.02598326715844973,0.11548190434570597,ZNF253
7751_SEC61A1_P1_ENSG00000058262,-0.02603116379952661,0.11481244529594796,SEC61A1
5952_OR2T29_ENST00000328570.3_ENSG00000182783,-0.02622599588503927,0.11212065527039926,OR2T29
8415_SRP54_P1P2_ENSG00000100883,-0.026282596484192157,0.11134806210594055,SRP54
700_ATXN10_P1P2_ENSG00000130638,-0.02632855042223507,0.11072388921538474,ATXN10
653_ATP5F1A_P1_ENSG00000152234,-0.026392925231024118,0.1098541615344565,ATP5F1A
1152_CAD_P1P2_ENSG00000084774,-0.02654718262109454,0.10779204384395727,CAD
8662_TAF2_P1P2_ENSG00000064313,-0.026553310660201224,0.10771076107542148,TAF2
8491_STARD7_P1P2_ENSG00000084090,-0.02674145983598405,0.1052386651022927,STARD7
2785_EXOC8_P1P2_ENSG00000116903,-0.02679243317144012,0.10457673264675166,EXOC8
2979_FASTKD5_P1P2_ENSG00000215251,-0.0268003754770265,0.10447389322554558,FASTKD5
2724_ERVW-1_ENST00000603053.1_ENSG00000242950,-0.026925245996859266,0.10286756159482753,ERVW-1
5206_MRPL22_P1P2_ENSG00000082515,-0.0271427021161045,0.10011713940284761,MRPL22
7057_RAC3_P1P2_ENSG00000169750,-0.027232131948215423,0.09900316310539028,RAC3
944_TWNK_P1P2_ENSG00000107815,-0.02734878193878134,0.09756500792004152,TWNK
6213_PELO_P2_ENSG00000152684,-0.02735251089042839,0.09751931115477346,PELO
8157_SMC3_P1P2_ENSG00000108055,-0.027371170930258246,0.09729089687937574,SMC3
8670_TAF8_P1P2_ENSG00000137413,-0.027416283167773267,0.09674045186803111,TAF8
8190_SMU1_P1P2_ENSG00000122692,-0.02763893090720991,0.09406014739901937,SMU1
8167_SMG6_P1P2_ENSG00000070366,-0.027697406292788922,0.09336616105479296,SMG6
5368_MYB_P1P2_ENSG00000118513,-0.027762504672953964,0.09259840993828099,MYB
6629_PPIL1_P1P2_ENSG00000137168,-0.027878876200597803,0.09123858970148789,PPIL1
7833_SF3A2_P1_ENSG00000104897,-0.02836680781184055,0.0857107971456698,SF3A2
2304_DNAJC8_P1P2_ENSG00000126698,-0.02844316363335989,0.08487076547853872,DNAJC8
11182_non-targeting_non-targeting_non-targeting,-0.02872695448817547,0.08180680288108397,non-targeting
6731_PRDM8_P2_ENSG00000152784,-0.02874645550083823,0.08159959600530323,PRDM8
7750_SEC61A1_P2_ENSG00000058262,-0.02912336875466274,0.07767768156760085,SEC61A1
7948_SKP2_P1P2_ENSG00000145604,-0.02929342840348073,0.07595910111491642,SKP2
3759_HIST1H2BB_P1P2_ENSG00000276410,-0.02947329277190618,0.07417530850013763,HIST1H2BB
6856_PSMB7_P1P2_ENSG00000136930,-0.029563751807285068,0.07329120560548943,PSMB7
2554_EIF3J_P1P2_ENSG00000104131,-0.02963379038918986,0.07261261661741246,EIF3J
1810_COX17_P1P2_ENSG00000138495,-0.029955793599013736,0.06955863993486787,COX17
9907_XRCC5_P1P2_ENSG00000079246,-0.030524808380810703,0.06442000774441822,XRCC5
1036_C1orf109_P2_ENSG00000116922,-0.03060429207792288,0.06372779668986482,C1orf109
1361_CD2BP2_P1P2_ENSG00000169217,-0.03072415556952439,0.06269554749891741,CD2BP2
6760_PRKCA_P1P2_ENSG00000154229,-0.030735780496844035,0.06259617447729049,PRKCA
2427_DYNLL2_P1P2_ENSG00000264364,-0.03079766828675341,0.06206933025452296,DYNLL2
681_ATP6V1C1_P1P2_ENSG00000155097,-0.03102288551716756,0.06018294759207701,ATP6V1C1
9998_ZBTB44_P1P2_ENSG00000196323,-0.03106588962232296,0.05982820976015421,ZBTB44
2187_DHFR_P1P2_ENSG00000228716,-0.03113979796305659,0.05922259553687488,DHFR
8126_SLU7_P1P2_ENSG00000164609,-0.03122417298326528,0.05853744206317448,SLU7
9041_TMEM214_P1P2_ENSG00000119777,-0.031240015873259138,0.05840952914221475,TMEM214
4432_KLHL11_P1P2_ENSG00000178502,-0.0318645579075191,0.05354896258152603,KLHL11
5950_OR1E2_ENST00000248384.1_ENSG00000127780,-0.031979871730756906,0.052689505822522416,OR1E2
6778_PRMT5_P2_ENSG00000100462,-0.031981967126515076,0.05267399566952174,PRMT5
6770_PRKRIP1_P2_ENSG00000128563,-0.032132737036779754,0.051567964410400756,PRKRIP1
10894_non-targeting_non-targeting_non-targeting,-0.0326945376969004,0.04761629117501766,non-targeting
2812_F8A1_P1P2_ENSG00000277203,-0.03270708024560832,0.04753105590757889,F8A1
5503_NCL_P2_ENSG00000115053,-0.0327846564116106,0.04700671679553295,NCL
167_ADSL_P1P2_ENSG00000239900,-0.032852301604918435,0.046553479428673106,ADSL
7836_SF3B2_P1P2_ENSG00000087365,-0.03304929845813417,0.045254454147052925,SF3B2
5546_NDUFAF3_P1P2_ENSG00000178057,-0.03314025839022489,0.044665037743268424,NDUFAF3
1533_CFDP1_P2_ENSG00000153774,-0.03325220820092572,0.043948506670872176,CFDP1
10836_non-targeting_non-targeting_non-targeting,-0.033580583227248745,0.04190248343683909,non-targeting
4329_KDM5C_P1P2_ENSG00000126012,-0.03368605509521329,0.04126265640030599,KDM5C
815_BDP1_P1P2_ENSG00000145734,-0.034320099127968656,0.037588204151603424,BDP1
8414_SRP19_P1P2_ENSG00000153037,-0.03442005312745814,0.037035128318959824,SRP19
8080_SLC39A9_P1P2_ENSG00000029364,-0.034433740342353615,0.03695993469613224,SLC39A9
6210_PEF1_P1P2_ENSG00000162517,-0.03497482206899586,0.03408976476982184,PEF1
1432_CDK2_P1P2_ENSG00000123374,-0.034994823252797604,0.03398742432243241,CDK2
8347_SPEN_P1P2_ENSG00000065526,-0.03516096644510634,0.033147419677989065,SPEN
8557_STX5_P1P2_ENSG00000162236,-0.03520163901554299,0.0329445102148323,STX5
4888_MBTPS2_P1P2_ENSG00000012174,-0.03523356954360926,0.032785959155625516,MBTPS2
5680_NISCH_P1P2_ENSG00000010322,-0.03529425421115023,0.03248642903282107,NISCH
9801_WDFY3_P1P2_ENSG00000163625,-0.035565663335866055,0.0311753045156071,WDFY3
3286_GART_P1P2_ENSG00000159131,-0.035823617380385295,0.029971513198811705,GART
10029_ZC3H8_P1P2_ENSG00000144161,-0.036231535776825384,0.028149427737663102,ZC3H8
9905_XRCC3_P1P2_ENSG00000126215,-0.03624194836430688,0.02810419416543997,XRCC3
2541_EIF2S1_P1P2_ENSG00000134001,-0.03627287685638446,0.027970206013527045,EIF2S1
3585_GTF3C2_P1P2_ENSG00000115207,-0.03628836341840268,0.027903322321201292,GTF3C2
9483_UBA5_P1P2_ENSG00000081307,-0.03638484825335328,0.027489718031912178,UBA5
952_NKAPD1_P1P2_ENSG00000150776,-0.03647737564043283,0.027098054773249728,NKAPD1
821_BET1_P1P2_ENSG00000105829,-0.03660975888161548,0.02654606046685564,BET1
8097_SLC4A5_P2_ENSG00000188687,-0.03666687614579516,0.026310915064343295,SLC4A5
2394_DTYMK_P1P2_ENSG00000168393,-0.03672818905666964,0.026060501069905224,DTYMK
667_ATP5PO_P1P2_ENSG00000241837,-0.03684568996523321,0.02558635527930506,ATP5PO
1519_CEP97_P1P2_ENSG00000182504,-0.03689562099891166,0.025387140535966142,CEP97
5142_MOCS3_P1P2_ENSG00000124217,-0.03697380163687806,0.025077910676932918,MOCS3
7185_RBM8A_P1P2_ENSG00000265241,-0.037086407949966656,0.02463824691299222,RBM8A
978_C14orf178_P1P2_ENSG00000197734,-0.03721086404362608,0.024160097130437444,C14orf178
4957_MED7_P1P2_ENSG00000155868,-0.037288083881652716,0.023867485195330055,MED7
4997_METTL1_P1P2_ENSG00000037897,-0.03731540737732071,0.02376468578046781,METTL1
1972_CWC22_P1P2_ENSG00000163510,-0.03749744791533467,0.023089543489993206,CWC22
3567_GTF2A2_P1P2_ENSG00000140307,-0.03754040726497486,0.022932668049408154,GTF2A2
7980_SLC25A10_P1P2_ENSG00000183048,-0.03784366808413402,0.02185134178631787,SLC25A10
8564_STXBP4_P1P2_ENSG00000166263,-0.038250713004032044,0.02046982983607331,STXBP4
8446_SSBP1_P1P2_ENSG00000106028,-0.03825806102538404,0.020445606821473217,SSBP1
13_AARS_P1P2_ENSG00000090861,-0.03853438597226073,0.019552649954733728,AARS
5457_NANOG_P1P2_ENSG00000111704,-0.03861712295106745,0.01929199276572972,NANOG
2600_ELOVL1_P1P2_ENSG00000066322,-0.038633898988591785,0.019239512719511073,ELOVL1
8588_SUMO2_P1P2_ENSG00000188612,-0.03863493571371742,0.019236273654855567,SUMO2
5477_NBEAL1_P1P2_ENSG00000144426,-0.03868797570057634,0.019071193995498233,NBEAL1
10297_ZNF335_P1P2_ENSG00000198026,-0.03929007028519594,0.017282319684742038,ZNF335
10799_non-targeting_non-targeting_non-targeting,-0.0394251637050524,0.01690176743254781,non-targeting
4991_METTL14_P1P2_ENSG00000145388,-0.0394786827601166,0.016753051869929658,METTL14
8818_TERF1_P1P2_ENSG00000147601,-0.039666507383937955,0.016240183957226543,TERF1
1692_CMC4_P1P2_ENSG00000182712,-0.03968211377306302,0.016198196868158835,CMC4
6740_PREB_P1P2_ENSG00000138073,-0.03973013048381175,0.01606961123427087,PREB
3479_GOSR2_P1P2_ENSG00000108433,-0.03996273915471174,0.015459315638071661,GOSR2
4589_LIMS1_P1P2_ENSG00000169756,-0.04004670254212625,0.015244082709808525,LIMS1
594_INTS13_P1P2_ENSG00000064102,-0.04013584202637368,0.015018471760228157,INTS13
6847_PSMA7_P1P2_ENSG00000101182,-0.04019776037703837,0.01486349255515954,PSMA7
5204_MRPL20_P1P2_ENSG00000242485,-0.04025512287442661,0.014721175208130183,MRPL20
6802_PRPF6_P1P2_ENSG00000101161,-0.04026549931972405,0.0146955596907623,PRPF6
2489_EEF2_P2_ENSG00000167658,-0.040798242147015336,0.01343208028487154,EEF2
2925_FAM50A_P1P2_ENSG00000071859,-0.04086782118774268,0.01327435858925025,FAM50A
5949_OR1D2_ENST00000331459.1_ENSG00000184166,-0.04127692791008655,0.012379674574383165,OR1D2
10706_ZRANB2_P1P2_ENSG00000132485,-0.041336128564996515,0.01225473004494078,ZRANB2
7301_RHPN1_P1P2_ENSG00000158106,-0.041360254806957784,0.01220413213593087,RHPN1
7160_RBM15_P1P2_ENSG00000162775,-0.04146175370289168,0.011993288148684384,RBM15
7734_SEC13_P1P2_ENSG00000157020,-0.04152705632278136,0.011859347270494213,SEC13
7793_SERBP1_P1P2_ENSG00000142864,-0.04182201171655867,0.011270749474293566,SERBP1
2_AAAS_P1P2_ENSG00000094914,-0.04215705412887801,0.010633734220652509,AAAS
4357_ICE1_P1P2_ENSG00000164151,-0.04252781205342421,0.009966296758258011,ICE1
5955_OR4K1_ENST00000285600.4_ENSG00000155249,-0.04261959500853831,0.009806940805798645,OR4K1
2073_DCTN1_P1P2_ENSG00000204843,-0.04339381141090069,0.008550520617133257,DCTN1
5305_MTCP1_P1P2_ENSG00000214827,-0.043579472716194924,0.008271484672046752,MTCP1
1119_C7orf26_P1P2_ENSG00000146576,-0.043666718007973226,0.008143196306250463,C7orf26
9222_TRA2B_P1P2_ENSG00000136527,-0.043762372785515626,0.008004590790094778,TRA2B
6006_OXA1L_P1P2_ENSG00000155463,-0.04396774116506616,0.007714118799241011,OXA1L
1408_CDC5L_P1P2_ENSG00000096401,-0.044026807681534635,0.007632342350652226,CDC5L
1877_CRLS1_P1P2_ENSG00000088766,-0.044110603459213464,0.0075176613106909835,CRLS1
2858_FAM136A_P1P2_ENSG00000035141,-0.04443418685599389,0.007089172371726825,FAM136A
10280_ZNF317_P1P2_ENSG00000130803,-0.04450842193177393,0.006994015951651539,ZNF317
1856_CRCP_P1P2_ENSG00000241258,-0.0447262928415033,0.006721329040420749,CRCP
2112_DDX23_P1P2_ENSG00000174243,-0.04503916529582273,0.006346439004798522,DDX23
4505_LAMTOR1_P1P2_ENSG00000149357,-0.045228287399795015,0.006129056255339187,LAMTOR1
2573_EIF4H_P1P2_ENSG00000106682,-0.04527842170293812,0.006072565707774874,EIF4H
8232_SNRPF_P1P2_ENSG00000139343,-0.04530697184525318,0.0060406057684100675,SNRPF
1197_CARS_P1P2_ENSG00000110619,-0.0458229206852106,0.0054885489673557695,CARS
11195_non-targeting_non-targeting_non-targeting,-0.04588494043047651,0.005425349862129214,non-targeting
9942_YPEL1_P1P2_ENSG00000100027,-0.045919889197543126,0.005390026524679036,YPEL1
1971_CWC15_P1P2_ENSG00000150316,-0.04599015954571768,0.005319630613914711,CWC15
6849_PSMB1_P1P2_ENSG00000008018,-0.04606807287706111,0.005242549273776727,PSMB1
523_ARMC6_P1P2_ENSG00000105676,-0.046290095283944184,0.005028398654577637,ARMC6
2856_FAM136A_P1P2_ENSG00000035141,-0.04629418784051668,0.00502452650390458,FAM136A
490_ARID3A_P1P2_ENSG00000116017,-0.04630762206012381,0.005011834723085762,ARID3A
7835_SF3B1_P1P2_ENSG00000115524,-0.04656502378415256,0.004774188710610002,SF3B1
10939_non-targeting_non-targeting_non-targeting,-0.046624731885029184,0.004720540841276302,non-targeting
10767_non-targeting_non-targeting_non-targeting,-0.04671633412922303,0.004639295813889329,non-targeting
4949_MED26_P1P2_ENSG00000105085,-0.04721650484403991,0.004217586606657159,MED26
6559_POLR3E_P1P2_ENSG00000058600,-0.04728613239776598,0.00416172178290098,POLR3E
9848_WDR83OS_P1P2_ENSG00000105583,-0.04738625740844952,0.004082563689698739,WDR83OS
4703_LTB4R2_P1P2_ENSG00000213906,-0.04760631697653059,0.003913365643492233,LTB4R2
8335_SPCS3_P1_ENSG00000129128,-0.047876335961267925,0.0037144647611179675,SPCS3
5261_MRPS31_P1P2_ENSG00000102738,-0.047948616690894307,0.0036628033940257062,MRPS31
11205_non-targeting_non-targeting_non-targeting,-0.048210332675899734,0.0034811636249820785,non-targeting
8678_TAMM41_P1P2_ENSG00000144559,-0.0483031225183024,0.0034187581708921056,TAMM41
7464_RPL36AL_P1P2_ENSG00000165502,-0.04848883682667918,0.0032969045845852815,RPL36AL
7430_RPIA_P1P2_ENSG00000153574,-0.048562089271670036,0.0032499385639829185,RPIA
4206_ISCU_P1P2_ENSG00000136003,-0.04866268145965775,0.0031864363163650617,ISCU
7975_SLC1A5_P2_ENSG00000105281,-0.04875112380967961,0.0031315401367360005,SLC1A5
11265_non-targeting_non-targeting_non-targeting,-0.04875252268199787,0.0031306788225907546,non-targeting
10464_ZNF574_P2_ENSG00000105732,-0.04903092713856493,0.002963494230479514,ZNF574
5079_MIOS_P1P2_ENSG00000164654,-0.049129362562891056,0.002906359277330388,MIOS
8598_SUPT5H_P1P2_ENSG00000196235,-0.049212262906241734,0.002859022928780292,SUPT5H
3990_HTATSF1_P1P2_ENSG00000102241,-0.04936990444021091,0.0027709452121440427,HTATSF1
1772_COPB2_P1P2_ENSG00000184432,-0.04964607414549168,0.0026225933914826435,COPB2
8168_SMG7_P1P2_ENSG00000116698,-0.04967300977520915,0.0026085197364863525,SMG7
2109_DDX1_P1P2_ENSG00000079785,-0.0497767269310283,0.0025549705122750784,DDX1
6555_POLR3A_P1P2_ENSG00000148606,-0.049795021907524224,0.0025456297391951836,POLR3A
2682_EPS8L1_P1_ENSG00000131037,-0.05017197469944269,0.0023599879216681953,EPS8L1
8433_SRSF3_P1P2_ENSG00000112081,-0.05022989170040637,0.0023325892192011997,SRSF3
6460_PLRG1_P1P2_ENSG00000171566,-0.050245721977020555,0.002325151252652987,PLRG1
2527_EIF1AX_P1P2_ENSG00000173674,-0.05052356174228245,0.0021980915159603644,EIF1AX
9461_TXN_P1P2_ENSG00000136810,-0.050737759002471065,0.0021045141217179444,TXN
8552_STX18_P1P2_ENSG00000168818,-0.05076341801262707,0.0020935527441327656,STX18
9436_TUT1_P2_ENSG00000149016,-0.05103269256539896,0.001981636196630965,TUT1
2123_DDX46_P2_ENSG00000145833,-0.051044971933071406,0.0019766659569774437,DDX46
5268_MRPS7_P1P2_ENSG00000125445,-0.051159796625162665,0.0019307396332471252,MRPS7
1317_CCNB1_P1P2_ENSG00000134057,-0.05145013697426882,0.0018189473296472579,CCNB1
1808_COX15_P1P2_ENSG00000014919,-0.051465215299402754,0.0018133073157490466,COX15
1579_CHMP1A_P1P2_ENSG00000131165,-0.051486744279816955,0.0018052822897660175,CHMP1A
2484_EEF1B2_P1P2_ENSG00000114942,-0.05159730479437812,0.0017645819758338567,EEF1B2
1399_CDC40_P1P2_ENSG00000168438,-0.051619354922558924,0.0017565662773023634,CDC40
6783_PRODH_P1_ENSG00000100033,-0.0516343857049541,0.0017511214573831424,PRODH
5894_NUP35_P1P2_ENSG00000163002,-0.05195080785810255,0.0016400395320190176,NUP35
5225_MRPL42_P1P2_ENSG00000198015,-0.05210399783930866,0.0015886235593584087,MRPL42
1715_CNOT11_P1P2_ENSG00000158435,-0.05230885489185262,0.0015221834191636893,CNOT11
1919_CS_P1P2_ENSG00000062485,-0.05234457719589929,0.001510863205291603,CS
8228_SNRPD1_P1P2_ENSG00000167088,-0.05257608049812333,0.0014393601187418425,SNRPD1
2058_DCAF6_P1P2_ENSG00000143164,-0.0527002968185355,0.0014022922783577085,DCAF6
1334_CCNL1_P1P2_ENSG00000163660,-0.052718557111255844,0.0013969179449407453,CCNL1
8575_SUDS3_P1P2_ENSG00000111707,-0.053077767001585376,0.0012949816210791648,SUDS3
902_BRK1_P1P2_ENSG00000254999,-0.05314532183744089,0.0012765952000133658,BRK1
1609_CIAO1_P1P2_ENSG00000144021,-0.05331023231657414,0.001232718575344526,CIAO1
3220_FUNDC2_P1P2_ENSG00000165775,-0.053311265400882,0.001232448151615341,FUNDC2
4089_IK_P2_ENSG00000113141,-0.05331563448154723,0.0012313050913599496,IK
6709_PPY_P1P2_ENSG00000108849,-0.05342203464574239,0.0012037684989874384,PPY
10798_non-targeting_non-targeting_non-targeting,-0.05355111948814168,0.0011711247851670327,non-targeting
6819_PRRC2A_P1P2_ENSG00000204469,-0.05360335076565471,0.001158150151877793,PRRC2A
8096_SLC4A5_P1_ENSG00000188687,-0.05364428627654444,0.0011480744319852577,SLC4A5
5624_NFATC2IP_P1P2_ENSG00000176953,-0.0538934075593857,0.001088482495651922,NFATC2IP
5683_NKAP_P1P2_ENSG00000101882,-0.05404674914371283,0.0010532374476066406,NKAP
11095_non-targeting_non-targeting_non-targeting,-0.0541132659259596,0.0010382795243434506,non-targeting
11321_non-targeting_non-targeting_non-targeting,-0.05425766449953766,0.0010064818384711918,non-targeting
3170_FOXL2_P1P2_ENSG00000183770,-0.0543451040891714,0.0009876675054290456,FOXL2
4129_INO80E_P1P2_ENSG00000169592,-0.05439376092564277,0.0009773395267974527,INO80E
5068_MIER1_P1_ENSG00000198160,-0.05472333640813572,0.0009099729483344823,MIER1
8430_SRSF11_P2_ENSG00000116754,-0.055168829216976814,0.0008257367653748267,SRSF11
8223_SNRPA1_P1P2_ENSG00000131876,-0.05535286388070972,0.0007930974588060989,SNRPA1
5762_NPAT_P1P2_ENSG00000149308,-0.05558258141945067,0.0007540356734984778,NPAT
7243_REXO2_P1P2_ENSG00000076043,-0.05576493232162579,0.0007243079118532555,REXO2
2083_DCUN1D5_P1P2_ENSG00000137692,-0.055805227946062345,0.000717887256993493,DCUN1D5
4401_KIN_P1P2_ENSG00000151657,-0.055914051091978854,0.0007008106822340545,KIN
6893_PSTK_P2_ENSG00000179988,-0.05619486761484256,0.0006584723830555423,PSTK
7455_RPL27_P1P2_ENSG00000131469,-0.056236970837021893,0.0006523334620686903,RPL27
5951_OR2A1_ENST00000408951.1_ENSG00000221970,-0.056270104726611286,0.0006475397829501431,OR2A1
867_BOD1L1_P1_ENSG00000038219,-0.05629090249172998,0.0006445475961964096,BOD1L1
9242_TRAPPC11_P1P2_ENSG00000168538,-0.05633163740136999,0.0006387242508518635,TRAPPC11
8886_THG1L_P1P2_ENSG00000113272,-0.05653216879238256,0.0006107633424748028,THG1L
10943_non-targeting_non-targeting_non-targeting,-0.0567768368245058,0.0005781908123304896,non-targeting
8267_SOD2_P1P2_ENSG00000112096,-0.057033401699306534,0.0005457761957424496,SOD2
813_BCS1L_P1P2_ENSG00000074582,-0.05707574360202932,0.000540592238052022,BCS1L
9479_UBA2_P1P2_ENSG00000126261,-0.05734929117972897,0.0005081911643862667,UBA2
2502_EFTUD2_P1P2_ENSG00000108883,-0.057397248947184246,0.0005027006065411112,EFTUD2
6793_PRPF31_P1P2_ENSG00000105618,-0.05744353131822853,0.0004974543246427135,PRPF31
5219_MRPL37_P1P2_ENSG00000116221,-0.05748937416150436,0.0004923082072088252,MRPL37
7929_SIRT7_P1P2_ENSG00000187531,-0.05752934863337798,0.0004878613920705173,SIRT7
10005_ZBTB4_P1_ENSG00000174282,-0.05780911157520883,0.000457772734023503,ZBTB4
2582_ELAC2_P1P2_ENSG00000006744,-0.05781008996111069,0.0004576706133721454,ELAC2
11186_non-targeting_non-targeting_non-targeting,-0.057875182516210225,0.000450924006469293,non-targeting
10405_ZNF506_P1P2_ENSG00000081665,-0.05787907980796285,0.00045052302471703575,ZNF506
3086_FIP1L1_P1P2_ENSG00000145216,-0.05791634239971906,0.0004467059368220815,FIP1L1
2542_EIF2S2_P1P2_ENSG00000125977,-0.05793740067964092,0.0004445621440350072,EIF2S2
5259_MRPS2_P1P2_ENSG00000122140,-0.05808144960258426,0.0004301529908769992,MRPS2
11102_non-targeting_non-targeting_non-targeting,-0.05837449818942455,0.00040217470713816924,non-targeting
3583_GTF3A_P1P2_ENSG00000122034,-0.05857614077067294,0.0003839203939873581,GTF3A
896_BRF1_P1P2_ENSG00000185024,-0.05867839016269712,0.0003749625477045753,BRF1
5910_NXF1_P1_ENSG00000162231,-0.05870999784031712,0.0003722332303469567,NXF1
