perturbation,spearman_rho,pvalue,target_gene
8170_SMG9_P1P2_ENSG00000105771,-0.03881616604243191,0.037651657323442965,SMG9
2529_EIF1_P1P2_ENSG00000173812,-0.038856725058395165,0.03745217131649508,EIF1
5225_MRPL42_P1P2_ENSG00000198015,-0.039154459997485784,0.03601513064456101,MRPL42
2682_EPS8L1_P1_ENSG00000131037,-0.03923123238422487,0.03565229550101925,EPS8L1
5955_OR4K1_ENST00000285600.4_ENSG00000155249,-0.03926393790422082,0.03549867468306147,OR4K1
3170_FOXL2_P1P2_ENSG00000183770,-0.03947192609355379,0.03453488526216439,FOXL2
4284_KATNB1_P1P2_ENSG00000140854,-0.039652346411331335,0.03371702475476816,KATNB1
8446_SSBP1_P1P2_ENSG00000106028,-0.039713763812043536,0.03344241790478953,SSBP1
2689_ERAL1_P1P2_ENSG00000132591,-0.040154830775176766,0.03152595734482407,ERAL1
8213_SNF8_P1P2_ENSG00000159210,-0.04057329916250566,0.029795508439397718,SNF8
2123_DDX46_P2_ENSG00000145833,-0.040656844102215046,0.029459985376138184,DDX46
8097_SLC4A5_P2_ENSG00000188687,-0.04074258043130375,0.029119043937096047,SLC4A5
6846_PSMA6_P1P2_ENSG00000100902,-0.040891924533125845,0.028533260395546725,PSMA6
5555_NDUFB3_P1P2_ENSG00000119013,-0.04100279978123158,0.028104953987968726,NDUFB3
2554_EIF3J_P1P2_ENSG00000104131,-0.04100539150102906,0.028095008886460424,EIF3J
7464_RPL36AL_P1P2_ENSG00000165502,-0.04103154116533316,0.027994835320630417,RPL36AL
6893_PSTK_P2_ENSG00000179988,-0.041332807354440296,0.026862767788428155,PSTK
8057_SLC35G2_P1P2_ENSG00000168917,-0.041680798258365515,0.025604498005920535,SLC35G2
5250_MRPS18C_P1P2_ENSG00000163319,-0.04174731974473974,0.025369859846112876,MRPS18C
10799_non-targeting_non-targeting_non-targeting,-0.04194061117372647,0.02469859529472562,non-targeting
5954_OR4F4_ENST00000326183.3_ENSG00000177693,-0.042049163793256086,0.02432839807515585,OR4F4
2484_EEF1B2_P1P2_ENSG00000114942,-0.0424875510351149,0.02288184969521441,EEF1B2
2489_EEF2_P2_ENSG00000167658,-0.042571530386739324,0.02261343317524161,EEF2
8166_SMG5_P1P2_ENSG00000198952,-0.042895150736818675,0.021604487649460786,SMG5
5950_OR1E2_ENST00000248384.1_ENSG00000127780,-0.04290525131706711,0.021573637838208298,OR1E2
11102_non-targeting_non-targeting_non-targeting,-0.04356805962018877,0.01963124792261606,non-targeting
2073_DCTN1_P1P2_ENSG00000204843,-0.04358332889933695,0.01958836063835471,DCTN1
5266_MRPS5_P1P2_ENSG00000144029,-0.04364967412287529,0.01940296324516221,MRPS5
2600_ELOVL1_P1P2_ENSG00000066322,-0.04372844256623565,0.01918484119671915,ELOVL1
5624_NFATC2IP_P1P2_ENSG00000176953,-0.043866427356026805,0.018807900009675717,NFATC2IP
8575_SUDS3_P1P2_ENSG00000111707,-0.04442601908293104,0.017344811555757098,SUDS3
5493_NCBP1_P1P2_ENSG00000136937,-0.04457536039268696,0.016971621789516687,NCBP1
6870_PSMD2_P1P2_ENSG00000175166,-0.04490008659991352,0.016184383069210845,PSMD2
4706_LTBP3_P1P2_ENSG00000168056,-0.04490549843640527,0.01617153946286874,LTBP3
3784_HIST2H2AA3_ENST00000369161.3_ENSG00000203812,-0.044982296257097217,0.015990242204612634,HIST2H2AA3
4589_LIMS1_P1P2_ENSG00000169756,-0.045200947371811906,0.015483816097305493,LIMS1
9548_UBR5_P1P2_ENSG00000104517,-0.0454046616346849,0.015024736525450926,UBR5
5258_MRPS28_P1P2_ENSG00000147586,-0.04541589479430961,0.014999774357649829,MRPS28
902_BRK1_P1P2_ENSG00000254999,-0.04583458598306564,0.01409503420420129,BRK1
1319_CCNC_P1P2_ENSG00000112237,-0.04587224145896922,0.014016074597009466,CCNC
4089_IK_P2_ENSG00000113141,-0.046202041999801574,0.013341026544449302,IK
4329_KDM5C_P1P2_ENSG00000126012,-0.047206477123161235,0.011458713857837645,KDM5C
9801_WDFY3_P1P2_ENSG00000163625,-0.04730339523528984,0.011290193410196101,WDFY3
681_ATP6V1C1_P1P2_ENSG00000155097,-0.04732668968404472,0.011250018529130082,ATP6V1C1
6863_PSMC6_P1P2_ENSG00000100519,-0.04738855370496933,0.011143939721454024,PSMC6
7243_REXO2_P1P2_ENSG00000076043,-0.04742541411550617,0.011081157851316867,REXO2
5556_NDUFB4_P1P2_ENSG00000065518,-0.047460448368226944,0.011021777651021842,NDUFB4
8670_TAF8_P1P2_ENSG00000137413,-0.04755988952848028,0.010854769395824752,TAF8
10939_non-targeting_non-targeting_non-targeting,-0.047677660938567276,0.010659886873478507,non-targeting
4997_METTL1_P1P2_ENSG00000037897,-0.04778886275862786,0.010478736205933162,METTL1
2188_DHODH_P2_ENSG00000102967,-0.04785521129412256,0.010371961248251408,DHODH
6874_PSMD6_P1P2_ENSG00000163636,-0.04790801675839288,0.010287673904987511,PSMD6
10280_ZNF317_P1P2_ENSG00000130803,-0.047920792741598696,0.010267372830543445,ZNF317
4531_LCE1E_P1P2_ENSG00000186226,-0.04803292646169245,0.010090715601849118,LCE1E
10173_ZNF143_P1P2_ENSG00000166478,-0.04811685367983251,0.009960270741212347,ZNF143
4737_LZTR1_P1P2_ENSG00000099949,-0.048241927934688136,0.009768657941298737,LZTR1
9942_YPEL1_P1P2_ENSG00000100027,-0.04828591290410302,0.009702057817180608,YPEL1
6709_PPY_P1P2_ENSG00000108849,-0.04853288981212939,0.009335554798711645,PPY
6860_PSMC3_P1P2_ENSG00000165916,-0.04855305537600216,0.009306182304013831,PSMC3
5144_MOG_P1P2_ENSG00000204655,-0.04915524795660608,0.008466176530909952,MOG
5560_NDUFB8_P1P2_ENSG00000166136,-0.04921800369191832,0.008382660325929856,NDUFB8
5558_NDUFB6_P1P2_ENSG00000165264,-0.049447979528488055,0.008082864854687724,NDUFB6
8491_STARD7_P1P2_ENSG00000084090,-0.049538695316869705,0.0079672715351613,STARD7
128_ADAM10_P1P2_ENSG00000137845,-0.049649871702977424,0.007827625773816599,ADAM10
5894_NUP35_P1P2_ENSG00000163002,-0.04967299116613654,0.007798862780319567,NUP35
6525_POLG2_P1P2_ENSG00000256525,-0.04967579754849626,0.007795377800958079,POLG2
1119_C7orf26_P1P2_ENSG00000146576,-0.050122499658227446,0.007258120406726102,C7orf26
5261_MRPS31_P1P2_ENSG00000102738,-0.05013445743754501,0.00724420649258626,MRPS31
523_ARMC6_P1P2_ENSG00000105676,-0.05098343515427863,0.006315435855501547,ARMC6
5199_MRPL16_P1P2_ENSG00000166902,-0.05133191158588058,0.005966282143677102,MRPL16
5298_MT2A_P1P2_ENSG00000125148,-0.05151441978841996,0.00579044365595779,MT2A
1533_CFDP1_P2_ENSG00000153774,-0.051532440761388985,0.005773337116858077,CFDP1
8415_SRP54_P1P2_ENSG00000100883,-0.05154820192108984,0.0057584130727410055,SRP54
10819_non-targeting_non-targeting_non-targeting,-0.05163359845256819,0.005678155074130292,non-targeting
5249_MRPS18B_P1P2_ENSG00000204568,-0.05165577889418735,0.005657474941578211,MRPS18B
6526_POLG_P1P2_ENSG00000140521,-0.051702055971434895,0.005614546584587536,POLG
7425_RPE_P1P2_ENSG00000197713,-0.05197187663857128,0.005370048153034798,RPE
8168_SMG7_P1P2_ENSG00000116698,-0.05255686162402126,0.004872659492319069,SMG7
11195_non-targeting_non-targeting_non-targeting,-0.05257288145357616,0.004859644542135796,non-targeting
8157_SMC3_P1P2_ENSG00000108055,-0.052697540886779505,0.004759436966900101,SMC3
6554_POLR2M_P1P2_ENSG00000255529,-0.05271313953007486,0.004747030457450006,POLR2M
7725_SDHA_P1P2_ENSG00000073578,-0.05273334121016072,0.004731006366488233,SDHA
1317_CCNB1_P1P2_ENSG00000134057,-0.05274870586108967,0.004718851815746495,CCNB1
5720_NMT1_P1P2_ENSG00000136448,-0.053101439179867094,0.0044474707548387594,NMT1
9218_TPT1_P1P2_ENSG00000133112,-0.05312936057332813,0.004426604817642838,TPT1
3398_GLMN_P1P2_ENSG00000174842,-0.05332175367509949,0.00428522159111443,GLMN
5206_MRPL22_P1P2_ENSG00000082515,-0.053407420315157314,0.00422359520809641,MRPL22
8165_SMG1_P1P2_ENSG00000157106,-0.053412669374350706,0.0042198454222098485,SMG1
4311_POGLUT3_P1P2_ENSG00000178202,-0.05346704157011782,0.004181180570283452,POGLUT3
9779_INTS14_P1P2_ENSG00000138614,-0.0534776744884548,0.004173657006371765,INTS14
7750_SEC61A1_P2_ENSG00000058262,-0.05364986641881937,0.004053515651299505,SEC61A1
11143_non-targeting_non-targeting_non-targeting,-0.05376463814850483,0.0039751891389961875,non-targeting
6210_PEF1_P1P2_ENSG00000162517,-0.0538057785846307,0.00394744879110116,PEF1
8663_TAF3_P1P2_ENSG00000165632,-0.05387805933529289,0.0038991362255671124,TAF3
6858_PSMC2_P1P2_ENSG00000161057,-0.053904488264399496,0.00388160554091432,PSMC2
11315_non-targeting_non-targeting_non-targeting,-0.054020344497835354,0.0038055978113975555,non-targeting
5068_MIER1_P1_ENSG00000198160,-0.0543128003656682,0.00361970716601246,MIER1
952_NKAPD1_P1P2_ENSG00000150776,-0.05468100464929758,0.0033974188472095886,NKAPD1
3132_FNTB_P1P2_ENSG00000257365,-0.05518122844341191,0.0031153209210335016,FNTB
6778_PRMT5_P2_ENSG00000100462,-0.05543555067702722,0.00298023748601837,PRMT5
9601_UPF2_P1P2_ENSG00000151461,-0.05549897176454655,0.0029473940802719006,UPF2
10916_non-targeting_non-targeting_non-targeting,-0.05562841634164292,0.0028813818839974084,non-targeting
7823_SETDB1_P1P2_ENSG00000143379,-0.05590475929165336,0.0027449481268125536,SETDB1
654_ATP5F1B_P1P2_ENSG00000110955,-0.0560926836479054,0.0026555653044750124,ATP5F1B
6843_PSMA3_P1P2_ENSG00000100567,-0.05613969373167468,0.0026336255387521476,PSMA3
6841_PSMA1_P1P2_ENSG00000129084,-0.05659892765866413,0.002427847268399321,PSMA1
11265_non-targeting_non-targeting_non-targeting,-0.05705455098170411,0.0022383223604910195,non-targeting
7975_SLC1A5_P2_ENSG00000105281,-0.05725872966855652,0.002157870217041866,SLC1A5
167_ADSL_P1P2_ENSG00000239900,-0.05726686777773905,0.0021547191785781924,ADSL
6844_PSMA4_P1P2_ENSG00000041357,-0.05727676895396932,0.0021508911743214638,PSMA4
5680_NISCH_P1P2_ENSG00000010322,-0.057716940133282456,0.0019868784491683736,NISCH
9340_TSFM_P1P2_ENSG00000123297,-0.057776008454107575,0.0019657641590704613,TSFM
10798_non-targeting_non-targeting_non-targeting,-0.05781833919922776,0.0019507596543531073,non-targeting
5457_NANOG_P1P2_ENSG00000111704,-0.057916792504751624,0.0019162675976003738,NANOG
5208_MRPL24_P1P2_ENSG00000143314,-0.0582038202583629,0.001818880206718212,MRPL24
8662_TAF2_P1P2_ENSG00000064313,-0.05862609356504119,0.0016838473080187375,TAF2
10943_non-targeting_non-targeting_non-targeting,-0.058740048864839516,0.0016490205959461951,non-targeting
6646_PPME1_P1P2_ENSG00000214517,-0.058795336682909975,0.001632363459449497,PPME1
8416_SRP68_P1P2_ENSG00000167881,-0.059115298862093026,0.0015389667488952517,SRP68
2277_DNAJA3_P1P2_ENSG00000103423,-0.059417894738256226,0.0014551897363241798,DNAJA3
5503_NCL_P2_ENSG00000115053,-0.0596361602742454,0.0013973910409418992,NCL
6869_PSMD1_P1P2_ENSG00000173692,-0.059902954300990206,0.0013296171265235032,PSMD1
5268_MRPS7_P1P2_ENSG00000125445,-0.06002604445930143,0.0012993818094099655,MRPS7
2346_DPH1_P1_ENSG00000108963,-0.060315376529042765,0.001230792117256161,DPH1
9615_UQCRH_P1P2_ENSG00000173660,-0.060562579806951414,0.0011748537231104934,UQCRH
4949_MED26_P1P2_ENSG00000105085,-0.06060071292478816,0.001166436837845317,MED26
2058_DCAF6_P1P2_ENSG00000143164,-0.061009271226720646,0.0010796881544382114,DCAF6
6535_POLR1C_P2_ENSG00000171453,-0.06127012846797818,0.0010274624621524923,POLR1C
5145_MOK_P1P2_ENSG00000080823,-0.06130593132696296,0.0010204796715425418,MOK
2275_DNAJA1_P2_ENSG00000086061,-0.06136438414612861,0.001009173637015731,DNAJA1
2856_FAM136A_P1P2_ENSG00000035141,-0.06151668926874387,0.000980256665761983,FAM136A
4700_LST1_P1_ENSG00000204482,-0.06270454897341375,0.0007796956249709892,LST1
9600_UPF1_P1P2_ENSG00000005007,-0.06278412926854972,0.0007677240689002181,UPF1
6861_PSMC4_P1P2_ENSG00000013275,-0.06282419588318541,0.0007617614687308288,PSMC4
1333_CCNK_P1_ENSG00000090061,-0.0629767741664545,0.0007394464426042464,CCNK
8335_SPCS3_P1_ENSG00000129128,-0.0631105247117718,0.0007203857246638604,SPCS3
6769_PRKRA_P1P2_ENSG00000180228,-0.06315590600519927,0.000714022817227861,PRKRA
1260_CCDC144A_P1P2_ENSG00000170160,-0.06320125982995764,0.0007077159374203938,CCDC144A
5949_OR1D2_ENST00000331459.1_ENSG00000184166,-0.06361175874249413,0.0006529401671150729,OR1D2
11207_non-targeting_non-targeting_non-targeting,-0.06383801410043798,0.0006244603707771352,non-targeting
5259_MRPS2_P1P2_ENSG00000122140,-0.0638430978389377,0.0006238339318051378,MRPS2
1591_CHORDC1_P1P2_ENSG00000110172,-0.06389844059434636,0.000617052076359526,CHORDC1
6853_PSMB5_P1P2_ENSG00000100804,-0.06391146888236467,0.0006154655554412227,PSMB5
10464_ZNF574_P2_ENSG00000105732,-0.06399392728360744,0.000605511841917864,ZNF574
8564_STXBP4_P1P2_ENSG00000166263,-0.06427965180147362,0.0005721680672594175,STXBP4
37_ABCG1_P1P2_ENSG00000160179,-0.06448318904403465,0.0005494665399474395,ABCG1
8414_SRP19_P1P2_ENSG00000153037,-0.06456869392415222,0.0005401822576901423,SRP19
6273_PHAX_P2_ENSG00000164902,-0.06484785699085693,0.0005108773755618943,PHAX
5570_NDUFS5_P2_ENSG00000168653,-0.06488052944671414,0.0005075461619523662,NDUFS5
9324_TRPM7_P1P2_ENSG00000092439,-0.0649486593762679,0.0005006647811063371,TRPM7
6851_PSMB3_P1P2_ENSG00000277791,-0.06495710497465802,0.0004998178267620683,PSMB3
7751_SEC61A1_P1_ENSG00000058262,-0.06518776701927619,0.00047719598470477906,SEC61A1
4333_KEAP1_P1P2_ENSG00000079999,-0.06522409891227239,0.00047372104321942514,KEAP1
6629_PPIL1_P1P2_ENSG00000137168,-0.06531023353706304,0.00046557679593269046,PPIL1
11205_non-targeting_non-targeting_non-targeting,-0.0653528430466176,0.0004615964051037226,non-targeting
5210_MRPL28_P1P2_ENSG00000086504,-0.06548237714291716,0.00044968993054696373,MRPL28
3866_HNRNPH1_P1P2_ENSG00000169045,-0.06559240137095984,0.0004398024049950259,HNRNPH1
3246_GAB2_P1P2_ENSG00000033327,-0.06566372122688259,0.0004335018723855296,GAB2
867_BOD1L1_P1_ENSG00000038219,-0.0658592152361879,0.0004166607228799683,BOD1L1
9753_VPS37A_P1P2_ENSG00000155975,-0.066035310769639,0.0004020154478260557,VPS37A
8267_SOD2_P1P2_ENSG00000112096,-0.06618104477619069,0.00039026021941723256,SOD2
5219_MRPL37_P1P2_ENSG00000116221,-0.06753636646759843,0.000295310678017177,MRPL37
1519_CEP97_P1P2_ENSG00000182504,-0.06769000813584844,0.0002860325854466025,CEP97
6783_PRODH_P1_ENSG00000100033,-0.06830905935777294,0.0002513451567549551,PRODH
5906_NUS1_P1P2_ENSG00000153989,-0.06857145992349892,0.00023786677260545549,NUS1
6857_PSMC1_P1P2_ENSG00000100764,-0.06872072467138807,0.0002305052269992665,PSMC1
8942_TKT_P1_ENSG00000163931,-0.06959866911693773,0.00019135369969211226,TKT
10611_ZNF763_P1P2_ENSG00000197054,-0.0698213199750808,0.00018246841426721895,ZNF763
11136_non-targeting_non-targeting_non-targeting,-0.07005224907620411,0.00017366328396731804,non-targeting
9587_UMPS_P1P2_ENSG00000114491,-0.07017297336821934,0.0001692206979996577,UMPS
10844_non-targeting_non-targeting_non-targeting,-0.07092623955944055,0.00014382529656443332,non-targeting
6214_PELO_P1_ENSG00000152684,-0.07113006624943083,0.0001375971916470651,PELO
664_ATP5MF_P1P2_ENSG00000241468,-0.07120157634227545,0.000135472966879692,ATP5MF
1810_COX17_P1P2_ENSG00000138495,-0.07123665790214855,0.00013444218716899617,COX17
607_ATF4_P1P2_ENSG00000128272,-0.07129401858737794,0.00013277268842600486,ATF4
9043_TMEM214_P1P2_ENSG00000119777,-0.07133926711557141,0.0001314695133502734,TMEM214
7734_SEC13_P1P2_ENSG00000157020,-0.07232835081365761,0.00010582133730956941,SEC13
8080_SLC39A9_P1P2_ENSG00000029364,-0.07264832876189144,9.858933773809572e-05,SLC39A9
3626_HAMP_P1P2_ENSG00000105697,-0.07293005506236641,9.261040995128978e-05,HAMP
6002_OVCA2_P1P2_ENSG00000262664,-0.07343070258613556,8.282103040598414e-05,OVCA2
4280_KAT8_P2_ENSG00000103510,-0.07347197070070484,8.205928786510623e-05,KAT8
4875_MBD3_P1P2_ENSG00000071655,-0.07358892059411412,7.993637619021437e-05,MBD3
3220_FUNDC2_P1P2_ENSG00000165775,-0.07379540105370129,7.631439660605944e-05,FUNDC2
10024_ZC3H3_P1P2_ENSG00000014164,-0.07391605565668566,7.427031487599635e-05,ZC3H3
5809_NRBP1_P1P2_ENSG00000115216,-0.07410231205430848,7.121615347037087e-05,NRBP1
6676_PPP1R8_P1P2_ENSG00000117751,-0.07460845382057667,6.350525486474382e-05,PPP1R8
5569_NDUFS5_P1_ENSG00000168653,-0.07471070746733842,6.204653389634382e-05,NDUFS5
10758_non-targeting_non-targeting_non-targeting,-0.07486057042179906,5.996580565472629e-05,non-targeting
7495_RPRD1B_P1P2_ENSG00000101413,-0.0753286899545633,5.3883478915935784e-05,RPRD1B
2353_DPM2_P1P2_ENSG00000136908,-0.0757684877634483,4.870532222176338e-05,DPM2
6621_PPIA_P1P2_ENSG00000196262,-0.07586980951017687,4.7581076758095625e-05,PPIA
10_AARS2_P1P2_ENSG00000124608,-0.07636212334494852,4.2459765569007475e-05,AARS2
5600_NELFCD_P1P2_ENSG00000101158,-0.07645435296220501,4.156040779625541e-05,NELFCD
5211_MRPL2_P1P2_ENSG00000112651,-0.0767609724897123,3.8698580678032806e-05,MRPL2
2654_ENY2_P1P2_ENSG00000120533,-0.07692858274780681,3.7214262555266096e-05,ENY2
6862_PSMC5_P1P2_ENSG00000087191,-0.07713624334280716,3.545013490435958e-05,PSMC5
5464_NAPG_P1P2_ENSG00000134265,-0.07723674153814179,3.462516075841386e-05,NAPG
944_TWNK_P1P2_ENSG00000107815,-0.07742622499570481,3.311904451485758e-05,TWNK
9628_USF2_P1P2_ENSG00000105698,-0.07774734492842252,3.0707660666187274e-05,USF2
1694_CMPK1_P1P2_ENSG00000162368,-0.07786393365970103,2.9874169599439902e-05,CMPK1
"9279_TRIM49C_ENST00000432771.1,ENST00000448984.1_ENSG00000204449",-0.07820425215740337,2.7562415939329404e-05,TRIM49C
6770_PRKRIP1_P2_ENSG00000128563,-0.07842616339619697,2.61476782794646e-05,PRKRIP1
6670_PPP1R37_P1P2_ENSG00000104866,-0.07854301511454818,2.5430740587285964e-05,PPP1R37
5752_NOS1AP_P1P2_ENSG00000198929,-0.07863986913311556,2.4850701425067715e-05,NOS1AP
6850_PSMB2_P1P2_ENSG00000126067,-0.0788092872365801,2.3866214723481052e-05,PSMB2
4127_INO80C_P1P2_ENSG00000153391,-0.0788253141876418,2.37750273770265e-05,INO80C
4255_JMJD6_P1P2_ENSG00000070495,-0.07891288227001622,2.328261987741237e-05,JMJD6
5951_OR2A1_ENST00000408951.1_ENSG00000221970,-0.07905499702507444,2.2504073648104173e-05,OR2A1
2394_DTYMK_P1P2_ENSG00000168393,-0.07905724640386631,2.2491952301943267e-05,DTYMK
6855_PSMB6_P1_ENSG00000142507,-0.07913873678886284,2.2056985228189674e-05,PSMB6
11003_non-targeting_non-targeting_non-targeting,-0.07950283247174555,2.0209464281045866e-05,non-targeting
7980_SLC25A10_P1P2_ENSG00000183048,-0.07951298112761987,2.0160139700227457e-05,SLC25A10
1228_CBX1_P1P2_ENSG00000108468,-0.0795268746787148,2.009279991035416e-05,CBX1
4703_LTB4R2_P1P2_ENSG00000213906,-0.0798377360808818,1.8640912852019338e-05,LTB4R2
9063_TMEM258_P1P2_ENSG00000134825,-0.08022660036442775,1.6965042672310632e-05,TMEM258
6239_PFDN4_P1P2_ENSG00000101132,-0.08033971864305389,1.6505142962964545e-05,PFDN4
5214_MRPL32_P1P2_ENSG00000106591,-0.08093315964459788,1.428062384360602e-05,MRPL32
9479_UBA2_P1P2_ENSG00000126261,-0.08098351581920678,1.4105628907625841e-05,UBA2
4781_MALSU1_P1P2_ENSG00000156928,-0.08104666578078852,1.3889061768511018e-05,MALSU1
2857_FAM136A_P1P2_ENSG00000035141,-0.08137083524445538,1.2826341236363668e-05,FAM136A
9431_TULP1_P1P2_ENSG00000112041,-0.08159018935362741,1.215171985980205e-05,TULP1
10862_non-targeting_non-targeting_non-targeting,-0.081740113858254,1.1710247559077494e-05,non-targeting
2730_ESF1_P2_ENSG00000089048,-0.08184892692146102,1.139946109014344e-05,ESF1
11186_non-targeting_non-targeting_non-targeting,-0.0827964500145199,9.00640106806331e-06,non-targeting
4888_MBTPS2_P1P2_ENSG00000012174,-0.08293477663663763,8.700020073896999e-06,MBTPS2
813_BCS1L_P1P2_ENSG00000074582,-0.08312874206537543,8.28712653341097e-06,BCS1L
3832_HMGCR_P1P2_ENSG00000113161,-0.08352559515351796,7.49992365423075e-06,HMGCR
802_BCL2L1_P2_ENSG00000171552,-0.08358952898952714,7.379985888679898e-06,BCL2L1
9848_WDR83OS_P1P2_ENSG00000105583,-0.08364291129584855,7.281248899338386e-06,WDR83OS
9973_ZBTB17_P1P2_ENSG00000116809,-0.08412488012462974,6.445161506325873e-06,ZBTB17
1321_CCND1_P2_ENSG00000110092,-0.08534326769425082,4.7212416766207995e-06,CCND1
8397_SRCAP_P1P2_ENSG00000080603,-0.08547878793400883,4.559405347842537e-06,SRCAP
118_ACTR8_P1P2_ENSG00000113812,-0.08560428261822443,4.41428870804108e-06,ACTR8
6740_PREB_P1P2_ENSG00000138073,-0.08572030417235395,4.284069282592828e-06,PREB
8598_SUPT5H_P1P2_ENSG00000196235,-0.08582729921660977,4.1672480168740366e-06,SUPT5H
3792_HIST2H3D_ENST00000331491.1_ENSG00000183598,-0.08603092039121527,3.953301359469313e-06,HIST2H3D
2121_DDX42_P1P2_ENSG00000198231,-0.08617917083306394,3.8041956084691026e-06,DDX42
8651_TAF10_P1P2_ENSG00000166337,-0.08622381657657441,3.7603582252297446e-06,TAF10
1712_CNN2_P1P2_ENSG00000064666,-0.08673228961896269,3.294037332731005e-06,CNN2
1131_C9orf16_P1P2_ENSG00000171159,-0.08697311863190123,3.093026494440674e-06,C9orf16
6553_POLR2L_P1P2_ENSG00000177700,-0.08711977334754684,2.9764383067276647e-06,POLR2L
10005_ZBTB4_P1_ENSG00000174282,-0.08764341977753849,2.593579243125733e-06,ZBTB4
2044_DBR1_P1P2_ENSG00000138231,-0.08800634804198444,2.3564465365775594e-06,DBR1
5227_MRPL44_P1P2_ENSG00000135900,-0.08811763328541045,2.2880021776713622e-06,MRPL44
7580_RSRC2_P1P2_ENSG00000111011,-0.08839878172647621,2.123479478093099e-06,RSRC2
5080_MIPEP_P1P2_ENSG00000027001,-0.0885795148868937,2.023780397611589e-06,MIPEP
1491_CENPT_P1P2_ENSG00000102901,-0.08906467771147633,1.777876202891712e-06,CENPT
2205_DHX29_P1P2_ENSG00000067248,-0.08909120837639443,1.7652919395614477e-06,DHX29
7033_RAB4B_P1P2_ENSG00000167578,-0.08931381447078043,1.6630213681488677e-06,RAB4B
5368_MYB_P1P2_ENSG00000118513,-0.08989103040098664,1.4236610241366835e-06,MYB
8167_SMG6_P1P2_ENSG00000070366,-0.09052075472689365,1.200349244169781e-06,SMG6
6731_PRDM8_P2_ENSG00000152784,-0.09062700709972567,1.1661564760509143e-06,PRDM8
5241_MRPS10_P1P2_ENSG00000048544,-0.09079561945556326,1.1138105922801116e-06,MRPS10
3683_HECTD1_P1P2_ENSG00000092148,-0.09107194307576953,1.0328771435836755e-06,HECTD1
630_ATL2_P1P2_ENSG00000119787,-0.09132338923799428,9.641703284714928e-07,ATL2
5910_NXF1_P1_ENSG00000162231,-0.0916802583835069,8.74160075879929e-07,NXF1
4042_IFITM2_P1P2_ENSG00000185201,-0.09210187166744924,7.78222370731513e-07,IFITM2
1550_CHCHD3_P1P2_ENSG00000106554,-0.0925813708594067,6.814247280391842e-07,CHCHD3
2723_ERVW-1_ENST00000493463.2_ENSG00000242950,-0.0928403032513193,6.340873136456677e-07,ERVW-1
5559_NDUFB7_P1P2_ENSG00000099795,-0.09290913871872566,6.220460094067637e-07,NDUFB7
8806_TEAD3_P1P2_ENSG00000007866,-0.09293910907142994,6.168724419700238e-07,TEAD3
7076_RAD9A_P1P2_ENSG00000172613,-0.09298933502420015,6.082951042972478e-07,RAD9A
5541_NDUFA8_P1P2_ENSG00000119421,-0.09314683681206587,5.821363927032674e-07,NDUFA8
535_ARPC2_P2_ENSG00000163466,-0.09318116705297118,5.765802684411033e-07,ARPC2
9907_XRCC5_P1P2_ENSG00000079246,-0.09319925822364784,5.736729246308106e-07,XRCC5
1836_CPOX_P1P2_ENSG00000080819,-0.0936857212319012,5.005859611576644e-07,CPOX
6258_PGK1_P1P2_ENSG00000102144,-0.09404720332178695,4.52177742796484e-07,PGK1
7719_SDE2_P1P2_ENSG00000143751,-0.09409345750847693,4.463193456173052e-07,SDE2
1775_COPG1_P2_ENSG00000181789,-0.09434729700566678,4.154491323642648e-07,COPG1
8498_STAT5A_P1P2_ENSG00000126561,-0.09518053771829343,3.2792771968678557e-07,STAT5A
8406_SRF_P1P2_ENSG00000112658,-0.09527510115506532,3.1920079437034517e-07,SRF
9857_WEE1_P1P2_ENSG00000166483,-0.09547102347213696,3.018273275732288e-07,WEE1
655_ATP5F1C_P1P2_ENSG00000165629,-0.09560717549128428,2.9029530110948817e-07,ATP5F1C
2446_E4F1_P1P2_ENSG00000167967,-0.0957015949718829,2.825489723489286e-07,E4F1
1856_CRCP_P1P2_ENSG00000241258,-0.09591271408799178,2.6594351893812865e-07,CRCP
7057_RAC3_P1P2_ENSG00000169750,-0.09596680141128953,2.618433327981654e-07,RAC3
6876_PSMD8_P1P2_ENSG00000099341,-0.09599437029016382,2.597769733198481e-07,PSMD8
3501_GPKOW_P1P2_ENSG00000068394,-0.09608493093143297,2.5309942328868665e-07,GPKOW
4128_INO80D_P1P2_ENSG00000114933,-0.09622675319603317,2.429738291534402e-07,INO80D
9867_WNK1_P1P2_ENSG00000060237,-0.09648521505981766,2.2551763116155397e-07,WNK1
5762_NPAT_P1P2_ENSG00000149308,-0.09650481802465294,2.242442636519575e-07,NPAT
7634_SAE1_P1P2_ENSG00000142230,-0.09686122249250549,2.022682924116974e-07,SAE1
1840_CPSF2_P1P2_ENSG00000165934,-0.0968622347515119,2.0220894390552032e-07,CPSF2
9055_TMEM242_P1P2_ENSG00000215712,-0.09691261737743179,1.9927618288739504e-07,TMEM242
83_ACIN1_P2_ENSG00000100813,-0.0969561313100395,1.9677635246048384e-07,ACIN1
585_GET3_P1P2_ENSG00000198356,-0.09698440776148264,1.95168167825659e-07,GET3
7038_RAB6A_P1P2_ENSG00000175582,-0.09736560167352194,1.7468955139805712e-07,RAB6A
1147_CACNB3_P1_ENSG00000167535,-0.09737836137899791,1.7404131155708026e-07,CACNB3
