gene_symbol,gene_id,levene_pval,var_ratio,is_bimodal,bic_diff
MB21D2,ENSG00000180611,0.00106117099127302,4.1764133591818595,FALSE,4.494222138785922
SUGT1P2,ENSG00000213842,0.00107163920276968,0.07228745197070349,FALSE,0.005974147443353672
HIF3A,ENSG00000124440,0.00107379787703131,4.138966308454887,FALSE,3.263939651248819
VPS9D1-AS1,ENSG00000261373,0.00108534170472816,2.8444335415541357,FALSE,-4.38125048942446
ENSG00000278388,ENSG00000278388,0.00108707801653357,0,TRUE,20.92745337318027
ZNF79,ENSG00000196152,0.00109956698324475,3.0364174664656405,FALSE,4.12521591853633
ZNF436-AS1,ENSG00000249087,0.00110467701336024,4.534809696116617,FALSE,-2.627310328078231
TCEA1P3,ENSG00000215165,0.00112161848743231,6.646145877817344,TRUE,72.27141434371154
LINC02529,ENSG00000234777,0.00112627799520036,7.225109793731714,TRUE,14.520955345175466
ENSG00000253562,ENSG00000253562,0.00114739436902533,6.399565604956004,TRUE,79.2347977882975
ENSG00000279708,ENSG00000279708,0.00119773883419448,5.966436932278054,TRUE,68.89740470054367
RBM22,ENSG00000086589,0.00120320901378973,3.1601196251415553,FALSE,-4.309134511691736
PML,ENSG00000140464,0.00122406582869209,5.4576333639469254,FALSE,5.923792286644634
ENSG00000253796,ENSG00000253796,0.00123137808499662,0.1103438519306701,TRUE,10.350295665600854
WDR86-AS1,ENSG00000243836,0.00123221230930427,3.0180720131414236,FALSE,1.9190516396804185
PWWP2AP1,ENSG00000226683,0.00125663405596304,8.630981605693453,TRUE,35.906296996612994
MIR4322,ENSG00000264266,0.00128635211392212,6.487760671841691,TRUE,66.490675256804
CBX1,ENSG00000108468,0.00128767620269884,2.9805799856053805,FALSE,8.789137126123016
DUX4L34,ENSG00000282935,0.00130309272008793,8.038615084836762,TRUE,40.37948355135544
RPLP1P13,ENSG00000232163,0.00131103051184644,3.520388428644489,FALSE,-1.2483058755017282
LINC00319,ENSG00000188660,0.00131198929745325,19.25020516291482,TRUE,19.20766924204979
LCNL1,ENSG00000214402,0.00131320172007499,3.6020251844510702,FALSE,-5.056114098941734
TUBD1,ENSG00000108423,0.00131552496396027,4.049107738931067,FALSE,3.56741390713184
LINC01612,ENSG00000250266,0.00132918140516503,11.855086771417977,FALSE,-3.267206745075626
CELA3B,ENSG00000219073,0.00133886052409603,12.686405506333433,TRUE,100.38257386891117
SLC25A20,ENSG00000178537,0.00136041475925526,3.1855860806682537,FALSE,-3.657801927253864
ENSG00000254644,ENSG00000254644,0.00139512633815134,13.789810554608824,TRUE,132.3811903150987
LINC02237,ENSG00000253434,0.00142053453615143,0.11650626170406005,FALSE,6.70765546113644
ENSG00000280309,ENSG00000280309,0.00143245637713718,4.362210176918513,FALSE,9.129307074936587
RPL7P25,ENSG00000216636,0.00143816912245218,4.388315291119798,TRUE,20.714779194349404
