ensembl_gene_id,H2O2_vs_CTRL.log2FoldChange,H2O2_vs_CTRL.pvalue,PRG4_vs_CTRL.log2FoldChange,PRG4_vs_CTRL.pvalue,H2O2PRG4_vs_H2O2.log2FoldChange,H2O2PRG4_vs_H2O2.pvalue,hgnc_symbol
ENSG00000255639,-0.514438178515753,0.382050917105708,-0.16014678382068,0.780751535509301,0.644321138462166,0.267633533527892,
ENSG00000255641,0.0,1.0,0.0,1.0,2.51813394466011,0.559095331997957,
ENSG00000255663,2.32156950791734,6.128469081382801e-10,0.231659756060366,0.552742424482245,0.518642870228695,0.138280075419994,
ENSG00000255730,-0.787593533806666,0.463377157503986,-1.01238538685148,0.346679706439643,0.739655647765714,0.48911304085184,
ENSG00000255835,0.262145685580761,0.611217968379951,0.93337248728243,0.0638662525686877,0.614172478712653,0.217310727425566,
ENSG00000255872,-0.488680408812898,0.0434875956480644,-0.782947649399125,0.0012273719241782,-0.429634416766674,0.0769045680231442,
ENSG00000256029,0.581058370488375,0.0110943057137442,0.100603687565184,0.661763788783419,0.156065992337392,0.487784061696841,
ENSG00000256100,2.2979950625474,0.0117479307454904,1.05772504419128,0.25773429200142,-0.35752115222369,0.665567308467518,
ENSG00000256206,0.620514353728313,0.271395351196833,-0.0616125533466684,0.915411301220061,1.06941250281356,0.0390027373211814,
ENSG00000256349,2.24107402751385,0.411000284675276,-1.991325781036,0.496878614164265,-2.52203419469395,0.354927569467522,
ENSG00000256407,0.53255786325682,0.459986758454532,1.69552287846911,0.0134345097098397,1.48863597485854,0.0226140885747959,
ENSG00000256500,,,,,,,
ENSG00000256514,,,,,,,
ENSG00000256566,0.056915547280491,0.874659853104194,0.233697842351742,0.512781905685133,-0.261113773973997,0.468168270518196,
ENSG00000256591,0.321993646817961,0.254104043967461,0.41275387716799,0.140672524476138,0.691668042652195,0.0112282939769704,
ENSG00000256646,2.63866421993452,0.0044659935483022,0.555397205976842,0.566721924315264,0.9959508454529,0.232223466049121,
ENSG00000256825,2.77274598474299,0.0690514621840849,1.5617666999853,0.321578720352485,1.49060277919908,0.198979553179064,
ENSG00000256861,2.82185664868322,0.0191924835401129,-0.193874548086233,0.888259841922276,0.520894363564543,0.597789300863645,
ENSG00000256950,0.964897967520873,0.826705381320096,0.0,1.0,-1.24388414841141,0.777773111160888,
ENSG00000256966,1.27111481056825,0.297565932591717,0.201936646648253,0.87297652968287,0.858790902751689,0.441571770667363,
ENSG00000257062,0.0,1.0,0.0,1.0,1.52956821086074,0.726443868420973,
ENSG00000257065,3.06122196588583,0.007401800908249,0.751135649593724,0.541477716977927,0.961756721401822,0.288843329190453,
ENSG00000257184,,,,,,,
ENSG00000257207,0.0,1.0,0.0,1.0,3.84676425585631,0.367929789865054,
ENSG00000257341,0.0,1.0,2.74111331804271,0.524347482440815,0.0,1.0,
ENSG00000257355,,,,,,,
ENSG00000257390,3.1326585341679,0.270957526158864,0.0,1.0,0.456128518281134,0.862822029410104,
ENSG00000257411,4.83662817441414,0.0337431600040616,0.784812662822272,0.757209778085451,-0.606468681473667,0.76078059785181,
ENSG00000257520,0.964880450327852,0.826708477446657,0.0,1.0,0.559672333877459,0.898153567831514,
ENSG00000257524,0.210892362963361,0.684589349553461,-0.783787492179916,0.141034423382126,-0.460010066832211,0.375218753231644,
ENSG00000257767,1.57264306927607,0.39895198921179,0.473068126048815,0.808131766228012,1.54872027321781,0.328787419153071,
ENSG00000257921,,,,,,,
ENSG00000258052,-1.21691151947847,0.609563896376835,-3.23200947556718,0.205680111016063,-1.26381851793923,0.620567197080033,
ENSG00000258064,0.0,1.0,2.74092958861023,0.515890648834228,2.9129846514041,0.488836084546348,
ENSG00000258311,-2.82870481169484,0.216035893949962,0.436438434866748,0.831103761880763,4.26481704048792,0.0530375451702675,
ENSG00000258417,,,,,,,
ENSG00000258461,-0.261188666496667,0.690267465177714,0.494108289760065,0.438068675992576,0.190622629568152,0.769738611152072,
ENSG00000258465,0.507396058975056,0.131698311828992,0.361555425333728,0.282278045208534,0.45724343878145,0.159061679139402,
ENSG00000258466,1.35431760141277,0.0901662689621908,-0.63208925632592,0.445649555597637,0.0868749851128123,0.911039551349476,
ENSG00000258472,0.245013382533286,0.163615905424154,-0.457514551920606,0.0094297619795015,-0.518990090489558,0.0031701777798426,
ENSG00000258529,0.0,1.0,0.0,1.0,3.21841871748928,0.452730602747795,
ENSG00000258539,0.325556367796879,0.72311251465251,0.706344198182713,0.436050061007572,0.0127403158807253,0.988738598735531,
ENSG00000258653,-0.162119724151035,0.828387396748489,-0.342892474025466,0.646618334447708,-0.205180109437571,0.784428978424596,
ENSG00000258674,,,,,,,
ENSG00000258677,1.02061409658356,0.618919296766139,0.500969470769577,0.80868485311577,1.99356507150162,0.301876874466046,
ENSG00000258691,1.3826312111747,0.123540459713865,-0.897705694372886,0.370386036090598,0.70896807541563,0.389697554165489,
ENSG00000258728,-0.268892639733871,0.418811867478805,0.383869739865907,0.237909800558051,0.166478465465172,0.61501018816033,
ENSG00000258790,0.294809126413191,0.555188238647319,-0.289878502409313,0.567201037984779,0.210858863545801,0.665979800343903,
ENSG00000258830,-0.818836852215204,0.531116548783641,-4.20744163629397,0.0102910266685174,3.20325994060865,0.0092544104028231,
ENSG00000258864,1.995432948926,0.0261132867747375,0.224456116630734,0.813859667078979,1.13843663073787,0.147606514943331,
ENSG00000258881,-0.665577570585475,0.179503537249722,-0.517297396122532,0.289116329660112,0.627556638185962,0.202252543877518,
