n_antagonists,n_prg4_mim,n_convergent,genes,r,p
200,200,13,"CCNK,HIST2H3A,HNRNPU,MRPS27,PKM,POGZ,PSMD11,PSME1,PUM1,S100A1,SRPRB,TPT1,USP19",0.04886663817292911,0.016818482022157074
