target_gene,prg4_mimetic_score
GTF3C5,-0.13254389196149965
PSMB1,-0.13256630664839614
GARS,-0.13273326377309277
ALG14,-0.13285405623152993
NCBP2,-0.13290849416387396
GOLGA6L1,-0.13313569298839378
CHMP1A,-0.13383381420151563
RBM8A,-0.1345631397863663
RBM25,-0.13456677419887397
EIF2S1,-0.1346496197850458
MED17,-0.1347169186574434
SUPT6H,-0.13487297023327993
SF3B3,-0.13508535569827135
GOSR2,-0.1353843363986068
RPUSD3,-0.1357326575423884
CNN2,-0.1357737544369418
IST1,-0.13610290931303753
FKBP9,-0.13628346040184242
GUCD1,-0.13631960377078128
EGLN2,-0.13647288174208785
RNF4,-0.13655425797824056
ZMAT2,-0.13663593336745314
HYOU1,-0.13663822951577478
POLR3E,-0.13675585874428361
MRPL44,-0.13686054580574855
PRPF31,-0.13688535503788943
GET3,-0.13750471611827442
PKMYT1,-0.13793084149180296
RBM39,-0.13807832791269758
PREB,-0.13809835531855183
WNK1,-0.13811123540968442
EFTUD2,-0.13815999801885379
SAP130,-0.13826261544303375
NDUFA11,-0.13856714995624964
POLR2L,-0.13865441118687158
DDX42,-0.1390277413283585
TARDBP,-0.13912330323091904
DPM2,-0.13915037559228013
RBBP4,-0.1394160149246339
KIF4A,-0.13956891119512646
SNRPD1,-0.13987613214244443
FASN,-0.1399507731422628
WBP1L,-0.14001315084776547
CPSF2,-0.1401115735252843
ZNF687,-0.14025677238282339
UBL5,-0.14028362021429408
TARS,-0.14048149378415423
INO80D,-0.14094352941176475
PPP1R8,-0.14102763170494145
TRAPPC8,-0.141312009377425
STAT5B,-0.14153180796090536
PPIA,-0.14165372670089646
PPIL4,-0.14183460137689646
PAXBP1,-0.14187531458949007
SUPV3L1,-0.14196409899126633
SF3B5,-0.14203080484060027
NDUFB7,-0.1422394895246901
GAK,-0.14250716019217113
PFDN1,-0.14259418929850923
EIF5,-0.1426110349837381
BDP1,-0.14283970216770414
TSSK3,-0.14353832428059632
IFITM2,-0.14357170196958935
MED28,-0.14384308992752298
ACTL6A,-0.1440023410542999
RAC3,-0.14412902544121775
SLC25A3,-0.1441494556801109
ARID5B,-0.14417465189612183
TAZ,-0.14424240246982872
BRF1,-0.1444199732545279
CDCA8,-0.14483561968598835
TUBE1,-0.14489400604249564
SPTLC1,-0.14490460319294715
MRPL10,-0.14507025936504275
HIST1H2BL,-0.1453556771392252
EP400,-0.14557369632332307
TSEN34,-0.14602218784566867
ACTR8,-0.14610894916709305
HMGB1,-0.14622797114130517
RBM33,-0.14637039243202205
SPDYE2,-0.1466959264334416
SRSF10,-0.14682437205923632
SUPT16H,-0.14701191263145738
ARF4,-0.14715565930891025
NELFCD,-0.14738524904657346
MRPS21,-0.14799911310693248
MRPS34,-0.148443258985323
FNTB,-0.14850321969259217
NUP98,-0.14853626586980576
SSX4,-0.14939370292714343
SNRPE,-0.14953571180928163
GEMIN6,-0.14975384986214527
CCNQ,-0.1500490208185436
LENG8,-0.15017338396262223
TAF6L,-0.15025865183008363
RAB4B,-0.15037618860510804
YAE1,-0.15037932211784522
KLHL17,-0.15051430948803868
XRCC6,-0.1507258007957602
FAM136A,-0.15085985801786322
BET1,-0.15104980205048632
U2SURP,-0.15142186062637233
ING3,-0.15145695200673592
PPP1R15B,-0.15167544270360417
TRMT6,-0.15171220286935982
POLR3A,-0.1520462439121032
