"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-0.150025292289589,2.81948993477739,-0.821813863730675,0.414125153829493,0.872434560682348,-5.29495319459864,"12"
0.09481526647939,2.16496436470726,0.544137908870034,0.588169865025581,0.92493726856585,-5.45971550727902,"13"
-0.0779081151132468,4.88583875678424,-0.500602722395592,0.61830668407442,0.932366066557146,-5.47954464247787,"14"
0.021143526356456,2.37669122358368,0.132760962461412,0.894784092187561,0.988691507520382,-5.58135747077794,"15"
-0.652387215825059,8.11087464407841,-2.40594121167117,0.0189235778516206,0.510007688462014,-3.17235753790962,"16"
0.0443422666871911,2.14101827909059,0.255071570502354,0.799456518636064,0.971664368466765,-5.56059469010896,"17"
0.121856812518345,3.37160515243673,0.759035241030342,0.450518640022377,0.883072914199496,-5.33796139310521,"18"
0.0388110967604633,11.5835741382999,0.349655037163753,0.72770459157624,0.956713613597473,-5.53558187203976,"19"
0.143076118250814,2.24594244570577,0.88174839485704,0.381094877294265,0.859103002973067,-5.25078170877841,"20"
0.0617599985916591,2.04323536596423,0.485863250895353,0.628664260096571,0.934361222795424,-5.48588686349481,"21"
0.101639451983324,11.3657560376118,0.813412273204035,0.4188900621505,0.875114737149823,-5.30090259220472,"22"
-0.127320681733803,2.08073285634073,-0.857497345765208,0.394255748824565,0.865078173703314,-5.26901972492569,"23"
0.206582394428508,7.0017920009215,1.61390029572582,0.111293568305464,0.697572430945107,-4.47299540586335,"24"
0.237913475522131,4.88100480995279,1.09041645371088,0.279472499332746,0.813920476817915,-5.07351842721404,"26"
-0.373672499505621,4.40215311544733,-2.2974313365973,0.0247547668331465,0.538981895614528,-3.37637116105436,"27"
0.0799159307451345,1.84087688862114,0.615464969835904,0.540352337062844,0.911377120801124,-5.42369551149995,"28"
0.0560050563871196,1.92215335035445,0.359255289974687,0.720544498521281,0.956000402542635,-5.53260729963732,"29"
0.279499816052282,7.98906104321535,1.99693253799034,0.0499355266667697,0.610968843132664,-3.89973647423979,"30"
0.199903575982557,2.71877039947833,0.763898402447924,0.447634793841651,0.882489735430451,-5.33474930482528,"31"
-0.122159405367351,2.73874279789775,-0.806123358367025,0.423050531607382,0.876082910872214,-5.3060156560626,"32"
0.17264786195025,3.26809154506807,1.37610822600656,0.173413438579677,0.754712869697901,-4.77282542773197,"33"
0.040813881744684,1.98138736454146,0.273058921770896,0.785655719281846,0.968601238187743,-5.55643870512167,"34"
-0.000659936749979701,5.12822558824486,-0.00604730207172192,0.995193119353341,0.999697041359736,-5.58906043154008,"35"
-0.0222757099326268,3.09322935234804,-0.0715470661983329,0.943177514638463,0.994195157162667,-5.58683437917726,"36"
0.308460694219152,5.81824811781461,1.80954547104633,0.0748942164596245,0.652539947258138,-4.19375742694447,"37"
-0.0740162832687045,6.14564593015986,-0.604529530576114,0.547552647340125,0.913592501895999,-5.42950204964748,"38"
-0.0431217795275102,2.29856179942558,-0.262080774818058,0.794070819325155,0.970754662212752,-5.55900879462936,"40"
-0.0911742860990191,3.56905296852733,-0.360056595373324,0.719947987499994,0.955963346321624,-5.53235539366486,"41"
-0.0241442791400715,8.66332420103561,-0.166260808958299,0.868457129820545,0.984151764379863,-5.57697153885723,"42"
0.124083658806873,2.09507718031789,0.910449143039256,0.365880213052324,0.851614112522407,-5.22855779088878,"43"
-0.298831434551168,2.40443662706898,-2.21178936831555,0.0304284856020505,0.563967571795712,-3.53185347894982,"44"
0.151722980032126,10.4040303702778,1.19419728570179,0.236651105906314,0.794464295375295,-4.97194678210419,"45"
0.319253080252725,2.27558599301683,2.12449409235347,0.0373572692993294,0.587233188870666,-3.68519879293124,"46"
0.130951808780022,4.94083745357403,1.04276528060318,0.300840188807583,0.823472578723546,-5.11718842636772,"47"
-0.0919805066115157,1.86014753045717,-0.720853703207123,0.473530839126705,0.891280558426062,-5.36248059387635,"48"
0.0176802024958217,4.0781804688176,0.124481174360554,0.901310531910459,0.98895279077919,-5.5822901295089,"49"
-0.0411679236522639,1.8367343291085,-0.345168319582338,0.731059290252916,0.957612071329135,-5.53694454162709,"50"
-0.143471470303524,4.27809268658179,-0.735903478178863,0.464382180182761,0.88740612582222,-5.35296428312434,"51"
-0.148780822194163,8.26245965884844,-0.727140843105135,0.469696649192022,0.888632855746062,-5.35852857657221,"52"
0.136636721190521,2.77959347793176,1.0925162358764,0.278555809036728,0.813249927377668,-5.07155096145585,"53"
-0.123103745902666,3.40795817029297,-0.656545097189271,0.513743313203553,0.906061186492736,-5.40096533483055,"54"
-0.258896160720209,2.00081330720045,-1.83128519094964,0.0715462704398141,0.647263258612617,-4.16096156501866,"55"
-0.0677109163688414,3.82265938024089,-0.497827649177514,0.620250923448878,0.932639742597425,-5.48075308485447,"56"
0.132259308435531,4.47141971395789,0.806019241263555,0.423110139749363,0.876092910950149,-5.30608836662579,"57"
-0.0429335495283509,6.95587889345236,-0.153738583035968,0.878282331748473,0.986179434781631,-5.57872592261668,"58"
0.0810084344688814,1.99566943044247,0.547714491318474,0.585725157604653,0.924108009642321,-5.45801372485816,"59"
-0.136250885914932,2.17568100674376,-0.794670169995736,0.429637704954167,0.877617972721724,-5.31395895108891,"60"
0.0328267979993345,7.29359052633395,0.264183920212569,0.792456757946451,0.970539641396372,-5.55852457399517,"61"
0.227788777264012,3.20920120885291,1.29477306716873,0.199884546640263,0.774409412605388,-4.86514538419318,"62"
0.169811340405658,1.90774680071627,1.00418161720243,0.318937942158082,0.832163627213289,-5.15117081055428,"63"
-0.021173681774431,3.48923774072971,-0.113402331233754,0.910053896576773,0.99083020852143,-5.5834442147687,"64"
0.333445979581305,2.27443394314964,1.77688483401634,0.0801691980603525,0.661830799257078,-4.24237028527902,"65"
0.0640004494177568,3.51318660131566,0.441663559031901,0.660168252777671,0.941110873231836,-5.50377763285819,"66"
0.0387405914743666,3.94661920694126,0.223342840910295,0.823954636941126,0.977021734674824,-5.56723692407185,"67"
0.1288450769863,2.37777356875588,0.795745159651994,0.429016856722598,0.877374951023217,-5.31321812696477,"68"
