"gene","mean_control","mean_amd","var_control","var_amd","cv_control","cv_amd","f_stat","f_pvalue","levene_pvalue","extreme_freq_control","extreme_freq_amd","f_fdr","levene_fdr","var_fc","cv_diff"
"107",1.83279552155309,1.70169860801061,0.22097258065974,0.124172974651304,0.256480848582168,0.207076417883435,0.561938382945842,0.109375282531448,0.180598310991385,0.08,0.0357142857142857,0.627425138326201,0.985956148812927,-0.831522677417704,-0.049404430698733
"108",3.5043013298586,3.14267210222587,0.231263782091219,0.31046738584513,0.137231005203761,0.177300019745129,1.34248165898571,0.364548079170342,0.564504629573255,0.04,0.107142857142857,0.829140934440959,0.99090443813819,0.424896139917607,0.0400690145413679
"109",4.41097049846698,4.19379039423621,0.686090842367874,0.309349277144315,0.187783123961097,0.132622658267704,0.450886760238151,0.028420013212208,0.286795283143475,0.06,0,0.436454964582567,0.985956148812927,-1.14916505011485,-0.0551604656933925
"110",9.47836692509242,9.36406118144024,0.137166948382697,0.0896088982661886,0.0390742972101316,0.0319676918289449,0.653283457295988,0.235746844147369,0.0759596508161007,0.06,0.0357142857142857,0.755447855093176,0.985956148812927,-0.614229504949835,-0.00710660538118677
"111",2.39435092970396,2.19574751990066,0.346845567562136,0.300146704558209,0.245968838116487,0.249507836848186,0.865361223059132,0.698169388566846,0.552065953684758,0.04,0.0357142857142857,0.944624127355069,0.99090443813819,-0.208629779485886,0.00353899873169955
"112",5.08763593456354,5.0322142277181,0.362058808436503,0.286237628777917,0.118269686984055,0.106317352946091,0.79058324810268,0.517429560195726,0.299564168557108,0.04,0.0357142857142857,0.894342723441006,0.985956148812927,-0.339014693781433,-0.011952334037964
"113",10.6008227791935,10.6489436080752,0.525745609163279,1.77004931373878,0.0683987574046334,0.124935573583976,3.36674103005026,0.000219378355602817,0.635651773927129,0,0.0357142857142857,0.0788992331553992,0.99090443813819,1.7513500091416,0.0565368161793425
"114",6.71218414878309,7.13595872623381,0.592494753777853,0.248362246330955,0.114677529159272,0.0698377757710624,0.4191804986413,0.0171991713957358,0.0163452753778005,0.08,0,0.377497873246877,0.985956148812927,-1.25435892929553,-0.0448397533882095
"115",2.02924019934188,2.1095755474065,0.162830212837169,0.291912228386654,0.198853767752732,0.256112547172401,1.7927399547071,0.0749731394849125,0.121373028257984,0.02,0.0714285714285714,0.56516547732816,0.985956148812927,0.842157373645609,0.0572587794196681
"116",1.7842863360435,1.81236488237386,0.141564747490934,0.163256633201813,0.210869013462909,0.222940792152511,1.15322943102249,0.650335848635986,0.63033663518699,0.04,0.0357142857142857,0.934107055697233,0.99090443813819,0.205669369727142,0.012071778689602
"118",1.789724634873,1.90733468476833,0.12760296829702,0.160050418733034,0.19959236758052,0.209749663704702,1.2542844486226,0.481838619496881,0.345912049519664,0.04,0.107142857142857,0.880488157584411,0.985956148812927,0.326853255840671,0.0101572961241826
"119",3.03235096954751,2.84692373426387,0.22333937806313,0.234029288209498,0.155848649089373,0.169925720581636,1.04786397382797,0.864903420067141,0.95445873903784,0.06,0.0714285714285714,0.978405841383322,0.998283466352342,0.0674449890865164,0.0140770714922632
"120",2.24874887004333,2.23397877007506,0.268704245977254,0.318206291079131,0.230513366454011,0.252508001577212,1.18422502004701,0.594672880629872,0.641295218659025,0.04,0.0357142857142857,0.918568985013142,0.99090443813819,0.243937871068539,0.0219946351232011
"121",2.07282364734174,1.97069103977912,0.237011947652438,0.14920377730897,0.234867300141175,0.196006803716539,0.629520067603373,0.197507741792402,0.44060217274597,0.04,0,0.726001202572034,0.989097068853822,-0.667681813522595,-0.0388604964246366
"123",2.11233847827772,1.94904795995037,0.309195914852525,0.321421095831407,0.263240773261504,0.29088038744442,1.03953862386802,0.883393594151079,0.896064898319296,0.06,0.0714285714285714,0.980983299428957,0.998283466352342,0.055938696313201,0.0276396141829165
"124",2.72149861175142,2.570216970907,0.264556632856641,0.263712005756071,0.188995320196545,0.19979977514271,0.99680738641307,0.981275751493868,0.862740088918206,0.04,0.0357142857142857,0.996441098951075,0.997106104691888,-0.00461878925946215,0.0108044549461653
"125",1.92616802905831,1.83320011312569,0.197076896557962,0.105038831225986,0.230474807964996,0.176792903377426,0.532983992850188,0.0810343330158907,0.240132391512206,0.06,0.0357142857142857,0.577435160257955,0.985956148812927,-0.907843210273976,-0.05368190458757
"126",8.27704857469065,8.15459405210503,0.134460895068935,0.100362466797096,0.0443019091937669,0.0388493059343249,0.746406356626164,0.417377211044912,0.52155310267006,0.08,0.0357142857142857,0.852778447542265,0.99090443813819,-0.421977551647365,-0.00545260325944204
"127",5.84598082935934,5.79620136185637,0.124391221515843,0.0582046426414252,0.0603305667537219,0.0416231816225051,0.467915998670469,0.0363083457152986,0.112941203290784,0.06,0,0.463751456176711,0.985956148812927,-1.09569013568198,-0.0187073851312168
"128",2.9746542681168,2.7657625810161,0.314069372360501,0.293704498352739,0.188397940351645,0.195947733971747,0.935158038955845,0.870558240587092,0.364968823101124,0.02,0.0714285714285714,0.979628197968336,0.985956148812927,-0.0967224916159172,0.00754979362010197
