"gene","agilent_id","gene_symbol","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
30,30,"ITPRIPL2",0.772152274008269,-0.0356868852110204,0.98435523201608,0.0747864187950951,0.27805354544008,0.861359041696931,0.222421772633158,0.12118333011453,0.917874847594615
31,31,"MEGF11",0.711197648507316,-0.0757219959315996,0.979263277792549,0.264244708413646,0.324210380658878,0.93330970969011,0.502090258308343,0.124244192363639,0.96058062972819
32,32,"APBA3",0.345913729054126,-0.125052455263794,0.952188778292127,0.161071685802964,-0.230104896410929,0.910148358582088,0.216597897292864,-0.177578675837361,0.916822448171564
33,33,"CRCP",0.268933459019777,-0.201329141350311,0.942780878045783,0.146715774725361,0.204592776132271,0.901595147771003,0.167002772410156,0.00163181739098001,0.911040253665919
34,34,"C19orf15",0.344887340546038,-0.144243111728485,0.952188778292127,0.524462188938123,0.10541362378215,0.964641519257351,0.490171223977018,-0.0194147439731675,0.960485928207323
35,35,"KBTBD4",0.217043448018904,-0.132908341778372,0.936706131060764,0.695824106870338,-0.0463937138103735,0.981859157582711,0.436507281059667,-0.0896510277943727,0.956294454355297
36,36,"UNQ9368",0.141584288892268,-0.396723114270241,0.932337304308334,0.887737334700884,0.0485021131012372,0.994447222003538,0.386362399787778,-0.174110500584502,0.946544048108515
37,37,"LRP1",0.845697659309359,0.0236074779086706,0.989533661470643,0.308820224064362,0.19142142943316,0.940327068938428,0.611810636760391,0.107514453670915,0.969843169291041
38,38,"TSC1",0.142155734289839,-0.209004688491381,0.932337304308334,0.3625787588809,0.113769535562272,0.949307068356264,0.204384422545609,-0.0476175764645545,0.914518141420234
40,40,"",0.716280715079505,-0.0576345268321599,0.979463145036686,0.923568920792466,-0.0175754058597365,0.997063694984066,0.934876063204061,-0.0376049663459482,0.994168926719203
41,41,"ADORA3",0.0376676984064061,-0.548518627981943,0.932337304308334,0.797197733153193,0.0699488716825868,0.98952960934056,0.135297024107726,-0.239284878149678,0.894601021324279
42,42,"GOLGA3",0.148741396512264,-0.189396627178164,0.932337304308334,0.506133680412529,0.104962155620662,0.96290758149462,0.270002628509658,-0.042217235778751,0.930652187380913
43,43,"",0.35429329773009,-0.146824706500769,0.952188778292127,0.0729059836662411,0.264690829623336,0.861359041696931,0.120270498952145,0.0589330615612835,0.885260417051936
44,44,"CDH6",0.704510403890681,-0.0589013252553686,0.978513496730812,0.0101100158814628,-0.390358340607346,0.780967909849412,0.0423402269389113,-0.224629832931357,0.819691622573475
45,45,"CD99L2",0.319808858721041,-0.133867871859733,0.950990160691494,0.348957758555291,0.1326281011536,0.946326734550594,0.356319823030527,-0.000619885353066507,0.94370586210807
46,46,"",0.301033353042135,0.141436447454114,0.948560706438018,0.0523739419819388,0.329097725025409,0.850561416669171,0.0811945753443939,0.235267086239762,0.863580121631905
