"gene","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
126,0.934809362403328,0.0105889467017859,0.997070695727345,0.367249116973636,0.157614181348909,0.991236084654385,0.710347853575835,0.0841015640253475,0.987751140292003
127,0.768468040291206,0.0373782982131239,0.990884482761584,0.683244863223129,-0.0699623755784108,0.993712648026315,0.863320835209289,-0.0162920386826435,0.995242985107319
128,0.78658937457529,-0.0548169682413915,0.992908521227259,0.415676014861316,-0.14053837568081,0.99309461845979,0.692481369777587,-0.0976776719611007,0.986992859007304
129,0.508589128248976,-0.103271107669725,0.974352808769893,0.559018184281363,0.102831581814197,0.99327312253652,0.641884586751526,-0.000219762927763996,0.982746043874191
130,0.581346738110258,0.0847260849147648,0.977053341361778,0.687563973855692,-0.0686099305521475,0.993712648026315,0.7662532816717,0.00805807718130865,0.991523807643928
131,0.483441297546815,0.180886562853109,0.968970609602632,0.959828628016444,-0.0161479943436482,0.99852846686056,0.820307986425559,0.0823692842547304,0.994110923015294
132,0.235880219139109,-0.189386681815456,0.93806672432868,0.122800145594597,-0.287806223252794,0.991236084654385,0.131553372061206,-0.238596452534125,0.974688714097658
133,0.54553588560682,-0.140931290973544,0.97561922896555,0.474556457615624,-0.195305357502497,0.99327312253652,0.60873825009044,-0.168118324238021,0.981612463672106
134,0.954176973924131,-0.0134506092004131,0.99903605672848,0.741961053456796,-0.0593727675086885,0.995531482521067,0.952467249096238,-0.0364116883545508,0.997784335987344
136,0.758348378090164,0.0445851507711326,0.990197382177748,0.0929520837703034,0.35089258047475,0.991236084654385,0.257449693346017,0.197738865622941,0.974688714097658
137,0.863565323249499,-0.0251386076797806,0.995250240156931,0.0775938855769893,0.322105968112602,0.991236084654385,0.248125170392109,0.148483680216411,0.974688714097658
138,0.685424415587418,-0.0535405472308186,0.984194294148167,0.430890977963749,0.11154872530182,0.99327312253652,0.655548845328143,0.0290040890355007,0.983201803754394
140,0.764527358985857,-0.0452647144336589,0.9903733815829,0.273596716549861,-0.204572570367793,0.991236084654385,0.53644245031727,-0.124918642400726,0.97870236634515
