"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-0.588390114602706,2.93874487775392,-3.49841396752914,0.00075572184697641,0.340826284024414,-0.721150639480574,"12"
0.00613011220781679,2.03796323349823,0.0609611093829915,0.951537049229794,0.993675372059237,-5.50279948586511,"13"
-0.213064999086259,4.55188328756074,-1.99487973092274,0.0493446034543871,0.586350170553463,-3.86296879827953,"14"
-0.0215028023527437,2.23312966092433,-0.182248767486453,0.855832849316553,0.977458621838459,-5.49029767068497,"15"
-0.211662485785566,8.06960464111397,-1.05001775416759,0.296764229025387,0.791507498331915,-5.04056641062993,"16"
-0.157061557983885,2.06732976395153,-1.07100930243217,0.287276415252787,0.78803399814346,-5.02198562851979,"17"
-0.171715272835659,2.88386188631985,-1.21660033582281,0.227212039161467,0.757848640302371,-4.8833564458188,"18"
0.0559800146593026,11.5145141076496,0.393612059773717,0.69487897403475,0.94068140651616,-5.43876745924389,"19"
-0.0553730216957319,2.0528512018693,-0.446780781848299,0.656199468246772,0.93152134367407,-5.41987245589477,"20"
-0.0527122471533669,1.87271744957676,-0.426946450387039,0.670526173061877,0.935171629680783,-5.42719932858552,"21"
-0.00228961228834085,11.2267610588866,-0.0134048502248124,0.989337035533624,0.997959717750494,-5.50429867966931,"22"
-0.349383884914678,2.00692625976516,-2.85886133469972,0.00537726072241578,0.446610229970564,-2.22585834442986,"23"
-0.138719587295635,6.59417603854731,-1.26625894644056,0.208970354099135,0.744302393146532,-4.83219834928722,"24"
-0.0725178846885823,4.50885733060029,-0.364735835934346,0.716238279997843,0.944996604341482,-5.44803191323022,"26"
0.0849944120903954,4.40442324188899,0.58593625839287,0.559511753866215,0.904323802913818,-5.35918241179631,"27"
-0.0639306033469141,1.83962090356047,-0.611978912031844,0.542228135814041,0.899310587120464,-5.34602362718519,"28"
0.0172724603656752,1.76061497804063,0.18450178548827,0.854070852306707,0.977392922102805,-5.489947549567,"29"
0.0320141698171025,7.86388512108794,0.335802016816371,0.737869369990743,0.950500451019917,-5.45660972726061,"30"
-0.0062871249795317,2.48949556295269,-0.0332545032664199,0.973551647816242,0.996152892308359,-5.50390605688488,"31"
-0.0107216154480989,2.63067380664172,-0.0939763074906913,0.925354956555999,0.98954274447977,-5.50063118390556,"32"
-0.189256736732612,3.29334527279731,-1.32941185819105,0.187362415551568,0.732268537836838,-4.76431702653754,"33"
-0.09125086669995,1.88808820478988,-0.743292122138074,0.459408160207623,0.868646678127307,-5.271067930847,"34"
-0.0307007003357031,4.92680440951927,-0.339094262800561,0.735397002260418,0.949906111254811,-5.45566930371958,"35"
-0.255571641859663,3.20428446959711,-1.15548877211143,0.251212974425579,0.773369467248058,-4.94361614630745,"36"
-0.0153184150775232,5.41008955360514,-0.155335666631723,0.876934659171684,0.982005969648173,-5.49414765725196,"37"
-0.189060642970076,5.83040808101421,-1.71093376358891,0.0908365356067845,0.639102582571967,-4.28831587468027,"38"
0.124283256156064,2.27366039048482,0.897853466494867,0.371866388239752,0.829858248383112,-5.16455289063707,"40"
-0.431755230164134,3.43079413207078,-2.13705514288471,0.0355430388660124,0.558286095113346,-3.62811489243517,"41"
-0.0951542375876092,8.40969413958196,-0.767085486832714,0.445211905545294,0.86305854030057,-5.25595450133171,"42"
-0.117820796228245,1.96594162030998,-0.935349492964914,0.352327480600823,0.821182123905954,-5.1357534656217,"43"
-0.0905577010342314,2.56633692972142,-0.74350290959754,0.459281271150148,0.868646678127307,-5.27093609746359,"44"
-0.0337794217930843,10.2990245689359,-0.292215015680724,0.770852988804048,0.958714319213066,-5.46819783920803,"45"
-0.055082263747211,2.20630412062188,-0.497456536737349,0.620185297080442,0.92219189715657,-5.39965118618717,"46"
-0.327918100910775,4.78470992290276,-3.64230005456578,0.000469748532916671,0.281583098287396,-0.352904314596007,"47"
0.0337703194983125,1.80676836741351,0.308848441372964,0.758212388698307,0.955543845837476,-5.46396492770711,"48"
-0.178812631467388,4.06529151359457,-1.58608006444009,0.116532056569328,0.669384559334244,-4.45637427222966,"49"
0.0874303768094181,1.81619296371218,0.909601694186584,0.365672123983809,0.8268796720947,-5.1556532725018,"50"
0.156918418031945,4.47323426828008,0.895250301838041,0.373247824735799,0.830806148994397,-5.16650955710094,"51"
-0.120130645337567,8.22074643568945,-0.972132748888276,0.33381516983274,0.811647496523695,-5.10638513045656,"52"
-0.0691561325363729,2.74017763643401,-0.536532588411547,0.593028808910137,0.915274990919253,-5.3825870055162,"53"
-0.177464773038529,2.90096971186177,-1.20650184034535,0.231059043172828,0.761160903295677,-4.89351985026735,"54"
-0.164917683122329,2.00655986312998,-1.36449989173484,0.176106358753535,0.724597119638805,-4.72524405730458,"55"
-0.244323705516342,3.64651500980077,-1.93695976576753,0.0561597135897882,0.593701894593735,-3.95451145809268,"56"
-0.41152957578849,4.0398897038409,-3.14825200370847,0.00228398697114668,0.372091479850186,-1.57298948559092,"57"
-0.263354494364348,7.07363770722016,-1.19400820077318,0.235883399742554,0.764012857466078,-4.90598124738808,"58"
-0.175501594805281,1.95632263399817,-1.51551686879638,0.133449020111759,0.68851111346062,-4.54611121750077,"59"
-0.036997783664069,2.06633192089358,-0.310275170723647,0.757131147091624,0.955351102304124,-5.46359096956052,"60"
-0.281912965303769,7.24479420478502,-2.77124888340474,0.00689367406863891,0.45274823892163,-2.4137837072082,"61"
-0.117140212412595,2.99958839945108,-0.989852910270908,0.325129127981952,0.806996741739709,-5.09184341855334,"62"
0.100526497386407,1.99781824485724,0.888453989341465,0.376869687552782,0.83270409515327,-5.17159181465339,"63"
0.0355273199535158,3.52100937947798,0.296471352649381,0.767612321283778,0.957755879857903,-5.46713692576489,"64"
0.0740089355283073,2.2208668829065,0.633620078622169,0.528074766873314,0.894377267799305,-5.33465817067224,"65"
-0.153810313829034,3.31693557129275,-1.05318855857651,0.295317553921931,0.791287876067107,-5.03778260678905,"66"
0.18628178662778,3.97588238841428,1.26649097723796,0.208887731529501,0.744282548694191,-4.83195471732539,"67"
0.0122478019273827,2.60105812229337,0.0901363529156693,0.92839649051359,0.990147910180194,-5.50093085568829,"68"
-0.257121723372866,6.30930831384023,-1.63039590281854,0.106815294374612,0.658036139824456,-4.3980735443788,"69"
-0.149201169273759,2.34215510367595,-1.18426283245017,0.239696587686291,0.765742497620005,-4.9156149543944,"70"
0.194620521971392,3.52209089509394,0.855902280954472,0.394521309199012,0.842423502794621,-5.19540830240683,"71"
-0.355448148610976,4.96755253866914,-1.8506741575379,0.0677816954159529,0.610329769003642,-4.08637711525472,"73"
-0.0951269596554536,6.183918078918,-0.842536820808752,0.401914068375381,0.846227158559692,-5.20493501200844,"74"
0.0359712856375839,5.41788331130747,0.223757836811783,0.823496762986033,0.970050915941575,-5.48315747449792,"96"
-0.0756951574115989,5.38754416556066,-0.387864911549868,0.6991110976612,0.941385861963931,-5.44066734095547,"97"
-0.013598483197601,2.00759743846299,-0.123835797586461,0.90174533477369,0.986073486834667,-5.49787455351502,"99"
0.056965980464163,6.2731176045864,0.414284375026574,0.679736863039048,0.936505706358806,-5.43170366043965,"100"
-0.237365021955748,2.04134656990873,-1.87231134418246,0.064692709158119,0.608865657789459,-4.05382042511442,"101"
-0.0210091307483067,4.58683596861282,-0.224870165826661,0.822634166490386,0.969912138897553,-5.48294607651373,"102"
-0.0208238978082637,5.56406705368252,-0.15149339301889,0.879954926808055,0.982173936990353,-5.49464726493556,"103"
-0.12500105141198,7.51018270378209,-1.13207402660303,0.2608703510495,0.774844478240956,-4.96591236808541,"104"
-0.228146663194612,5.02592004957799,-2.15335478723138,0.0341985248040609,0.554424482786278,-3.60028051044174,"106"
-0.142842987969591,1.78573509105066,-1.30693401610705,0.194852296081078,0.737481453632061,-4.78883874630948,"107"
-0.262540488633229,3.37448570968275,-2.1368643781132,0.035559042613021,0.558286095113346,-3.62843955689312,"108"
-0.132072689430535,4.33300840976875,-0.735625274793691,0.464036986601473,0.870334695821609,-5.27583800974618,"109"
-0.0940384384578768,9.43733409403779,-1.04498502774097,0.299070297995841,0.792930821121926,-5.0449681778396,"110"
-0.132563163460353,2.3230573979797,-0.94297255640175,0.348437548738669,0.818743963113473,-5.12975780854828,"111"
-0.0484295839013848,5.06774096287543,-0.338183472502683,0.736080697677687,0.950103373296854,-5.45593038425262,"112"
0.0116024001658424,10.6180969228946,0.0486839106903607,0.961288409146775,0.994953848371903,-5.5033701195809,"113"
0.497954846423736,6.8643083560731,2.99194800991115,0.00365140948221551,0.417144276412826,-1.9316265505228,"114"
0.121712027204241,2.05807852941636,1.06548732690174,0.289751814620817,0.788765521422307,-5.02690796673901,"115"
0.0434561720724137,1.79436581421337,0.439270967797689,0.661609179004648,0.932642175222165,-5.42268552895155,"116"
0.143617146393083,1.83194362714312,1.50094960390789,0.137171485698473,0.692054327445653,-4.56416072334408,"118"
-0.190569582963452,2.96578734662517,-1.59403242087038,0.114738143797318,0.669384559334244,-4.4460223561503,"119"
-0.104266304874991,2.24344678287523,-0.80351692621249,0.423976155831729,0.85496807850629,-5.23190632563972,"120"
-0.134783071516886,2.03616066001157,-1.18426482795457,0.239695802377472,0.765742497620005,-4.91561298952112,"121"
-0.125927649480524,2.05372136913457,-0.910707786161301,0.365092332115337,0.826689722635332,-5.15480955370101,"123"
-0.10772763400197,2.6671923817047,-0.845649468579402,0.400184870173734,0.8457738754419,-5.20272948624199,"124"
-0.0981575877950191,1.89279493103122,-0.949849182948787,0.344952446172349,0.81655014694426,-5.12430851965401,"125"
-0.100642668517615,8.23309054094197,-1.1106847493739,0.269918229642721,0.779017922124139,-4.98589500120519,"126"
-0.0571733866332256,5.82811127692238,-0.682379519352527,0.49690312443345,0.883888091292187,-5.30762070442492,"127"
-0.133595782770297,2.89966750864475,-0.988289488770122,0.325889407522159,0.807047346649436,-5.09313669130063,"128"
-0.05703526859349,3.7042430234848,-0.534249689657851,0.594600000265857,0.915806845904708,-5.38361912808722,"129"
0.0201656883999047,1.8272061524823,0.198350706364128,0.843256754933696,0.974368766797665,-5.48770102272729,"130"
0.0895034535714192,4.11493941181599,0.488772885774027,0.626294284916396,0.924531601704317,-5.40326934740862,"131"
-0.183251311683082,1.77380667485732,-1.80162450894841,0.0752434875191374,0.621596411099059,-4.15890654183579,"132"
-0.0947444773324266,4.02585092949339,-0.54553018714729,0.586855209359129,0.912960954233212,-5.37847659190563,"133"
-0.0432308511134039,2.18771076233997,-0.277949763451947,0.781743616055266,0.96248219380298,-5.47164191105974,"134"
0.235642997055778,1.95820490156357,2.12966620495391,0.0361675069812833,0.561886280588135,-3.64067160074142,"136"
0.0744721832728281,1.86949500512939,0.759729576413513,0.449573389220101,0.865213351027917,-5.26067697623584,"137"
-0.105141227614602,8.79858205079258,-1.23663498438603,0.219717934489164,0.752144553231671,-4.8629526529297,"138"
0.0238104386058246,2.21657448943202,0.226556614670632,0.821326764174828,0.969633370703675,-5.48262357047503,"140"
-0.0742399936983714,4.5760875538997,-0.698573320178353,0.486775692587994,0.880475918672481,-5.29820361434909,"142"
0.145425679041635,3.410493585275,1.48810173848627,0.140521823350414,0.693596416245745,-4.57994403755216,"143"
-0.115909116366904,9.8966899770147,-1.10634193714649,0.271781738094617,0.779684261586054,-4.98990726269528,"144"
-0.242659449040188,7.35797002651712,-2.33514451053981,0.0219557628587178,0.503008574819838,-3.27742320031174,"145"
