"gene","agilent_id","gene_symbol","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
205,205,"TRIM36",0.294939882015542,0.150278059969254,0.817991433710959,0.0893165154283549,0.287142458508573,0.775662753893481,0.122140716789486,0.218710259238914,0.694385555855262
206,206,"CXCL2",0.0998030482229263,0.516722616682906,0.694914431010278,0.047393842704831,0.521118676737439,0.721823012963622,0.0300538837866924,0.518920646710172,0.542345614108446
207,207,"",0.283694240141354,-0.113978810433761,0.811572972773898,0.394666715007192,-0.0974478950633372,0.918402957608366,0.35711937402996,-0.105713352748549,0.834058354627422
208,208,"S100PBP",0.118083421551958,-0.188984055319627,0.714126162904775,0.963155345726564,0.00636848541961634,0.997973406313364,0.360976661643265,-0.0913077849500053,0.835690335899579
210,210,"LOC100128361",0.862249980186915,-0.0225705412618876,0.980106541740438,0.644422041067954,0.0618159150459311,0.96086394322516,0.882160907344949,0.0196226868920217,0.976715637049642
211,211,"",0.320918854743176,-0.107789483356405,0.83175730195745,0.727577038946615,0.0463777775237831,0.973236212771146,0.573132937005387,-0.0307058529163109,0.909292404068494
212,212,"",0.159234304099891,-0.191994014839274,0.742860544917974,0.0772044607258564,0.284691919859179,0.764262924824328,0.0663691628814658,0.0463489525099525,0.626297832022425
213,213,"",0.206901139320825,-0.151967538592418,0.775334477064814,0.666146054510246,-0.0505714930676407,0.964214719312702,0.410965251305916,-0.101269515830029,0.854326239902618
214,214,"TBC1D14",0.282859082310882,-0.120753173546115,0.811543016225529,0.0812261415128607,0.222722669773917,0.767815568203074,0.109669766639948,0.050984748113901,0.680663099036914
216,216,"",0.419566430700696,0.102144355749178,0.869989523677411,0.399511253414608,0.143476219597764,0.918402957608366,0.46700136559374,0.122810287673471,0.875515093065509
217,217,"CD1A",0.242482491279779,-0.137756404742947,0.794363085893344,0.978867459145802,0.00321180534062352,0.998870093765077,0.578723204859464,-0.0672722997011617,0.911340121341144
218,218,"RFC1",0.4614581283028,-0.0806327452659418,0.885463913602843,0.395401953450274,0.105521620719844,0.918402957608366,0.492867846136292,0.0124444377269511,0.882581310778651
219,219,"RNF121",0.0490852689945528,0.22377790027265,0.635807618925797,0.0224514079024307,0.241674304395954,0.662584334177828,0.00860754013080202,0.232726102334302,0.446413309197998
220,220,"C6orf62",0.473994174559103,-0.0742271388216359,0.889598347009169,0.23285367296045,0.125405473611956,0.86292684939092,0.353619141533869,0.0255891673951601,0.832335157199489
221,221,"LOC440338",0.296512452528666,-0.107018367448309,0.818887994047061,0.586294571582034,-0.091834625843174,0.952203765928587,0.478000301792034,-0.0994264966457415,0.878361974429607
222,222,"FAM98A",0.019099071221207,-0.297275694504317,0.577567846952362,0.110255230360343,0.242174925916486,0.794270633750262,0.0150838019019782,-0.0275503842939155,0.485075366908437
223,223,"NFKBIB",0.18121785271335,0.20452340567885,0.757406579621961,0.0140328362121672,0.49729808559367,0.643625292182997,0.0177359293091083,0.35091074563626,0.488654497356129
224,224,"",0.721894554751323,0.0432553763467129,0.952888726853747,0.144295198531635,-0.217418986566671,0.8146041524901,0.339765296333846,-0.0870818051099791,0.82564188144269
