perturbation_id,target_gene
14_AASDHPPT_P1P2_ENSG00000149313,AASDHPPT
1500_CEP192_P1P2_ENSG00000101639,CEP192
1510_CEP68_P1P2_ENSG00000011523,CEP68
1516_CEP85_P1P2_ENSG00000130695,CEP85
1519_CEP97_P1P2_ENSG00000182504,CEP97
1532_CFDP1_P1_ENSG00000153774,CFDP1
1533_CFDP1_P2_ENSG00000153774,CFDP1
1536_CFL1_P1P2_ENSG00000172757,CFL1
1544_CHAF1A_P1P2_ENSG00000167670,CHAF1A
1545_CHAF1B_P1P2_ENSG00000159259,CHAF1B
1548_CHCHD1_P1P2_ENSG00000172586,CHCHD1
1549_CHCHD2_P1P2_ENSG00000106153,CHCHD2
1550_CHCHD3_P1P2_ENSG00000106554,CHCHD3
1551_CHCHD4_P1P2_ENSG00000163528,CHCHD4
1560_CHD4_P1P2_ENSG00000111642,CHD4
1568_CHEK1_P1P2_ENSG00000149554,CHEK1
1570_CHERP_P1P2_ENSG00000085872,CHERP
1579_CHMP1A_P1P2_ENSG00000131165,CHMP1A
1581_CHMP2A_P1P2_ENSG00000130724,CHMP2A
1583_CHMP3_P1P2_ENSG00000115561,CHMP3
1586_CHMP4B_P1P2_ENSG00000101421,CHMP4B
1587_CHMP5_P1P2_ENSG00000086065,CHMP5
1588_CHMP6_P1P2_ENSG00000176108,CHMP6
1589_CHMP7_P1P2_ENSG00000147457,CHMP7
158_ADNP2_P1P2_ENSG00000101544,ADNP2
1591_CHORDC1_P1P2_ENSG00000110172,CHORDC1
1604_CHTF18_P1P2_ENSG00000127586,CHTF18
1605_CHTF8_P1P2_ENSG00000168802,CHTF8
1606_CHTOP_P1P2_ENSG00000160679,CHTOP
1609_CIAO1_P1P2_ENSG00000144021,CIAO1
1610_CIAPIN1_P1P2_ENSG00000005194,CIAPIN1
1614_CINP_P1P2_ENSG00000100865,CINP
1628_CKAP5_P1_ENSG00000175216,CKAP5
1629_CKAP5_P2_ENSG00000175216,CKAP5
1636_CLASRP_P1P2_ENSG00000104859,CLASRP
1638_CLCC1_P1P2_ENSG00000121940,CLCC1
1659_CLK2_P1P2_ENSG00000176444,CLK2
1667_CLNS1A_P1P2_ENSG00000074201,CLNS1A
1668_CLOCK_P1P2_ENSG00000134852,CLOCK
1669_CLOCK_P1P2_ENSG00000134852,CLOCK
166_ADRM1_P1P2_ENSG00000130706,ADRM1
1670_CLOCK_P1P2_ENSG00000134852,CLOCK
1671_CLP1_P1P2_ENSG00000172409,CLP1
1672_CLPB_P1P2_ENSG00000162129,CLPB
1677_CLSPN_P1P2_ENSG00000092853,CLSPN
167_ADSL_P1P2_ENSG00000239900,ADSL
1683_CLTC_P1P2_ENSG00000141367,CLTC
1692_CMC4_P1P2_ENSG00000182712,CMC4
1694_CMPK1_P1P2_ENSG00000162368,CMPK1
16_AATF_P1P2_ENSG00000275700,AATF
1701_CMTR1_P1P2_ENSG00000137200,CMTR1
1702_CMTR2_P1P2_ENSG00000180917,CMTR2
1709_CNIH4_P1P2_ENSG00000143771,CNIH4
1712_CNN2_P1P2_ENSG00000064666,CNN2
1714_CNOT10_P1P2_ENSG00000182973,CNOT10
1715_CNOT11_P1P2_ENSG00000158435,CNOT11
