perturbation_id,target_gene
2102_DDX10_P1P2_ENSG00000178105,DDX10
2103_DDX11_P1P2_ENSG00000013573,DDX11
2104_DDX17_P1P2_ENSG00000100201,DDX17
2105_DDX18_P1P2_ENSG00000088205,DDX18
2106_DDX19A_P1P2_ENSG00000168872,DDX19A
2107_DDX19B_P1_ENSG00000157349,DDX19B
2108_DDX19B_P2_ENSG00000157349,DDX19B
2109_DDX1_P1P2_ENSG00000079785,DDX1
2110_DDX20_P1P2_ENSG00000064703,DDX20
2111_DDX21_P1P2_ENSG00000165732,DDX21
2112_DDX23_P1P2_ENSG00000174243,DDX23
2113_DDX24_P1P2_ENSG00000089737,DDX24
2114_DDX27_P1P2_ENSG00000124228,DDX27
2119_DDX3X_P1P2_ENSG00000215301,DDX3X
2120_DDX41_P1P2_ENSG00000183258,DDX41
2121_DDX42_P1P2_ENSG00000198231,DDX42
2122_DDX46_P1_ENSG00000145833,DDX46
2123_DDX46_P2_ENSG00000145833,DDX46
2124_DDX47_P1P2_ENSG00000213782,DDX47
2125_DDX49_P1P2_ENSG00000105671,DDX49
2127_DDX51_P1P2_ENSG00000185163,DDX51
2128_DDX52_P1P2_ENSG00000278053,DDX52
2129_DDX54_P1_ENSG00000123064,DDX54
2130_DDX54_P2_ENSG00000123064,DDX54
2131_DDX55_P1P2_ENSG00000111364,DDX55
2132_DDX56_P1P2_ENSG00000136271,DDX56
2133_DDX59_P1P2_ENSG00000118197,DDX59
2134_DDX5_P1P2_ENSG00000108654,DDX5
2135_DDX6_P1P2_ENSG00000110367,DDX6
2155_DENR_P1P2_ENSG00000139726,DENR
2158_DEPDC5_P1P2_ENSG00000100150,DEPDC5
2162_DERL2_P1P2_ENSG00000072849,DERL2
2164_DESI1_P1P2_ENSG00000100418,DESI1
216_AIFM1_P1P2_ENSG00000156709,AIFM1
2175_DGCR8_P1P2_ENSG00000128191,DGCR8
2186_DHDDS_P1P2_ENSG00000117682,DHDDS
2187_DHFR_P1P2_ENSG00000228716,DHFR
2188_DHODH_P2_ENSG00000102967,DHODH
2189_DHODH_P1_ENSG00000102967,DHODH
2190_DHPS_P1P2_ENSG00000095059,DHPS
2203_DHX15_P1P2_ENSG00000109606,DHX15
2204_DHX16_P1P2_ENSG00000204560,DHX16
2205_DHX29_P1P2_ENSG00000067248,DHX29
2207_DHX30_P1_ENSG00000132153,DHX30
2209_DHX33_P1P2_ENSG00000005100,DHX33
2212_DHX36_P1P2_ENSG00000174953,DHX36
2213_DHX37_P1P2_ENSG00000150990,DHX37
2217_DHX8_P1P2_ENSG00000067596,DHX8
2218_DHX9_P1P2_ENSG00000135829,DHX9
2222_DICER1_P1P2_ENSG00000100697,DICER1
2225_UTP25_P1P2_ENSG00000117597,UTP25
2226_DIMT1_P1P2_ENSG00000086189,DIMT1
2233_DIS3_P1P2_ENSG00000083520,DIS3
2235_DKC1_P1P2_ENSG00000130826,DKC1
2238_DLD_P1P2_ENSG00000091140,DLD
2251_DMAP1_P1P2_ENSG00000178028,DMAP1
2260_DMRTA2_P1P2_ENSG00000142700,DMRTA2
2271_DNAAF3_P2_ENSG00000167646,DNAAF3
2274_DNAJA1_P1_ENSG00000086061,DNAJA1
2275_DNAJA1_P2_ENSG00000086061,DNAJA1
2277_DNAJA3_P1P2_ENSG00000103423,DNAJA3
2286_DNAJC11_P1P2_ENSG00000007923,DNAJC11
2291_DNAJC17_P1P2_ENSG00000104129,DNAJC17
2292_DNAJC19_P1P2_ENSG00000205981,DNAJC19
22_ABCB7_P1P2_ENSG00000131269,ABCB7
2304_DNAJC8_P1P2_ENSG00000126698,DNAJC8
2305_DNAJC9_P1P2_ENSG00000213551,DNAJC9
2310_DNLZ_P1P2_ENSG00000213221,DNLZ
2311_DNM1L_P1P2_ENSG00000087470,DNM1L
2312_DNM1_P1P2_ENSG00000106976,DNM1
2313_DNM2_P1P2_ENSG00000079805,DNM2
2314_DNMT1_P1P2_ENSG00000130816,DNMT1
2321_DNTTIP2_P1P2_ENSG00000067334,DNTTIP2
2328_DOHH_P1P2_ENSG00000129932,DOHH
2334_DOLK_P1P2_ENSG00000175283,DOLK
2336_DONSON_P1P2_ENSG00000159147,DONSON
2338_DPAGT1_P1P2_ENSG00000172269,DPAGT1
2345_DPH1_P2_ENSG00000108963,DPH1
2346_DPH1_P1_ENSG00000108963,DPH1
2347_DPH2_P1P2_ENSG00000132768,DPH2
2348_DPH3_P1P2_ENSG00000154813,DPH3
2350_DPH6_P1P2_ENSG00000134146,DPH6
2353_DPM2_P1P2_ENSG00000136908,DPM2
2361_DPPA2_P1P2_ENSG00000163530,DPPA2
2364_DPY19L2_P1P2_ENSG00000177990,DPY19L2
2366_DPY19L4_P1P2_ENSG00000156162,DPY19L4
2369_DR1_P1P2_ENSG00000117505,DR1
2372_DRAP1_P1P2_ENSG00000175550,DRAP1
2373_DRG1_P1P2_ENSG00000185721,DRG1
2376_DROSHA_P1P2_ENSG00000113360,DROSHA
237_AKIRIN2_P1P2_ENSG00000135334,AKIRIN2
2382_DSN1_P1P2_ENSG00000149636,DSN1
2384_DSTYK_P1P2_ENSG00000133059,DSTYK
2389_DTL_P1P2_ENSG00000143476,DTL
2394_DTYMK_P1P2_ENSG00000168393,DTYMK
2414_DUT_P1P2_ENSG00000128951,DUT
2421_DYNC1H1_P1P2_ENSG00000197102,DYNC1H1
2422_DYNC1I2_P1P2_ENSG00000077380,DYNC1I2
2426_DYNLL1_P1P2_ENSG00000088986,DYNLL1
2427_DYNLL2_P1P2_ENSG00000264364,DYNLL2
2428_DYNLRB1_P2_ENSG00000125971,DYNLRB1
2429_DYNLRB1_P1_ENSG00000125971,DYNLRB1
2443_E2F6_P1P2_ENSG00000169016,E2F6
2446_E4F1_P1P2_ENSG00000167967,E4F1
2450_EARS2_P1P2_ENSG00000103356,EARS2
2456_EBNA1BP2_P1P2_ENSG00000117395,EBNA1BP2
2460_ECD_P1P2_ENSG00000122882,ECD
2471_ECT2_P1P2_ENSG00000114346,ECT2
2475_EDC4_P1P2_ENSG00000038358,EDC4
2482_EEF1A1_P1P2_ENSG00000156508,EEF1A1
2484_EEF1B2_P1P2_ENSG00000114942,EEF1B2
2487_EEF1G_P1P2_ENSG00000254772,EEF1G
2489_EEF2_P2_ENSG00000167658,EEF2
2490_EEF2_P1_ENSG00000167658,EEF2
2491_EEFSEC_P1P2_ENSG00000132394,EEFSEC
2501_EFR3A_P1P2_ENSG00000132294,EFR3A
2502_EFTUD2_P1P2_ENSG00000108883,EFTUD2
2508_EGLN2_P1_ENSG00000269858,EGLN2
2521_EHMT2_P1P2_ENSG00000204371,EHMT2
2526_EIF1AD_P1P2_ENSG00000175376,EIF1AD
2527_EIF1AX_P1P2_ENSG00000173674,EIF1AX
2529_EIF1_P1P2_ENSG00000173812,EIF1
2535_EIF2B1_P1P2_ENSG00000111361,EIF2B1
2536_EIF2B2_P1P2_ENSG00000119718,EIF2B2
2537_EIF2B3_P1P2_ENSG00000070785,EIF2B3
2538_EIF2B4_P1P2_ENSG00000115211,EIF2B4
2539_EIF2B5_P1P2_ENSG00000145191,EIF2B5
2541_EIF2S1_P1P2_ENSG00000134001,EIF2S1
2542_EIF2S2_P1P2_ENSG00000125977,EIF2S2
2543_EIF2S3_P1P2_ENSG00000130741,EIF2S3
2544_EIF3A_P1P2_ENSG00000107581,EIF3A
2545_EIF3B_P1P2_ENSG00000106263,EIF3B
"2546_EIF3CL_ENST00000380876.4,ENST00000398943.3,ENST00000398944.3_ENSG00000205609",EIF3CL
2548_EIF3D_P1P2_ENSG00000100353,EIF3D
2549_EIF3E_P1P2_ENSG00000104408,EIF3E
2550_EIF3F_P1P2_ENSG00000175390,EIF3F
2551_EIF3G_P1P2_ENSG00000130811,EIF3G
2552_EIF3H_P1P2_ENSG00000147677,EIF3H
2553_EIF3I_P1P2_ENSG00000084623,EIF3I
2554_EIF3J_P1P2_ENSG00000104131,EIF3J
2556_EIF3L_P1P2_ENSG00000100129,EIF3L
2557_EIF3M_P1P2_ENSG00000149100,EIF3M
2558_EIF4A1_P1P2_ENSG00000161960,EIF4A1
2561_EIF4A3_P1P2_ENSG00000141543,EIF4A3
2562_EIF4B_P1P2_ENSG00000063046,EIF4B
2567_EIF4E_P1P2_ENSG00000151247,EIF4E
2568_EIF4G1_P1P2_ENSG00000114867,EIF4G1
2569_EIF4G2_P1_ENSG00000110321,EIF4G2
2570_EIF4G2_P2_ENSG00000110321,EIF4G2
2573_EIF4H_P1P2_ENSG00000106682,EIF4H
2576_EIF5A_P1P2_ENSG00000132507,EIF5A
2578_EIF5_P1_ENSG00000100664,EIF5
2579_EIF5_P2_ENSG00000100664,EIF5
2580_EIF6_P1P2_ENSG00000242372,EIF6
2582_ELAC2_P1P2_ENSG00000006744,ELAC2
2593_ELL_P1P2_ENSG00000105656,ELL
2599_ELOF1_P1P2_ENSG00000130165,ELOF1
2600_ELOVL1_P1P2_ENSG00000066322,ELOVL1
2604_ELP2_P1P2_ENSG00000134759,ELP2
2605_ELP3_P1P2_ENSG00000134014,ELP3
2606_ELP4_P1P2_ENSG00000109911,ELP4
2607_ELP5_P1P2_ENSG00000170291,ELP5
2608_ELP6_P1P2_ENSG00000163832,ELP6
2610_EMC1_P1P2_ENSG00000127463,EMC1
2612_EMC3_P1_ENSG00000125037,EMC3
2613_EMC3_P2_ENSG00000125037,EMC3
2614_EMC4_P1P2_ENSG00000128463,EMC4
2616_EMC7_P1P2_ENSG00000134153,EMC7
261_ALDOA_P1P2_ENSG00000149925,ALDOA
2622_EMG1_P1P2_ENSG00000126749,EMG1
263_ALG11_P1P2_ENSG00000253710,ALG11
2640_ENO1_P1P2_ENSG00000074800,ENO1
2654_ENY2_P1P2_ENSG00000120533,ENY2
2658_EP400_P1P2_ENSG00000183495,EP400
265_ALG13_P1P2_ENSG00000101901,ALG13
2660_EPB41L2_P1P2_ENSG00000079819,EPB41L2
266_ALG14_P1P2_ENSG00000172339,ALG14
2678_EPRS_P1P2_ENSG00000136628,EPRS
267_ALG1L_ENST00000340333.3_ENSG00000189366,ALG1L
2681_EPS8L1_P1_ENSG00000131037,EPS8L1
2682_EPS8L1_P1_ENSG00000131037,EPS8L1
2684_EPS8L1_P2_ENSG00000131037,EPS8L1
2685_EPS8L1_P2_ENSG00000131037,EPS8L1
2686_EPS8L1_P2_ENSG00000131037,EPS8L1
2689_ERAL1_P1P2_ENSG00000132591,ERAL1
268_ALG1_P1P2_ENSG00000033011,ALG1
2694_ERCC2_P1P2_ENSG00000104884,ERCC2
2695_ERCC3_P1P2_ENSG00000163161,ERCC3
269_ALG2_P1P2_ENSG00000119523,ALG2
2707_ERH_P1P2_ENSG00000100632,ERH
2723_ERVW-1_ENST00000493463.2_ENSG00000242950,ERVW-1
2724_ERVW-1_ENST00000603053.1_ENSG00000242950,ERVW-1
2730_ESF1_P2_ENSG00000089048,ESF1
2731_ESF1_P1_ENSG00000089048,ESF1
2732_ESPL1_P1P2_ENSG00000135476,ESPL1
2733_ESPN_P1_ENSG00000187017,ESPN
2734_ESPN_P2_ENSG00000187017,ESPN
2746_ESYT1_P2_ENSG00000139641,ESYT1
2748_ESYT2_P1P2_ENSG00000117868,ESYT2
2750_ETF1_P1P2_ENSG00000120705,ETF1
2764_ETV4_P1P2_ENSG00000175832,ETV4
2774_EWSR1_P1P2_ENSG00000182944,EWSR1
2778_EXOC1_P1P2_ENSG00000090989,EXOC1
2779_EXOC2_P1P2_ENSG00000112685,EXOC2
2780_EXOC3_P1P2_ENSG00000180104,EXOC3
2781_EXOC4_P1P2_ENSG00000131558,EXOC4
2782_EXOC5_P1P2_ENSG00000070367,EXOC5
2784_EXOC7_P1P2_ENSG00000182473,EXOC7
2785_EXOC8_P1P2_ENSG00000116903,EXOC8
2787_EXOSC10_P1P2_ENSG00000171824,EXOSC10
2788_EXOSC1_P1P2_ENSG00000171311,EXOSC1
2789_EXOSC2_P1P2_ENSG00000130713,EXOSC2
2790_EXOSC3_P1P2_ENSG00000107371,EXOSC3
2791_EXOSC4_P1P2_ENSG00000178896,EXOSC4
2792_EXOSC5_P1P2_ENSG00000077348,EXOSC5
2793_EXOSC6_P1P2_ENSG00000223496,EXOSC6
2794_EXOSC7_P1P2_ENSG00000075914,EXOSC7
2795_EXOSC8_P1P2_ENSG00000120699,EXOSC8
2796_EXOSC9_P1P2_ENSG00000123737,EXOSC9
2812_F8A1_P1P2_ENSG00000277203,F8A1
2820_FAF2_P1P2_ENSG00000113194,FAF2
2827_FAM102B_P1P2_ENSG00000162636,FAM102B
2828_RAMAC_P1P2_ENSG00000169612,RAMAC
2852_FAM133B_P1P2_ENSG00000234545,FAM133B
2856_FAM136A_P1P2_ENSG00000035141,FAM136A
2857_FAM136A_P1P2_ENSG00000035141,FAM136A
2858_FAM136A_P1P2_ENSG00000035141,FAM136A
287_ALYREF_P1P2_ENSG00000183684,ALYREF
2898_FAM207A_P1P2_ENSG00000160256,FAM207A
2905_PRXL2A_P1_ENSG00000122378,PRXL2A
2915_FAM229A_P1P2_ENSG00000225828,FAM229A
2918_FAM32A_P1P2_ENSG00000105058,FAM32A
2925_FAM50A_P1P2_ENSG00000071859,FAM50A
2929_CCNQ_P1P2_ENSG00000262919,CCNQ
2939_FAM72D_ENST00000400889.1_ENSG00000215784,FAM72D
2972_FARS2_P1P2_ENSG00000145982,FARS2
2973_FARSA_P1P2_ENSG00000179115,FARSA
2974_FARSB_P1P2_ENSG00000116120,FARSB
2975_FASN_P1P2_ENSG00000169710,FASN
2979_FASTKD5_P1P2_ENSG00000215251,FASTKD5
2983_FAU_P1P2_ENSG00000149806,FAU
2987_FBLIM1_P1P2_ENSG00000162458,FBLIM1
2988_FBL_P1P2_ENSG00000105202,FBL
2989_FBRSL1_P1P2_ENSG00000112787,FBRSL1
2993_FBXL14_P1P2_ENSG00000171823,FBXL14
2_AAAS_P1P2_ENSG00000094914,AAAS
301_ANAPC10_P1P2_ENSG00000164162,ANAPC10
3020_FBXO42_P1P2_ENSG00000037637,FBXO42
3021_FBXO42_P1P2_ENSG00000037637,FBXO42
3022_FBXO42_P1P2_ENSG00000037637,FBXO42
3027_FBXO5_P1P2_ENSG00000112029,FBXO5
302_ANAPC11_P1P2_ENSG00000141552,ANAPC11
3038_FBXW7_ENST00000281708.4_ENSG00000109670,FBXW7
303_ANAPC13_P1P2_ENSG00000129055,ANAPC13
3042_FCF1_P1P2_ENSG00000119616,FCF1
304_ANAPC15_P1P2_ENSG00000110200,ANAPC15
3050_FDPS_P1P2_ENSG00000160752,FDPS
3053_FDXR_P1P2_ENSG00000161513,FDXR
3057_FEN1_P1P2_ENSG00000168496,FEN1
306_ANAPC1_P1P2_ENSG00000153107,ANAPC1
3072_FGFR1OP_P1P2_ENSG00000213066,FGFR1OP
307_ANAPC2_P1P2_ENSG00000176248,ANAPC2
3086_FIP1L1_P1P2_ENSG00000145216,FIP1L1
308_ANAPC4_P1P2_ENSG00000053900,ANAPC4
309_ANAPC5_P1P2_ENSG00000089053,ANAPC5
3102_FKBP9_P1P2_ENSG00000122642,FKBP9
3124_FNBP4_P1P2_ENSG00000109920,FNBP4
3131_FNTA_P1P2_ENSG00000168522,FNTA
3132_FNTB_P1P2_ENSG00000257365,FNTB
3133_FOLR3_P1_ENSG00000110203,FOLR3
3134_FOLR3_P2_ENSG00000110203,FOLR3
3154_FOXD4_ENST00000382500.2_ENSG00000170122,FOXD4
3170_FOXL2_P1P2_ENSG00000183770,FOXL2
3177_FOXO1_P1P2_ENSG00000150907,FOXO1
3195_FOXS1_P1P2_ENSG00000179772,FOXS1
"3201_FRG2_ENST00000378763.1,ENST00000504750.1_ENSG00000205097",FRG2
320_ANKLE2_P1P2_ENSG00000176915,ANKLE2
3214_FTSJ3_P1P2_ENSG00000108592,FTSJ3
3220_FUNDC2_P1P2_ENSG00000165775,FUNDC2
3229_FXN_P1P2_ENSG00000165060,FXN
3233_FYN_P1P2_ENSG00000010810,FYN
3246_GAB2_P1P2_ENSG00000033327,GAB2
3253_GABPA_P1P2_ENSG00000154727,GABPA
3254_GABPB1_P1P2_ENSG00000104064,GABPB1
325_ANKRD11_P1P2_ENSG00000167522,ANKRD11
3260_GAK_P1P2_ENSG00000178950,GAK
3281_GAPDH_P1_ENSG00000111640,GAPDH
3282_GAPDH_P2_ENSG00000111640,GAPDH
3284_GAR1_P1P2_ENSG00000109534,GAR1
3285_GARS_P1P2_ENSG00000106105,GARS
3286_GART_P1P2_ENSG00000159131,GART
3291_GATA1_P1P2_ENSG00000102145,GATA1
32_ABCE1_P1P2_ENSG00000164163,ABCE1
3308_GBF1_P1P2_ENSG00000107862,GBF1
3319_GCLC_P1P2_ENSG00000001084,GCLC
3323_GCOM1_P1P2_ENSG00000137878,GCOM1
332_ANKRD17_P1P2_ENSG00000132466,ANKRD17
3335_GEMIN4_P1P2_ENSG00000179409,GEMIN4
3336_GEMIN5_P1P2_ENSG00000082516,GEMIN5
3337_GEMIN6_P1P2_ENSG00000152147,GEMIN6
3338_GEMIN7_P1P2_ENSG00000142252,GEMIN7
3339_GEMIN8_P1P2_ENSG00000046647,GEMIN8
3342_GFER_P1P2_ENSG00000127554,GFER
3346_GFM1_P1P2_ENSG00000168827,GFM1
3349_GFOD2_P1P2_ENSG00000141098,GFOD2
3358_GGPS1_P1P2_ENSG00000152904,GGPS1
3369_GINS1_P1P2_ENSG00000101003,GINS1
3370_GINS2_P1P2_ENSG00000131153,GINS2
3371_GINS3_P1P2_ENSG00000181938,GINS3
3372_GINS4_P1P2_ENSG00000147536,GINS4
3377_GIT2_P1P2_ENSG00000139436,GIT2
3378_GJA3_P1P2_ENSG00000121743,GJA3
3385_GLB1_P1P2_ENSG00000170266,GLB1
3388_GLE1_P1P2_ENSG00000119392,GLE1
3394_GLI4_P1P2_ENSG00000250571,GLI4
3398_GLMN_P1P2_ENSG00000174842,GLMN
339_ANKRD39_P1P2_ENSG00000213337,ANKRD39
33_ABCF1_P1_ENSG00000204574,ABCF1
3403_GLRX3_P1P2_ENSG00000108010,GLRX3
3404_GLRX5_P1P2_ENSG00000182512,GLRX5
3421_GMIP_P1P2_ENSG00000089639,GMIP
3424_GMPPB_P1P2_ENSG00000173540,GMPPB
3427_GMPS_P1P2_ENSG00000163655,GMPS
342_ANKRD49_P1P2_ENSG00000168876,ANKRD49
3434_GNB1L_P1P2_ENSG00000185838,GNB1L
3436_RACK1_P1P2_ENSG00000204628,RACK1
3445_GNL2_P1P2_ENSG00000134697,GNL2
3446_GNL3L_P1P2_ENSG00000130119,GNL3L
3447_GNL3_P1P2_ENSG00000163938,GNL3
3448_GNPAT_P1P2_ENSG00000116906,GNPAT
3451_GNPNAT1_P1P2_ENSG00000100522,GNPNAT1
3460_GOLGA6L1_ENST00000560659.2_ENSG00000273976,GOLGA6L1
3471_GOLT1B_P1P2_ENSG00000111711,GOLT1B
3472_GON4L_P2_ENSG00000116580,GON4L
3473_GON4L_P1_ENSG00000116580,GON4L
3479_GOSR2_P1P2_ENSG00000108433,GOSR2
348_ANKS6_P1P2_ENSG00000165138,ANKS6
34_ABCF1_P2_ENSG00000204574,ABCF1
3501_GPKOW_P1P2_ENSG00000068394,GPKOW
3502_GPN1_P1P2_ENSG00000198522,GPN1
3503_GPN2_P1P2_ENSG00000142751,GPN2
3504_GPN3_P1P2_ENSG00000111231,GPN3
350_ANLN_P1P2_ENSG00000011426,ANLN
3511_GPR61_P1P2_ENSG00000156097,GPR61
3517_GPS1_P1P2_ENSG00000169727,GPS1
3518_GPS2_P1P2_ENSG00000132522,GPS2
3530_GRB2_P2_ENSG00000177885,GRB2
3531_GRB2_P1_ENSG00000177885,GRB2
3541_GRPEL1_P1P2_ENSG00000109519,GRPEL1
3543_GRSF1_P1P2_ENSG00000132463,GRSF1
3545_GRWD1_P1P2_ENSG00000105447,GRWD1
3548_GSDMA_P1P2_ENSG00000167914,GSDMA
3551_GSK3B_P1P2_ENSG00000082701,GSK3B
3554_GSPT1_P1P2_ENSG00000103342,GSPT1
3566_GTF2A1_P1P2_ENSG00000165417,GTF2A1
3567_GTF2A2_P1P2_ENSG00000140307,GTF2A2
3568_GTF2B_P1P2_ENSG00000137947,GTF2B
3569_GTF2E1_P1P2_ENSG00000153767,GTF2E1
3570_GTF2E2_P1P2_ENSG00000197265,GTF2E2
3571_GTF2F1_P1P2_ENSG00000125651,GTF2F1
3572_GTF2F2_P1P2_ENSG00000188342,GTF2F2
3573_GTF2H1_P1P2_ENSG00000110768,GTF2H1
3574_GTF2H2C_P1P2_ENSG00000183474,GTF2H2C
"3575_GTF2H2_ENST00000274400.5,ENST00000330280.7_ENSG00000145736",GTF2H2
3576_GTF2H3_P1P2_ENSG00000111358,GTF2H3
3577_GTF2H4_P1P2_ENSG00000213780,GTF2H4
3583_GTF3A_P1P2_ENSG00000122034,GTF3A
3584_GTF3C1_P1P2_ENSG00000077235,GTF3C1
3585_GTF3C2_P1P2_ENSG00000115207,GTF3C2
3586_GTF3C3_P1P2_ENSG00000119041,GTF3C3
3587_GTF3C4_P1P2_ENSG00000125484,GTF3C4
3588_GTF3C5_P1P2_ENSG00000148308,GTF3C5
3589_GTF3C6_P1P2_ENSG00000155115,GTF3C6
3594_GTPBP4_P1P2_ENSG00000107937,GTPBP4
3599_GUCD1_P1P2_ENSG00000138867,GUCD1
3601_GUK1_P1P2_ENSG00000143774,GUK1
3605_GYG1_P1P2_ENSG00000163754,GYG1
3614_H2AFX_P1P2_ENSG00000188486,H2AFX
3616_H2AFZ_P1P2_ENSG00000164032,H2AFZ
3617_H3F3A_P1P2_ENSG00000163041,H3F3A
3626_HAMP_P1P2_ENSG00000105697,HAMP
3630_HAPLN2_P1P2_ENSG00000132702,HAPLN2
3631_HARS2_P1P2_ENSG00000112855,HARS2
3632_HARS_P1P2_ENSG00000170445,HARS
3634_HAUS1_P1P2_ENSG00000152240,HAUS1
3636_HAUS3_P1P2_ENSG00000214367,HAUS3
3637_HAUS4_P1P2_ENSG00000092036,HAUS4
3638_HAUS5_P1P2_ENSG00000249115,HAUS5
3639_HAUS6_P1P2_ENSG00000147874,HAUS6
3640_HAUS7_P1_ENSG00000213397,HAUS7
3641_HAUS7_P2_ENSG00000213397,HAUS7
3642_HAUS8_P1P2_ENSG00000131351,HAUS8
3654_HBS1L_P1P2_ENSG00000112339,HBS1L
3658_HCFC1_P1P2_ENSG00000172534,HCFC1
3660_HCRTR1_P1P2_ENSG00000121764,HCRTR1
3664_HDAC3_P1P2_ENSG00000171720,HDAC3
3667_HDAC7_P1P2_ENSG00000061273,HDAC7
3677_HEATR1_P1P2_ENSG00000119285,HEATR1
3683_HECTD1_P1P2_ENSG00000092148,HECTD1
3693_HERC1_P1P2_ENSG00000103657,HERC1
3710_HEXIM1_P1P2_ENSG00000186834,HEXIM1
3716_HGS_P1P2_ENSG00000185359,HGS
3717_HHEX_P1P2_ENSG00000152804,HHEX
3731_HINFP_P1P2_ENSG00000172273,HINFP
3736_HIPK1_P1P2_ENSG00000163349,HIPK1
373_AP2A1_P1P2_ENSG00000196961,AP2A1
3740_HIRA_P2_ENSG00000100084,HIRA
3741_HIRA_P1_ENSG00000100084,HIRA
3748_HIST1H2AB_P1P2_ENSG00000278463,HIST1H2AB
3751_HIST1H2AE_P1P2_ENSG00000277075,HIST1H2AE
3754_HIST1H2AI_ENST00000358739.3_ENSG00000196747,HIST1H2AI
3759_HIST1H2BB_P1P2_ENSG00000276410,HIST1H2BB
3760_HIST1H2BC_P1P2_ENSG00000180596,HIST1H2BC
3762_HIST1H2BE_ENST00000356530.3_ENSG00000274290,HIST1H2BE
3766_HIST1H2BJ_P1P2_ENSG00000124635,HIST1H2BJ
3768_HIST1H2BL_P1P2_ENSG00000185130,HIST1H2BL
3769_HIST1H2BM_P1P2_ENSG00000273703,HIST1H2BM
376_AP2M1_P2_ENSG00000161203,AP2M1
3770_HIST1H2BN_P1P2_ENSG00000233822,HIST1H2BN
377_AP2M1_P1_ENSG00000161203,AP2M1
3784_HIST2H2AA3_ENST00000369161.3_ENSG00000203812,HIST2H2AA3
3787_HIST2H2AC_P1P2_ENSG00000184260,HIST2H2AC
3788_HIST2H2BE_P1P2_ENSG00000184678,HIST2H2BE
3789_HIST2H2BF_P1P2_ENSG00000203814,HIST2H2BF
378_AP2S1_P1P2_ENSG00000042753,AP2S1
3790_HIST2H3A_P1P2_ENSG00000203852,HIST2H3A
3792_HIST2H3D_ENST00000331491.1_ENSG00000183598,HIST2H3D
37_ABCG1_P1P2_ENSG00000160179,ABCG1
3802_HJURP_P1P2_ENSG00000123485,HJURP
3809_HLA-C_P1P2_ENSG00000204525,HLA-C
3818_HMBOX1_P1P2_ENSG00000147421,HMBOX1
3825_HMGA1_P1P2_ENSG00000137309,HMGA1
3827_HMGB1_P1_ENSG00000189403,HMGB1
3828_HMGB1_P2_ENSG00000189403,HMGB1
3830_HMGB3_P1P2_ENSG00000029993,HMGB3
3832_HMGCR_P1P2_ENSG00000113161,HMGCR
3833_HMGCS1_P1P2_ENSG00000112972,HMGCS1
3835_HMGN2_P1P2_ENSG00000198830,HMGN2
3847_HMX3_P1P2_ENSG00000188620,HMX3
3857_HNRNPA1_P1P2_ENSG00000135486,HNRNPA1
3861_HNRNPC_P1P2_ENSG00000092199,HNRNPC
3862_HNRNPDL_P1P2_ENSG00000152795,HNRNPDL
3866_HNRNPH1_P1P2_ENSG00000169045,HNRNPH1
3869_HNRNPK_P1P2_ENSG00000165119,HNRNPK
3871_HNRNPL_P2_ENSG00000104824,HNRNPL
3872_HNRNPL_P1_ENSG00000104824,HNRNPL
3873_HNRNPM_P1_ENSG00000099783,HNRNPM
3874_HNRNPM_P2_ENSG00000099783,HNRNPM
3875_HNRNPR_P1P2_ENSG00000125944,HNRNPR
3878_HNRNPU_P1P2_ENSG00000153187,HNRNPU
3891_HOXA3_P2_ENSG00000105997,HOXA3
3910_HOXC10_P1P2_ENSG00000180818,HOXC10
3935_HPS5_P1P2_ENSG00000110756,HPS5
3944_HS6ST1_P1P2_ENSG00000136720,HS6ST1
3946_HSCB_P1P2_ENSG00000100209,HSCB
3948_HSD17B10_P1P2_ENSG00000072506,HSD17B10
3950_HSD17B12_P1P2_ENSG00000149084,HSD17B12
3959_HSF1_P1P2_ENSG00000185122,HSF1
3969_HSP90B1_P1P2_ENSG00000166598,HSP90B1
3971_HSPA14_P1P2_ENSG00000284024,HSPA14
3978_HSPA5_P1P2_ENSG00000044574,HSPA5
3979_HSPA8_P1P2_ENSG00000109971,HSPA8
3980_HSPA9_P1P2_ENSG00000113013,HSPA9
3985_HSPD1_P1P2_ENSG00000144381,HSPD1
3986_HSPE1_P1P2_ENSG00000115541,HSPE1
3988_HSPH1_P1P2_ENSG00000120694,HSPH1
3990_HTATSF1_P1P2_ENSG00000102241,HTATSF1
3993_HUS1_P1P2_ENSG00000136273,HUS1
3994_HUWE1_P1P2_ENSG00000086758,HUWE1
39_ABHD11_P1P2_ENSG00000106077,ABHD11
4000_HYOU1_P1P2_ENSG00000149428,HYOU1
4001_HYPK_P1P2_ENSG00000242028,HYPK
4003_IARS2_P1P2_ENSG00000067704,IARS2
4004_IARS_P1P2_ENSG00000196305,IARS
4042_IFITM2_P1P2_ENSG00000185201,IFITM2
4043_IFITM3_P1P2_ENSG00000142089,IFITM3
4061_IGBP1_P1P2_ENSG00000089289,IGBP1
4088_IK_P1_ENSG00000113141,IK
4089_IK_P2_ENSG00000113141,IK
4099_ILF2_P1P2_ENSG00000143621,ILF2
4100_ILF3_P1P2_ENSG00000129351,ILF3
4107_IMP3_P1P2_ENSG00000177971,IMP3
4108_IMP4_P1P2_ENSG00000136718,IMP4
4110_IMPA2_P1P2_ENSG00000141401,IMPA2
