pathway,NES_H2O2,Padj_H2O2,NES_Rescue,Padj_Rescue
BIOCARTA_ARAP_PATHWAY,-0.7165065436637954,0.9501484228495505,-1.5191524625344965,0.2431216190424352
BIOCARTA_ARENRF2_PATHWAY,1.0051532014205062,0.7335886378921549,-0.9223921489739467,0.7495550644999514
BIOCARTA_ARF_PATHWAY,0.6672120244331647,0.9583966801487814,-0.5269066398581856,0.9924552665559859
BIOCARTA_AT1R_PATHWAY,-1.4581264615584415,0.31512592467919914,-1.1732267141245323,0.5056716773684132
BIOCARTA_ATM_PATHWAY,1.7103781287434396,0.07557617398828062,0.9903578891057218,0.7000240612505064
BIOCARTA_ATRBRCA_PATHWAY,-0.9605007274633707,0.7995204705510253,1.633320777924797,0.12949293451185956
BIOCARTA_BAD_PATHWAY,-0.981274406342449,0.7607448888785936,-0.6219388735287504,0.9565293977025379
BIOCARTA_BARRESTIN_SRC_PATHWAY,-0.8481491709969565,0.8657140757232719,-1.2441683219128599,0.4661128191256006
BIOCARTA_BCELLSURVIVAL_PATHWAY,0.9292564827274701,0.8128780818435992,-0.8676175550505237,0.8043880252902597
BIOCARTA_BCR_PATHWAY,-0.9844620896285418,0.7690195408426872,-0.9509489341250047,0.7417616705574821
BIOCARTA_BIOPEPTIDES_PATHWAY,-0.8695674160896596,0.8766950640162474,-0.984156277409474,0.7087086391679971
BIOCARTA_CALCINEURIN_PATHWAY,1.5061476999384296,0.2672509332993694,-1.127122705679374,0.5710952227134447
BIOCARTA_CARDIACEGF_PATHWAY,-0.7978736570403953,0.9090110212539657,-1.1713976110721753,0.5391587970918946
BIOCARTA_CARM_ER_PATHWAY,0.519569498945206,0.9987616051443384,0.9783631533269682,0.6970317012663383
BIOCARTA_CASPASE_PATHWAY,1.014684955705566,0.7206439263216502,1.390041552671479,0.2899144074962467
BIOCARTA_CCR3_PATHWAY,-1.5492426232015026,0.24485705865016208,-1.1659726514580178,0.5418961271138516
BIOCARTA_CCR5_PATHWAY,0.6369674181997316,0.9715131907331107,1.7434050255523532,0.05444128034761044
BIOCARTA_CDMAC_PATHWAY,0.5749649615017355,0.9882040222501423,-0.6624838766489046,0.9306457101061851
BIOCARTA_CELLCYCLE_PATHWAY,1.441827603700186,0.32874357260951265,-0.9013924887288566,0.769565365140857
BIOCARTA_CERAMIDE_PATHWAY,-0.8319393871455956,0.8879024268769996,-0.7731780315485534,0.865914607538319
BIOCARTA_CHEMICAL_PATHWAY,0.9042760584638827,0.8351468317957501,1.1206589247086176,0.5596753221167106
BIOCARTA_CHREBP_PATHWAY,-0.995841171511836,0.754046997389034,0.967471107818264,0.7185137406602482
BIOCARTA_COMP_PATHWAY,1.316626005772415,0.4595102020644676,1.9393214795271785,0.008391990442209554
