gene
A2M
ABCD2
ABHD15
ABHD6
ABI2
ABLIM3
ACBD7
ADAM22
ADAMTS10
ADAMTS5
ADGRL3
AGPAT4
AHCYP2
AJM1
AKAP1
AKNA
AKR1C3
ANK1
ANKRD13B
ANKRD34A
ANKRD45
ANKRD55
AOC3
AP2A2
APBA2
ARHGAP10
ARHGAP6
ARHGEF25
ARHGEF28
ARL10
ARPIN
ARRDC5
ASTN1
ATP1A2
ATP2B4
ATP8B2
ATP9A
AVPR1A
BAG2
BHLHE22
BICD2
BNIPL
C12orf56
C17orf100
C1orf21
C2CD2
CACNA1E
CACNA2D2
CACNB3
CALM3
CAPZB
CBFA2T3
CCDC158
CCDC88C
CCND2
CCNJL
CDC25B
CDH2
CDK19
CDKL5
CDON
CEP126
CERK
CFAP251
CFAP54
CHAC1
CHD3
CHD7
CHMP7
CHST7
CLEC19A
CLIC3
CLRN1
CLTCL1
CMTM2
CNNM2
COL22A1
COL7A1
CPAMD8
CPS1
CPT1A
CRB1
CRELD1
CSDC2
CXXC4
DACH1
DAGLB
DCDC1
DFFA
DGKZ
DIAPH3
DIRAS2
DLG2
DLG5
DNAAF9
DNAH11
DNAJC16
DNALI1
DNMBP
DOC2A
DPY19L1
DPY19L2
DPY19L2P4
DRD1
DYNC1H1
EFNA3
EHD2
ELAPOR2
ELMOD1
EMID1
EML2
EMX2OS
EPCAM
EPN2
ERC1
ERGIC1
ETNPPL
EVPL
EXOC6B
F5
FAM157A
FAM20B
FAM216A
FAM229B
FAM234B
FAT3
FAUP4
FBXO31
FEM1A
FGF11
FGFR4
FMN2
FOXI3
FRAT2
FRY
GABBR1
GAREM1
GATD1
GCGR
GLIS1
GLRA2
GNB5
GOLGA3
GOLIM4
GPC4
GPR162
GPR27
GRASLND
GRIA4
GRIN2A
GRM1
GUCY1B1
HDAC5
HEPH
HERPUD2
HLA-DPB2
HMGN1
HMX1
HNRNPCP7
HS6ST1
HSPB7
IGSF9B
IL21R
INKA2
INSRR
IQSEC2
ITGA8
ITSN1
JADE1
KCNMA1
KCNN3
KCTD17
KDSR-DT
KIF12
KIFC2
KLF8
KLHL23
KLHL41
LANCL3
LASP1NB
LDLRAD4
LGI2
LGR5
LINC00294
LINC01508
LINC02693
LINC02762
LINC02984
LIX1
LOXL3
LRCH2
LRP1B
LSM11
LTC4S
LZTR1
MAF1
MAP1A
MAPK10
MAPRE2
MARCHF9
MAST3
MDGA1
MEG3
MEG9
MEGF8
MEIS2
MEIS3
MESP1
MEX3A
MEX3D
MFSD4B
MGARP
MIR9-3HG
MLH3
MMEL1
MPP7
MSRA-DT
MSTN
MTCO2P16
MYH10
MYOM1
NAB2
NBL1
NCAPD2
NCKIPSD
NCOR1
NDNF
NDRG3
NEXMIF
NFASC
NIPAL2
NPSR1
NRAP
NRAV
NRK
NRXN2
ODAD3
OSBPL6
OVCH1
P3H2
P3H4
P4HA2
PAFAH2
PAK3
PAPLN
PAPPA2
PATJ
PCDH9
PCDHA6
PCDHB17P
PDCD6IPP2
PDE11A
PDE4DIP
PDPR
PEX6
PHACTR3
PIGCP1
PKDCC
PLA2R1
PLB1
PLCB1
PLPP7
PNMA1
PNMA2
PNMA8C
PPM1L
PPP1R1A
PPP1R3G
PRAM1
PRELP
PRKAA2
PRKG1
PRKG1-AS1
PRXL2B
PTH1R
PTMS
PTPN22
PTPRF
PURG
QRICH2
RASGRP1
RBFOX1
RBFOX2
RBM15
REEP2
RGS9
RIMBP2
RNASEL
RSPH9
SAMD1
SCAPER
SCD5
SCN2B
SCUBE1
SCX
SELPLG
SEMA4D
SEMA4F
SEPTIN6
SH3BGRL2
SHC3
SHF
SHISAL1
SIX6
SLC12A6
SLC15A2
SLC25A53
SLC35F2
SLC38A1
SLC43A1
SLC45A1
SLC46A2
SLC9A7
SLIT1
SLIT2
SLITRK5
SLITRK6
SLN
SMYD4
SNAPC3
SNPH
SORL1
SPOCK2
SPTB
ST6GALNAC5
STAC
STAC2
STXBP4
SV2A
SVIL-AS1
SYNGAP1
SYTL1
TAF8
TBC1D24
TBCK
TBX20
TCP11L1
TDRG1
TENM1
THRB
THSD4
TIMM29
TLL2
TLN2
TMC4
TMEM127
TMEM132C
TMEM150C
TMEM178A
TMIE
TMT1A
TNFSF4
TNIK
TOR1AIP2
TRIM32
TRPC3
TUSC2
TUSC3
UBE2QL1
UBR2
UNC13C
UNC5C
VIPR2
VWA2
VWA3A
VWA7
WDFY2
WEE1
WFS1
WSCD2
YPEL4
ZC3H10
ZC4H2
ZDHHC14
ZDHHC16
ZFHX2
ZFTA
ZIC3
ZNF132
ZNF221
ZNF250
ZNF285
ZNF398
ZNF444
ZNF488
ZNF501
ZNF546
ZNF573
ZNF586
ZNF660
ZNF713
ZNF717
ZNF8-DT
ZNF891
ZSCAN22
