perturbation,spearman_rho,target_gene
9512_UBE2M_P1P2_ENSG00000130725,0.22456721634624943,UBE2M
8654_TAF13_P1P2_ENSG00000197780,0.21335963915442763,TAF13
510_ARL4D_P1P2_ENSG00000175906,0.21261203605755147,ARL4D
11175_non-targeting_non-targeting_non-targeting,0.21200264940811275,non-targeting
11133_non-targeting_non-targeting_non-targeting,0.21116845331499898,non-targeting
1768_COMTD1_P1P2_ENSG00000165644,0.2075690482863784,COMTD1
1146_CACNB3_P2_ENSG00000167535,0.20639709927101352,CACNB3
10708_ZRSR2_P1P2_ENSG00000169249,0.2023427912540353,ZRSR2
1288_CCDC6_P1P2_ENSG00000108091,0.20136848182991426,CCDC6
3857_HNRNPA1_P1P2_ENSG00000135486,0.19412502341841248,HNRNPA1
2108_DDX19B_P2_ENSG00000157349,0.18938164187511258,DDX19B
3548_GSDMA_P1P2_ENSG00000167914,0.18284439373918476,GSDMA
9635_USP14_P1P2_ENSG00000101557,0.1826662497215553,USP14
7781_SEPSECS_P1P2_ENSG00000109618,0.1807397340086392,SEPSECS
6885_PSMG3_P2_ENSG00000157778,0.17513385466034195,PSMG3
5429_NAA35_P1P2_ENSG00000135040,0.17480855114695196,NAA35
5215_MRPL33_P1P2_ENSG00000243147,0.1744851790059239,MRPL33
2501_EFR3A_P1P2_ENSG00000132294,0.16891047020995045,EFR3A
7670_SBNO1_P1P2_ENSG00000139697,0.1672140407259126,SBNO1
3022_FBXO42_P1P2_ENSG00000037637,0.16544597174983322,FBXO42
2686_EPS8L1_P2_ENSG00000131037,0.16432498671815712,EPS8L1
10336_ZNF407_ENST00000299687.5_ENSG00000215421,0.16392164760944908,ZNF407
10788_non-targeting_non-targeting_non-targeting,0.16372601150349628,non-targeting
5224_MRPL41_P1P2_ENSG00000182154,0.16250947893099543,MRPL41
3323_GCOM1_P1P2_ENSG00000137878,0.1619863247131489,GCOM1
4301_KCTD10_P1P2_ENSG00000110906,0.16151244661840422,KCTD10
6000_OTX1_P1P2_ENSG00000115507,0.1610082581009104,OTX1
6879_PSME2_P1P2_ENSG00000100911,0.16071031047040646,PSME2
3605_GYG1_P1P2_ENSG00000163754,0.15896142248835213,GYG1
5428_NAA30_P1P2_ENSG00000139977,0.15859916684693157,NAA30
7656_SARS2_P1P2_ENSG00000104835,0.15830889454035943,SARS2
11238_non-targeting_non-targeting_non-targeting,0.15744627236668718,non-targeting
5242_MRPS11_P1P2_ENSG00000181991,0.154833291734276,MRPS11
8056_SLC35G2_P1P2_ENSG00000168917,0.154462843437041,SLC35G2
4628_LPA_P1P2_ENSG00000198670,0.14920733990893162,LPA
6138_PCNX3_P1P2_ENSG00000197136,0.14635577835361752,PCNX3
8894_THRAP3_P1P2_ENSG00000054118,0.14627846911316503,THRAP3
8341_SPDYE2_ENST00000341656.4_ENSG00000205238,0.1460870970760632,SPDYE2
11085_non-targeting_non-targeting_non-targeting,0.14350598095227904,non-targeting
4330_KDM6A_P1P2_ENSG00000147050,0.14289614072296747,KDM6A
10544_ZNF676_ENST00000397121.2_ENSG00000196109,0.1426850651343833,ZNF676
10785_non-targeting_non-targeting_non-targeting,0.14115328827954418,non-targeting
"891_BRD4_ENST00000263377.2,ENST00000371835.4_ENSG00000141867",0.13959278435105127,BRD4
2373_DRG1_P1P2_ENSG00000185721,0.13911427744235047,DRG1
5771_NPM3_P1P2_ENSG00000107833,0.1390381470915215,NPM3
8429_SRSF11_P1_ENSG00000116754,0.13876387967474937,SRSF11
