perturbation,spearman_rho,target_gene
607_ATF4_P1P2_ENSG00000128272,0.8901098901098902,ATF4
5200_MRPL17_P1P2_ENSG00000158042,0.8846153846153846,MRPL17
9429_TUBGCP6_P1P2_ENSG00000128159,0.8461538461538461,TUBGCP6
4376_KIF14_P1P2_ENSG00000118193,0.8351648351648352,KIF14
1519_CEP97_P1P2_ENSG00000182504,0.8241758241758241,CEP97
8886_THG1L_P1P2_ENSG00000113272,0.8186813186813187,THG1L
3891_HOXA3_P2_ENSG00000105997,0.8076923076923077,HOXA3
2905_PRXL2A_P1_ENSG00000122378,0.8076923076923077,PRXL2A
8491_STARD7_P1P2_ENSG00000084090,0.7802197802197801,STARD7
9853_WDR92_P1P2_ENSG00000243667,0.7802197802197801,WDR92
9898_XPO5_P1P2_ENSG00000124571,0.7747252747252747,XPO5
5828_NSMCE1_P1P2_ENSG00000169189,0.7637362637362637,NSMCE1
2222_DICER1_P1P2_ENSG00000100697,0.7582417582417583,DICER1
6923_PTPN11_P1P2_ENSG00000179295,0.7527472527472527,PTPN11
8578_SUGT1_P1P2_ENSG00000165416,0.7527472527472527,SUGT1
11067_non-targeting_non-targeting_non-targeting,0.7472527472527472,non-targeting
3282_GAPDH_P2_ENSG00000111640,0.7362637362637362,GAPDH
9958_YY1_P1P2_ENSG00000100811,0.7307692307692307,YY1
3832_HMGCR_P1P2_ENSG00000113161,0.7307692307692307,HMGCR
8728_TBCC_P1P2_ENSG00000124659,0.7252747252747254,TBCC
3568_GTF2B_P1P2_ENSG00000137947,0.7252747252747254,GTF2B
5126_MMS19_P1P2_ENSG00000155229,0.7197802197802198,MMS19
6783_PRODH_P1_ENSG00000100033,0.7197802197802198,PRODH
2175_DGCR8_P1P2_ENSG00000128191,0.7142857142857143,DGCR8
7397_RNF8_P1P2_ENSG00000112130,0.7142857142857143,RNF8
645_ATP1A1_P1P2_ENSG00000163399,0.7087912087912087,ATP1A1
3636_HAUS3_P1P2_ENSG00000214367,0.7032967032967032,HAUS3
1843_CPSF4_P1P2_ENSG00000160917,0.6978021978021978,CPSF4
5741_NOMO1_P1P2_ENSG00000103512,0.6978021978021978,NOMO1
1029_C1D_P1P2_ENSG00000197223,0.6923076923076923,C1D
8317_SPAG7_P1P2_ENSG00000091640,0.6868131868131868,SPAG7
11261_non-targeting_non-targeting_non-targeting,0.6813186813186813,non-targeting
5259_MRPS2_P1P2_ENSG00000122140,0.6758241758241759,MRPS2
10764_non-targeting_non-targeting_non-targeting,0.6758241758241759,non-targeting
8389_SPTSSA_P1P2_ENSG00000165389,0.6758241758241759,SPTSSA
5896_NUP43_P1P2_ENSG00000120253,0.6758241758241759,NUP43
2569_EIF4G2_P1_ENSG00000110321,0.6758241758241759,EIF4G2
11322_non-targeting_non-targeting_non-targeting,0.6703296703296703,non-targeting
6900_PTCD1_P2_ENSG00000106246,0.6703296703296703,PTCD1
4374_KIF11_P1P2_ENSG00000138160,0.6648351648351648,KIF11
8069_SLC39A10_P1P2_ENSG00000196950,0.6648351648351648,SLC39A10
1735_COA5_P1P2_ENSG00000183513,0.6648351648351648,COA5
2109_DDX1_P1P2_ENSG00000079785,0.6593406593406593,DDX1
2939_FAM72D_ENST00000400889.1_ENSG00000215784,0.6593406593406593,FAM72D
3027_FBXO5_P1P2_ENSG00000112029,0.6593406593406593,FBXO5
4478_KRT8_P1_ENSG00000170421,0.6538461538461539,KRT8
9431_TULP1_P1P2_ENSG00000112041,0.6538461538461539,TULP1
7566_RRP7A_P1P2_ENSG00000189306,0.6538461538461539,RRP7A
10464_ZNF574_P2_ENSG00000105732,0.6538461538461539,ZNF574
9748_VPS29_P1P2_ENSG00000111237,0.6538461538461539,VPS29
2353_DPM2_P1P2_ENSG00000136908,0.6483516483516483,DPM2
9398_TTI1_P1P2_ENSG00000101407,0.6483516483516483,TTI1
11003_non-targeting_non-targeting_non-targeting,0.6483516483516483,non-targeting
5499_NCKAP1_P1P2_ENSG00000061676,0.6483516483516483,NCKAP1
2_AAAS_P1P2_ENSG00000094914,0.6483516483516483,AAAS
7424_RPAP3_P1P2_ENSG00000005175,0.6428571428571429,RPAP3
10995_non-targeting_non-targeting_non-targeting,0.6428571428571429,non-targeting
6865_PSMD11_P1P2_ENSG00000108671,0.6428571428571429,PSMD11
5985_OSGEP_P1P2_ENSG00000092094,0.6428571428571429,OSGEP
5414_MZT1_P1P2_ENSG00000204899,0.6428571428571429,MZT1
9159_TOE1_P1P2_ENSG00000132773,0.6428571428571429,TOE1
6696_PPP4C_P1P2_ENSG00000149923,0.6373626373626374,PPP4C
2827_FAM102B_P1P2_ENSG00000162636,0.6373626373626374,FAM102B
5251_MRPS21_P1P2_ENSG00000266472,0.6318681318681317,MRPS21
934_BUB1B_P1P2_ENSG00000156970,0.6318681318681317,BUB1B
9923_YBX3_P1P2_ENSG00000060138,0.6318681318681317,YBX3
6549_POLR2H_P1P2_ENSG00000163882,0.6318681318681317,POLR2H
2376_DROSHA_P1P2_ENSG00000113360,0.6318681318681317,DROSHA
10146_ZMYM4_P1P2_ENSG00000146463,0.6318681318681317,ZMYM4
3935_HPS5_P1P2_ENSG00000110756,0.6318681318681317,HPS5
6213_PELO_P2_ENSG00000152684,0.6318681318681317,PELO
4994_METTL16_P1P2_ENSG00000127804,0.6263736263736264,METTL16
5809_NRBP1_P1P2_ENSG00000115216,0.6263736263736264,NRBP1
8806_TEAD3_P1P2_ENSG00000007866,0.6263736263736264,TEAD3
671_ATP6AP2_P1P2_ENSG00000182220,0.6263736263736264,ATP6AP2
1973_CWC25_P1P2_ENSG00000273559,0.6263736263736264,CWC25
9848_WDR83OS_P1P2_ENSG00000105583,0.6263736263736264,WDR83OS
7521_RPS29_P1_ENSG00000213741,0.6208791208791209,RPS29
4944_MED21_P1P2_ENSG00000152944,0.6208791208791209,MED21
5879_NUFIP1_P1P2_ENSG00000083635,0.6208791208791209,NUFIP1
4947_MED24_P1P2_ENSG00000008838,0.6208791208791209,MED24
1874_CRKL_P1P2_ENSG00000099942,0.6208791208791209,CRKL
5949_OR1D2_ENST00000331459.1_ENSG00000184166,0.6153846153846153,OR1D2
2570_EIF4G2_P2_ENSG00000110321,0.6153846153846153,EIF4G2
1424_CDK12_P1P2_ENSG00000167258,0.6153846153846153,CDK12
6608_PPARGC1B_P1P2_ENSG00000155846,0.6153846153846153,PPARGC1B
2125_DDX49_P1P2_ENSG00000105671,0.6153846153846153,DDX49
7583_RTCB_P1P2_ENSG00000100220,0.6153846153846153,RTCB
1740_COG1_P1P2_ENSG00000166685,0.6098901098901099,COG1
5651_NFRKB_P1P2_ENSG00000170322,0.6098901098901099,NFRKB
3825_HMGA1_P1P2_ENSG00000137309,0.6098901098901099,HMGA1
2993_FBXL14_P1P2_ENSG00000171823,0.6098901098901099,FBXL14
2305_DNAJC9_P1P2_ENSG00000213551,0.6098901098901099,DNAJC9
2579_EIF5_P2_ENSG00000100664,0.6043956043956044,EIF5
10272_ZNF292_P1P2_ENSG00000188994,0.6043956043956044,ZNF292
2008_CYP4F11_P1P2_ENSG00000171903,0.6043956043956044,CYP4F11
8670_TAF8_P1P2_ENSG00000137413,0.6043956043956044,TAF8
4292_KCNA10_ENST00000369771.2_ENSG00000143105,0.6043956043956044,KCNA10
112_ACTR2_P1P2_ENSG00000138071,0.6043956043956044,ACTR2
8816_TELO2_P1P2_ENSG00000100726,0.5989010989010989,TELO2
