perturbation,spearman_rho,target_gene
2684_EPS8L1_P2_ENSG00000131037,0.25702306079664566,EPS8L1
1701_CMTR1_P1P2_ENSG00000137200,0.25481227368019815,CMTR1
713_AURKAIP1_P1P2_ENSG00000175756,0.2545073375262054,AURKAIP1
1560_CHD4_P1P2_ENSG00000111642,0.2522965504097579,CHD4
5944_OPA1_P1P2_ENSG00000198836,0.251915380217267,OPA1
5546_NDUFAF3_P1P2_ENSG00000178057,0.25046693348580135,NDUFAF3
10953_non-targeting_non-targeting_non-targeting,0.24985706117781584,non-targeting
1843_CPSF4_P1P2_ENSG00000160917,0.24749380598437198,CPSF4
11107_non-targeting_non-targeting_non-targeting,0.24703640175338284,non-targeting
5484_NBPF3_P1P2_ENSG00000142794,0.24627406136840094,NBPF3
2225_UTP25_P1P2_ENSG00000117597,0.24619782732990275,UTP25
3346_GFM1_P1P2_ENSG00000168827,0.2452830188679245,GFM1
6525_POLG2_P1P2_ENSG00000256525,0.24520678482942632,POLG2
7947_SKP1_P1P2_ENSG00000113558,0.24497808271393173,SKP1
1161_CALR_P1P2_ENSG00000179218,0.244291976367448,CALR
6195_PDRG1_P1P2_ENSG00000088356,0.24413950829045164,PDRG1
11026_non-targeting_non-targeting_non-targeting,0.24170001905850957,non-targeting
6828_PRSS50_P2_nan,0.23628740232513817,PRSS50
4901_MCM4_P1P2_ENSG00000104738,0.23560129597865445,MCM4
5559_NDUFB7_P1P2_ENSG00000099795,0.23544882790165805,NDUFB7
7891_SHC1_P2_ENSG00000160691,0.2351438917476653,SHC1
7464_RPL36AL_P1P2_ENSG00000165502,0.234610253478178,RPL36AL
7160_RBM15_P1P2_ENSG00000162775,0.2344577854011816,RBM15
1424_CDK12_P1P2_ENSG00000167258,0.234229083285687,CDK12
11265_non-targeting_non-targeting_non-targeting,0.23400038117019248,non-targeting
4991_METTL14_P1P2_ENSG00000145388,0.23384791309319608,METTL14
5243_MRPS12_P1P2_ENSG00000128626,0.2329331046312178,MRPS12
5508_NCOA4_P1P2_ENSG00000266412,0.2323232323232323,NCOA4
5422_NAA10_P1P2_ENSG00000102030,0.23095101963026488,NAA10
6263_PGPEP1_P1P2_ENSG00000130517,0.2294263388603011,PGPEP1
5315_MTG2_P1P2_ENSG00000101181,0.228587764436821,MTG2
9436_TUT1_P2_ENSG00000149016,0.22820659424433007,TUT1
7076_RAD9A_P1P2_ENSG00000172613,0.22721555174385358,RAD9A
8491_STARD7_P1P2_ENSG00000084090,0.2270630836668572,STARD7
10821_non-targeting_non-targeting_non-targeting,0.22576710501238803,non-targeting
884_BRCA1_P1P2_ENSG00000012048,0.22546216885839523,BRCA1
5936_OLFML3_P1P2_ENSG00000116774,0.22530970078139886,OLFML3
4997_METTL1_P1P2_ENSG00000037897,0.22386125404993326,METTL1
1894_CSH2_P1_ENSG00000213218,0.22233657327996945,CSH2
11143_non-targeting_non-targeting_non-targeting,0.22226033924147126,non-targeting
5219_MRPL37_P1P2_ENSG00000116221,0.22203163712597673,MRPL37
4716_LUC7L3_P1P2_ENSG00000108848,0.22149799885648938,LUC7L3
6621_PPIA_P1P2_ENSG00000196262,0.22111682866399845,PPIA
4661_LRRC37A3_P1P2_ENSG00000176809,0.22104059462550027,LRRC37A3
4506_LAMTOR2_P1P2_ENSG00000116586,0.2206594244330093,LAMTOR2
2491_EEFSEC_P1P2_ENSG00000132394,0.2192872117400419,EEFSEC
2104_DDX17_P1P2_ENSG00000100201,0.21829616923956544,DDX17
1587_CHMP5_P1P2_ENSG00000086065,0.21821993520106722,CHMP5
5519_NDC80_P1P2_ENSG00000080986,0.21821993520106722,NDC80
5732_NOL10_P1P2_ENSG00000115761,0.21814370116256904,NOL10
9606_UQCC2_P1P2_ENSG00000137288,0.21738136077758716,UQCC2
4115_IMPDH2_P1P2_ENSG00000178035,0.21593291404612155,IMPDH2
1791_COQ2_P1P2_ENSG00000173085,0.21578044596912518,COQ2
8146_SMARCB1_P1_ENSG00000099956,0.21471316943015054,SMARCB1
1794_COQ5_P1P2_ENSG00000110871,0.2140270630836668,COQ5
4153_INTS8_P1P2_ENSG00000164941,0.2136458928911759,INTS8
10952_non-targeting_non-targeting_non-targeting,0.2133409567371831,non-targeting
2008_CYP4F11_P1P2_ENSG00000171903,0.21303602058319038,CYP4F11
8221_SNRNP48_P1P2_ENSG00000168566,0.21250238231370303,SNRNP48
268_ALG1_P1P2_ENSG00000033011,0.21234991423670666,ALG1
5079_MIOS_P1P2_ENSG00000164654,0.21196874404421573,MIOS
6675_PPP1R7_P1P2_ENSG00000115685,0.21174004192872115,PPP1R7
5114_MLLT6_P1P2_ENSG00000275023,0.21105393558223742,MLLT6
4505_LAMTOR1_P1P2_ENSG00000149357,0.2105965313512483,LAMTOR1
9423_TUBE1_P1P2_ENSG00000074935,0.20686106346483701,TUBE1
2076_DCTN4_P1P2_ENSG00000132912,0.20663236134934243,DCTN4
128_ADAM10_P1P2_ENSG00000137845,0.20625119115685148,ADAM10
