perturbation,spearman_rho,target_gene
6582_POTEI_ENST00000451531.2_ENSG00000196834,0.36740994854202397,POTEI
1822_COX7B_P1P2_ENSG00000131174,0.36733371450352575,COX7B
4215_IST1_P1P2_ENSG00000182149,0.3613112254621688,IST1
7727_SDHC_P1P2_ENSG00000143252,0.34949494949494947,SDHC
9370_TSSK3_P1P2_ENSG00000162526,0.34751286449399654,TSSK3
4930_MED10_P1P2_ENSG00000133398,0.3414903754526395,MED10
10055_ZDHHC7_P1P2_ENSG00000153786,0.3385172479512102,ZDHHC7
3421_GMIP_P1P2_ENSG00000089639,0.32464265294453964,GMIP
3658_HCFC1_P1P2_ENSG00000172534,0.3119115685153421,HCFC1
7427_RPF2_P1P2_ENSG00000197498,0.3103106537068801,RPF2
9709_VBP1_P1P2_ENSG00000155959,0.3093958452449018,VBP1
952_NKAPD1_P1P2_ENSG00000150776,0.30642271774347246,NKAPD1
9942_YPEL1_P1P2_ENSG00000100027,0.2997141223556317,YPEL1
4737_LZTR1_P1P2_ENSG00000099949,0.29674099485420236,LZTR1
1672_CLPB_P1P2_ENSG00000162129,0.2935391652372784,CLPB
9678_USPL1_P1P2_ENSG00000132952,0.29010863350485994,USPL1
6829_PRSS50_P1_nan,0.286525633695445,PRSS50
5144_MOG_P1P2_ENSG00000204655,0.28530588907947396,MOG
11178_non-targeting_non-targeting_non-targeting,0.284924718886983,non-targeting
1906_CSNK2B_P1P2_ENSG00000204435,0.2836287402325138,CSNK2B
10397_ZNF492_P1P2_ENSG00000229676,0.2810367829235753,ZNF492
1340_CCP110_P1P2_ENSG00000103540,0.28096054888507715,CCP110
1391_CDC23_P1P2_ENSG00000094880,0.27882599580712786,CDC23
9012_TMEM161B_P1P2_ENSG00000164180,0.2779874213836478,TMEM161B
1036_C1orf109_P2_ENSG00000116922,0.27638650657518576,C1orf109
6521_POLE2_P1P2_ENSG00000100479,0.2734896131122546,POLE2
2209_DHX33_P1P2_ENSG00000005100,0.27303220888126545,DHX33
2975_FASN_P1P2_ENSG00000169710,0.2721936344577853,FASN
10094_ZFP69B_P1P2_ENSG00000187801,0.26792452830188673,ZFP69B
6228_PEX19_P1P2_ENSG00000162735,0.2638078902229845,PEX19
6900_PTCD1_P2_ENSG00000106246,0.26007242233657324,PTCD1
7010_RAB18_P1P2_ENSG00000099246,0.257556699066133,RAB18
83_ACIN1_P2_ENSG00000100813,0.25717552887364203,ACIN1
