perturbation,spearman_rho,target_gene
6877_PSMD9_P1P2_ENSG00000110801,0.12223325053365919,PSMD9
4701_LST1_P2_ENSG00000204482,0.12053671516769442,LST1
376_AP2M1_P2_ENSG00000161203,0.12009733685260332,AP2M1
3551_GSK3B_P1P2_ENSG00000082701,0.12008248409153652,GSK3B
2915_FAM229A_P1P2_ENSG00000225828,0.1179872630979806,FAM229A
2312_DNM1_P1P2_ENSG00000106976,0.11642338770990354,DNM1
9623_UROD_P1P2_ENSG00000126088,0.11633565807661897,UROD
5290_MSRB1_P1P2_ENSG00000198736,0.11616835446586785,MSRB1
3809_HLA-C_P1P2_ENSG00000204525,0.115772958000818,HLA-C
5482_NBPF15_P1P2_ENSG00000266338,0.11570724287391056,NBPF15
7976_SLC1A5_P1_ENSG00000105281,0.11526528458374057,SLC1A5
3754_HIST1H2AI_ENST00000358739.3_ENSG00000196747,0.11492183872046509,HIST1H2AI
3518_GPS2_P1P2_ENSG00000132522,0.11425211951164761,GPS2
2271_DNAAF3_P2_ENSG00000167646,0.1136512350560795,DNAAF3
11010_non-targeting_non-targeting_non-targeting,0.11316369837069419,non-targeting
10380_ZNF468_P1P2_ENSG00000204604,0.11312492887382514,ZNF468
11164_non-targeting_non-targeting_non-targeting,0.11228181328054834,non-targeting
5763_NPB_P1P2_ENSG00000183979,0.11185956551088615,NPB
3944_HS6ST1_P1P2_ENSG00000136720,0.11159297914892786,HS6ST1
4535_LCN10_P1P2_ENSG00000187922,0.11143055949912498,LCN10
1825_CPAMD8_ENST00000443236.1_ENSG00000160111,0.11008305615777776,CPAMD8
9828_WDR54_P1P2_ENSG00000005448,0.10970607061847695,WDR54
