perturbation,spearman_rho,target_gene
9512_UBE2M_P1P2_ENSG00000130725,0.23518898055437668,UBE2M
11133_non-targeting_non-targeting_non-targeting,0.22262762863346125,non-targeting
1768_COMTD1_P1P2_ENSG00000165644,0.22082632392067475,COMTD1
1146_CACNB3_P2_ENSG00000167535,0.2205480743944635,CACNB3
8654_TAF13_P1P2_ENSG00000197780,0.2192871967295628,TAF13
510_ARL4D_P1P2_ENSG00000175906,0.21586170949288463,ARL4D
11175_non-targeting_non-targeting_non-targeting,0.21580669156799687,non-targeting
10708_ZRSR2_P1P2_ENSG00000169249,0.20975888586999,ZRSR2
3857_HNRNPA1_P1P2_ENSG00000135486,0.20591994234270994,HNRNPA1
1288_CCDC6_P1P2_ENSG00000108091,0.2031440184186115,CCDC6
2108_DDX19B_P2_ENSG00000157349,0.19902206891817378,DDX19B
3548_GSDMA_P1P2_ENSG00000167914,0.1910573295091942,GSDMA
9635_USP14_P1P2_ENSG00000101557,0.18612903037042902,USP14
5429_NAA35_P1P2_ENSG00000135040,0.17896103687399245,NAA35
7781_SEPSECS_P1P2_ENSG00000109618,0.17848962634292545,SEPSECS
3323_GCOM1_P1P2_ENSG00000137878,0.1778773407880697,GCOM1
10336_ZNF407_ENST00000299687.5_ENSG00000215421,0.17750301732190374,ZNF407
6000_OTX1_P1P2_ENSG00000115507,0.17586388247121787,OTX1
6885_PSMG3_P2_ENSG00000157778,0.17540597095667726,PSMG3
7670_SBNO1_P1P2_ENSG00000139697,0.17524678981316838,SBNO1
2501_EFR3A_P1P2_ENSG00000132294,0.1746432730293999,EFR3A
2686_EPS8L1_P2_ENSG00000131037,0.1720110923207487,EPS8L1
6879_PSME2_P1P2_ENSG00000100911,0.17192344303875298,PSME2
8056_SLC35G2_P1P2_ENSG00000168917,0.17043511183632998,SLC35G2
3022_FBXO42_P1P2_ENSG00000037637,0.16832585556873295,FBXO42
10788_non-targeting_non-targeting_non-targeting,0.16669341258299433,non-targeting
7656_SARS2_P1P2_ENSG00000104835,0.16606111606368118,SARS2
4301_KCTD10_P1P2_ENSG00000110906,0.16602892139836045,KCTD10
5215_MRPL33_P1P2_ENSG00000243147,0.16539641002668798,MRPL33
4628_LPA_P1P2_ENSG00000198670,0.16418179374295774,LPA
5242_MRPS11_P1P2_ENSG00000181991,0.1634713031922257,MRPS11
5428_NAA30_P1P2_ENSG00000139977,0.1617137934253955,NAA30
5224_MRPL41_P1P2_ENSG00000182154,0.16127538631283916,MRPL41
11238_non-targeting_non-targeting_non-targeting,0.1597309437092932,non-targeting
8341_SPDYE2_ENST00000341656.4_ENSG00000205238,0.159183541820182,SPDYE2
3605_GYG1_P1P2_ENSG00000163754,0.1591231543330786,GYG1
10785_non-targeting_non-targeting_non-targeting,0.15864799174617583,non-targeting
3053_FDXR_P1P2_ENSG00000161513,0.1536843834562635,FDXR
8894_THRAP3_P1P2_ENSG00000054118,0.15263066888168386,THRAP3
5771_NPM3_P1P2_ENSG00000107833,0.15210667716590173,NPM3
10544_ZNF676_ENST00000397121.2_ENSG00000196109,0.1520742257258101,ZNF676
4330_KDM6A_P1P2_ENSG00000147050,0.15153913330479696,KDM6A
6251_PGAM5_P1P2_ENSG00000247077,0.14861806176446363,PGAM5
3378_GJA3_P1P2_ENSG00000121743,0.14858284693874252,GJA3
11067_non-targeting_non-targeting_non-targeting,0.14613048193392975,non-targeting
1440_CDK6_P1_ENSG00000105810,0.14612943212687327,CDK6
8429_SRSF11_P1_ENSG00000116754,0.145819101475206,SRSF11
6138_PCNX3_P1P2_ENSG00000197136,0.1451843210530071,PCNX3
3050_FDPS_P1P2_ENSG00000160752,0.14471535599594854,FDPS
378_AP2S1_P1P2_ENSG00000042753,0.14467367813177662,AP2S1
2373_DRG1_P1P2_ENSG00000185721,0.14348260302891166,DRG1
9439_TWF1_P1P2_ENSG00000151239,0.1425807733514601,TWF1
1289_CCDC6_P1P2_ENSG00000108091,0.14235059485718562,CCDC6
"891_BRD4_ENST00000263377.2,ENST00000371835.4_ENSG00000141867",0.1422722471102576,BRD4
11085_non-targeting_non-targeting_non-targeting,0.14055001679953305,non-targeting
304_ANAPC15_P1P2_ENSG00000110200,0.14020856399757442,ANAPC15
1262_CCDC144NL_P2_ENSG00000205212,0.14016331574135024,CCDC144NL
3021_FBXO42_P1P2_ENSG00000037637,0.13886528433919318,FBXO42
11166_non-targeting_non-targeting_non-targeting,0.13778728795447714,non-targeting
9655_USP39_P2_ENSG00000168883,0.13745140733972339,USP39
3871_HNRNPL_P2_ENSG00000104824,0.13725676856985972,HNRNPL
9147_TNNT2_P1P2_ENSG00000118194,0.13686460711756954,TNNT2
9974_ZBTB17_P1P2_ENSG00000116809,0.13554006153685985,ZBTB17
4896_MCL1_P1P2_ENSG00000143384,0.13469154319279164,MCL1
4508_LAMTOR4_P1P2_ENSG00000188186,0.13260861943996372,LAMTOR4
916_BTAF1_P1P2_ENSG00000095564,0.13251707230494442,BTAF1
3589_GTF3C6_P1P2_ENSG00000155115,0.13155511447744195,GTF3C6
6905_PTEN_P1P2_ENSG00000171862,0.1313624338335521,PTEN
11240_non-targeting_non-targeting_non-targeting,0.1295688114026863,non-targeting
1332_CCNK_P2_ENSG00000090061,0.12868818747842195,CCNK
11044_non-targeting_non-targeting_non-targeting,0.12817725983414618,non-targeting
8925_TIMM8A_P1P2_ENSG00000126953,0.12723126314933556,TIMM8A
11153_non-targeting_non-targeting_non-targeting,0.12653174578983264,non-targeting
1787_COPZ1_P2_ENSG00000111481,0.1255505412663695,COPZ1
1960_CUL1_P1P2_ENSG00000055130,0.12431289385778152,CUL1
1290_CCDC6_P1P2_ENSG00000108091,0.12333520208305473,CCDC6
6081_PARS2_P1P2_ENSG00000162396,0.1233349715097911,PARS2
9550_UBTF_P1P2_ENSG00000108312,0.12324558070094793,UBTF
