perturbation,spearman_rho,target_gene
1332_CCNK_P2_ENSG00000090061,0.31784703931323777,CCNK
10947_non-targeting_non-targeting_non-targeting,0.3062823139205932,non-targeting
8894_THRAP3_P1P2_ENSG00000054118,0.28828406984684424,THRAP3
8418_SRP9_P1P2_ENSG00000143742,0.2874743927421715,SRP9
6000_OTX1_P1P2_ENSG00000115507,0.28735245341917864,OTX1
8422_SRPRB_P1P2_ENSG00000144867,0.2833187006145742,SRPRB
11133_non-targeting_non-targeting_non-targeting,0.2822846551555946,non-targeting
376_AP2M1_P2_ENSG00000161203,0.26682762657301734,AP2M1
10876_non-targeting_non-targeting_non-targeting,0.2648522095405327,non-targeting
3548_GSDMA_P1P2_ENSG00000167914,0.25639937567066634,GSDMA
2108_DDX19B_P2_ENSG00000157349,0.25528241147205155,DDX19B
9147_TNNT2_P1P2_ENSG00000118194,0.2542922641693493,TNNT2
4896_MCL1_P1P2_ENSG00000143384,0.2514974148863526,MCL1
"10585_ZNF718_ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1_ENSG00000250312",0.2492147107599259,ZNF718
11209_non-targeting_non-targeting_non-targeting,0.247312457321237,non-targeting
10859_non-targeting_non-targeting_non-targeting,0.24369329821480837,non-targeting
9439_TWF1_P1P2_ENSG00000151239,0.24089844893181156,TWF1
7486_RPN2_P1P2_ENSG00000118705,0.2383621110135597,RPN2
6251_PGAM5_P1P2_ENSG00000247077,0.23605989659545412,PGAM5
11010_non-targeting_non-targeting_non-targeting,0.2341332552921666,non-targeting
9881_WTAP_P1P2_ENSG00000146457,0.23306994439566872,WTAP
377_AP2M1_P1_ENSG00000161203,0.2324748804994635,AP2M1
916_BTAF1_P1P2_ENSG00000095564,0.22371963710857481,BTAF1
378_AP2S1_P1P2_ENSG00000042753,0.22319285923324556,AP2S1
5004_METTL3_P1P2_ENSG00000165819,0.21584235684323486,METTL3
2686_EPS8L1_P2_ENSG00000131037,0.21400351185250224,EPS8L1
