perturbation,spearman_rho,target_gene
510_ARL4D_P1P2_ENSG00000175906,0.2300140552396838,ARL4D
11133_non-targeting_non-targeting_non-targeting,0.21758631052673355,non-targeting
10708_ZRSR2_P1P2_ENSG00000169249,0.210759363025643,ZRSR2
5215_MRPL33_P1P2_ENSG00000243147,0.2061955043588957,MRPL33
11175_non-targeting_non-targeting_non-targeting,0.2056309078390805,non-targeting
5224_MRPL41_P1P2_ENSG00000182154,0.19915652799816735,MRPL41
9512_UBE2M_P1P2_ENSG00000130725,0.19714414347644807,UBE2M
1768_COMTD1_P1P2_ENSG00000165644,0.19539351056063425,COMTD1
1146_CACNB3_P2_ENSG00000167535,0.1917375182512108,CACNB3
2108_DDX19B_P2_ENSG00000157349,0.1911463018635572,DDX19B
6885_PSMG3_P2_ENSG00000157778,0.1882883641437749,PSMG3
6081_PARS2_P1P2_ENSG00000162396,0.18758698886170416,PARS2
6879_PSME2_P1P2_ENSG00000100911,0.18654004320030113,PSME2
3378_GJA3_P1P2_ENSG00000121743,0.18294738617894565,GJA3
7670_SBNO1_P1P2_ENSG00000139697,0.1804426706668052,SBNO1
9974_ZBTB17_P1P2_ENSG00000116809,0.17941378582289394,ZBTB17
8654_TAF13_P1P2_ENSG00000197780,0.178876311512032,TAF13
7781_SEPSECS_P1P2_ENSG00000109618,0.17733860868850387,SEPSECS
11240_non-targeting_non-targeting_non-targeting,0.17706093855784732,non-targeting
1288_CCDC6_P1P2_ENSG00000108091,0.17067008811781473,CCDC6
111_ACTR1B_P1P2_ENSG00000115073,0.16945345102624557,ACTR1B
3605_GYG1_P1P2_ENSG00000163754,0.16811426375889363,GYG1
9635_USP14_P1P2_ENSG00000101557,0.16788193971661408,USP14
7656_SARS2_P1P2_ENSG00000104835,0.16675961100287504,SARS2
4301_KCTD10_P1P2_ENSG00000110906,0.16407030528487196,KCTD10
10788_non-targeting_non-targeting_non-targeting,0.16347192677629493,non-targeting
2686_EPS8L1_P2_ENSG00000131037,0.16259629928802116,EPS8L1
3857_HNRNPA1_P1P2_ENSG00000135486,0.16253877371030662,HNRNPA1
9147_TNNT2_P1P2_ENSG00000118194,0.16062668535218394,TNNT2
3878_HNRNPU_P1P2_ENSG00000153187,0.15909594128003682,HNRNPU
3548_GSDMA_P1P2_ENSG00000167914,0.15713755211128802,GSDMA
2684_EPS8L1_P2_ENSG00000131037,0.15707653182721534,EPS8L1
5242_MRPS11_P1P2_ENSG00000181991,0.15608637956524765,MRPS11
4360_KIAA1143_P1P2_ENSG00000163807,0.1528943880121923,KIAA1143
6877_PSMD9_P1P2_ENSG00000110801,0.1523826064941295,PSMD9
1332_CCNK_P2_ENSG00000090061,0.15232734175223434,CCNK
2104_DDX17_P1P2_ENSG00000100201,0.14874376537373624,DDX17
10544_ZNF676_ENST00000397121.2_ENSG00000196109,0.1483816442082869,ZNF676
2915_FAM229A_P1P2_ENSG00000225828,0.14734817484705814,FAM229A
9655_USP39_P2_ENSG00000168883,0.14683699701858083,USP39
9840_WDR74_P2_ENSG00000133316,0.1453165728979095,WDR74
6000_OTX1_P1P2_ENSG00000115507,0.1449915233035159,OTX1
4628_LPA_P1P2_ENSG00000198670,0.14492892678776997,LPA
4330_KDM6A_P1P2_ENSG00000147050,0.14374978178993825,KDM6A
6845_PSMA5_P1P2_ENSG00000143106,0.14324608044374623,PSMA5
7623_S100A1_P2_ENSG00000160678,0.14311608418894892,S100A1
4508_LAMTOR4_P1P2_ENSG00000188186,0.1417276692971706,LAMTOR4
10336_ZNF407_ENST00000299687.5_ENSG00000215421,0.14011553152588818,ZNF407
2312_DNM1_P1P2_ENSG00000106976,0.1398328524493032,DNM1
11085_non-targeting_non-targeting_non-targeting,0.13965499902883324,non-targeting
10023_ZC3H18_P1P2_ENSG00000158545,0.13961584349415898,ZC3H18
378_AP2S1_P1P2_ENSG00000042753,0.13921176330949084,AP2S1
304_ANAPC15_P1P2_ENSG00000110200,0.13915628018457216,ANAPC15
"891_BRD4_ENST00000263377.2,ENST00000371835.4_ENSG00000141867",0.13840900175352425,BRD4
11165_non-targeting_non-targeting_non-targeting,0.13824035110195515,non-targeting
6865_PSMD11_P1P2_ENSG00000108671,0.13654611635397682,PSMD11
5218_MRPL36_P1P2_ENSG00000171421,0.1363104798683706,MRPL36
8429_SRSF11_P1_ENSG00000116754,0.13505396711959503,SRSF11
6511_POGZ_P1P2_ENSG00000143442,0.13309279913215286,POGZ
4976_MEPCE_P1P2_ENSG00000146834,0.1316867156700765,MEPCE
2207_DHX30_P1_ENSG00000132153,0.13070099245602887,DHX30
6251_PGAM5_P1P2_ENSG00000247077,0.1306274009867344,PGAM5
7210_RCOR1_P1P2_ENSG00000089902,0.12988238639953653,RCOR1
5429_NAA35_P1P2_ENSG00000135040,0.12934377324827911,NAA35
2501_EFR3A_P1P2_ENSG00000132294,0.1283868874222483,EFR3A
8719_TBC1D3_ENST00000537432.1_ENSG00000274611,0.12803590800224213,TBC1D3
6868_PSMD14_P1P2_ENSG00000115233,0.12772760050471335,PSMD14
8894_THRAP3_P1P2_ENSG00000054118,0.12758366623920187,THRAP3
1920_CT45A5_P1P2_ENSG00000228836,0.12752250455406514,CT45A5
3053_FDXR_P1P2_ENSG00000161513,0.12702838198060237,FDXR
5226_MRPL43_P1P2_ENSG00000055950,0.12666209830237113,MRPL43
5482_NBPF15_P1P2_ENSG00000266338,0.12527643455540446,NBPF15
11067_non-targeting_non-targeting_non-targeting,0.12515860758931252,non-targeting
5217_MRPL35_P1P2_ENSG00000132313,0.12493324834114723,MRPL35
3323_GCOM1_P1P2_ENSG00000137878,0.12477554992909178,GCOM1
430_AQP7_P1P2_ENSG00000165269,0.12373548423533924,AQP7
4896_MCL1_P1P2_ENSG00000143384,0.12299358957750789,MCL1
8422_SRPRB_P1P2_ENSG00000144867,0.12283488648322295,SRPRB
2271_DNAAF3_P2_ENSG00000167646,0.12248778260987685,DNAAF3
4701_LST1_P2_ENSG00000204482,0.12220817894380513,LST1
8925_TIMM8A_P1P2_ENSG00000126953,0.12204483626308078,TIMM8A
6648_PPP1CA_P1_ENSG00000172531,0.12189358646708393,PPP1CA
