perturbation,spearman_rho,target_gene
10771_non-targeting_non-targeting_non-targeting,0.1217369294352316,non-targeting
376_AP2M1_P2_ENSG00000161203,0.1216249187971604,AP2M1
3021_FBXO42_P1P2_ENSG00000037637,0.12113752819624134,FBXO42
11238_non-targeting_non-targeting_non-targeting,0.120549795108054,non-targeting
6875_PSMD7_P1P2_ENSG00000103035,0.12051055053567317,PSMD7
3551_GSK3B_P1P2_ENSG00000082701,0.12012060388370999,GSK3B
8056_SLC35G2_P1P2_ENSG00000168917,0.11994802474414176,SLC35G2
11178_non-targeting_non-targeting_non-targeting,0.1196668027575926,non-targeting
9673_USP5_P2_ENSG00000111667,0.11834950192108418,USP5
9218_TPT1_P1P2_ENSG00000133112,0.1180701713841934,TPT1
3871_HNRNPL_P2_ENSG00000104824,0.11783324625826651,HNRNPL
5428_NAA30_P1P2_ENSG00000139977,0.11607532789227358,NAA30
11166_non-targeting_non-targeting_non-targeting,0.11590705625256353,non-targeting
1262_CCDC144NL_P2_ENSG00000205212,0.11579585176670044,CCDC144NL
10785_non-targeting_non-targeting_non-targeting,0.11552788256148859,non-targeting
6138_PCNX3_P1P2_ENSG00000197136,0.11478372947426235,PCNX3
1198_CASC3_P1P2_ENSG00000108349,0.11470019766695724,CASC3
2428_DYNLRB1_P2_ENSG00000125971,0.11449893093929742,DYNLRB1
