perturbation,spearman_rho,target_gene
8341_SPDYE2_ENST00000341656.4_ENSG00000205238,0.2532467532467532,SPDYE2
5448_NAE1_P1P2_ENSG00000159593,0.2532467532467532,NAE1
1432_CDK2_P1P2_ENSG00000123374,0.25294472968891574,CDK2
9480_UBA3_P1P2_ENSG00000144744,0.25143461189972816,UBA3
6770_PRKRIP1_P2_ENSG00000128563,0.24992449411054063,PRKRIP1
2274_DNAJA1_P1_ENSG00000086061,0.2488674116581093,DNAJA1
7719_SDE2_P1P2_ENSG00000143751,0.24841437632135305,SDE2
9063_TMEM258_P1P2_ENSG00000134825,0.24781032920567805,TMEM258
9677_USP9X_P1P2_ENSG00000124486,0.247206282090003,USP9X
1516_CEP85_P1P2_ENSG00000130695,0.24660223497432798,CEP85
2104_DDX17_P1P2_ENSG00000100201,0.2431289640591966,DDX17
9439_TWF1_P1P2_ENSG00000151239,0.24237390516460286,TWF1
2345_DPH1_P2_ENSG00000108963,0.24086378737541528,DPH1
5220_MRPL38_P1P2_ENSG00000204316,0.24025974025974026,MRPL38
3616_H2AFZ_P1P2_ENSG00000164032,0.23965569314406523,H2AFZ
10104_ZFR_P1P2_ENSG00000056097,0.2393536695862277,ZFR
6112_PCBP2_P2_ENSG00000197111,0.2390516460283902,PCBP2
106_ACTL6A_P1P2_ENSG00000136518,0.2384475989127152,ACTL6A
5146_MON1A_P1P2_ENSG00000164077,0.2376925400181214,MON1A
8147_SMARCB1_P2_ENSG00000099956,0.23754152823920263,SMARCB1
1962_CUL3_P1P2_ENSG00000036257,0.2355783751132588,CUL3
11234_non-targeting_non-targeting_non-targeting,0.23527635155542131,non-targeting
3177_FOXO1_P1P2_ENSG00000150907,0.23512533977650257,FOXO1
4896_MCL1_P1P2_ENSG00000143384,0.22999093929326486,MCL1
5955_OR4K1_ENST00000285600.4_ENSG00000155249,0.2298399275143461,OR4K1
2915_FAM229A_P1P2_ENSG00000225828,0.2295379039565086,FAM229A
5482_NBPF15_P1P2_ENSG00000266338,0.22908486861975236,NBPF15
9848_WDR83OS_P1P2_ENSG00000105583,0.22863183328299608,WDR83OS
6905_PTEN_P1P2_ENSG00000171862,0.2281787979462398,PTEN
9755_VPS37C_P1P2_ENSG00000167987,0.22802778616732103,VPS37C
1787_COPZ1_P2_ENSG00000111481,0.22772576260948355,COPZ1
3790_HIST2H3A_P1P2_ENSG00000203852,0.22727272727272727,HIST2H3A
9945_YRDC_P1P2_ENSG00000196449,0.2257626094835397,YRDC
4394_KIF4A_P1P2_ENSG00000090889,0.22561159770462097,KIF4A
1146_CACNB3_P2_ENSG00000167535,0.22515856236786472,CACNB3
8818_TERF1_P1P2_ENSG00000147601,0.22515856236786472,TERF1
