perturbation,spearman_rho,target_gene
1332_CCNK_P2_ENSG00000090061,0.49622470552703113,CCNK
3038_FBXW7_ENST00000281708.4_ENSG00000109670,0.4435215946843854,FBXW7
916_BTAF1_P1P2_ENSG00000095564,0.44306855934762907,BTAF1
8208_SNAPC4_P1P2_ENSG00000165684,0.40365448504983387,SNAPC4
2031_DAXX_P1_ENSG00000204209,0.39051646028390213,DAXX
9512_UBE2M_P1P2_ENSG00000130725,0.3865901540320145,UBE2M
10859_non-targeting_non-targeting_non-targeting,0.37284808215040777,non-targeting
667_ATP5PO_P1P2_ENSG00000241837,0.3618242222893386,ATP5PO
2207_DHX30_P1_ENSG00000132153,0.3568408335850196,DHX30
4998_METTL21A_P1P2_ENSG00000144401,0.35155542132286316,METTL21A
9570_UFL1_P1P2_ENSG00000014123,0.3503473270915131,UFL1
1805_COX10_P1P2_ENSG00000006695,0.34460887949260044,COX10
9702_VARS2_P1P2_ENSG00000137411,0.34415584415584416,VARS2
11029_non-targeting_non-targeting_non-targeting,0.34249471458773784,non-targeting
8422_SRPRB_P1P2_ENSG00000144867,0.33766233766233766,SRPRB
10876_non-targeting_non-targeting_non-targeting,0.3346421020839625,non-targeting
8157_SMC3_P1P2_ENSG00000108055,0.33298097251585623,SMC3
2640_ENO1_P1P2_ENSG00000074800,0.331923890063425,ENO1
593_INTS13_P1P2_ENSG00000064102,0.3304137722742374,INTS13
7737_SEC16A_P1P2_ENSG00000148396,0.32392026578073085,SEC16A
1533_CFDP1_P2_ENSG00000153774,0.3237692540018121,CFDP1
3551_GSK3B_P1P2_ENSG00000082701,0.3222591362126246,GSK3B
4206_ISCU_P1P2_ENSG00000136003,0.3222591362126246,ISCU
378_AP2S1_P1P2_ENSG00000042753,0.318332829960737,AP2S1
2660_EPB41L2_P1P2_ENSG00000079819,0.3181818181818182,EPB41L2
10952_non-targeting_non-targeting_non-targeting,0.3172757475083056,non-targeting
11256_non-targeting_non-targeting_non-targeting,0.3153125943823618,non-targeting
5429_NAA35_P1P2_ENSG00000135040,0.3109332527937179,NAA35
377_AP2M1_P1_ENSG00000161203,0.3073089700996678,AP2M1
11133_non-targeting_non-targeting_non-targeting,0.30670492298399277,non-targeting
3717_HHEX_P1P2_ENSG00000152804,0.3057988523104802,HHEX
10266_ZNF284_ENST00000421176.3_ENSG00000186026,0.3018725460585926,ZNF284
1390_CDC20_P1P2_ENSG00000117399,0.29945635759589245,CDC20
1823_COX7C_P1P2_ENSG00000127184,0.2993053458169737,COX7C
9510_UBE2L3_P1P2_ENSG00000185651,0.29855028692237995,UBE2L3
2020_DAD1_P1P2_ENSG00000129562,0.2979462398067049,DAD1
6268_PGS1_P1P2_ENSG00000087157,0.2962851102385986,PGS1
6597_POU5F1B_P1P2_ENSG00000212993,0.29598308668076106,POU5F1B
5832_NSRP1_P1P2_ENSG00000126653,0.29447296889157354,NSRP1
2218_DHX9_P1P2_ENSG00000135829,0.2925098157656297,DHX9
11209_non-targeting_non-targeting_non-targeting,0.2908486861975234,non-targeting
9563_UCHL5_P1P2_ENSG00000116750,0.2854122621564482,UCHL5
1960_CUL1_P1P2_ENSG00000055130,0.2852612503775295,CUL1
2384_DSTYK_P1P2_ENSG00000133059,0.2842041679250982,DSTYK
7486_RPN2_P1P2_ENSG00000118705,0.28163696768347934,RPN2
376_AP2M1_P2_ENSG00000161203,0.2792207792207792,AP2M1
1238_CCAR1_P1P2_ENSG00000060339,0.2758985200845666,CCAR1
11312_non-targeting_non-targeting_non-targeting,0.2755964965267291,non-targeting
8974_TMED2_P1P2_ENSG00000086598,0.2754454847478103,TMED2
1198_CASC3_P1P2_ENSG00000108349,0.27348233162186647,CASC3
"10585_ZNF718_ENST00000510175.1,ENST00000511079.1,ENST00000513304.1,ENST00000513889.1_ENSG00000250312",0.2701600724856539,ZNF718
430_AQP7_P1P2_ENSG00000165269,0.26849894291754756,AQP7
1791_COQ2_P1P2_ENSG00000173085,0.2683479311386288,COQ2
5266_MRPS5_P1P2_ENSG00000144029,0.2659317426759287,MRPS5
8894_THRAP3_P1P2_ENSG00000054118,0.26547870733917245,THRAP3
7580_RSRC2_P1P2_ENSG00000111011,0.2644216248867412,RSRC2
5077_MICOS10_P1P2_ENSG00000173436,0.2618544246451223,MICOS10
2684_EPS8L1_P2_ENSG00000131037,0.26094835397160976,EPS8L1
5255_MRPS25_P1P2_ENSG00000131368,0.259589247961341,MRPS25
7033_RAB4B_P1P2_ENSG00000167578,0.25943823618242223,RAB4B
3424_GMPPB_P1P2_ENSG00000173540,0.2577771066143159,GMPPB
3978_HSPA5_P1P2_ENSG00000044574,0.2571730594986409,HSPA5
7170_RBM33_P1P2_ENSG00000184863,0.25596496526729084,RBM33
7343_RNF123_P1P2_ENSG00000164068,0.2547568710359408,RNF123
