perturbation,spearman_rho,target_gene
8894_THRAP3_P1P2_ENSG00000054118,0.33602997560125475,THRAP3
8418_SRP9_P1P2_ENSG00000143742,0.31469501568490765,SRP9
3589_GTF3C6_P1P2_ENSG00000155115,0.26426280934123386,GTF3C6
11010_non-targeting_non-targeting_non-targeting,0.24672011153712095,non-targeting
8941_TKT_P2_ENSG00000163931,0.23840362495643078,TKT
378_AP2S1_P1P2_ENSG00000042753,0.23663994423143947,AP2S1
4535_LCN10_P1P2_ENSG00000187922,0.23084698501219936,LCN10
8056_SLC35G2_P1P2_ENSG00000168917,0.22666434297664687,SLC35G2
1146_CACNB3_P2_ENSG00000167535,0.22383060299756008,CACNB3
8925_TIMM8A_P1P2_ENSG00000126953,0.22200418264203553,TIMM8A
6000_OTX1_P1P2_ENSG00000115507,0.22092715231788077,OTX1
8413_SRP14_P1P2_ENSG00000140319,0.21866155454862318,SRP14
3748_HIST1H2AB_P1P2_ENSG00000278463,0.2161763680724991,HIST1H2AB
10380_ZNF468_P1P2_ENSG00000204604,0.2085848727779714,ZNF468
10708_ZRSR2_P1P2_ENSG00000169249,0.20826768909027532,ZRSR2
10788_non-targeting_non-targeting_non-targeting,0.2075008713837574,non-targeting
6511_POGZ_P1P2_ENSG00000143442,0.20536772394562564,POGZ
1768_COMTD1_P1P2_ENSG00000165644,0.20530846985012197,COMTD1
7670_SBNO1_P1P2_ENSG00000139697,0.2050888811432555,SBNO1
6485_PNISR_P2_ENSG00000132424,0.20445451376786333,PNISR
9563_UCHL5_P1P2_ENSG00000116750,0.2023074241896131,UCHL5
3050_FDPS_P1P2_ENSG00000160752,0.20025095852213315,FDPS
5215_MRPL33_P1P2_ENSG00000243147,0.1935587312652492,MRPL33
5290_MSRB1_P1P2_ENSG00000198736,0.1912757058208435,MSRB1
9185_TOR2A_P1P2_ENSG00000160404,0.1882223771348902,TOR2A
2312_DNM1_P1P2_ENSG00000106976,0.18367026838619724,DNM1
6319_PIAS1_P1P2_ENSG00000033800,0.1831857790170791,PIAS1
8147_SMARCB1_P2_ENSG00000099956,0.18169745555942834,SMARCB1
510_ARL4D_P1P2_ENSG00000175906,0.18027187173231088,ARL4D
5749_NOP56_P1P2_ENSG00000101361,0.17990240501917043,NOP56
2684_EPS8L1_P2_ENSG00000131037,0.17835134193098637,EPS8L1
3291_GATA1_P1P2_ENSG00000102145,0.17719762983617982,GATA1
3605_GYG1_P1P2_ENSG00000163754,0.17492506099686303,GYG1
11133_non-targeting_non-targeting_non-targeting,0.17359358661554547,non-targeting
8491_STARD7_P1P2_ENSG00000084090,0.17186824677588008,STARD7
3548_GSDMA_P1P2_ENSG00000167914,0.17180899268037642,GSDMA
9655_USP39_P2_ENSG00000168883,0.16847333565702333,USP39
8245_SNX15_P2_ENSG00000110025,0.1669118159637504,SNX15
9974_ZBTB17_P1P2_ENSG00000116809,0.16477169745555942,ZBTB17
6885_PSMG3_P2_ENSG00000157778,0.16109097246427323,PSMG3
5209_MRPL27_P1P2_ENSG00000108826,0.16097246427326595,MRPL27
11238_non-targeting_non-targeting_non-targeting,0.16052283025444405,non-targeting
2686_EPS8L1_P2_ENSG00000131037,0.16012547926106657,EPS8L1
1219_CBFA2T3_P2_ENSG00000129993,0.1588044614848379,CBFA2T3
2158_DEPDC5_P1P2_ENSG00000100150,0.15740676193795744,DEPDC5
9840_WDR74_P2_ENSG00000133316,0.15723597072150572,WDR74
11107_non-targeting_non-targeting_non-targeting,0.15639944231439526,non-targeting
2501_EFR3A_P1P2_ENSG00000132294,0.15605088881143256,EFR3A
5771_NPM3_P1P2_ENSG00000107833,0.1557894736842105,NPM3
9147_TNNT2_P1P2_ENSG00000118194,0.15566399442314394,TNNT2
9550_UBTF_P1P2_ENSG00000108312,0.15551411641686996,UBTF
11085_non-targeting_non-targeting_non-targeting,0.15498431509236665,non-targeting
10791_non-targeting_non-targeting_non-targeting,0.1547438131753224,non-targeting
3282_GAPDH_P2_ENSG00000111640,0.15235273614499825,GAPDH
4628_LPA_P1P2_ENSG00000198670,0.15185081910073195,LPA
