perturbation,spearman_rho,target_gene
4896_MCL1_P1P2_ENSG00000143384,0.1514708957825026,MCL1
8654_TAF13_P1P2_ENSG00000197780,0.15080864412687345,TAF13
5004_METTL3_P1P2_ENSG00000165819,0.14956082258626696,METTL3
1262_CCDC144NL_P2_ENSG00000205212,0.14918438480306725,CCDC144NL
923_BTF3L4_P1P2_ENSG00000134717,0.14915998605785988,BTF3L4
6782_PRODH_P2_ENSG00000100033,0.1477727431160683,PRODH
6905_PTEN_P1P2_ENSG00000171862,0.14726385500174274,PTEN
2108_DDX19B_P2_ENSG00000157349,0.14711746253049843,DDX19B
111_ACTR1B_P1P2_ENSG00000115073,0.14615545486232134,ACTR1B
1440_CDK6_P1_ENSG00000105810,0.1450156849076333,CDK6
376_AP2M1_P2_ENSG00000161203,0.1445381666085744,AP2M1
4995_METTL17_P1P2_ENSG00000165792,0.14397699546880444,METTL17
84_ACIN1_P1_ENSG00000100813,0.1433530846985012,ACIN1
5145_MOK_P1P2_ENSG00000080823,0.1425653537818055,MOK
3754_HIST1H2AI_ENST00000358739.3_ENSG00000196747,0.14236319275008713,HIST1H2AI
2915_FAM229A_P1P2_ENSG00000225828,0.14219588706866504,FAM229A
8422_SRPRB_P1P2_ENSG00000144867,0.13998605785988147,SRPRB
4129_INO80E_P1P2_ENSG00000169592,0.13889857093063784,INO80E
11234_non-targeting_non-targeting_non-targeting,0.1386789822237713,non-targeting
7160_RBM15_P1P2_ENSG00000162775,0.1385953293830603,RBM15
10876_non-targeting_non-targeting_non-targeting,0.13841059602649003,non-targeting
7976_SLC1A5_P1_ENSG00000105281,0.13820843499477167,SLC1A5
1290_CCDC6_P1P2_ENSG00000108091,0.13806552805855696,CCDC6
10771_non-targeting_non-targeting_non-targeting,0.136626002091321,non-targeting
8906_TIGD1_P1P2_ENSG00000221944,0.13657023353084696,TIGD1
5077_MICOS10_P1P2_ENSG00000173436,0.13621819449285463,MICOS10
4976_MEPCE_P1P2_ENSG00000146834,0.13613105611711396,MEPCE
4701_LST1_P2_ENSG00000204482,0.1350052283025444,LST1
2005_CYP2A13_P1P2_ENSG00000197838,0.13454513767863366,CYP2A13
4185_IRF2BP2_P2_ENSG00000168264,0.13354478912513068,IRF2BP2
11289_non-targeting_non-targeting_non-targeting,0.13285465318926454,non-targeting
11048_non-targeting_non-targeting_non-targeting,0.1321157197629836,non-targeting
6582_POTEI_ENST00000451531.2_ENSG00000196834,0.13061693970024396,POTEI
9512_UBE2M_P1P2_ENSG00000130725,0.12951899616591145,UBE2M
1669_CLOCK_P1P2_ENSG00000134852,0.12883583130010456,CLOCK
11209_non-targeting_non-targeting_non-targeting,0.12840711049146042,non-targeting
10336_ZNF407_ENST00000299687.5_ENSG00000215421,0.12775182990589054,ZNF407
11256_non-targeting_non-targeting_non-targeting,0.126859532938306,non-targeting
4043_IFITM3_P1P2_ENSG00000142089,0.12531544092018124,IFITM3
1960_CUL1_P1P2_ENSG00000055130,0.12424538166608573,CUL1
11321_non-targeting_non-targeting_non-targeting,0.1241373300801673,non-targeting
11165_non-targeting_non-targeting_non-targeting,0.12380968978738234,non-targeting
5242_MRPS11_P1P2_ENSG00000181991,0.12338794004879748,MRPS11
2364_DPY19L2_P1P2_ENSG00000177990,0.12278842802370164,DPY19L2
8841_TFB2M_P1P2_ENSG00000162851,0.12264900662251653,TFB2M
