perturbation,spearman_rho,target_gene
510_ARL4D_P1P2_ENSG00000175906,0.29495857836302486,ARL4D
1146_CACNB3_P2_ENSG00000167535,0.29315907537331304,CACNB3
8894_THRAP3_P1P2_ENSG00000054118,0.2789390039558466,THRAP3
1768_COMTD1_P1P2_ENSG00000165644,0.2680245198322899,COMTD1
10708_ZRSR2_P1P2_ENSG00000169249,0.26479247229303376,ZRSR2
8056_SLC35G2_P1P2_ENSG00000168917,0.2424052928881135,SLC35G2
9512_UBE2M_P1P2_ENSG00000130725,0.23956216700434085,UBE2M
9147_TNNT2_P1P2_ENSG00000118194,0.23855284621060507,TNNT2
6885_PSMG3_P2_ENSG00000157778,0.2362832317020505,PSMG3
10788_non-targeting_non-targeting_non-targeting,0.22598273049654147,non-targeting
3857_HNRNPA1_P1P2_ENSG00000135486,0.22477105198865815,HNRNPA1
378_AP2S1_P1P2_ENSG00000042753,0.22373162431550042,AP2S1
2108_DDX19B_P2_ENSG00000157349,0.22338564197984814,DDX19B
11085_non-targeting_non-targeting_non-targeting,0.22230228787605838,non-targeting
11010_non-targeting_non-targeting_non-targeting,0.2210881415911733,non-targeting
3589_GTF3C6_P1P2_ENSG00000155115,0.2203024013938005,GTF3C6
3548_GSDMA_P1P2_ENSG00000167914,0.21986955330768496,GSDMA
8654_TAF13_P1P2_ENSG00000197780,0.21924076372762655,TAF13
7670_SBNO1_P1P2_ENSG00000139697,0.21788546059823855,SBNO1
3754_HIST1H2AI_ENST00000358739.3_ENSG00000196747,0.21229816668846543,HIST1H2AI
10785_non-targeting_non-targeting_non-targeting,0.20531386421797382,non-targeting
7656_SARS2_P1P2_ENSG00000104835,0.20419966290166158,SARS2
9974_ZBTB17_P1P2_ENSG00000116809,0.2031506108981968,ZBTB17
2686_EPS8L1_P2_ENSG00000131037,0.20065642868247854,EPS8L1
11175_non-targeting_non-targeting_non-targeting,0.19913208282846728,non-targeting
8925_TIMM8A_P1P2_ENSG00000126953,0.1978986878829682,TIMM8A
6000_OTX1_P1P2_ENSG00000115507,0.19779652191509367,OTX1
2684_EPS8L1_P2_ENSG00000131037,0.19707000836576408,EPS8L1
11238_non-targeting_non-targeting_non-targeting,0.19634694970423697,non-targeting
11209_non-targeting_non-targeting_non-targeting,0.1952818571502605,non-targeting
3050_FDPS_P1P2_ENSG00000160752,0.19450228639539222,FDPS
11133_non-targeting_non-targeting_non-targeting,0.19340881440589505,non-targeting
10336_ZNF407_ENST00000299687.5_ENSG00000215421,0.18491373885490214,ZNF407
9840_WDR74_P2_ENSG00000133316,0.1843545405862945,WDR74
6511_POGZ_P1P2_ENSG00000143442,0.18321886961006656,POGZ
2556_EIF3L_P1P2_ENSG00000100129,0.18269101210938177,EIF3L
4301_KCTD10_P1P2_ENSG00000110906,0.18258094925510154,KCTD10
2501_EFR3A_P1P2_ENSG00000132294,0.18176189406820442,EFR3A
9655_USP39_P2_ENSG00000168883,0.17873343813159673,USP39
46_ABHD17A_P1P2_ENSG00000129968,0.17712197974942195,ABHD17A
2373_DRG1_P1P2_ENSG00000185721,0.17651120494147668,DRG1
4701_LST1_P2_ENSG00000204482,0.1763132892259324,LST1
376_AP2M1_P2_ENSG00000161203,0.17613832383650488,AP2M1
11166_non-targeting_non-targeting_non-targeting,0.1749320744380255,non-targeting
3605_GYG1_P1P2_ENSG00000163754,0.17481756958514205,GYG1
2312_DNM1_P1P2_ENSG00000106976,0.17456955799646123,DNM1
9563_UCHL5_P1P2_ENSG00000116750,0.17223059895415613,UCHL5
8941_TKT_P2_ENSG00000163931,0.16900077241420158,TKT
4628_LPA_P1P2_ENSG00000198670,0.16863233330783298,LPA
3291_GATA1_P1P2_ENSG00000102145,0.1684146753762743,GATA1
6648_PPP1CA_P1_ENSG00000172531,0.1673342826048867,PPP1CA
6251_PGAM5_P1P2_ENSG00000247077,0.16639257890100023,PGAM5
4896_MCL1_P1P2_ENSG00000143384,0.16621021018056728,MCL1
6582_POTEI_ENST00000451531.2_ENSG00000196834,0.16609570532768378,POTEI
11048_non-targeting_non-targeting_non-targeting,0.16605301278555265,non-targeting
2915_FAM229A_P1P2_ENSG00000225828,0.16546173341592166,FAM229A
8429_SRSF11_P1_ENSG00000116754,0.16434802565500972,SRSF11
11107_non-targeting_non-targeting_non-targeting,0.1642340143575266,non-targeting
1288_CCDC6_P1P2_ENSG00000108091,0.16417207315478147,CCDC6
3871_HNRNPL_P2_ENSG00000104824,0.16339126851141228,HNRNPL
1290_CCDC6_P1P2_ENSG00000108091,0.16280196336338268,CCDC6
1960_CUL1_P1P2_ENSG00000055130,0.16096495016324347,CUL1
5290_MSRB1_P1P2_ENSG00000198736,0.16048126587089087,MSRB1
7976_SLC1A5_P1_ENSG00000105281,0.15781804093054938,SLC1A5
1035_C1orf109_P1_ENSG00000116922,0.1570076229631586,C1orf109
11165_non-targeting_non-targeting_non-targeting,0.15665497762960148,non-targeting
5242_MRPS11_P1P2_ENSG00000181991,0.15623866364939804,MRPS11
6485_PNISR_P2_ENSG00000132424,0.15527178862009317,PNISR
9439_TWF1_P1P2_ENSG00000151239,0.1542044750668151,TWF1
9185_TOR2A_P1P2_ENSG00000160404,0.15247752472095616,TOR2A
9635_USP14_P1P2_ENSG00000101557,0.15179222304755657,USP14
10380_ZNF468_P1P2_ENSG00000204604,0.15156000523168725,ZNF468
10544_ZNF676_ENST00000397121.2_ENSG00000196109,0.15013165590304597,ZNF676
3323_GCOM1_P1P2_ENSG00000137878,0.1473790974352394,GCOM1
11327_non-targeting_non-targeting_non-targeting,0.14562129987685796,non-targeting
111_ACTR1B_P1P2_ENSG00000115073,0.14403229826539957,ACTR1B
5771_NPM3_P1P2_ENSG00000107833,0.1430486423524825,NPM3
2334_DOLK_P1P2_ENSG00000175283,0.1424050461104133,DOLK
916_BTAF1_P1P2_ENSG00000095564,0.14232755791255683,BTAF1
5215_MRPL33_P1P2_ENSG00000243147,0.14163189157574965,MRPL33
6905_PTEN_P1P2_ENSG00000171862,0.13741001868107192,PTEN
11322_non-targeting_non-targeting_non-targeting,0.13711265155235516,non-targeting
2158_DEPDC5_P1P2_ENSG00000100150,0.13661169282098995,DEPDC5
7524_RPS3_P2_ENSG00000149273,0.13498123255590133,RPS3
9255_TREML2_P1P2_ENSG00000112195,0.13393760966184054,TREML2
3616_H2AFZ_P1P2_ENSG00000164032,0.13299343818095224,H2AFZ
10952_non-targeting_non-targeting_non-targeting,0.13290311754268638,non-targeting
6879_PSME2_P1P2_ENSG00000100911,0.13289151899077792,PSME2
1822_COX7B_P1P2_ENSG00000131174,0.13286536055455886,COX7B
5602_NEMF_P1P2_ENSG00000165525,0.13247940023147747,NEMF
11068_non-targeting_non-targeting_non-targeting,0.13226149552221864,non-targeting
1714_CNOT10_P1P2_ENSG00000182973,0.13199620949452526,CNOT10
1262_CCDC144NL_P2_ENSG00000205212,0.13172031202572412,CCDC144NL
3551_GSK3B_P1P2_ENSG00000082701,0.1316603450445804,GSK3B
4330_KDM6A_P1P2_ENSG00000147050,0.13113964409720083,KDM6A
6138_PCNX3_P1P2_ENSG00000197136,0.12958988014007106,PCNX3
1219_CBFA2T3_P2_ENSG00000129993,0.1291227299536305,CBFA2T3
4043_IFITM3_P1P2_ENSG00000142089,0.12871283219363167,IFITM3
84_ACIN1_P1_ENSG00000100813,0.12833649620085733,ACIN1
3022_FBXO42_P1P2_ENSG00000037637,0.12741404115758484,FBXO42
