perturbation,spearman_rho,target_gene
8214_SNIP1_P1P2_ENSG00000163877,0.296779707381906,SNIP1
2044_DBR1_P1P2_ENSG00000138231,0.2874426897909574,DBR1
7186_RBMX2_P1P2_ENSG00000134597,0.2843568063852021,RBMX2
8332_SPC25_P1P2_ENSG00000152253,0.28297531635480433,SPC25
9473_U2AF1_P1P2_ENSG00000160201,0.28170314009238157,U2AF1
8126_SLU7_P1P2_ENSG00000164609,0.2802138366653614,SLU7
8621_SYMPK_P1P2_ENSG00000125755,0.2798070973841605,SYMPK
7338_RNF113A_P1P2_ENSG00000125352,0.27963300325593476,RNF113A
978_C14orf178_P1P2_ENSG00000197734,0.2788888706537165,C14orf178
2203_DHX15_P1P2_ENSG00000109606,0.27798848985172886,DHX15
2217_DHX8_P1P2_ENSG00000067596,0.27757803564675976,DHX8
8238_SNW1_P1_ENSG00000100603,0.2771138614838251,SNW1
6558_POLR3D_P1P2_ENSG00000168495,0.275310651028756,POLR3D
1408_CDC5L_P1P2_ENSG00000096401,0.2749786610866609,CDC5L
8460_SSU72_P1P2_ENSG00000160075,0.27296063044916385,SSU72
2291_DNAJC17_P1P2_ENSG00000104129,0.26901586075229733,DNAJC17
1583_CHMP3_P1P2_ENSG00000115561,0.26800919271938994,CHMP3
4217_ISY1_P1P2_ENSG00000240682,0.2673408251088048,ISY1
5832_NSRP1_P1P2_ENSG00000126653,0.2666811184885817,NSRP1
2204_DHX16_P1P2_ENSG00000204560,0.2664967797043864,DHX16
5878_NUF2_P1P2_ENSG00000143228,0.2640050662284987,NUF2
3501_GPKOW_P1P2_ENSG00000068394,0.2623463790622447,GPKOW
1972_CWC22_P1P2_ENSG00000163510,0.2608884302796778,CWC22
2490_EEF2_P1_ENSG00000167658,0.2607951514618431,EEF2
2112_DDX23_P1P2_ENSG00000174243,0.2577776198590355,DDX23
7475_RPL5_P1P2_ENSG00000122406,0.2556064100120253,RPL5
1148_CACTIN_P1P2_ENSG00000105298,0.2554443645321154,CACTIN
1971_CWC15_P1P2_ENSG00000150316,0.25426705075313477,CWC15
6793_PRPF31_P1P2_ENSG00000105618,0.2539296649554695,PRPF31
1458_CDT1_P1P2_ENSG00000167513,0.2528004936436703,CDT1
937_BUD13_P1P2_ENSG00000137656,0.2510991380903961,BUD13
5768_NPLOC4_P1P2_ENSG00000182446,0.2494795441777251,NPLOC4
6460_PLRG1_P1P2_ENSG00000171566,0.24941076945491547,PLRG1
655_ATP5F1C_P1P2_ENSG00000165629,0.248774297095367,ATP5F1C
9534_UBL5_P1P2_ENSG00000198258,0.2483083219290478,UBL5
7547_CNOT9_P1P2_ENSG00000144580,0.2472200891727872,CNOT9
8216_SNRNP200_P1P2_ENSG00000144028,0.24697211680214715,SNRNP200
7691_SCFD1_P1P2_ENSG00000092108,0.2458333370950093,SCFD1
1478_CENPC_P1P2_ENSG00000145241,0.24482751973826644,CENPC
9837_WDR70_P1P2_ENSG00000082068,0.24480282678625478,WDR70
8271_SON_P1_ENSG00000159140,0.24432410000933752,SON
6791_PRPF18_P1P2_ENSG00000165630,0.24275867691837305,PRPF18
8433_SRSF3_P1P2_ENSG00000112081,0.24219694315028453,SRSF3
3336_GEMIN5_P1P2_ENSG00000082516,0.23863534935935152,GEMIN5
6802_PRPF6_P1P2_ENSG00000101161,0.237771357635738,PRPF6
5587_NEDD8-MDP1_P1P2_nan,0.23724720408592817,NEDD8-MDP1
8331_SPC24_P1P2_ENSG00000161888,0.236636867314036,SPC24
6515_POLD1_P1P2_ENSG00000062822,0.23643412479856757,POLD1
1588_CHMP6_P1P2_ENSG00000176108,0.2361255459159204,CHMP6
1771_COPB1_P1P2_ENSG00000129083,0.23579936185208245,COPB1
6291_PHF5A_P1P2_ENSG00000100410,0.23523269598933966,PHF5A
9242_TRAPPC11_P1P2_ENSG00000168538,0.2351889530709635,TRAPPC11
6792_PRPF19_P1P2_ENSG00000110107,0.2326325599585364,PRPF19
1839_CPSF1_P1P2_ENSG00000071894,0.23154936438852683,CPSF1
7418_RPA1_P1P2_ENSG00000132383,0.2313092098554364,RPA1
9886_XAB2_P1P2_ENSG00000076924,0.23097213358996985,XAB2
6512_POLA1_P1P2_ENSG00000101868,0.22858604498586205,POLA1
6533_POLR1A_P1P2_ENSG00000068654,0.22831496732629694,POLR1A
9712_VCP_P1P2_ENSG00000165280,0.2280472886097137,VCP
7431_RPL10A_P1P2_ENSG00000198755,0.22705950472784636,RPL10A
7837_SF3B3_P1P2_ENSG00000189091,0.22674186343026675,SF3B3
8426_SRRT_P1P2_ENSG00000087087,0.2267251677990608,SRRT
7833_SF3A2_P1_ENSG00000104897,0.2248960347979537,SF3A2
5422_NAA10_P1P2_ENSG00000102030,0.2245333802102652,NAA10
7675_SCAF1_P1P2_ENSG00000126461,0.22413237694762386,SCAF1
9474_U2AF2_P1P2_ENSG00000063244,0.2239138235704298,U2AF2
1774_COPG1_P1_ENSG00000181789,0.2237775880245087,COPG1
1842_CPSF3_P1P2_ENSG00000119203,0.22377408214245115,CPSF3
1568_CHEK1_P1P2_ENSG00000149554,0.22275152855167987,CHEK1
8557_STX5_P1P2_ENSG00000162236,0.22223768038203834,STX5
7519_RPS28_P1P2_ENSG00000233927,0.2214861367406637,RPS28
8853_TFIP11_P1P2_ENSG00000100109,0.2213429995939969,TFIP11
6119_PCF11_P1P2_ENSG00000165494,0.2211693192501341,PCF11
6862_PSMC5_P1P2_ENSG00000087191,0.2198715990579559,PSMC5
7420_RPA3_P1P2_ENSG00000106399,0.21973393246299755,RPA3
6803_PRPF8_P1P2_ENSG00000174231,0.21942635633570276,PRPF8
3072_FGFR1OP_P1P2_ENSG00000213066,0.21905905771969691,FGFR1OP
435_ARCN1_P1P2_ENSG00000095139,0.21859207892916302,ARCN1
7835_SF3B1_P1P2_ENSG00000115524,0.2184478127423056,SF3B1
6632_PPIL4_P1P2_ENSG00000131013,0.21799039938595685,PPIL4
6857_PSMC1_P1P2_ENSG00000100764,0.21793382380778265,PSMC1
5519_NDC80_P1P2_ENSG00000080986,0.2177097584711654,NDC80
7839_SF3B5_P1P2_ENSG00000169976,0.21711798664523327,SF3B5
9400_TTK_P1P2_ENSG00000112742,0.21705101000356475,TTK
5683_NKAP_P1P2_ENSG00000101882,0.2167989148359986,NKAP
9475_U2SURP_P1P2_ENSG00000163714,0.2167617048741175,U2SURP
5588_NEDD8_P1P2_ENSG00000129559,0.2152305490396161,NEDD8
3583_GTF3A_P1P2_ENSG00000122034,0.2150745550216698,GTF3A
2382_DSN1_P1P2_ENSG00000149636,0.2148729506818908,DSN1
9341_TSG101_P1P2_ENSG00000074319,0.2148183795103785,TSG101
3570_GTF2E2_P1P2_ENSG00000197265,0.21420181555251408,GTF2E2
7142_RBBP6_P1P2_ENSG00000122257,0.21386472961416633,RBBP6
7010_RAB18_P1P2_ENSG00000099246,0.2133029517807301,RAB18
6797_PRPF3_P1P2_ENSG00000117360,0.2130085700007927,PRPF3
8231_SNRPE_P1P2_ENSG00000182004,0.21236452270048956,SNRPE
9250_TRAPPC5_P1P2_ENSG00000181029,0.2122247286090465,TRAPPC5
7658_SART1_P1P2_ENSG00000175467,0.21170326680712545,SART1
7193_RBX1_P1P2_ENSG00000100387,0.21065810231913557,RBX1
2593_ELL_P1P2_ENSG00000105656,0.21041790909452027,ELL
7419_RPA2_P1P2_ENSG00000117748,0.2100464247784308,RPA2
