pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,perturbation_id,target_gene
Redox-PRO,0.121212121212121,0.262626262626263,0.232466529589611,1.14103390384425,23,232,SLC25A6|NDUFB7|NDUFA4|ISCU|COX6B1|ATP6V0E1|MPC1|COX4I1|PRDX6|SURF1|COX7C|ATP5F1E|ATP5PF|BAX|COX7B|NDUFC2|ATP5MG|UQCRQ|NDUFS8|COX5B|SDHC|ATP5MC2|COX7A2|UQCRH|HADHB|ETFDH|ATP5PO|MSRA|COX5A|ATP5F1B|ATP6V0B|COX6C,5811_NRF1_P1P2_ENSG00000106459,NRF1
Redox-ANTI,0.0453125,0.129281767955801,-0.629081654005674,-1.50617301590791,28,10,BRCA1|GSS|HMOX1|NQO1|SOD2|SOD1,5811_NRF1_P1P2_ENSG00000106459,NRF1
Inflammation-PRO,0.0497237569060774,0.129281767955801,0.23892241649013,1.19283570251342,8,268,GADD45B|EIF1|INHBA|PLK2|ADM|FN1|DNAJB4|TFPI2|CCND1|SGK1|BMP2|CDKN1A|IER2|PPP1R15A|DUSP1|KDM6B|LTA4H|CTSH|RCAN1|LGMN|CDH13|ATF3|TGIF1|MAP2K3|CPQ|CCN1|PRCP|MYC|EGR1|LITAF|PNRC1|CEBPB|USP15|ITGB8|BRPF3|GEM|TIMP1|NFKBIA|KLF9|PRDM4|PSMB9|BHLHE40|IL7R|GADD45A|PDP1|SERPINE1|NFKB2|FJX1|MAFF|SERPINB2|LPAR1|CCNL1|CBLB|LIF|PTX3,5811_NRF1_P1P2_ENSG00000106459,NRF1
Inflammation-ANTI,0.0495356037151703,0.129281767955801,0.415294452741041,1.49605426013561,15,39,RPS19|PLK2|GRN|GSTP1|MDK|CYLD,5811_NRF1_P1P2_ENSG00000106459,NRF1
Age-UP,0.0387453874538745,0.0629612546125461,0.321501694230948,1.36750430728751,20,141,CST3|FAP|RBP1|C9orf16|RDH10|CTSD|SCAND1|LBH|BSG|RAB11B|HLCS|COPE|COL8A1|ITGB8|PEX16|RDH5|GTF2F2|SRA1|DUSP4|VGLL4|GPC1|APLP2|AEN|PI4K2A|DAAM1|RAB7A|FBXW9|PHKG2|FXR2|DEAF1|ARHGAP1|ROGDI|CIB1|VEGFA|PEMT|SCARB1|TIMP3|NSFL1C|APLP1|SOX9|VASN,5821_NSA2_P1P2_ENSG00000164346,NSA2
Age-DOWN,0.717647058823529,0.777450980392157,0.226197299342444,0.877576312454469,365,80,DNAJB4|STK38L|RBPJ|DDAH2|SH3GLB1|PDCD4|WDR26|NFAT5|RIT1|TPM1|LRP5|ROR1|MAPK1|CLK1,5821_NSA2_P1P2_ENSG00000164346,NSA2
ARE,0.00186567164179104,0.00572687224669604,0.400927876822357,1.72168332682744,0,151,FTH1|FTL|PRDX5|DHRS3|PBXIP1|CITED2|SEMA3C|JUND|LAMA4|RPL38|PLA2R1|FDXR|MIA2|TXNIP|DDIT3|SNHG32|IP6K2|EGR1|FAS|TUBA1A|ROBO1|RCBTB1|DDIT4|SPSB3|TMEM80|RIN2|DDT|UTP25|PCDH7|ENC1|TNIK|PLAT|EDN1|PHKG2|DPP7|TBC1D9|SNHG8|PIK3R3|STAT2|G6PD|MFSD3|PRDX4|PHLDB2|PDGFC|GSTP1|LRP6|EFNA4,5821_NSA2_P1P2_ENSG00000164346,NSA2
AMD-Macula-UP,0.00798403193612774,0.0148274878813801,0.44542679632782,1.62241542959199,3,57,TAGLN|MYL9|DSTN|RBPJ|SLIT3|PCMTD1|STXBP4|TPM1|LPP|TMEM45A|TOR1AIP2|EIF4G3|MSRB1|PRKCI|MGST1|MED28|FLNA|ARSK|HSD17B4|YIPF4|NCKIPSD|STK38|STK17B|CCPG1,5821_NSA2_P1P2_ENSG00000164346,NSA2
AMD-Macula-DOWN,0.441176470588235,0.521390374331551,0.313756681327532,0.997139496061564,209,32,PSAP|RABGGTA|NEPRO|HSF2BP|LINC00511|TRAFD1|DEAF1,5821_NSA2_P1P2_ENSG00000164346,NSA2
AMD-nonMacula-UP,0.84321223709369,0.84321223709369,0.198172587046543,0.828639417192385,440,129,MAP1A|PLA2R1|CAPZB|MEG3|TUSC2|CDH2|P4HA2|SCD5|FAM229B|TCP11L1|ERGIC1|PNMA1|STXBP4|FEM1A|MEGF8|ITSN1|TUSC3|DNALI1|TOR1AIP2|TNIK|CHD7,5821_NSA2_P1P2_ENSG00000164346,NSA2
AMD-nonMacula-DOWN,0.13627254509018,0.196838120685816,0.32611407244944,1.23990453865711,67,75,CD63|BMP2|CST3|RPS10|CTSK|CTSD|LYPLAL1|FBXO7|ITGB8|TAX1BP1|NPC2|GSTT2B|PLPP5|DAAM1|TRAFD1|ADTRP|CCDC51|TEX2|CDR2|OTX2|RNF114|NSFL1C|SMOX|GMPR|ABI1|SOX9|VASN|MCCC2|ABCC5,5821_NSA2_P1P2_ENSG00000164346,NSA2
Senescence-PRO,0.00191938579654511,0.00572687224669604,0.471219499320602,1.92108975968746,0,108,CDKN1A|IGFBP7|CDKN2B|CDKN2A|BMP2|IGFBP3|MMP2|PAPPA|SPP1|UBA52|SERPINE1|ITGA2|MIF|BEX3|IL1B|SERPINE2|FAS|UBC|ANGPTL4|CTSB|MMP14|STAT3|ANAPC16|RPS27A|CXCL8,5821_NSA2_P1P2_ENSG00000164346,NSA2
Senescence-ANTI,0.00220264317180617,0.00572687224669604,-0.712882704216672,-3.41878158856069,0,300,STMN1|HMGN2|TUBB|DEK|RANBP1|HMGA1|HNRNPD|PTTG1|NCL|RAN|PA2G4|ANP32E|DUT|SFPQ|DIAPH3|NASP|BIRC5|DTYMK|SRSF2|SNRPD1|ODC1|TK1|TMPO|SMC4|DNMT1|DLGAP5|CKS1B|HNRNPU|SMC3|CDKN3|RRM2|UBE2S|MKI67|MCM7|RAD21|NAP1L1|CENPM|PRC1|TPX2|NUSAP1|JPT1|CENPF|PAICS|KPNB1|ATAD2|HMMR|KPNA2|CDC20|UBE2T|NSD2|SNRPB|KIF11|TFDP1|CBX1|RPA3|LBR|PSIP1|PRKDC|HMGB3|SMC2|NCAPD2|HMGB2|MCM3|KIF4A|USP1|ORC6|BRCA1|MCM4|MAD2L1|RPA1|HELLS|PBK|CBX5|LMNB1|CCNB2|KIF20B|NOLC1|BRCA2|BARD1|KNL1|RBBP7|BUB1|TIMELESS|SSRP1|DEPDC1|EZH2|CKS2|PCNA|CENPE|KIF22|CDCA3|SYNCRIP|CTCF|MELK|MCM5|CNOT9|CIT|DCTPP1|PNN|TACC3|RAD51AP1|GINS2|CHAF1A|CDC45|LIG1|BUB1B|CCNA2|ILF3|SMC1A|CSE1L|TCF19|KIF2C|GINS4|RBL1|POP7|TOP2A|NDC80|DBF4|HSPA8|SPC25|TROAP|UBE2C|XPO1|AMD1|DONSON|TTK|SLBP|FBXO5|CASP8AP2|TRIP13|DDX39A|CDK1|SPAG5|TRA2B|TGFB1|CDC25B|PLK1|MCM6|CHEK1|PSMC3IP|RFC3|PPP1R8|NEK2|MCM2|SAP30|IPO7|SMC6|AURKA|NBN|TIPIN|RACGAP1|CTPS1|MLH1|SMARCC1|KIF5B|GSPT1|EXO1|DKC1|NUP107|KIF23|NUP98|RFC2|MTHFD2|CDK4|CDC6|MYBL2|TUBG1|BUB3|CDKN2C|MARCKS|G3BP1|SRSF1|NOP56|INCENP|PDS5B|CENPA|MXD3|SPC24|POLE|EXOSC8|CDCA8|MMS22L|KIF15|MRE11|AURKB|WEE1,5821_NSA2_P1P2_ENSG00000164346,NSA2
Redox-PRO,0.00181818181818182,0.00572687224669604,0.334677685455581,1.53122253309975,0,232,FTL|NDUFA4|ATP5F1E|ISCU|ATP6V1G1|ATP6V0E1|COX6A1|NDUFB2|ATP6V1F|BAX|SDHC|DECR1|UQCR11|NDUFA3|COX4I1|COX7B|COX7C|COX6C|NDUFC2|ATP6AP1|UQCRH|ATOX1|ATP5ME|NDUFS4|UQCRB|ATP6V1D|HADHA|COX6B1|COX5B|ATP5PD|HADHB|UQCRQ|NDUFB8|NDUFB7|PDLIM1|COX11|NDUFB4|ACADVL|COX7A2L|BDH2|ATP5PO|ATP6V0C|ACAA1|MRPL34|MGST3|NDUFA1|COX5A|MGST1|G6PD|COX7A2|SURF1|PRDX4|NDUFS6|UQCR10|NDUFC1|ETFB|FXN|TIMM50|NDUFS8,5821_NSA2_P1P2_ENSG00000164346,NSA2
Redox-ANTI,0.246704331450094,0.320715630885122,-0.497278178133346,-1.20120751230148,130,10,BRCA1|CAT|SDHB,5821_NSA2_P1P2_ENSG00000164346,NSA2
Inflammation-PRO,0.00186567164179104,0.00572687224669604,0.422739077812341,1.95637338427158,0,268,CDKN1A|FN1|SQSTM1|BMP2|CFH|ABCA1|LRP1|TFPI2|PNRC1|SERPINE1|PHLDA1|SAT1|PFKFB3|TIMP1|DRAM1|SERPINB2|DNAJB4|DUSP6|IRS2|CTSD|SLC4A4|EGR1|IL1B|FAS|GADD45A|ATOX1|USP8|IRF2|CFLAR|ANXA5|SERPINB8|BTG1|NFAT5|SLC2A3|DUSP1|NMI|CTSB|ITGB8|CPQ|MMP14|STAT3|INHBA|TUBB2A|CXCL8|PLK2|IRF9|SLC11A2|NFIL3|DUSP4|CD44|ATF3|LY6E|CD46|PCDH7|RIPK2|B4GALT5|TIMP2|PLAT|MSRB1|STAT1|PDLIM5|EDN1|DCBLD2|RCAN1|IL6ST|TAPBP|CCND1|STAT2|DDX58|BIRC2|ITGA5|STX4|SGK1|VEGFA|PPP4C|PDGFC|IL10RB|IER3|BTG3|PRCP|CEBPB,5821_NSA2_P1P2_ENSG00000164346,NSA2
Inflammation-ANTI,0.00614754098360656,0.0133196721311475,0.519444430625299,1.73430172059721,2,39,RPS19|GRN|CYLD|SHARPIN|STAT3|PLK2|FEM1A|MDK,5821_NSA2_P1P2_ENSG00000164346,NSA2
Age-UP,0.633209417596035,0.748338402613496,0.239069242506178,0.918492025680908,510,141,CST3|SRA1|CIB1|C9orf16|EXOSC1|BCAT1|GPX4|TMEM214|FADS2|BCKDHA|ATP6V0B|SLC31A1|RDH10|ARAF|FADS1|COPE|PES1|DHCR7|ARMC9|PI4K2A|ITGB8|VEGFA|CSNK1E|ABHD8|SLC25A39,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Age-DOWN,0.827109266943292,0.896035039188566,0.222318478036603,0.790983963625418,597,80,DNAJB4|SH3GLB1|ARMCX3|SLC38A2|PDCD4|STK38L|PLA2G4A|PPIC|NFAT5,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
ARE,0.00739827373612824,0.0303738317757009,0.387188020717679,1.4974507678719,5,151,EGR1|PRDX5|FTL|FTH1|JUND|TXNIP|JUN|DDIT3|TXNRD1|SLC7A11|SPSB3|KLF6|METTL26|TCF25|PRDX4|SRXN1|PRDX6|RPL38|ZBTB4|LAMB2|DHRS3|PHLDB2|MIA2|NAGLU|STAT2|PGD|DDIT4|SNHG8|PLAT|GCLC|MAFK|TMEM80|CYP1B1|SNHG32|TMUB2,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
AMD-Macula-UP,0.624454148471616,0.748338402613496,0.263905580978427,0.888193462975326,428,57,KCNK6|TBC1D8B|MGST1|PCMTD1|YIPF4|TMEM45A|TOR1AIP2|STK17B|MICU3|HEATR3,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
AMD-Macula-DOWN,0.29041095890411,0.539334637964775,-0.325915772068779,-1.10134200037051,105,32,SFRP1|SCARA3|EIF4H|TCP1|ACAT2|TMEM97|MIS18A|C8orf33|SNHG4|DEAF1|AMTN,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
AMD-nonMacula-UP,0.952080706179067,0.952080706179067,0.186800109910723,0.70838857823568,754,129,MEG3|GOLGA3|ATP2B4|PDE4DIP|FAM229B|HDAC5|LINC02693|LINC02762|TOR1AIP2|P4HA2|MAF1|ERC1|MFSD4B|TIMM29,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
AMD-nonMacula-DOWN,0.552777777777778,0.748338402613496,0.266220251948267,0.937451081209411,397,75,BMP2|CST3|CD63|PLPP5|BCAT1|ELOVL5|DHDDS|TAX1BP1|FBXO7|DHCR7|F2RL2,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Senescence-PRO,0.00263852242744063,0.0171503957783641,0.449672359117277,1.65369696539615,1,108,IL1B|CXCL8|BMP2|UBC|IGFBP5|UBA52|JUN|ICAM3|CDKN1A|RELA|CD9|ITGA2,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Senescence-ANTI,0.00934579439252336,0.0303738317757009,-0.699450120757914,-3.50010314855111,0,300,TUBB|STMN1|HMGN2|RANBP1|PA2G4|RAN|NCL|NASP|DEK|PRC1|MARCKS|CBX1|SRSF2|TMPO|PTTG1|MAD2L1|HELLS|CDKN3|JPT1|RRM2|HMGB2|MCM7|DTYMK|MCM3|HMGB3|TPX2|HNRNPU|TK1|XRCC6|SMC4|DIAPH3|HNRNPD|NAP1L1|CBX5|BIRC5|CKS1B|NME1|SMC2|PCNA|SSRP1|MKI67|SNRPD1|ATAD2|PRKDC|UBE2T|RBBP7|CCNB2|BRCA1|POLD2|CENPE|TACC3|SNRPB|CDCA3|SMC1A|CENPM|ILF3|NUSAP1|XPO1|HMMR|DLGAP5|HIF1A|CDC20|DNMT1|BRCA2|RAD51AP1|RPA3|SAP30|MCM4|MYBL2|DUT|IPO7|KPNA2|BUB1|TOP1|CDC6|NCAPD2|LYAR|CENPF|LMNB1|SPC24|UBE2S|TIMELESS|RPA2|TFDP1|NSD2|KIF11|DCTPP1|PBK|AURKB|POLQ|TUBG1|PAICS|PRIM2|SPAG5|CIT|CCNA2|MSH2|CHAF1A|SMC3|DBF4|MELK|KIF20B|ASF1A|MCM6|PLK1|SRSF10|TROAP|CSE1L|MCM5|MAP3K20|CDCA8|CKS2|CHEK1|AURKA|RBL1|RAD21|AMD1|RBM14|ODC1|EXOSC8|SFPQ|KIF4A|CDK1|ANP32E|BARD1|PSIP1|NDC80|TOP2A|CDC45|E2F1|TRIP13|FBXO5|RPA1|EIF2S1|POLA2|LBR|TCF19|SLBP|RFC2|NUP107|TGFB1|HSPA8|EZH2|GINS4|DONSON|ORC6|USP1|PLK4|ASF1B|KNL1|PSMC3IP|CTPS1|CDKN1B|DEPDC1|KIF15|CENPA|WEE1|STIL|NOP56|TLE3|TTK|CUL1|LIG1|INCENP|BUB1B|DDX39A|MCM2|CDC25B|SMC6|RFC3|GINS2|EXO1|SHMT1|MNAT1|KIF23|DMD|BUB3|RFC1|POP7|UBE2C|NEK2,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Redox-PRO,0.216247139588101,0.468535469107551,0.278142824138444,1.13020002925526,188,232,FTL|MPC1|PRNP|SELENOS|TXNRD1|GLRX|COX7A2L|ATP6V1G1|GPX4|PRDX4|JUNB|MGST3|SURF1|VDAC2|SRXN1|PRDX6|COX4I1|UQCR11|UQCRH|COX5B|SLC25A6|ATP5ME|NDUFS8|MGST1|NDUFA1|TOMM70|BCKDHA|COX6A1|TIMM17A|COX7A2|ATP6V0B|MDH2|NDUFB4|ATP6V1F|ABCB7|NDUFB2|NDUFB7|ATP5PD|IDH3G|ECH1|GCLC|NDUFA4|GLUD1,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Redox-ANTI,0.037037037037037,0.0962962962962963,0.68981816242995,1.56286106954662,20,10,CXCL8|GCLC,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Inflammation-PRO,0.00112866817155756,0.0146726862302483,0.44925449729532,1.84639405081184,0,268,IL1B|CXCL8|ATF3|TIMP1|EGR1|BMP2|SQSTM1|EIF1|SELENOS|JUN|DNAJB4|SAT1|KLF6|DUSP6|BTG1|VCPIP1|ATP2B1|CDKN1A|CDH13|PHLDA1|GNAI3|RELA|LRP1|NFKB2|JUNB|CD9|KDM6B|IER3|IER2|CBLB|PNRC1|TIPARP|STAM2|RCAN1|PMEPA1|PHLDA2|PLA2G4A|HSPA5|BRPF3|BHLHE40|SLC31A1|NFIL3|CEBPB|CCNL1|NFAT5|STAT2|PPP1R15A|TSC22D1|IFNGR1|NAMPT|PTPRE|DCBLD2|DRAM1,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Inflammation-ANTI,0.622291021671827,0.748338402613496,0.292263695202459,0.908259037331704,401,39,SELENOS|CYLD|RPS19|MKRN2|FNDC4|GRN|GSTP1|EXTL3|LYN|GIT1|MAPK14|FXR1|SHARPIN|STAT3,5825_NSF_ENST00000398238.4_ENSG00000073969,NSF
Age-UP,0.910331384015594,0.910331384015594,-0.175739697665292,-0.802357746411628,466,141,TOMM34|PAQR4|NETO2|ALDH1A3|THAP7|NDUFS1|MARCKSL1|WWC1|NOC2L|ANKRD16|DENND1A|ABCB10|PEMT|GOT2|PPAT|PHKG2|LPCAT3|LSR|ACY1|FADS1|RDH11|SLC39A3|FBXW9|ATP1B1|RFT1|CIB1|LAYN|DUSP4|SCARB1|BCAT1|STK24|FICD|TMEM214,5826_NSL1_P1P2_ENSG00000117697,NSL1
Age-DOWN,0.246435845213849,0.355962887531116,0.275274264126928,1.12293345574983,120,80,TPM1|WDR26|DNAJB4|NFAT5|MFSD11|MLLT3|RIT1|PDCD4|KIF1B|ID2|NIPSNAP3A|ME1|MBOAT2|LIMA1|ZXDC|DDAH2|PPIC|SLC38A2|JAG1|PTEN|GNA13|WASF1|RAB22A|EFNB2|SAMD9L|NR3C1,5826_NSL1_P1P2_ENSG00000117697,NSL1
ARE,0.00398406374501992,0.0172642762284197,0.358579560915974,1.64793705355887,1,151,FTH1|CITED2|DDIT3|EDN1|FTL|FDXR|GSTP1|HMOX1|NQO1|TXNRD1|RPL38|SOD1|PBXIP1|PRDX5|DDIT4|TXNIP|KLF9|G6PD|PHLDB2|CYP1B1|RIN2|TXN|SGSM3|LAMB2|SEMA3C|NAGLU|PIGQ|DDB2|ZBTB4|TNIK|PDGFC|ENC1|SLC35B3|PDE5A|PCDH7|LRP6,5826_NSL1_P1P2_ENSG00000117697,NSL1
AMD-Macula-UP,0.0210526315789474,0.0456140350877193,0.421386867999235,1.60718124285033,9,57,TAGLN|TPM1|MYL9|ITGB5|FLNA|KCNK6|DSTN|TBCK|MICU3|SHC3|LPP|PANK2|STK17B|TTC9C|TRHDE|NCKIPSD|CCPG1|TOR1AIP2|YIPF4,5826_NSL1_P1P2_ENSG00000117697,NSL1
AMD-Macula-DOWN,0.688109161793372,0.74545159194282,-0.253400059662394,-0.84909032217919,352,32,MIS18A|PARP2|TCP1|SCARA3|VEPH1|EIF4H|ACAT2|TRAP1|DDX19B|C8orf33|SLC25A28,5826_NSL1_P1P2_ENSG00000117697,NSL1
AMD-nonMacula-UP,0.0122448979591837,0.0318367346938776,0.340806517776729,1.51409121139869,5,129,MAP1A|MEG3|TCP11L1|TMEM127|CDH2|CAPZB|PLCB1|RBFOX2|SNAPC3|DNMBP|SCD5|ATP8B2|TNIK|SLC9A7|LINC02762|FAM229B|TBCK|PDE4DIP|PRKAA2|SHC3|PATJ|P4HA2|ZNF444|HDAC5|EPN2|NRAV|UBR2|ARHGEF28|ABLIM3|TUSC2|CEP126|STAC|TUSC3|ARHGAP10|NCKIPSD|PCDH9|EXOC6B|ERC1|NFASC|PRXL2B|LINC02693|MEGF8|TOR1AIP2,5826_NSL1_P1P2_ENSG00000117697,NSL1
AMD-nonMacula-DOWN,0.555984555984556,0.657072657072657,-0.234663699872679,-0.955832695922276,287,75,CDKN3|PSMD14|EBNA1BP2|NETO2|SMC6|VRK1|ALDH1A3|C1QBP|ITGA6|TCP1,5826_NSL1_P1P2_ENSG00000117697,NSL1
Senescence-PRO,0.0121703853955375,0.0318367346938776,0.355280571630727,1.54663535147667,5,108,CDKN1A|CXCL8|IGFBP7|EDN1|RPS27A|IGFBP5|TIMP2|IGFBP3|CTSB|FGF2|MIF|ANGPTL4|SERPINE2|CDC16|CDKN2A,5826_NSL1_P1P2_ENSG00000117697,NSL1
Senescence-ANTI,0.00198412698412698,0.0128968253968254,-0.741720214989354,-3.72956768633852,0,300,TUBB|STMN1|MKI67|SRSF2|RRM2|KPNB1|HMGN2|DLGAP5|DEK|SMC3|CDKN3|TMPO|NASP|HELLS|DNMT1|RAN|SNRPB|HSPA8|SMC4|HMGB2|KIF20B|TPX2|RAD21|CENPF|PRC1|ANP32E|MCM7|RANBP1|HMMR|CKS1B|UBE2T|RBBP7|SMC2|PA2G4|DIAPH3|DTYMK|ATAD2|DUT|MCM3|CDC20|UBE2S|CCNA2|ORC6|KIF11|PAICS|NCAPD2|BRCA1|CENPE|IPO7|USP1|CKS2|GINS2|PDS5B|SNRPD1|MELK|PBK|CCNB2|JPT1|KPNA2|MYBL2|BUB1B|LMNB1|CDK1|NCL|BUB3|DEPDC1|KNL1|EXOSC8|KIF23|CSE1L|MCM4|NUSAP1|MCM6|SYNCRIP|PTTG1|LYAR|NUP50|BUB1|BIRC5|CDC45|CBX5|PLK1|NOP56|AURKA|PSMC3IP|PNN|KIF4A|RFC1|RPA3|TACC3|XRCC6|XPO1|POP7|SFPQ|UBE2C|CENPM|SPC25|TOP2A|CBX1|PCNA|UBR7|HNRNPD|E2F1|NDC80|STIL|CENPA|HMGB3|TROAP|KIF22|MCM5|POLD3|NUP107|LBR|BRCA2|RPA1|PSIP1|AURKB|GSPT1|KIF2C|CDCA3|MTHFD2|RAD51AP1|FBXO5|MAD2L1|POLQ|EZH2|CIT|TTK|DONSON|NEK2|CASP8AP2|CDC25B|RPA2|HNRNPU|RAD1|SMC6|KIF15|CDCA8|DBF4|PRKDC|BARD1|G3BP1|NSD2|CDKN2C|CHAF1A|SRSF10|POLE4|TRA2B|NOLC1|TRIP13|CHEK1|TFDP1|SMC1A|UCK2|POLA2|RFC2|DCK|EXO1|RACGAP1|SPC24|LIG1|MSH2|ASF1B|ODC1|PRIM2|GINS1|SPAG5|CCNF|MCM2|EWSR1|RBL1|TCF19|PLK4|LIG3|POLD2|SSRP1|TOP1|MRE11|TK1|MT2A|ASF1A|CDK4|GINS4|MXD3|DSCC1,5826_NSL1_P1P2_ENSG00000117697,NSL1
Redox-PRO,0.551383399209486,0.657072657072657,0.201089748927367,0.96193130284532,278,232,FTL|ATP5F1E|ATP6V0E1|GLRX|ATP6V1G1|NQO1|NDUFB7|TXNRD1|SOD1|UQCR10|ATP5MG|NDUFC1|COX6C|G6PD|MGST3|GPX4|NDUFA3|TXN|PTPA|NDUFA4|ISCU|UQCRB|ATP6V1E1|SURF1|ATP6V1F|LAMTOR5|RETSAT|BDH2|UQCRC2|DECR1|UQCR11|COX6A1|NDUFB8|PDHB|ABCB7|OXA1L|NDUFB5|HADHB|MBP|UQCRH|ATP5MF|ACAA1|ATP5PO|COX5B|JUNB|CYB5A|ACADVL|VDAC1|HADHA|ETFDH|COX6B1|SDHC|LRPPRC|SLC25A3|LDHA|ATP6AP1|DLAT|ETFA|NDUFB1|GPI|MRPS15|COX4I1|MDH1|SOD2|GCLC|ATP5ME|RHOT1|SUPV3L1|ATP5F1D|IDH3B|PDP1|SLC25A4|NDUFS8|COX7A2L|ATP5PB,5826_NSL1_P1P2_ENSG00000117697,NSL1
Redox-ANTI,0.0386178861788618,0.071718931475029,0.626858399578139,1.57385548327461,18,10,CXCL8|HMOX1|NQO1|SOD1,5826_NSL1_P1P2_ENSG00000117697,NSL1
Inflammation-PRO,0.00196078431372549,0.0128968253968254,0.363753941213959,1.77501414285049,0,268,CDKN1A|CXCL8|EDN1|CPQ|SQSTM1|NINJ1|TIMP2|FN1|SAT1|CTSB|SLC2A3|COL4A2|HMOX1|DNAJB4|CCND1|ADAM9|ABCA1|ADM|PLK2|NFAT5|PANX1|DUSP1|KLF9|INHBA|SDC4|PRCP|ITGB8|STAT1|S100A13|IRF9|HIF1A|ABI1|DCBLD2|TSC22D1|TAPBP|STAT3|TNIP1|BTG1|CFLAR|CTSD|PDGFC|ITGA5|DRAM1|STAM2|PCDH7|TUBB2A|PNRC1|KIF1B|PVR|LRP1|TAP1|IRS2|LGMN|SERPINB2|TANK|ID2|IL7R|ME1|DENND5A|TNC|TGFB1|CSF1|SGMS2|ATF3|LYN|FOSL2|TGIF1|TYK2|IL1B|FYN|SPSB1|JUNB|AKAP10|JAG1|LY6E|PTPN1|SLC11A2|CTSL|CFH|HSPA1A|B4GALT1|TPBG|PREP|BHLHE40|KDM6B|NFKB2|CCL2|HES1|LPAR1,5826_NSL1_P1P2_ENSG00000117697,NSL1
Inflammation-ANTI,0.103896103896104,0.168831168831169,0.38019777439471,1.33572440258867,47,39,RPS19|GSTP1|PLK2|GRN|STAT3|GIT1|SIRPA|LYN|FNDC4|FURIN|FXR1|FYN|OTULIN,5826_NSL1_P1P2_ENSG00000117697,NSL1
Age-UP,0.644444444444445,0.862811387900356,0.189377843077701,0.920179648088459,260,141,EZR|GPX4|PEX16|SEC14L2|ULK1|RDH10|APLP1|SRA1|CSNK1E|RDH5|POM121|GTF2F2|MRPS18A|C9orf16|VASN|QSOX1|BCKDHA|RAB11B|PI4K2A|TMEM98|SLC25A39|SFRP1|MAP1S|PFKL|NOC4L|VGLL4|SLC31A1|CYB561|AEN|CCNO,5828_NSMCE1_P1P2_ENSG00000169189,NSMCE1
Age-DOWN,0.30607476635514,0.600840336134454,0.245923990390785,1.07856988453335,130,80,TPM1|TBL1XR1|NR3C1|HHIP|SLC38A2|ARHGAP21|MAPK1|LIMA1|PDCD4|GNA13|NFAT5|PTEN|MLLT3|FRYL|RIT1|ZEB2|KIF1B|PHF19|ARMCX3|ID2|DNAJB4|HERC4|FGD6|CETN3|SNX6|MFSD11,5828_NSMCE1_P1P2_ENSG00000169189,NSMCE1
ARE,0.897810218978102,0.897810218978102,0.165740455249242,0.814215539149373,368,151,FDXR|VIM|TRPT1|DDIT4|TUBA1A|DDB2|METTL26|PSMD3|RPL38|LIF|COMTD1|CHTF18|NME3|FAS|SEMA3C|PIK3R3|TXNRD2|GSTP1|TK1|TMUB2|DPP7|EFNA4,5828_NSMCE1_P1P2_ENSG00000169189,NSMCE1
AMD-Macula-UP,0.119909502262443,0.435377358490566,0.310413019756812,1.26502265137558,52,57,MICU3|KCNK6|STK38|TPM1|TBL1XR1|MYL9|PHACTR2|EHD2|STK17B|DSTN|TMEM45A|PRKCI|TRHDE|TAGLN|STXBP4|FLNA|HERC4|LPP|HSD17B4|RPE|TMOD3,5828_NSMCE1_P1P2_ENSG00000169189,NSMCE1
AMD-Macula-DOWN,0.663701067615658,0.862811387900356,-0.249682692709959,-0.881765579059299,372,32,PSMC1|TMEM97|PTPRA|LINC00511|TCP1|ACAT2|C8orf33|PARP2|DEAF1,5828_NSMCE1_P1P2_ENSG00000169189,NSMCE1
AMD-nonMacula-UP,0.429765886287625,0.698369565217391,-0.215791721086977,-1.00896465878797,256,129,HMGN1|CERK|PRKAA2|NCAPD2|PNMA1|OSBPL6|SLC35F2|CEP126|ABI2|BAG2|JADE1|RBFOX2|ARHGEF28|NRK|C2CD2|WEE1|SCAPER|CHST7|AKAP1|PTMS|ITSN1|NAB2|STAC|DFFA|NCKIPSD|TUSC2|CHD3|CHMP7|TCP11L1|TNIK|ERGIC1|SAMD1|DGKZ|KLHL23|PLA2R1|FAM20B|KCTD17|SHC3|THSD4|SEPTIN6|MAF1,5828_NSMCE1_P1P2_ENSG00000169189,NSMCE1
