pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,perturbation_id,target_gene
Redox-PRO,0.14983164983165,0.243476430976431,0.254760433856647,1.18090874926322,88,232,ISCU|BAX|ATP5F1E|COX7C|UQCR11|ATP6V1D|ATP5MF|G6PD|COX6C|ATP6V1G1|COX5B|COX7A2|COX4I1|SLC25A12|COX6B1|SDHC|ATP6V0E1|ATP5MG|NDUFS8|DECR1|ATP6V0C|NDUFA3|NDUFB2|PDLIM1|UQCR10|SCAF4|FTL|NDUFA4|ATP6V1C1|JUNB|NDUFC1|ACAA1|UQCRB|COX7B|SLC25A6|NDUFA7|COX7A2L|GCLC|ATP6V1F|ACADVL|UQCRQ|ATP5PD|HCCS|HADHB|SUCLG1|ATP5PF|NDUFB4|NDUFS4|CAT|CS,1022_C19orf53_P1P2_ENSG00000104979,C19orf53
Redox-ANTI,0.610687022900763,0.721721027064539,-0.363339060702631,-0.89780792776824,319,10,SDHB|NQO1|BRCA1|SOD1,1022_C19orf53_P1P2_ENSG00000104979,C19orf53
Inflammation-PRO,0.00168350168350168,0.0153121319199058,0.526089101964051,2.49521926775505,0,268,MAFF|EGR1|CDKN1A|SERPINB2|KLF10|GADD45A|FN1|SERPINE1|SQSTM1|PPP1R15A|SAT1|PNRC1|CCND1|NFKB2|EDN1|GADD45B|PLK2|TNFRSF12A|NFIL3|ATF3|JUN|FAS|COL4A2|PHLDA1|CTSD|TSC22D1|LRP1|DCBLD2|TIMP1|NFAT5|BHLHE40|BTG1|DUSP6|IL10RB|MYC|ADAM9|CBLB|ABCA1|CCNL1|MAP2K3|DNAJB4|IRS2|PMEPA1|LIF|IL17RA|S100A13|TIPARP|CBL|JUNB|IL6ST|TNIP1|CFLAR|RABIF|CD44|CPQ|DRAM1|PRDM4,1022_C19orf53_P1P2_ENSG00000104979,C19orf53
Inflammation-ANTI,0.0411985018726592,0.0892634207240949,0.444931581295864,1.54400641104705,21,39,RPS19|NR1D1|PLK2|GSTP1|EXTL3|CYLD|GIT1|CCN3|MAPK7,1022_C19orf53_P1P2_ENSG00000104979,C19orf53
Age-UP,0.0994623655913978,0.143667861409797,0.32608598307657,1.23803526194675,73,141,CST3|BSG|FAP|QSOX1|TIMP3|SRA1|RDH10|LBH|AEN|C9orf16|APLP1|PEX16|SLC25A4|RDH5|TMEM98|CIB1|MANBAL|ATP6V0B|GALNT10|SPOCD1|SCARB1|GTF2F2|FXR2|DAAM1|ARMC9|SOX9|APLP2|SLC25A39|ABHD8|ARHGAP1|MAN2A1|PCOLCE2|COL8A1|EXOSC1|CTSD|VASN|FADS3,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Age-DOWN,0.157001414427157,0.204101838755304,0.344473561682145,1.20217456585854,110,80,IFRD1|SAMD9L|LIMA1|ANGPT1|ROR1|ARMCX3|STK38L|SH3GLB1|FLCN|DNAJB4|ARMCX2|SMG1|HERC4|NFAT5|DDAH2|SNX6|PPIC|WDR26|MLLT3|NIPSNAP3A|PDCD4,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
ARE,0.00130890052356021,0.00448895027624309,0.433111769351911,1.66101163384353,0,151,FTH1|DDIT3|PRDX5|SNHG8|CITED2|JUND|FDXR|HMOX1|SNHG32|GSTP1|FTL|SEMA3C|FAS|TUBA1A|TXNIP|STAT2|CYP1B1|PCDH7|TXN|DHRS3|EDN1|PBXIP1|LAMA4|TNIK|PLA2R1|ROBO1|RPL38|PRDX4|LAMB2|PRDX2|PRDX6|ZBTB4|PPP1R7|MIA2|RFNG|DDIT4|PIK3R3|SRXN1|STAT6|PLAT|MAFK|METTL26|ENC1|PDE5A|NME3|RASSF7|PPP2CB|GCLC|UTP25,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
AMD-Macula-UP,0.0318840579710145,0.0518115942028986,0.452437068354966,1.50761983890356,21,57,MYL9|TAGLN|DSTN|LPP|FLNA|CCPG1|SLIT3|TMEM45A|HERC4|STK38|EIF4G3|PRKCI|MGST1|PCMTD1,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
AMD-Macula-DOWN,0.472843450479233,0.518115942028986,0.336208066110919,0.988620032536695,295,32,PSAP|AMTN|HSF2BP|TIMM23B,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
AMD-nonMacula-UP,0.00672947510094213,0.0145805293853746,0.412370290334021,1.5512774724493,4,129,MEG3|MAP1A|FAM229B|ATP2B4|PDE4DIP|ERGIC1|CALM3|CDH2|P4HA2|TUSC2|CAPZB|LINC02762|SCD5|NFASC|SLC9A7|TNIK|PLA2R1|AP2A2|PATJ|DNALI1|ITSN1|PCDH9|TMEM127|P3H2|PTPRF|DYNC1H1|THSD4|STAC|MEGF8|TUSC3|EHD2|CHD3|NRAV|EPN2|CEP126|TOR1AIP2|SNAPC3|CHST7|ABLIM3|DLG5|TLN2|ARHGAP10|ATP8B2,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
AMD-nonMacula-DOWN,0.478260869565217,0.518115942028986,0.284558488565302,0.987531363132022,340,75,CTSK|CST3|CD63|TEX2|GTF3A|TAX1BP1|LYPLAL1|TMEM98|RNF114|SPG21|BMP2|DAAM1|ABI1|SOX9|POPDC3|DHDDS|F2RL2|CTSD|ADTRP|VASN|VEPH1|SHISA5,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Senescence-PRO,0.00138121546961326,0.00448895027624309,0.492659579860295,1.80440499512788,0,108,CDKN1A|IGFBP5|IGFBP7|PAPPA|MMP2|IGFBP3|BEX3|FGF2|MIF|NRG1|IGFBP6|CDKN2A|UBA52|SERPINE1|FAS|ANGPT1|TIMP2|CDKN2B|CTSB|EDN1|IL1B|UBC|CDK6|YBX1|FGF1|IL6ST,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Senescence-ANTI,0.00641025641025641,0.0145805293853746,-0.767473519282167,-3.63861376630738,0,300,STMN1|HMGN2|TUBB|DEK|DUT|PTTG1|NCL|HNRNPD|NASP|BIRC5|RANBP1|PRC1|DTYMK|XRCC6|SNRPB|TK1|RRM2|SRSF2|CDKN3|DNMT1|KPNB1|TMPO|NAP1L1|HNRNPU|PSIP1|HMGA1|MCM7|MKI67|UBE2S|SMC4|ANP32E|NUSAP1|CENPF|UBE2T|SMC3|HELLS|DLGAP5|ORC6|MCM3|SMC1A|TPX2|KIF20B|SFPQ|LMNB1|LBR|ATAD2|HMGB2|GINS2|CCNB2|MAD2L1|HMGB3|KPNA2|MT2A|CDCA3|RAD21|NCAPD2|PRKDC|CKS1B|KIF11|EZH2|PAICS|RPA3|USP1|HMMR|SNRPD1|RBBP7|SMC2|MCM4|PBK|CCNA2|CBX5|CENPM|CHAF1A|MYBL2|CDC20|RAD51AP1|XPO1|MCM5|DIAPH3|SSRP1|BRCA1|TOP2A|SLBP|CDCA8|MTHFD2|DEPDC1|PLK1|CKS2|FBXO5|KIF2C|PCNA|RAN|RFC2|BRCA2|G3BP1|BUB1|MELK|UBE2C|KIF23|HSPA8|CBX1|NEK2|KNL1|AURKA|SRSF1|CENPE|ASF1B|MCM6|BUB1B|MARCKS|NSD2|DBF4|BUB3|NDC80|RFC3|ILF3|EWSR1|PA2G4|NOLC1|DDX39A|CDC6|CDK1|CDC45|WEE1|KIF4A|CDKN2C|POLQ|TTK|E2F1|SPC25|BARD1|CENPA|KIF22|TIMELESS|MSH2|CDC25B|ATF5|TROAP|CHEK1|GINS4|DCK|MCM2|SYNCRIP|TACC3|RACGAP1|SMARCC1|CSE1L|TGFB1|ODC1|TLE3|AURKB|SPC24|DSCC1|TRA2B|EXOSC8|CIT|PSMC3IP|LIG1|NUDT21|DCTPP1|JPT1|SHMT1|CNOT9|TFDP1|CTPS1|RBL1|TUBG1|EXO1|TCF19|NUP107|PNN|TIPIN|DKC1|RPA1|TRIP13|KIF15|RBM14|GINS1|SPAG5|RPA2|POLD1|RFC1|SAP30|PLK4|SLC7A1|SMC6|NOP56|IPO7|POLD2|CCNF|UBR7|NUP50|POLA2|MXD3|CDC27|MAP3K20|NUP205|PRIM2|MTF2|CDK4|DONSON|STIL|POLD3|ZW10|MRE11|POP7,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Redox-PRO,0.00121654501216545,0.00448895027624309,0.393745553744906,1.59447615613738,0,232,NDUFA4|ATP6V0E1|ATP6V1F|UQCR11|ATP5F1E|ATOX1|NDUFB2|COX6B1|BAX|COX6A1|ATP6V1D|FTL|COX7B|COX5B|ISCU|ATP5PD|UQCRH|ATP6V1G1|NDUFS8|NDUFB8|ATP5PO|COX7A2|TXN|SDHC|COX7C|NDUFB4|NDUFS4|ACAA1|COX6C|UQCRQ|ATP6V0C|ETFB|COX4I1|UQCRB|ATP5MF|NDUFA8|ATP5PF|SLC25A4|PRDX4|NDUFS6|NDUFA3|SURF1|UQCR10|PRDX2|PDLIM1|PRDX6|ATP5PB|NDUFA1|ATP5ME|GLRX|ATP6V0B|ATP6AP1|BDH2|MGST3|SRXN1|MGST1|ATP6V1E1|NDUFC2|IDH3B|NDUFB7|ATP5MC3|NDUFA6|GCLC,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Redox-ANTI,0.860714285714286,0.860714285714286,0.301005466472166,0.675568993973964,481,10,HMOX1|GCLC,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Inflammation-PRO,0.00119047619047619,0.00448895027624309,0.431756513475015,1.76576681816734,0,268,CDKN1A|FN1|GADD45A|SQSTM1|DRAM1|ATOX1|LRP1|SAT1|CFH|TIMP1|HMOX1|PNRC1|SERPINE1|COL4A2|FAS|ANXA5|CALM3|TIMP2|RCAN1|STAT2|PCDH7|F3|CTSB|CBLB|STAT1|EDN1|IL1B|ABCA1|SLC4A4|LY6E|EMP3|PLK2|IL6ST|DNAJB4|PTX3|CD46|ITGA5|PPP1R15A|CPQ|IRF9|LIPA|TNFRSF12A|TFPI2|DUSP6|ATF3|MAFF|S100A13|CEBPB|PRCP|NFAT5|IRS2|PANX1|DDX58|EIF1|BHLHE40|LGALS3|USP15|PLAT|MAP2K3|CCND1|PSEN1|BMP2|CDH13|CTSC|BAK1|ATP2C1|CASP3|PPP2CB|SERPINB2|GEM|FYN|ABI1|GMFB|TAP1|USP8|XPNPEP1|MMP14|CTSD|CD44|RABIF|FDX1|NFKB2|PTPN11|LITAF|VCPIP1|SERPINB8|SGK1|IL10RB|PDGFC|KDM6B|LAMP2|IL17RA|PDLIM5|MET,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Inflammation-ANTI,0.0291411042944785,0.0518115942028986,0.506589258955289,1.56090156976247,18,39,RPS19|GRN|NR1D1|GSTP1|CYLD|MDK|PLK2,10231_ZNF236_P1P2_ENSG00000130856,ZNF236
Age-UP,0.805743243243243,0.872888513513513,0.183926634609379,0.851928626836554,476,141,TOMM34|ULK1|DAAM1|SFRP1|ANKRD16|PFKL|C6orf47|TMEM214|FAP|AEN|ROGDI|SEC14L2|SLC16A14|SLC16A3|APLP1|C9orf16|MRPS18A|ARFRP1|NDUFS1|PES1|PCOLCE2|PEX16|ATP1B1|COPE|CTSD|PI4K2A|THAP7|NAPA|GALNT10|ST3GAL3|DCXR|SLC25A4|SLC16A1|NFX1|CHN1|CCNO|LSR|PITPNA|TIMP3|CTDSP1|SLC19A1|ABHD8|RDH10|MAP1S|STK11|SLC23A2|SCARB1|RBBP9|RDH5,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Age-DOWN,0.783303730017762,0.872888513513513,0.195994431223566,0.829731965451721,440,80,STK38L|TSEN54|LRP5|ZDHHC20|FRYL|NRP1|SPOPL|LSM14A|ROR1|EXOC2|RIT1|JAG1|PDCD4|ARL6IP6|WBP4|PTEN|MLLT3|HHIP|FLCN|FAM133B|DNAJA1,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
ARE,0.707379134860051,0.872888513513513,-0.18487972191533,-0.906942453623694,277,151,PPP1R7|JUN|TCF25|RFNG|ME1|PLEKHH3|SPG7|PIGQ|ACAP3|DDIT3|FJX1|RHOT2|PLA2R1|ADCY3|PSME1|DDB2|MT1X|PIK3R3|LAMA4|PAQR4|PBXIP1|CITED2|SAPCD2|TUBA1A|AMDHD2|PLCXD1|MAFK|PDGFC|OBSL1|UNG|KLF9|MOV10,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
AMD-Macula-UP,0.115124153498871,0.374153498871332,-0.308306805768035,-1.26252858268486,50,57,STXBP4|MSRB1|SMAD9|TBL1XR1|HERC4|TOR1AIP2|HSD17B4|TBC1D8B|RPE|MED28|STK17B|TPM1|PEX13|EIF4G3|PLAGL1|FLNA|LPP|SNX1|TTC9C|PCMTD1|PRKCI|CPT1A|SHC3,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
AMD-Macula-DOWN,0.0149253731343284,0.142488716956802,0.452893522318307,1.58443244410955,7,32,TRAFD1|SFRP1|LINC00511|PSAP|THOP1|RABGGTA|SLC25A28|EIF4H|TIMM23B|NEPRO|TCP1,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
AMD-nonMacula-UP,0.25615763546798,0.555008210180624,-0.228682284821054,-1.09615886850937,103,129,PDPR|MAF1|MAPRE2|STXBP4|MAP1A|CERK|SLC9A7|JADE1|FAM20B|SCD5|RBFOX2|PLA2R1|ABLIM3|TOR1AIP2|ABI2|PDE4DIP|DYNC1H1|CHD7|HDAC5|NFASC|PCDH9|SV2A|AKAP1|LINC02762|ATP2B4|PRKAA2|PLCB1|HERPUD2|BAG2|CAPZB|KCTD17|SMYD4|DPY19L1|DLG5|NAB2|ERC1,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
AMD-nonMacula-DOWN,0.921478060046189,0.921478060046189,-0.17478133319095,-0.757031530398039,398,75,NETO2|CDKN3|PLAAT3|BMP2|TEX2|ADTRP|SLC4A2|INO80C|RNF114|PSMD11|TPGS2|GOT2|LYPLAL1|EZR|CST3|NSFL1C|PIP4K2C|CTSK|CDR2|SNHG4|ELOVL5,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Senescence-PRO,0.203071672354949,0.527986348122867,0.262366928105857,1.16238936540833,118,108,PLAUR|CDKN2B|IGFBP5|YBX1|ANGPTL4|SIRT1|TP53|SPP1|ETS2|CDC27|ITGA2|CDKN2A|TNFRSF1A|MMP14|SERPINE2|UBE2C|TWIST1|CEBPB|PIGF|EHMT1|UBC|RPS6KA3|GLB1|MAPK3|EGFR|ANAPC16|LMNB1|PTEN|ICAM3|KITLG|BEX3|MIF|RBL1|CDKN2D|FZR1|FGF1|SCAMP4,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Senescence-ANTI,0.548286604361371,0.791969539633091,0.19094746805441,0.967375614790228,351,300,E2F1|ARID4A|DSCC1|NUP205|TP53|NCAPD2|E2F3|CDC6|SS18|LUC7L3|LIG1|SHMT1|CHAF1A|AK2|ASF1B|CDC27|RAD51AP1|GINS2|CKS1B|MCM4|PRIM2|RAD50|CDKN2A|HUS1|CIT|HNRNPD|KIF4A|STMN1|POLD1|CCNF|DONSON|CDK1|USP1|POLE4|WEE1|RRM2|SLC7A1|SMC3|UBE2C|SMARCC1|BRCA1|POLQ|TBRG4|EIF2S1|KMT5A|RFC2|RFC3|TRIP13|NDC80|DLGAP5|MYBL2|GINS1|PLK4|LMNB1|MAPK14|DTYMK|PDS5B|CHEK1|SMC2|SMC6|TACC3|RBBP7|TOP2A|MELK|PHF5A|STAG1|NEK2|RPA2|POLD3|RBL1|NSD2|SRSF10|NOTCH2|INCENP|TFDP1|CENPA|POLA2|EZH2|BUB3|TENT4A|RFC1|ZW10|SNRPB|KIF23|SPC25|KIF11|CSE1L|PRDX4|PCNA|DCK|MTHFD2|PAICS|TRA2B|SMAD3|NUP98|CDCA8|FBXO5|MCM5|SLC12A2|NUMA1|PLK1,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Redox-PRO,0.0283464566929134,0.142488716956802,0.264626998128065,1.30772000324414,17,232,MDH1|G6PD|NDUFB7|COX6B1|NDUFB3|ABCC1|EGLN2|ATP5ME|NDUFV1|COX11|LDHB|MRPL35|MTRR|COX5A|CAT|ETFB|SLC25A11|AFG3L2|LDHA|ACADSB|MDH2|UQCRB|IDH3B|COX4I1|LRPPRC|RHOT1|ATP6V1F|CYB5A|TOMM70|NDUFS7|NDUFA3|ERCC2|ATOX1|PHB2|SDHB|ECI1|ACADM|UQCRQ|SUPV3L1|OPA1|NDUFB6|NDUFC2|NDUFS4|GPI|TIMM9|DLD|NDUFS1|SDHA|SDHC|UQCR10|ATP6V0C|ETFA|NDUFS3|PDP1|PDHA1|ATP1B1|ATP5PF|PMPCA|COX8A|ECH1|ATP6V1E1|ATP5F1C|ATP5F1D|NDUFB1|MRPS30|COX5B|SLC25A4|HSPA9|MRPS22|NDUFS6|IDH3G|SLC25A12|SURF1|COX6C|ALAS1|CDKN2D|VDAC1|TIMM10,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Redox-ANTI,0.0328820116054159,0.142488716956802,0.619564394008894,1.60361384008556,16,10,GSS|CAT|SDHB|BRCA1,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Inflammation-PRO,0.428184281842818,0.69579945799458,-0.189386200211567,-1.00843077251465,157,268,LIPA|JUN|TUBB2A|MAP2K3|CSRP1|EIF1|MSRB1|IER2|ME1|USP15|MYC|RBSN|PPP4C|XPNPEP1|PHLDA2|FJX1|DYRK2|FDX1|FOSL2|BMP2|TANK|BHLHE40|CASP3|F3|DUSP4|ADM|RNF144B|GNB4|BTG1|G0S2|IL6ST|CBL|TNFRSF12A|PLPP3|IL17RA|PIK3CA|MARCKS|STAM2|IL7R|GADD45A|SH2B3|AHR|IER3|CD59|GRB2|GADD45B|KIF2A|RELA|RNF4|GPD2|PDGFC|CALM1|S100A13|TNIP1|LGMN|DOCK10|SELENOS|CFLAR|KLF9,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Inflammation-ANTI,0.424568965517241,0.69579945799458,-0.268844751947088,-1.00864541049719,196,39,VPS35|GIT1|MAPK7|LPCAT3|AHR|METRNL|SLC39A8|CYLD|GRN|SIRPA|SELENOS|MKRN2,10236_ZNF24_P1P2_ENSG00000172466,ZNF24
Age-UP,0.255014326647564,0.550522648083624,-0.221497248299211,-1.09288279864827,88,141,UBL4A|NFX1|EZR|ANKRD9|ATP1B1|WWC1|SHISA5|PES1|COL8A1|RDH10|CTSD|ACY1|NSFL1C|CHN1|TMEM33|SCAND1|GGA2|TMEM214|MRPS18A|SLC31A1|NETO2|MRPL38|SPOCD1|ULK1|ATP6V0B|BSG|ABHD8|FBXW9|TCF7|BCAT1|RFT1|FADS1|FICD|ABCB10|PEMT|MED22|SDC4|RAB11B,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Age-DOWN,0.767405063291139,0.831355485232067,0.202553577455285,0.841269354853884,484,80,MBOAT2|EXOC2|FLCN|WBP4|DNAJB4|KIF1B|MEST|SH3GLB1|ANGPT1|SMCHD1|SMG1|WRN|ME1,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
ARE,0.476190476190476,0.619047619047619,-0.19814495551997,-0.986595064808044,159,151,PRDX4|SLC35B3|ROBO1|TXNIP|GCLM|ABCC1|SOD1|VIM|PLCXD1|IP6K2|KIF20A|CHTF18|RIN2|SIVA1|PRDX5|PGD|KEAP1|TBC1D9|EDN1|CDKN2C|CCNA2|TRHDE-AS1|MIA2|SEMA3C|TYK2|LRRC45|METTL26|CITED2|CAT|SNHG8|PLEKHH3|SPG7|PDGFC|FDXR|GCLC|LAMB2|NT5C|ZBTB4|NQO1|CHEK1|SGSM2|PCDH7|UBE2C|HMG20B|FJX1|PHLDB2|MT1X|CDC20|ACAP3|LAMA4|RHOT2|IQGAP3|TONSL|UNG|CYP1B1|PSME1,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
AMD-Macula-UP,0.374792703150912,0.609038142620232,0.268843587533611,1.05208234494015,225,57,ITGB5|KLHL23|SLIT3|EHD2|STXBP4|AFMID|HEATR3|MGST1|SNX1|MICU3|RPE|PRKCI|PCMTD1,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
AMD-Macula-DOWN,0.266199649737303,0.550522648083624,0.329734620215222,1.13501065404254,151,32,LINC00511|TRAP1|DEAF1|C17orf58|PARP2|EIF4H|SLC25A28|C8orf33|SFRP1|TMEM97|DHDDS|TOMM20|HSF2BP,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
AMD-nonMacula-UP,0.283987915407855,0.550522648083624,0.241775319510078,1.09502268435663,187,129,SEPTIN6|EXOC6B|KLHL23|ERGIC1|EHD2|PATJ|SCD5|DLG5|ITSN1|STXBP4|TMEM127|BICD2|AKAP1|WFS1|ZNF444|CDK19|LINC02762|PDPR|WEE1|MEX3D|SLC9A7|THSD4|PEX6|MAP1A|CERK|PDE4DIP|ERC1|FAM216A|CPS1|SAMD1|PNMA2|ATP2B4|ABLIM3|PTPRF|P3H2|LINC02693,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
AMD-nonMacula-DOWN,0.451104100946372,0.619047619047619,0.245868632562798,1.01663208105292,285,75,INO80C|GSTT2B|ITGA6|C1QBP|RPS10|SLC4A2|CTSK|SGK3|SNX15|SOX9|LOXL1-AS1|POPDC3|PLAAT3|VRK1|ELOVL5|PLPP5|ST3GAL6-AS1|SMC6|ITGB8|CCNO|SPG21|VASN|ALDH1A3|ADTRP|ABI1|SFRP1|PIP4K2C|SMOX|DHDDS,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Senescence-PRO,0.206730769230769,0.550522648083624,0.262467304503421,1.15102132890981,128,108,CXCL8|CDC26|ITGA2|ANAPC5|CDC16|SIRT1|PLAT|TERF2|HMGB1|EHMT2|NRG1|ANAPC10|BEX3|IL1B|RB1|FAS|IGFBP5|ANGPT1|SCAMP4|IL6ST|RELA|PAPPA|ANGPTL4|EGFR|CEBPB|PIGF|TWIST1|CCL2|IGFBP3,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Senescence-ANTI,0.00346020761245675,0.0449826989619377,-0.277026339832887,-1.50774037881239,0,300,BIRC5|YTHDC1|SPC24|RACGAP1|STAG1|SMC2|RBBP7|CCNB2|TPX2|PRMT5|PRDX4|SFPQ|PRC1|NDC80|NUSAP1|CDK4|KNL1|CENPA|SMC4|CUL4A|DLGAP5|PTTG1|MARCKS|EWSR1|PURA|CDKN2A|HNRNPD|PA2G4|SAP30|CENPE|NUMA1|STMN1|TENT4A|BUB1|AURKB|CENPF|ODF2|EZH2|NUP205|DEK|SLC38A1|CSE1L|SRSF2|CKS2|CDKN3|BUB3|CDC27|LBR|KIF20B|ZW10|PPM1D|SS18|SNRPD1|PRPF4B|TBRG4|KPNA2|DEPDC1|SYNCRIP|CDC25A|JPT1|PSIP1|CDKN2C|ARID4A|CCNA2|DTYMK|CUL3|CKS1B|SRSF10|CDCA3|NOLC1|CDCA8|CCNT1|RBL1|SNRPB|LUC7L3|RPA3|HUS1|KIF23|NEK2|PBK|TFDP1,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Redox-PRO,0.887464387464387,0.887464387464387,0.169095057935207,0.827212399688665,622,232,LDHB|DLST|POLR2F|ACAT1|MDH1|POR|ATP6V1H|ATOX1|PMPCA|NDUFA8|OXSR1|OPA1|MRPS12|ATP5PD|FDX1|SLC25A11|ALAS1|ETFDH|IMMT|MGST1|CYB5A|UQCRH|COX5A|EGLN2|TOMM70|ERCC2|NDUFB8|GSR|CYB5R3|PRDX1|TIMM13|UQCRFS1|PTPA|ATP5F1E|COX11|SDHA|MFN2|SLC25A4|TIMM9|GLUD1|NNT|COX15|PFKP|VDAC1|MRPS30|NDUFB4|ETFB|TIMM10|UQCR11|SDHC|UQCRC1|ACAA1|MPC1|SCAF4|TIMM50|SOD2|COX7A2L|PDHA1|FH|COX6B1|COX7B|PDLIM1,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Redox-ANTI,0.296435272045028,0.550522648083624,0.447564405448553,1.12794958291824,157,10,CXCL8|BRCA1,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Inflammation-PRO,0.0253878702397743,0.165021156558533,0.264583567763909,1.31035277572784,17,268,CXCL8|PSEN1|PTX3|BAK1|ITGA4|IRS2|TNC|PFN1|KLF10|ATP2B1|DCBLD2|PLAT|DUSP4|IER3|PTPN11|IFNAR1|DNAJB4|LDLR|ATOX1|IFNGR1|HSPA1A|BHLHE40|PHLDA2|KIF1B|FDX1|IL1B|LY6E|LTBR|DUSP1|CDH13|MAP2K3|CTSH|FAS|NAMPT|DGKH|OSMR|AKAP10|PLSCR1|IL6ST|STAT2|EGR1|PMEPA1|PPP2CB|RELA|SLC7A1|CCND1|LGMN|CEBPB|B4GALT1|LRP1|SERPINB2|ITGB8|ME1|ABCA1|IRF9|CCL2|KLF6|TFPI2|HES1|STX4|PHLDA1|SLC4A4|JUN|ABI1|SLC11A2|NMI|G0S2|KIF2A,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Inflammation-ANTI,0.750617283950617,0.831355485232067,-0.221792636530685,-0.844719747099332,303,39,GPS2|STAT3|MKRN2|PLK2,10239_ZNF253_P1P2_ENSG00000256771,ZNF253
Age-UP,0.233802816901408,0.379929577464789,-0.222145678543122,-1.096634386814,82,141,CSNK1E|SLC16A3|MED22|THAP7|ARFRP1|TOMM34|EXOSC1|SCARB1|COL8A1|TMEM115|CYB561|ATP1B1|CTSD|DAAM1|SOX9|AEN|RFT1|LAYN|FICD|FBXW9|ST3GAL3|FADS1|PITPNA,10266_ZNF284_ENST00000421176.3_ENSG00000186026,ZNF284
Age-DOWN,0.197472353870458,0.379929577464789,0.278139691496536,1.1677612803085,124,80,ROR1|PLA2G4A|WBP4|WRN|ARMCX2|FRYL|PPIC|CLK1|KRAS|SMG1|NRP1|JAG1|SAMD9L|SPOPL|LSM14A|FAM133B|AGPAT4|LRP5|ARHGAP21|CNTNAP3|ZEB2|RBPJ|DDAH2|ATG2B,10266_ZNF284_ENST00000421176.3_ENSG00000186026,ZNF284
ARE,0.202380952380952,0.379929577464789,-0.2258815870774,-1.12262436480746,67,151,UTRN|PPP2CB|HSPA1B|CITED2|MT1X|ABCC1|SPG7|HMOX1|ENTR1|DPP7|COMTD1|CDKN2C|FAS|SEMA3C|PLCXD1|JUND|G6PD|HMG20B|KIF20A|EFNA4|SOD2|MECOM|SNHG8|PGP|NAGLU|EDN1|NQO1|LRP6|NT5C|RFNG|CAT|FTH1|PRDX6|KEAP1|UTP25|IQGAP3|RCBTB1|PSME1|SLC2A8|CYP1B1,10266_ZNF284_ENST00000421176.3_ENSG00000186026,ZNF284
AMD-Macula-UP,0.482587064676617,0.570330167345093,0.252673364213191,0.993468396678797,290,57,SLIT3|C2CD2|MGST1|TBCK|STXBP4|YIPF4|TRHDE|ITGB5|PCMTD1|ARSK|KLHL23|RBPJ|TTC9C|DTWD1|MICU3|MSRB1|RPE|HEATR3|PANK2|CCPG1|KCNK6,10266_ZNF284_ENST00000421176.3_ENSG00000186026,ZNF284
AMD-Macula-DOWN,0.356282271944923,0.463166953528399,0.308106727738547,1.07318821172607,206,32,HSF2BP|NEPRO|TRAP1|PARP2|PSAP|TCP1|MIS18A,10266_ZNF284_ENST00000421176.3_ENSG00000186026,ZNF284
