Perturbation,Gene_Target,Axis_Score
9946_YTHDC1_P1P2_ENSG00000083896,YTHDC1,0.0450076
5490_NCAPG_P1P2_ENSG00000109805,NCAPG,0.04492557
5881_NUMA1_ENST00000393695.3_ENSG00000137497,NUMA1,0.044906836
6947_PUF60_P1P2_ENSG00000179950,PUF60,0.044885695
682_ATP6V1D_P1P2_ENSG00000100554,ATP6V1D,0.04480369
8645_TACC3_P1_ENSG00000013810,TACC3,0.044795316
8576_SUGP1_P1P2_ENSG00000105705,SUGP1,0.044657473
7491_RPP30_P1P2_ENSG00000148688,RPP30,0.044641525
3133_FOLR3_P1_ENSG00000110203,FOLR3,0.044631936
7475_RPL5_P1P2_ENSG00000122406,RPL5,0.04453034
1408_CDC5L_P1P2_ENSG00000096401,CDC5L,0.044411484
7467_RPL37A_P1P2_ENSG00000197756,RPL37A,0.044292975
7480_RPL8_P1P2_ENSG00000161016,RPL8,0.044171043
"8340_SPDYE2_ENST00000432940.1,ENST00000507918.1_ENSG00000205238",SPDYE2,0.04410308
5658_NFYC_P1P2_ENSG00000066136,NFYC,0.04405737
2128_DDX52_P1P2_ENSG00000278053,DDX52,0.04404522
2075_DCTN3_P1P2_ENSG00000137100,DCTN3,0.044038355
3042_FCF1_P1P2_ENSG00000119616,FCF1,0.044007223
7503_RPS15A_P1P2_ENSG00000134419,RPS15A,0.043906637
5414_MZT1_P1P2_ENSG00000204899,MZT1,0.04387517
8226_SNRPB_P1P2_ENSG00000125835,SNRPB,0.04375214
1429_CDK1_P1P2_ENSG00000170312,CDK1,0.043682676
2076_DCTN4_P1P2_ENSG00000132912,DCTN4,0.04366156
6275_PHB2_P1P2_ENSG00000215021,PHB2,0.04365286
2102_DDX10_P1P2_ENSG00000178105,DDX10,0.043581918
5487_NCAPD2_P1P2_ENSG00000010292,NCAPD2,0.04343995
2235_DKC1_P1P2_ENSG00000130826,DKC1,0.043374978
8650_TADA3_P1P2_ENSG00000171148,TADA3,0.04335985
1915_CSTF1_P1P2_ENSG00000101138,CSTF1,0.043331124
885_BRCA2_P1P2_ENSG00000139618,BRCA2,0.043273866
2336_DONSON_P1P2_ENSG00000159147,DONSON,0.043244224
2212_DHX36_P1P2_ENSG00000174953,DHX36,0.04295854
7487_RPP14_P1P2_ENSG00000163684,RPP14,0.042769413
5464_NAPG_P1P2_ENSG00000134265,NAPG,0.04267065
2123_DDX46_P2_ENSG00000145833,DDX46,0.042505015
4985_METAP2_P1P2_ENSG00000111142,METAP2,0.042391032
2162_DERL2_P1P2_ENSG00000072849,DERL2,0.042385645
6853_PSMB5_P1P2_ENSG00000100804,PSMB5,0.042327404
9672_USP5_P1_ENSG00000111667,USP5,0.04225252
2135_DDX6_P1P2_ENSG00000110367,DDX6,0.04218785
7562_RRP15_P1P2_ENSG00000067533,RRP15,0.04206943
6540_POLR2A_P1P2_ENSG00000181222,POLR2A,0.042047676
6263_PGPEP1_P1P2_ENSG00000130517,PGPEP1,0.042010076
7453_RPL26_P1P2_ENSG00000161970,RPL26,0.042007226
6558_POLR3D_P1P2_ENSG00000168495,POLR3D,0.042003654
3716_HGS_P1P2_ENSG00000185359,HGS,0.04171293
2346_DPH1_P1_ENSG00000108963,DPH1,0.041680366
7737_SEC16A_P1P2_ENSG00000148396,SEC16A,0.04160038
6335_PIGH_P1P2_ENSG00000100564,PIGH,0.041590005
6215_PELP1_P1P2_ENSG00000141456,PELP1,0.04153404
9687_UTP6_P1P2_ENSG00000108651,UTP6,0.04151228
9621_URI1_P1P2_ENSG00000105176,URI1,0.041486133
9818_WDR3_P1P2_ENSG00000065183,WDR3,0.041356254
7038_RAB6A_P1P2_ENSG00000175582,RAB6A,0.041279178
7523_RPS3A_P1P2_ENSG00000145425,RPS3A,0.04119293
4088_IK_P1_ENSG00000113141,IK,0.041174415
8811_TEFM_P1P2_ENSG00000172171,TEFM,0.04113668
1786_COPS8_P1P2_ENSG00000198612,COPS8,0.040872816
10231_ZNF236_P1P2_ENSG00000130856,ZNF236,0.040769625
7451_RPL24_P1P2_ENSG00000114391,RPL24,0.04072824
6720_PRDM10_P1P2_ENSG00000170325,PRDM10,0.040668566
7516_RPS27A_P1P2_ENSG00000143947,RPS27A,0.040521074
5499_NCKAP1_P1P2_ENSG00000061676,NCKAP1,0.04050127
5302_MTBP_P1P2_ENSG00000172167,MTBP,0.040471334
2918_FAM32A_P1P2_ENSG00000105058,FAM32A,0.040426355
3769_HIST1H2BM_P1P2_ENSG00000273703,HIST1H2BM,0.040409636
6778_PRMT5_P2_ENSG00000100462,PRMT5,0.040131982
938_BUD31_P1P2_ENSG00000106245,BUD31,0.040032495
8405_SRFBP1_P1P2_ENSG00000151304,SRFBP1,0.039874095
9480_UBA3_P1P2_ENSG00000144744,UBA3,0.039851364
8233_SNRPG_P1P2_ENSG00000143977,SNRPG,0.039787646
2209_DHX33_P1P2_ENSG00000005100,DHX33,0.03972649
784_BCAR1_P2_ENSG00000050820,BCAR1,0.039725326
6605_PPAN_P1P2_ENSG00000130810,PPAN,0.039673276
2487_EEF1G_P1P2_ENSG00000254772,EEF1G,0.039622106
7141_RBBP5_P1P2_ENSG00000117222,RBBP5,0.03952835
2213_DHX37_P1P2_ENSG00000150990,DHX37,0.039234046
6676_PPP1R8_P1P2_ENSG00000117751,PPP1R8,0.039133497
936_BUB3_P1P2_ENSG00000154473,BUB3,0.039058197
2502_EFTUD2_P1P2_ENSG00000108883,EFTUD2,0.0390378
4994_METTL16_P1P2_ENSG00000127804,METTL16,0.039029524
7648_SAP18_P1P2_ENSG00000150459,SAP18,0.03897682
9684_UTP20_P1P2_ENSG00000120800,UTP20,0.038874533
1497_CEP152_P1P2_ENSG00000103995,CEP152,0.03881222
5163_MPHOSPH10_P1P2_ENSG00000124383,MPHOSPH10,0.03876203
8942_TKT_P1_ENSG00000163931,TKT,0.03870701
5729_NOC2L_P1P2_ENSG00000188976,NOC2L,0.038674343
535_ARPC2_P2_ENSG00000163466,ARPC2,0.038585488
7068_RAD51C_P1P2_ENSG00000108384,RAD51C,0.038538493
6127_PCID2_P1_ENSG00000126226,PCID2,0.038518343
9938_YKT6_P1P2_ENSG00000106636,YKT6,0.038515538
6033_PAFAH1B1_P1P2_ENSG00000007168,PAFAH1B1,0.038470507
7461_RPL34_P1P2_ENSG00000109475,RPL34,0.038458034
1478_CENPC_P1P2_ENSG00000145241,CENPC,0.03837682
9686_UTP3_P1P2_ENSG00000132467,UTP3,0.03832341
9167_TOMM40_P1P2_ENSG00000130204,TOMM40,0.038279463
7505_RPS16_P1P2_ENSG00000105193,RPS16,0.03826446
2785_EXOC8_P1P2_ENSG00000116903,EXOC8,0.03822613
2529_EIF1_P1P2_ENSG00000173812,EIF1,0.03820663
3599_GUCD1_P1P2_ENSG00000138867,GUCD1,0.038189054
715_AURKB_P1P2_ENSG00000178999,AURKB,0.038113058
7521_RPS29_P1_ENSG00000213741,RPS29,0.038005415
3994_HUWE1_P1P2_ENSG00000086758,HUWE1,0.037896134
9833_WDR61_P1P2_ENSG00000140395,WDR61,0.03788766
2731_ESF1_P1_ENSG00000089048,ESF1,0.037824627
7691_SCFD1_P1P2_ENSG00000092108,SCFD1,0.03773395
16_AATF_P1P2_ENSG00000275700,AATF,0.03772693
5209_MRPL27_P1P2_ENSG00000108826,MRPL27,0.037670333
6499_PNPT1_P1P2_ENSG00000138035,PNPT1,0.037535325
5809_NRBP1_P1P2_ENSG00000115216,NRBP1,0.03752823
6474_PMF1_P1P2_ENSG00000160783,PMF1,0.03729514
8432_SRSF2_P1P2_ENSG00000161547,SRSF2,0.03716351
884_BRCA1_P1P2_ENSG00000012048,BRCA1,0.03710295
1939_CTNNBL1_P1P2_ENSG00000132792,CTNNBL1,0.03709435
7479_RPL7_P1P2_ENSG00000147604,RPL7,0.036810264
7062_RAD21_P1P2_ENSG00000164754,RAD21,0.036808465
6546_POLR2E_P1_ENSG00000099817,POLR2E,0.036803693
2429_DYNLRB1_P1_ENSG00000125971,DYNLRB1,0.03677143
104_ACTB_P1P2_ENSG00000075624,ACTB,0.036721494
9179_TOPBP1_P1P2_ENSG00000163781,TOPBP1,0.036425088
7456_RPL28_P1P2_ENSG00000108107,RPL28,0.036393702
8460_SSU72_P1P2_ENSG00000160075,SSU72,0.036367517
699_ATR_P1P2_ENSG00000175054,ATR,0.036344204
5853_NUBP2_P1P2_ENSG00000095906,NUBP2,0.0363441
4130_INO80_P1P2_ENSG00000128908,INO80,0.036248945
3878_HNRNPU_P1P2_ENSG00000153187,HNRNPU,0.036203336
9814_WDR33_P1P2_ENSG00000136709,WDR33,0.036177788
1906_CSNK2B_P1P2_ENSG00000204435,CSNK2B,0.036148414
10463_ZNF574_P1_ENSG00000105732,ZNF574,0.036117487
7504_RPS15_P1P2_ENSG00000115268,RPS15,0.036078155
7968_SLC16A5_P1P2_ENSG00000170190,SLC16A5,0.036000513
1533_CFDP1_P2_ENSG00000153774,CFDP1,0.03595516
4897_MCM10_P1P2_ENSG00000065328,MCM10,0.03588175
4693_LSM4_P1P2_ENSG00000130520,LSM4,0.035844225
6862_PSMC5_P1P2_ENSG00000087191,PSMC5,0.035543576
3586_GTF3C3_P1P2_ENSG00000119041,GTF3C3,0.035534717
7312_RIOK2_P1P2_ENSG00000058729,RIOK2,0.035455883
5583_NEDD1_P1P2_ENSG00000139350,NEDD1,0.035445698
8213_SNF8_P1P2_ENSG00000159210,SNF8,0.03543464
7893_SEM1_P1P2_ENSG00000127922,SEM1,0.035416067
4255_JMJD6_P1P2_ENSG00000070495,JMJD6,0.035370097
7469_RPL38_P1P2_ENSG00000172809,RPL38,0.03520312
7833_SF3A2_P1_ENSG00000104897,SF3A2,0.035145935
7493_RPP40_P1P2_ENSG00000124787,RPP40,0.035083413
5374_MYC_P1P2_ENSG00000136997,MYC,0.035035565
2536_EIF2B2_P1P2_ENSG00000119718,EIF2B2,0.035026684
4898_MCM2_P1P2_ENSG00000073111,MCM2,0.034968987
6110_PCBP1_P1P2_ENSG00000169564,PCBP1,0.034886915
8338_SPDL1_P1P2_ENSG00000040275,SPDL1,0.034824863
2593_ELL_P1P2_ENSG00000105656,ELL,0.03481209
1972_CWC22_P1P2_ENSG00000163510,CWC22,0.034790736
1671_CLP1_P1P2_ENSG00000172409,CLP1,0.03473167
4108_IMP4_P1P2_ENSG00000136718,IMP4,0.03470988
1856_CRCP_P1P2_ENSG00000241258,CRCP,0.034584377
7834_SF3A3_P1P2_ENSG00000183431,SF3A3,0.03452498
2422_DYNC1I2_P1P2_ENSG00000077380,DYNC1I2,0.034507066
3986_HSPE1_P1P2_ENSG00000115541,HSPE1,0.034504518
6492_PNN_P1P2_ENSG00000100941,PNN,0.0344459
9875_GET1_P1P2_ENSG00000182093,GET1,0.034268588
7460_RPL32_P1P2_ENSG00000144713,RPL32,0.034078777
1284_CCDC59_P1P2_ENSG00000133773,CCDC59,0.034075636
1834_CPNE7_P1P2_ENSG00000178773,CPNE7,0.0340638
859_BMS1_P1P2_ENSG00000165733,BMS1,0.03403888
62_ABT1_P1P2_ENSG00000146109,ABT1,0.033917952
4357_ICE1_P1P2_ENSG00000164151,ICE1,0.033916105
7568_RRP9_P1P2_ENSG00000114767,RRP9,0.03389049
7311_RIOK1_P1P2_ENSG00000124784,RIOK1,0.033734318
7193_RBX1_P1P2_ENSG00000100387,RBX1,0.033720784
1493_CENPW_P1P2_ENSG00000203760,CENPW,0.03370917
3447_GNL3_P1P2_ENSG00000163938,GNL3,0.033698596
7181_RBM4_P2_ENSG00000173933,RBM4,0.03369068
585_GET3_P1P2_ENSG00000198356,GET3,0.033687115
5903_NUP93_P1P2_ENSG00000102900,NUP93,0.033609565
1516_CEP85_P1P2_ENSG00000130695,CEP85,0.033564907
964_C12orf45_P1P2_ENSG00000151131,C12orf45,0.033495683
6916_PTMA_P1P2_ENSG00000187514,PTMA,0.03347971
6791_PRPF18_P1P2_ENSG00000165630,PRPF18,0.033386018
6963_PWP2_P1P2_ENSG00000241945,PWP2,0.03338438
7418_RPA1_P1P2_ENSG00000132383,RPA1,0.03337465
7584_RTEL1_P1P2_ENSG00000258366,RTEL1,0.03334299
7909_SIGLEC14_P1P2_ENSG00000254415,SIGLEC14,0.033340886
9242_TRAPPC11_P1P2_ENSG00000168538,TRAPPC11,0.03333987
6803_PRPF8_P1P2_ENSG00000174231,PRPF8,0.03330678
2460_ECD_P1P2_ENSG00000122882,ECD,0.033305302
9806_WDR18_P1P2_ENSG00000065268,WDR18,0.0332669
9202_TPI1_P1P2_ENSG00000111669,TPI1,0.033177238
7435_RPL13A_P1_ENSG00000142541,RPL13A,0.033148143
6708_PPWD1_P1P2_ENSG00000113593,PPWD1,0.03314658
8209_SNAPC5_P1P2_ENSG00000174446,SNAPC5,0.033136643
1788_COPZ1_P1_ENSG00000111481,COPZ1,0.0331126
5747_NOP16_P1P2_ENSG00000048162,NOP16,0.033033606
1390_CDC20_P1P2_ENSG00000117399,CDC20,0.032913934
7522_RPS2_P1P2_ENSG00000140988,RPS2,0.0327476
3585_GTF3C2_P1P2_ENSG00000115207,GTF3C2,0.032734077
81_ACD_P1P2_ENSG00000102977,ACD,0.032729432
9339_TSEN54_P1P2_ENSG00000182173,TSEN54,0.0327201
9758_VPS41_P2_ENSG00000006715,VPS41,0.032594953
5249_MRPS18B_P1P2_ENSG00000204568,MRPS18B,0.032497015
7558_RRM2_P1P2_ENSG00000171848,RRM2,0.032452058
7728_SDHD_P1P2_ENSG00000204370,SDHD,0.032402862
3541_GRPEL1_P1P2_ENSG00000109519,GRPEL1,0.032301005
1175_CAP1_P1P2_ENSG00000131236,CAP1,0.032293137
8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1,0.03211585
3398_GLMN_P1P2_ENSG00000174842,GLMN,0.03192216
435_ARCN1_P1P2_ENSG00000095139,ARCN1,0.03190017
7576_RSL1D1_P1_ENSG00000171490,RSL1D1,0.03187399
7362_RNF168_P1P2_ENSG00000163961,RNF168,0.031868782
7518_RPS27_P1P2_ENSG00000177954,RPS27,0.031811457
3664_HDAC3_P1P2_ENSG00000171720,HDAC3,0.031776614
7458_RPL30_P1P2_ENSG00000156482,RPL30,0.031757507
2121_DDX42_P1P2_ENSG00000198231,DDX42,0.031709414
7163_RBM19_P1P2_ENSG00000122965,RBM19,0.031620786
10040_ZCCHC9_P1P2_ENSG00000131732,ZCCHC9,0.031553462
4863_MAT2A_P1P2_ENSG00000168906,MAT2A,0.031364758
2109_DDX1_P1P2_ENSG00000079785,DDX1,0.031364445
265_ALG13_P1P2_ENSG00000101901,ALG13,0.031349145
117_ACTR6_P1P2_ENSG00000075089,ACTR6,0.031285506
3866_HNRNPH1_P1P2_ENSG00000169045,HNRNPH1,0.031226834
2304_DNAJC8_P1P2_ENSG00000126698,DNAJC8,0.031193374
7947_SKP1_P1P2_ENSG00000113558,SKP1,0.031059617
4718_LURAP1_P1P2_ENSG00000171357,LURAP1,0.030963914
3950_HSD17B12_P1P2_ENSG00000149084,HSD17B12,0.030936955
5955_OR4K1_ENST00000285600.4_ENSG00000155249,OR4K1,0.030842584
874_BOP1_P1_ENSG00000261236,BOP1,0.03072149
5244_MRPS14_P1P2_ENSG00000120333,MRPS14,0.030695872
5771_NPM3_P1P2_ENSG00000107833,NPM3,0.030546848
9250_TRAPPC5_P1P2_ENSG00000181029,TRAPPC5,0.030478928
1979_CXXC1_P1P2_ENSG00000154832,CXXC1,0.030460298
6229_PEX1_P1P2_ENSG00000127980,PEX1,0.030343859
3787_HIST2H2AC_P1P2_ENSG00000184260,HIST2H2AC,0.03030925
8058_SLC35G6_ENST00000412468.2_ENSG00000259224,SLC35G6,0.030303061
9390_TTC4_P1P2_ENSG00000243725,TTC4,0.030261831
1568_CHEK1_P1P2_ENSG00000149554,CHEK1,0.030201929
2979_FASTKD5_P1P2_ENSG00000215251,FASTKD5,0.03019504
1317_CCNB1_P1P2_ENSG00000134057,CCNB1,0.030170627
9510_UBE2L3_P1P2_ENSG00000185651,UBE2L3,0.030155584
3639_HAUS6_P1P2_ENSG00000147874,HAUS6,0.030137446
11145_non-targeting_non-targeting_non-targeting,non-targeting,0.030038318
8886_THG1L_P1P2_ENSG00000113272,THG1L,0.029932423
9571_UFM1_P1P2_ENSG00000120686,UFM1,0.029916847
5885_NUP107_P1P2_ENSG00000111581,NUP107,0.029849438
6869_PSMD1_P1P2_ENSG00000173692,PSMD1,0.029844837
9477_UBA1_P2_ENSG00000130985,UBA1,0.029805876
6608_PPARGC1B_P1P2_ENSG00000155846,PPARGC1B,0.029746445
7500_RPS12_P1P2_ENSG00000112306,RPS12,0.029737236
5908_NUTF2_P1P2_ENSG00000102898,NUTF2,0.029701125
7411_ROMO1_P1P2_ENSG00000125995,ROMO1,0.029666374
1549_CHCHD2_P1P2_ENSG00000106153,CHCHD2,0.029604321
3835_HMGN2_P1P2_ENSG00000198830,HMGN2,0.029563041
8237_SNW1_P2_ENSG00000100603,SNW1,0.029555438
287_ALYREF_P1P2_ENSG00000183684,ALYREF,0.029538713
1628_CKAP5_P1_ENSG00000175216,CKAP5,0.029471546
7331_RNASEH2C_P1P2_ENSG00000172922,RNASEH2C,0.029445227
3594_GTPBP4_P1P2_ENSG00000107937,GTPBP4,0.029412875
4474_KRT10_P1_ENSG00000186395,KRT10,0.029391814
1976_CWF19L2_P1P2_ENSG00000152404,CWF19L2,0.029377986
2508_EGLN2_P1_ENSG00000269858,EGLN2,0.029303491
10023_ZC3H18_P1P2_ENSG00000158545,ZC3H18,0.029211046
5746_NOP14_P1P2_ENSG00000087269,NOP14,0.028949296
6557_POLR3C_P1P2_ENSG00000186141,POLR3C,0.028916467
9944_YPEL5_P1P2_ENSG00000119801,YPEL5,0.028790088
3531_GRB2_P1_ENSG00000177885,GRB2,0.028785601
2078_DCTN6_P1P2_ENSG00000104671,DCTN6,0.02877909
1487_CENPN_P1P2_ENSG00000166451,CENPN,0.028730253
7838_SF3B4_P1P2_ENSG00000143368,SF3B4,0.02869911
5731_NOC4L_P1P2_ENSG00000184967,NOC4L,0.028673865
1772_COPB2_P1P2_ENSG00000184432,COPB2,0.028633256
7793_SERBP1_P1P2_ENSG00000142864,SERBP1,0.02861879
4487_KXD1_P1P2_ENSG00000105700,KXD1,0.028613498
4061_IGBP1_P1P2_ENSG00000089289,IGBP1,0.028605485
5357_MVK_P1P2_ENSG00000110921,MVK,0.028577173
8231_SNRPE_P1P2_ENSG00000182004,SNRPE,0.02856408
1474_CENPA_P1_ENSG00000115163,CENPA,0.028539076
5726_NOB1_P1P2_ENSG00000141101,NOB1,0.028490618
935_BUB1_P1P2_ENSG00000169679,BUB1,0.028399218
3634_HAUS1_P1P2_ENSG00000152240,HAUS1,0.028353972
9744_VPS25_P1P2_ENSG00000131475,VPS25,0.02827906
8887_THOC1_P1P2_ENSG00000079134,THOC1,0.028241135
2083_DCUN1D5_P1P2_ENSG00000137692,DCUN1D5,0.028210994
4780_MAK16_P1P2_ENSG00000198042,MAK16,0.028193261
7564_RRP1_P1P2_ENSG00000160214,RRP1,0.028092494
9163_TOMM20_P1P2_ENSG00000173726,TOMM20,0.027923627
10904_non-targeting_non-targeting_non-targeting,non-targeting,0.027844438
9410_TUBA3D_ENST00000321253.6_ENSG00000075886,TUBA3D,0.027839132
6577_POP7_P1P2_ENSG00000172336,POP7,0.027707
7076_RAD9A_P1P2_ENSG00000172613,RAD9A,0.027692102
2328_DOHH_P1P2_ENSG00000129932,DOHH,0.027641537
8618_SYF2_P1P2_ENSG00000117614,SYF2,0.027628917
6856_PSMB7_P1P2_ENSG00000136930,PSMB7,0.027589206
5098_MKRN1_P1P2_ENSG00000133606,MKRN1,0.027552238
5089_NIFK_P1P2_ENSG00000155438,NIFK,0.027508192
8578_SUGT1_P1P2_ENSG00000165416,SUGT1,0.027503407
5745_NOP10_P1P2_ENSG00000182117,NOP10,0.027477924
4349_PRORP_P1P2_ENSG00000100890,PRORP,0.027470555
5022_MFN2_P1_ENSG00000116688,MFN2,0.027411377
7484_RPLP2_P1P2_ENSG00000177600,RPLP2,0.027395617
109_ACTR10_P1P2_ENSG00000131966,ACTR10,0.027384382
1419_CDIPT_P1P2_ENSG00000103502,CDIPT,0.027371794
11207_non-targeting_non-targeting_non-targeting,non-targeting,0.027320415
5448_NAE1_P1P2_ENSG00000159593,NAE1,0.027267769
6556_POLR3B_P1P2_ENSG00000013503,POLR3B,0.027266247
3754_HIST1H2AI_ENST00000358739.3_ENSG00000196747,HIST1H2AI,0.02723634
4593_LIN52_P1P2_ENSG00000205659,LIN52,0.027236037
9303_TRMT112_P1P2_ENSG00000173113,TRMT112,0.02720458
5879_NUFIP1_P1P2_ENSG00000083635,NUFIP1,0.02719561
5482_NBPF15_P1P2_ENSG00000266338,NBPF15,0.02719393
7144_RBBP8_P1P2_ENSG00000101773,RBBP8,0.027082363
9033_TMEM199_P1P2_ENSG00000244045,TMEM199,0.026999349
6860_PSMC3_P1P2_ENSG00000165916,PSMC3,0.026977994
939_BYSL_P1P2_ENSG00000112578,BYSL,0.026959429
8155_SMC1A_P1P2_ENSG00000072501,SMC1A,0.026935173
3827_HMGB1_P1_ENSG00000189403,HMGB1,0.026899528
9473_U2AF1_P1P2_ENSG00000160201,U2AF1,0.026898017
2580_EIF6_P1P2_ENSG00000242372,EIF6,0.026877573
2538_EIF2B4_P1P2_ENSG00000115211,EIF2B4,0.026848817
3371_GINS3_P1P2_ENSG00000181938,GINS3,0.026848357
3377_GIT2_P1P2_ENSG00000139436,GIT2,0.02684011
3825_HMGA1_P1P2_ENSG00000137309,HMGA1,0.026810216
2_AAAS_P1P2_ENSG00000094914,AAAS,0.026630066
6834_PSAT1_P1P2_ENSG00000135069,PSAT1,0.026605623
4535_LCN10_P1P2_ENSG00000187922,LCN10,0.026597168
9479_UBA2_P1P2_ENSG00000126261,UBA2,0.02655044
7357_RNF14_P1P2_ENSG00000013561,RNF14,0.0263909
2134_DDX5_P1P2_ENSG00000108654,DDX5,0.026366321
5766_NPEPPS_P1P2_ENSG00000141279,NPEPPS,0.026358215
1411_CDC7_P1P2_ENSG00000097046,CDC7,0.026354846
3284_GAR1_P1P2_ENSG00000109534,GAR1,0.026327949
5298_MT2A_P1P2_ENSG00000125148,MT2A,0.026249638
5651_NFRKB_P1P2_ENSG00000170322,NFRKB,0.026243167
5887_NUP153_P1P2_ENSG00000124789,NUP153,0.026175903
1385_CDAN1_P1P2_ENSG00000140326,CDAN1,0.02611468
"3575_GTF2H2_ENST00000274400.5,ENST00000330280.7_ENSG00000145736",GTF2H2,0.025987318
3637_HAUS4_P1P2_ENSG00000092036,HAUS4,0.025950762
7243_REXO2_P1P2_ENSG00000076043,REXO2,0.025918342
3948_HSD17B10_P1P2_ENSG00000072506,HSD17B10,0.02584317
376_AP2M1_P2_ENSG00000161203,AP2M1,0.025774822
3768_HIST1H2BL_P1P2_ENSG00000185130,HIST1H2BL,0.025734112
8078_SLC39A7_P1P2_ENSG00000112473,SLC39A7,0.025712417
7701_SCNM1_P1P2_ENSG00000163156,SCNM1,0.025707284
5261_MRPS31_P1P2_ENSG00000102738,MRPS31,0.02563083
5601_NELFE_P1P2_ENSG00000204356,NELFE,0.025618449
1773_COPE_P1P2_ENSG00000105669,COPE,0.025606245
3370_GINS2_P1P2_ENSG00000131153,GINS2,0.025596373
6661_PPP1R15B_P1P2_ENSG00000158615,PPP1R15B,0.02552853
2226_DIMT1_P1P2_ENSG00000086189,DIMT1,0.025485473
4746_MAD2L1_P1P2_ENSG00000164109,MAD2L1,0.025467897
686_ATP6V1G1_P1P2_ENSG00000136888,ATP6V1G1,0.025378821
10854_non-targeting_non-targeting_non-targeting,non-targeting,0.025295982
5269_MRPS9_P1P2_ENSG00000135972,MRPS9,0.025284594
7432_RPL10_P1P2_ENSG00000147403,RPL10,0.025272585
4901_MCM4_P1P2_ENSG00000104738,MCM4,0.025255416
1481_CENPH_P1P2_ENSG00000153044,CENPH,0.025210086
1919_CS_P1P2_ENSG00000062485,CS,0.025202872
9172_TONSL_P1P2_ENSG00000160949,TONSL,0.025191028
6564_POLR3K_P1P2_ENSG00000161980,POLR3K,0.025178578
3601_GUK1_P1P2_ENSG00000143774,GUK1,0.025157936
5293_MSTO1_P1P2_ENSG00000125459,MSTO1,0.025145266
6769_PRKRA_P1P2_ENSG00000180228,PRKRA,0.025138244
263_ALG11_P1P2_ENSG00000253710,ALG11,0.025137875
6896_PTBP1_P1P2_ENSG00000011304,PTBP1,0.025103066
5441_NACA_P1P2_ENSG00000196531,NACA,0.025072515
7478_RPL7L1_P1P2_ENSG00000146223,RPL7L1,0.025070492
7445_RPL21_P1P2_ENSG00000122026,RPL21,0.02504735
6575_POP4_P1P2_ENSG00000105171,POP4,0.025001092
6237_PFDN1_P1P2_ENSG00000113068,PFDN1,0.024978759
1187_CAPZB_P1P2_ENSG00000077549,CAPZB,0.024861041
7032_RAB4A_P1P2_ENSG00000168118,RAB4A,0.024855636
237_AKIRIN2_P1P2_ENSG00000135334,AKIRIN2,0.024826875
9712_VCP_P1P2_ENSG00000165280,VCP,0.024798885
1245_CCDC115_P1P2_ENSG00000136710,CCDC115,0.02474159
4628_LPA_P1P2_ENSG00000198670,LPA,0.024666855
9617_URB1_P1P2_ENSG00000142207,URB1,0.02462886
11220_non-targeting_non-targeting_non-targeting,non-targeting,0.024608808
900_BRIP1_P1P2_ENSG00000136492,BRIP1,0.024486959
7634_SAE1_P1P2_ENSG00000142230,SAE1,0.02448638
6221_PET117_P1P2_ENSG00000232838,PET117,0.02447931
8191_SMUG1_P1P2_ENSG00000123415,SMUG1,0.024411388
1500_CEP192_P1P2_ENSG00000101639,CEP192,0.02431663
7069_RAD51D_P1P2_ENSG00000185379,RAD51D,0.024279585
7433_RPL11_P1P2_ENSG00000142676,RPL11,0.02427445
6628_PPIH_P1P2_ENSG00000171960,PPIH,0.024259225
3574_GTF2H2C_P1P2_ENSG00000183474,GTF2H2C,0.024192162
924_BTF3_P1P2_ENSG00000145741,BTF3,0.024144853
714_AURKA_P1P2_ENSG00000087586,AURKA,0.024100414
2074_DCTN2_P1P2_ENSG00000175203,DCTN2,0.02404605
9362_TSPYL5_P1P2_ENSG00000180543,TSPYL5,0.024032475
9762_VPS51_P1P2_ENSG00000149823,VPS51,0.024017202
9493_UBC_P1P2_ENSG00000150991,UBC,0.024004748
5424_NAA15_P1P2_ENSG00000164134,NAA15,0.023947747
4729_LYRM4_P1P2_ENSG00000214113,LYRM4,0.023935981
5680_NISCH_P1P2_ENSG00000010322,NISCH,0.023920756
4700_LST1_P1_ENSG00000204482,LST1,0.023911549
6777_PRMT5_P1_ENSG00000100462,PRMT5,0.02390348
6845_PSMA5_P1P2_ENSG00000143106,PSMA5,0.023856616
118_ACTR8_P1P2_ENSG00000113812,ACTR8,0.023841301
7714_SDC1_P1P2_ENSG00000115884,SDC1,0.023651404
4696_LSM6_P1P2_ENSG00000164167,LSM6,0.023567433
687_ATP6V1H_P1P2_ENSG00000047249,ATP6V1H,0.023551704
7497_RPS10-NUDT3_P1P2_ENSG00000270800,RPS10-NUDT3,0.023533853
1709_CNIH4_P1P2_ENSG00000143771,CNIH4,0.023519967
7457_RPL29_P1P2_ENSG00000162244,RPL29,0.023505203
8156_SMC2_P1P2_ENSG00000136824,SMC2,0.023466563
5138_MOB4_P1P2_ENSG00000115540,MOB4,0.023409639
9615_UQCRH_P1P2_ENSG00000173660,UQCRH,0.023385054
3404_GLRX5_P1P2_ENSG00000182512,GLRX5,0.023353508
8506_STIL_P1P2_ENSG00000123473,STIL,0.023350755
7468_RPL37_P1P2_ENSG00000145592,RPL37,0.023321347
5559_NDUFB7_P1P2_ENSG00000099795,NDUFB7,0.023317073
