Perturbation,Oxidative_Score,Inflammatory_Score,Senescence_Score
3294_GATA3_P1P2_ENSG00000107485,0.023826715,-0.008418145,-0.005075253
695_ATP5IF1_P1P2_ENSG00000130770,0.0014693629,-0.008397574,-0.01917597
4023_IDH1_P1P2_ENSG00000138413,0.030126398,-0.008396951,-0.0060584014
7869_SH2D2A_P2_ENSG00000027869,-0.012565646,-0.008395962,0.006868131
11069_non-targeting_non-targeting_non-targeting,-0.0022489617,-0.008394208,-0.021314384
4168_IPP_P1P2_ENSG00000197429,0.0068769394,-0.008382119,-0.008745258
2455_EBF4_P1P2_ENSG00000088881,0.0019159385,-0.00837251,0.003770533
6733_PRDM9_P1P2_ENSG00000164256,0.0064039025,-0.008371261,0.004743409
7170_RBM33_P1P2_ENSG00000184863,0.041137956,-0.00836289,-0.012153777
7044_RABEP1_P1P2_ENSG00000029725,-0.007848563,-0.008361655,0.0035922255
5358_MXD1_P1P2_ENSG00000059728,0.013648457,-0.008361129,-0.018302457
10838_non-targeting_non-targeting_non-targeting,-0.0023271192,-0.008357026,-0.018630926
9963_ZBED3_P1P2_ENSG00000132846,0.019955793,-0.008350527,-0.008087744
9280_TRIM4_P1P2_ENSG00000146833,0.007104817,-0.008340874,0.008580352
543_ARPC5L_P2_ENSG00000136950,-0.001232332,-0.008334246,-0.0068010334
4030_IDS_P1P2_ENSG00000010404,0.0068514217,-0.008333772,0.014096344
3386_GLCCI1_P1P2_ENSG00000106415,0.009064618,-0.008326587,-0.014013493
7204_RCE1_P1P2_ENSG00000173653,0.0050275023,-0.00832406,-0.022543073
8094_SLC4A2_P2_ENSG00000164889,0.014818699,-0.008303378,-0.020396102
5248_MRPS18A_P1P2_ENSG00000096080,-0.110495426,-0.008302764,-0.02304269
6807_PRPSAP2_P1_ENSG00000141127,-0.0077571766,-0.008302195,-0.03602964
9830_WDR59_P1P2_ENSG00000103091,-0.033579692,-0.008298256,-0.013648888
1259_CCDC142_P1P2_ENSG00000135637,0.0014532964,-0.008297721,0.015982782
4884_MBOAT2_P1P2_ENSG00000143797,0.01372449,-0.0082952585,0.0012210008
10934_non-targeting_non-targeting_non-targeting,0.007921218,-0.008290448,0.0026735114
3009_FBXO25_P1P2_ENSG00000147364,0.00804473,-0.008288943,0.018726613
9516_UBE2Q2_P1P2_ENSG00000140367,0.0051624617,-0.008276029,-0.020513773
8590_SUN1_P2_ENSG00000164828,-0.008110836,-0.008270601,-0.0040271087
3018_FBXO3_P1_ENSG00000110429,0.0040351637,-0.008268168,-0.0030326305
10873_non-targeting_non-targeting_non-targeting,-0.0058641145,-0.008254325,0.029458428
9748_VPS29_P1P2_ENSG00000111237,-0.043591056,-0.0082438,0.019669646
7891_SHC1_P2_ENSG00000160691,0.060402516,-0.008234822,-0.004780046
4005_IBA57_P1P2_ENSG00000181873,0.052684247,-0.008227505,0.025229042
10127_ZKSCAN1_P1P2_ENSG00000106261,-0.005254388,-0.008220271,-0.007682086
3283_GAPVD1_P1P2_ENSG00000165219,0.024284938,-0.008216653,-0.008413098
6975_PYDC2_ENST00000518817.1_ENSG00000253548,-0.0025355995,-0.00821298,-0.026187805
9979_ZBTB20_P2_ENSG00000181722,0.0009965504,-0.008212032,-0.0074762832
5521_NDE1_P2_ENSG00000072864,0.00941433,-0.00820773,-0.050449513
5654_NFX1_P1P2_ENSG00000086102,0.006464348,-0.008178261,-7.746866e-06
1179_CAPN15_P1P2_ENSG00000103326,0.019907957,-0.008172387,-0.0005503571
6986_QPRT_P2_ENSG00000103485,-0.004255382,-0.008165246,-0.008516362
10468_ZNF578_P1P2_ENSG00000258405,0.035299055,-0.008163225,0.014781697
10076_ZFHX3_P1P2_ENSG00000140836,0.0021465127,-0.008162401,-0.011080703
9948_YTHDF1_P1P2_ENSG00000149658,-0.015171036,-0.008159144,0.018822562
8257_SNX5_P1P2_ENSG00000089006,0.017489262,-0.00815466,0.02562866
2068_DCLRE1C_P1P2_ENSG00000152457,0.016279578,-0.008147039,0.02291503
10768_non-targeting_non-targeting_non-targeting,-0.0023859497,-0.0081394985,-0.024369301
346_ANKS1A_P1P2_ENSG00000064999,0.017222783,-0.008139436,-0.0066397483
9864_WIPI1_P1P2_ENSG00000070540,0.0075614126,-0.0081393365,-0.0033143193
5032_MFSD8_P1P2_ENSG00000164073,0.004317149,-0.008124286,0.0133586265
3116_FLYWCH2_P1P2_ENSG00000162076,-0.002962697,-0.008120324,-0.00036204563
1712_CNN2_P1P2_ENSG00000064666,0.009794042,-0.008097505,-0.0042388784
2776_EXO1_P1P2_ENSG00000174371,0.014397728,-0.008095286,-0.0018397995
5693_NKX2-4_P1P2_ENSG00000125816,0.002797244,-0.008080961,-0.02571073
7346_RNF130_P1P2_ENSG00000113269,0.00426297,-0.008068457,0.039520994
488_ARID1B_P2_ENSG00000049618,0.0037970897,-0.008065011,-0.00020746366
2853_RETREG2_P1P2_ENSG00000144567,-0.0026777023,-0.008061013,-0.0077146958
2184_DHCR24_P1P2_ENSG00000116133,-0.016167883,-0.008059393,0.014427566
1758_COMMD2_P1P2_ENSG00000114744,0.008624976,-0.008055088,4.011939e-05
3470_GOLPH3_P1P2_ENSG00000113384,-0.033076,-0.00805447,-0.031057067
10530_ZNF655_P1P2_ENSG00000197343,0.011065646,-0.008047322,-0.00026793728
10192_ZNF184_P1P2_ENSG00000096654,0.024859454,-0.008039411,0.015091384
"6790_PROX2_ENST00000445876.1,ENST00000556489.2_ENSG00000119608",-0.0023397924,-0.008037063,-0.016192572
6055_PANK2_P1P2_ENSG00000125779,0.021302192,-0.008031011,0.009421955
3789_HIST2H2BF_P1P2_ENSG00000203814,0.0045537553,-0.008029756,0.016762165
10856_non-targeting_non-targeting_non-targeting,0.033746872,-0.008027706,0.0029434918
1961_CUL2_P1P2_ENSG00000108094,0.025665728,-0.008014022,0.017020104
11295_non-targeting_non-targeting_non-targeting,0.009684077,-0.0080019925,-0.021963801
4259_JOSD2_P1P2_ENSG00000161677,0.008654137,-0.007999258,0.0024723047
7281_RHBDD1_P1P2_ENSG00000144468,0.010675219,-0.007988309,0.010182538
11002_non-targeting_non-targeting_non-targeting,-0.023232602,-0.007986188,0.0063177203
3571_GTF2F1_P1P2_ENSG00000125651,0.03519459,-0.007982719,-0.02604574
11128_non-targeting_non-targeting_non-targeting,0.017663157,-0.007969764,0.012663756
5623_NFATC1_P2_ENSG00000131196,-0.019266682,-0.007956126,0.01675209
658_ATP5PB_P1P2_ENSG00000116459,-0.06897928,-0.007955254,0.030525727
10764_non-targeting_non-targeting_non-targeting,-0.004648588,-0.007951251,-0.041637816
1919_CS_P1P2_ENSG00000062485,0.012819491,-0.007943358,0.014611573
2567_EIF4E_P1P2_ENSG00000151247,-0.16431653,-0.007940183,-0.014297096
6340_PIGO_P1P2_ENSG00000165282,0.02065537,-0.007938427,0.02278065
4974_MEOX1_P1P2_ENSG00000005102,-0.004166861,-0.007934404,0.0011274109
2494_EFCAB2_P1P2_ENSG00000203666,-0.00686197,-0.007933877,0.0052402252
2275_DNAJA1_P2_ENSG00000086061,0.03281209,-0.007932811,0.009001762
9891_XPA_P1P2_ENSG00000136936,0.02075448,-0.007932441,-0.0049398714
9794_WBP2_P1P2_ENSG00000132471,0.027064227,-0.007925643,-0.00787477
6751_PRKAB1_P1P2_ENSG00000111725,0.01054577,-0.007923045,0.023647312
4435_KLHL18_P1P2_ENSG00000114648,0.008457284,-0.007918026,0.021888386
9386_TTC33_P1P2_ENSG00000113638,-0.0041496907,-0.007914236,0.008966258
11212_non-targeting_non-targeting_non-targeting,0.006494356,-0.007903923,-0.011416764
878_BPHL_P1P2_ENSG00000137274,0.030102551,-0.007875731,-0.00030301808
5634_NFE4_P1P2_ENSG00000230257,0.020255148,-0.007852823,-0.016596284
8589_SUMO3_P1P2_ENSG00000184900,0.037729003,-0.007845877,0.0064842035
9717_VDR_P1P2_ENSG00000111424,0.019202342,-0.007845847,-0.01774291
5715_NME7_P1P2_ENSG00000143156,-0.009050309,-0.007842709,0.006443525
11311_non-targeting_non-targeting_non-targeting,-0.005142955,-0.007834463,-0.00849879
4018_ID1_P1P2_ENSG00000125968,-0.017809296,-0.007826564,-0.0011342216
350_ANLN_P1P2_ENSG00000011426,0.009542348,-0.007820956,-0.0017646204
4570_LHX3_P2_ENSG00000107187,0.0022638172,-0.007816864,0.02376591
4483_KSR1_P1P2_ENSG00000141068,0.009551866,-0.007803141,0.021413185
6025_PABPC4_P1P2_ENSG00000090621,0.010632674,-0.0077982037,0.02439415
3258_GADD45A_P1P2_ENSG00000116717,0.007612109,-0.0077747386,0.006517947
2623_EMILIN2_P1P2_ENSG00000132205,0.003066293,-0.007773444,-0.02072655
6272_PHACTR4_P1P2_ENSG00000204138,0.0094506815,-0.0077690096,0.052486364
3363_GID4_P1P2_ENSG00000141034,-0.013713159,-0.0077680727,0.005545681
6366_PIN1_P1P2_ENSG00000127445,-0.006027276,-0.0077542746,-0.033193495
8461_SSX1_P1P2_ENSG00000126752,-0.019363035,-0.0077525605,0.0010224225
9350_TSPAN14_P1P2_ENSG00000108219,-0.004680975,-0.0077492497,-0.039775643
6584_POU2AF1_P1P2_ENSG00000110777,0.017236,-0.007746537,-0.004600616
9354_TSPAN32_P1P2_ENSG00000064201,0.031066695,-0.007739865,0.019623976
4674_LRRC8A_P1P2_ENSG00000136802,0.0044615986,-0.007733756,0.0026511133
8514_STK17A_P1P2_ENSG00000164543,-0.0036743928,-0.0077319513,-0.022384191
460_ARHGAP18_P1P2_ENSG00000146376,0.003020723,-0.007726578,0.013725761
8625_SYNGR2_P1P2_ENSG00000108639,0.0106867235,-0.0077216956,-0.019733893
2775_EXD3_P1P2_ENSG00000187609,0.027939731,-0.0077207894,-0.017135324
11035_non-targeting_non-targeting_non-targeting,0.00446234,-0.007711329,-0.0010905763
9623_UROD_P1P2_ENSG00000126088,0.017401671,-0.0077064014,0.007362431
1407_CDC45_P1P2_ENSG00000093009,-0.0022957744,-0.0077054733,-0.0031259363
8385_SPTBN2_P1P2_ENSG00000173898,-0.017376645,-0.007690045,1.9032508e-05
4444_KLHL42_P1P2_ENSG00000087448,0.016554294,-0.0076680053,-0.007167542
3600_GUF1_P1P2_ENSG00000151806,0.00032623849,-0.0076679443,0.0071811103
5635_NFIA_P1P2_ENSG00000162599,0.014628472,-0.007665206,0.008353876
11306_non-targeting_non-targeting_non-targeting,-0.018703297,-0.007663204,0.0026569404
5467_NARS2_P1P2_ENSG00000137513,-0.046934064,-0.007661733,-0.013754906
9658_USP40_P1P2_ENSG00000085982,0.0027710302,-0.007657175,0.004267454
10895_non-targeting_non-targeting_non-targeting,0.0040834406,-0.007654046,0.009486238
11011_non-targeting_non-targeting_non-targeting,0.009379372,-0.007650755,-0.021977521
9129_TNFRSF1B_P1_ENSG00000028137,-0.011643934,-0.0076463087,0.0037409805
6068_PARD3_P1P2_ENSG00000148498,0.01069656,-0.0076438477,-0.010192734
5278_MSC_P1P2_ENSG00000178860,0.024303468,-0.0076292315,0.006861897
6623_PPIC_P1P2_ENSG00000168938,0.0017239584,-0.0076244934,-0.01596569
1710_CNN1_P1_ENSG00000130176,-0.005180684,-0.007617233,-0.008286271
6428_PLD3_P2_ENSG00000105223,0.01791988,-0.0076099574,-0.020471696
1872_CRIM1_P1P2_ENSG00000150938,-0.03300117,-0.007597523,-0.032080945
9950_YTHDF3_P1P2_ENSG00000185728,0.017285345,-0.0075960923,0.009540037
1186_CAPZA2_P1P2_ENSG00000198898,-0.006444785,-0.007583425,-0.00678999
4257_JMY_P1P2_ENSG00000152409,-0.0022336098,-0.0075822617,-0.01733462
930_BTN2A2_P1P2_ENSG00000124508,0.005668957,-0.007573772,-0.007283922
2911_WASHC2A_P1P2_ENSG00000099290,0.013794194,-0.0075722146,-0.013344535
2627_EML4_P1P2_ENSG00000143924,0.0028699501,-0.007568266,0.01619319
6298_PHKB_P1P2_ENSG00000102893,-0.0074957632,-0.0075650043,-0.0044633774
6100_PBDC1_P1P2_ENSG00000102390,-0.0023092416,-0.0075615635,-0.005350356
10741_ZXDC_P1P2_ENSG00000070476,-0.006303327,-0.007550457,-0.05953803
2903_FAM210B_P1P2_ENSG00000124098,0.007347655,-0.0075423964,-0.015452405
5631_NFE2L2_P2_ENSG00000116044,-0.019444102,-0.0075403694,0.069417976
7776_SENP7_P1P2_ENSG00000138468,-0.007890128,-0.0075290506,-0.017612414
2959_FAN1_P1P2_ENSG00000198690,0.0018018964,-0.0075277905,0.0051292107
3650_HBG1_P1P2_ENSG00000213934,-0.021060567,-0.0075216233,-0.015911246
1837_CPPED1_P1P2_ENSG00000103381,-0.009445583,-0.0075204642,0.010379092
"5975_OSBP2_ENST00000332585.6,ENST00000446658.2_ENSG00000184792",-0.0037281874,-0.0075146426,0.007929746
1278_CCDC47_P1P2_ENSG00000108588,0.008127643,-0.0075133136,-0.0050964803
1227_CBWD1_ENST00000356521.4_ENSG00000172785,0.007742775,-0.007510037,-0.00317192
9714_VDAC1_P1P2_ENSG00000213585,-0.0017667806,-0.0075007826,-0.016927082
819_BEST1_P2_ENSG00000167995,-0.0006324039,-0.007489714,-0.009077872
10021_ZC3H14_P1P2_ENSG00000100722,-0.009304141,-0.0074883783,-0.0008310864
1613_CIC_P1P2_ENSG00000079432,0.026995977,-0.0074864444,-0.008739298
3028_FBXO6_P1P2_ENSG00000116663,-0.028680796,-0.0074804886,-0.016078547
7320_RMDN1_P1P2_ENSG00000176623,-0.0038342038,-0.007477129,0.00026914876
10584_ZNF717_P1P2_ENSG00000227124,0.001422605,-0.0074752276,0.0057302443
9116_TMX1_P1P2_ENSG00000139921,-0.0007491672,-0.007474059,-0.023740077
9260_TRIB3_P1P2_ENSG00000101255,0.013838124,-0.0074735833,0.0147156445
693_ATPAF1_P1P2_ENSG00000123472,0.01251524,-0.0074670436,-0.000627693
6896_PTBP1_P1P2_ENSG00000011304,0.06613973,-0.007447786,0.03623939
868_BOD1_P1P2_ENSG00000145919,-0.015890295,-0.007440392,-0.0064549074
4668_LRRC47_P1_ENSG00000130764,0.02939336,-0.0074375444,0.013726668
7941_SKIL_P1P2_ENSG00000136603,-0.0022696909,-0.0074353353,-0.013231369
11021_non-targeting_non-targeting_non-targeting,-0.0024469001,-0.0074331434,0.00060041
5797_NR3C2_P1P2_ENSG00000151623,0.00202672,-0.0074127475,-0.011030382
11084_non-targeting_non-targeting_non-targeting,0.0019027318,-0.0074102147,-0.010059778
10066_ZFAND2A_P1P2_ENSG00000178381,0.01643721,-0.0073924623,0.011094664
3900_HOXB2_P1P2_ENSG00000173917,0.008616901,-0.0073878374,0.025254814
5950_OR1E2_ENST00000248384.1_ENSG00000127780,0.010305057,-0.0073807924,-0.039676018
1387_CDC14A_P1P2_ENSG00000079335,0.019182388,-0.0073799402,0.011587135
11037_non-targeting_non-targeting_non-targeting,0.0031455108,-0.0073788483,-0.031815138
2976_FASTKD1_P1P2_ENSG00000138399,-0.040495075,-0.0073700356,-0.030046972
7417_RP9_P1P2_ENSG00000164610,0.014778139,-0.0073660356,0.055681363
5857_NUCKS1_P1P2_ENSG00000069275,-0.0004304512,-0.007353957,-0.022786368
10933_non-targeting_non-targeting_non-targeting,-0.00019432673,-0.007351332,0.0047614565
8523_STK38_P1P2_ENSG00000112079,0.019358926,-0.007350671,0.003678481
1653_CLIC1_P1P2_ENSG00000213719,0.0070638247,-0.007349037,0.0037681197
4759_MAGEA1_P1P2_ENSG00000198681,0.009498686,-0.0073401816,-0.019953847
2514_EGR4_P1P2_ENSG00000135625,0.018078784,-0.007337599,0.012077515
10977_non-targeting_non-targeting_non-targeting,-0.0129072415,-0.0073333015,-0.0008485726
1201_CASP10_P1P2_ENSG00000003400,0.00590102,-0.007329992,0.01816406
847_BLOC1S3_P2_ENSG00000189114,-0.0111284135,-0.0073272935,0.0026295208
8694_TARSL2_P1P2_ENSG00000185418,0.002197019,-0.0073247524,0.010311886
4430_KLHDC4_P1P2_ENSG00000104731,0.016999707,-0.0073219785,0.026324226
8998_TMEM134_P1P2_ENSG00000172663,0.0096299695,-0.0073174057,-0.02653394
11085_non-targeting_non-targeting_non-targeting,-0.034085825,-0.007313643,-0.009739799
11186_non-targeting_non-targeting_non-targeting,0.0036445106,-0.007309096,0.011490625
1768_COMTD1_P1P2_ENSG00000165644,0.03161592,-0.0073071695,-0.0050657755
84_ACIN1_P1_ENSG00000100813,0.024204249,-0.007295573,0.003475528
6529_POLL_P1P2_ENSG00000166169,-0.06968996,-0.007290265,-0.008678909
6442_PLEKHG2_P1P2_ENSG00000090924,-0.011864679,-0.007279688,-0.036092725
11216_non-targeting_non-targeting_non-targeting,0.022369873,-0.0072697327,0.0053173816
5967_ORC3_P1P2_ENSG00000135336,-0.007519382,-0.007267221,0.019403584
4260_JRKL_P1P2_ENSG00000183340,0.028957503,-0.007265613,0.015517129
10908_non-targeting_non-targeting_non-targeting,-0.018267145,-0.007264423,-0.013723275
9422_TUBD1_P1P2_ENSG00000108423,0.0044944715,-0.007264119,0.007689945
2242_DLGAP5_P1P2_ENSG00000126787,0.008673673,-0.0072629135,0.001390591
8122_SLK_P1P2_ENSG00000065613,0.019306742,-0.0072589684,-0.013653462
10993_non-targeting_non-targeting_non-targeting,-0.002949251,-0.007258117,0.014026465
9230_TRAF3_P1P2_ENSG00000131323,0.016624093,-0.0072571514,-0.022317432
9720_VENTX_P1P2_ENSG00000151650,-0.069182076,-0.0072537223,-0.007668826
4730_ETFRF1_P1P2_ENSG00000205707,0.007678041,-0.00724027,0.01257902
9124_TNFAIP8_P1P2_ENSG00000145779,0.024392197,-0.007239839,0.011453317
8692_TARDBP_P1P2_ENSG00000120948,-0.05872551,-0.007238411,-0.025847564
3278_GANAB_P1P2_ENSG00000089597,0.006573539,-0.0072379853,0.011223878
7134_RB1CC1_P2_ENSG00000023287,0.008911019,-0.0072374633,-0.010739733
7448_RPL22_P2_ENSG00000116251,0.03143118,-0.00722984,0.00087060354
4579_LIG3_P1P2_ENSG00000005156,0.01762358,-0.00722246,0.020271283
1177_CAPG_P1_ENSG00000042493,0.024156528,-0.007219985,-0.0117458105
8479_STAC3_P1P2_ENSG00000185482,0.008458214,-0.0072197122,0.01390512
5015_MEX3D_P1P2_ENSG00000181588,-0.004274125,-0.007212863,0.013344318
1451_CDKN2C_P1_ENSG00000123080,0.00853675,-0.007208548,0.020821862
5722_NMU_P1P2_ENSG00000109255,-0.013977186,-0.007207064,-0.014268458
4064_IGF1_P1P2_ENSG00000017427,0.000794346,-0.007202702,-0.018287739
7813_SETBP1_P1P2_ENSG00000152217,-0.004538336,-0.00719996,5.164991e-05
7674_SCAF11_P1P2_ENSG00000139218,0.012700738,-0.0071991812,0.009780705
7249_RFC5_P1P2_ENSG00000111445,-0.04288536,-0.007172967,0.027968874
4925_MEA1_P1P2_ENSG00000124733,-0.010806545,-0.007169796,0.011896996
4234_ITPK1_P1P2_ENSG00000100605,-0.058573082,-0.0071509057,-0.020188069
5454_NAIF1_P1P2_ENSG00000171169,0.0005393794,-0.007137178,-0.0013460703
9564_UCK1_P1P2_ENSG00000130717,0.024713926,-0.0071344087,0.009847479
3130_FNIP2_P1P2_ENSG00000052795,0.009915445,-0.007133852,0.009204266
1270_CCDC18_P1P2_ENSG00000122483,-0.004882716,-0.007131943,0.0014813672
7416_RORC_P1_ENSG00000143365,0.005592006,-0.0071248547,0.016664227
2675_EPOR_P1_ENSG00000187266,0.014643915,-0.0071188617,0.012623018
11202_non-targeting_non-targeting_non-targeting,-0.007642552,-0.007108119,0.010069742
10308_ZNF350_P1P2_ENSG00000256683,0.009664024,-0.0071000387,-0.0015870824
1022_C19orf53_P1P2_ENSG00000104979,0.009023607,-0.007090192,0.0055309082
5151_MORF4L1_P1P2_ENSG00000185787,0.030469762,-0.007088328,-0.010182708
6683_PPP2R2A_P1P2_ENSG00000221914,0.0008128344,-0.007070848,-0.0284315
10582_ZNF714_P1P2_ENSG00000160352,0.0098061245,-0.007066078,-0.01936872
10841_non-targeting_non-targeting_non-targeting,-0.0074162367,-0.007065903,0.0018163045
3315_GCC2_P1P2_ENSG00000135968,0.01749795,-0.0070651514,0.0005533189
5306_MTDH_P1P2_ENSG00000147649,-0.003832876,-0.007063057,-0.0044814995
9704_VASP_P1P2_ENSG00000125753,-0.009829835,-0.0070546963,0.009945994
2284_DNAJB9_P1P2_ENSG00000128590,0.0032947564,-0.007048465,-0.008841398
7777_SELENOF_P1P2_ENSG00000183291,0.013066153,-0.0070469393,-0.0094479425
1415_CDCA5_P1P2_ENSG00000146670,-0.026165824,-0.0070418506,0.014093438
4850_MARCKSL1_P1P2_ENSG00000175130,-0.009169839,-0.007035586,0.016819773
7316_RIPK2_P1P2_ENSG00000104312,-0.0027000431,-0.0070271636,-0.00055955
4582_LIMD1_P1P2_ENSG00000144791,0.0014280293,-0.0070207985,0.008422206
2312_DNM1_P1P2_ENSG00000106976,-0.0024769371,-0.007018576,0.0066790013
7268_RGCC_P1P2_ENSG00000102760,0.033534423,-0.0070155263,0.021658171
1762_COMMD5_ENST00000450361.2_ENSG00000170619,0.007968418,-0.007013243,0.0057574795
2156_DEPDC1B_P1P2_ENSG00000035499,0.014274706,-0.0070075784,0.017258737
124_ACYP2_P1P2_ENSG00000170634,0.012074523,-0.006999544,-0.018105153
2812_F8A1_P1P2_ENSG00000277203,0.012384813,-0.0069982265,-0.0044168187
3263_GALK1_P1P2_ENSG00000108479,0.015239013,-0.0069870935,-0.040766098
200_AGTRAP_P1P2_ENSG00000177674,-0.009216775,-0.0069820634,0.018556451
2425_DYNC2LI1_P1P2_ENSG00000138036,-0.016449243,-0.006977964,0.015972188
"9247_TRAPPC2_ENST00000358231.5,ENST00000359680.5,ENST00000380579.1_ENSG00000196459",-0.008168468,-0.0069757965,0.0031084716
3135_FOPNL_P1P2_ENSG00000133393,-0.026655706,-0.006970267,0.015355629
7283_RHBDD3_P1P2_ENSG00000100263,-0.006591456,-0.00696869,0.0008204676
9545_UBR2_P1P2_ENSG00000024048,0.034786053,-0.0069575296,-0.0035737385
11136_non-targeting_non-targeting_non-targeting,0.02265495,-0.006921605,-0.00920443
6107_PBXIP1_P1P2_ENSG00000163346,-0.011045997,-0.006921201,-0.0229686
3277_GAMT_P1P2_ENSG00000130005,0.025372222,-0.0069195223,0.008789267
11225_non-targeting_non-targeting_non-targeting,-0.009412739,-0.0069143176,-0.016649596
5729_NOC2L_P1P2_ENSG00000188976,0.0152857555,-0.0069117276,-0.023286294
4954_MED31_P1P2_ENSG00000108590,0.02152547,-0.006909588,-0.015494969
6729_PRDM5_P1P2_ENSG00000138738,0.0059326515,-0.0069039306,-0.006910005
9348_TSN_P1P2_ENSG00000211460,0.0055552656,-0.006895509,-0.0039870734
584_ASMTL_P1P2_ENSG00000169093,-0.051133305,-0.006891977,0.009679591
4849_MARCH9_P1P2_ENSG00000139266,-0.011980043,-0.0068863095,0.0422038
1525_CERS5_P1P2_ENSG00000139624,-0.024002459,-0.0068815816,0.00288153
1523_CERS2_P1P2_ENSG00000143418,-0.014898328,-0.006879712,-0.0120672565
7079_RAG1_P1P2_ENSG00000166349,0.0135727,-0.006877003,0.02533137
10994_non-targeting_non-targeting_non-targeting,0.009190729,-0.0068742135,-0.010854376
2408_DUSP28_P1P2_ENSG00000188542,0.011751196,-0.0068739704,-0.0066417945
10798_non-targeting_non-targeting_non-targeting,0.011975346,-0.0068515674,-0.014441894
523_ARMC6_P1P2_ENSG00000105676,-0.008258769,-0.0068447334,0.014819085
1162_CALU_P1P2_ENSG00000128595,0.016827142,-0.0068390733,0.0036653837
1115_C6orf62_P1_ENSG00000112308,-0.003221812,-0.0068071457,0.0031362835
7314_RIPK1_P2_ENSG00000137275,0.009476968,-0.006802504,0.0050370586
3812_HLCS_P1_ENSG00000159267,-0.0060060746,-0.0067925723,-0.0004761619
538_ARPC3_P2_ENSG00000111229,-0.004098621,-0.0067896773,-0.024373379
1054_C1orf61_P2_ENSG00000125462,0.006128697,-0.0067887222,-0.01313739
42_ABHD14A_P1P2_ENSG00000248487,-0.015134269,-0.0067849937,0.0051047187
4184_IRF2BP2_P1_ENSG00000168264,-0.014334043,-0.0067839804,0.013798606
10579_ZNF710_P1P2_ENSG00000140548,0.008294456,-0.006782125,0.020467239
7347_RNF138_P1P2_ENSG00000134758,0.02010458,-0.0067688595,0.0016656764
319_ANKLE1_P1P2_ENSG00000160117,-0.011099625,-0.006759585,0.0042739073
8444_SS18L2_P1P2_ENSG00000008324,0.007382058,-0.0067522586,0.0075336755
10880_non-targeting_non-targeting_non-targeting,-4.79389e-05,-0.0067503164,0.0043704896
3930_HPCAL1_P1P2_ENSG00000115756,-0.0035855067,-0.0067388793,-0.0013489075
9040_TMEM209_P1P2_ENSG00000146842,0.0038036553,-0.006738822,-0.008095128
1699_CMTM6_P1P2_ENSG00000091317,0.0035602767,-0.006734252,0.009239612
9281_TRIM56_P1P2_ENSG00000169871,-0.017544225,-0.006727985,0.021278989
9976_ZBTB18_P1P2_ENSG00000179456,0.012940472,-0.0067276787,0.0036203468
7992_SLC25A22_P1P2_ENSG00000177542,0.008378485,-0.006727568,-0.00076998
7589_RTN2_P1_ENSG00000125744,0.008695197,-0.006724654,0.051420823
11042_non-targeting_non-targeting_non-targeting,0.008957637,-0.006699387,-0.028500287
7956_SLC12A2_P1P2_ENSG00000064651,0.0025491002,-0.0066989553,0.0013512353
9206_TPM4_P2_ENSG00000167460,0.0049673324,-0.006676959,0.01002095
10945_non-targeting_non-targeting_non-targeting,-0.0015263696,-0.0066662505,-0.001455076
4545_LDLRAP1_P2_ENSG00000157978,0.015790226,-0.0066599995,0.028644573
5541_NDUFA8_P1P2_ENSG00000119421,-0.068990335,-0.006652562,-0.037569042
1754_COLGALT1_P1P2_ENSG00000130309,0.022406915,-0.0066470844,0.012773105
3340_GEN1_P1P2_ENSG00000178295,0.02906989,-0.00663705,0.010162547
6314_PHYKPL_P1P2_ENSG00000175309,0.01461676,-0.006630085,0.0021806464
4612_LMBRD1_P1P2_ENSG00000168216,0.022976479,-0.0066269664,-0.006154274
337_ANKRD36C_P1P2_ENSG00000174501,0.013795285,-0.0066252938,0.02405956
8484_STAMBP_P1P2_ENSG00000124356,-0.0061021843,-0.0066191712,0.012271816
3084_FIGLA_P1P2_ENSG00000183733,0.027313216,-0.0066143326,0.030876677
11164_non-targeting_non-targeting_non-targeting,0.0155793205,-0.0066140746,0.015905904
3441_GNG12_P1P2_ENSG00000172380,0.013819459,-0.0066130683,-0.013223275
8941_TKT_P2_ENSG00000163931,0.006080468,-0.006609424,-0.0054958235
8893_THOP1_P1P2_ENSG00000172009,0.008837174,-0.0066033616,0.0038595689
1379_CD81_P1_ENSG00000110651,0.009698045,-0.006596615,0.007067132
3535_GRHPR_P1_ENSG00000137106,-0.017881515,-0.006594624,-0.029681504
10769_non-targeting_non-targeting_non-targeting,-0.022579689,-0.006594473,0.031813156
8798_TDGF1_P1P2_ENSG00000241186,0.016989792,-0.0065812017,-0.0045449305
1714_CNOT10_P1P2_ENSG00000182973,0.038487215,-0.00657882,0.0020750447
3380_GK5_P1P2_ENSG00000175066,0.016312893,-0.0065610968,0.0056418357
1792_COQ3_P1P2_ENSG00000132423,-0.024881281,-0.0065581747,0.01488004
5381_MYH10_P1P2_ENSG00000133026,-0.009871426,-0.0065529356,0.003145657
10986_non-targeting_non-targeting_non-targeting,-0.0047249836,-0.006547495,0.006670198
9994_ZBTB40_P1P2_ENSG00000184677,-0.008428404,-0.006542303,-0.017919654
5703_NLK_P1P2_ENSG00000087095,-0.0094403,-0.0065385294,0.015693955
10483_ZNF589_P1P2_ENSG00000164048,0.0010713056,-0.0065294867,-0.022261674
6396_PKM_P1_ENSG00000067225,-0.11045011,-0.0065226094,-0.10224983
