perturbation_id,target_gene,mimetic_score,up_enrichment,down_enrichment
5959_OR7A10_ENST00000248058.1_ENSG00000127515,OR7A10,-0.11774867121102048,0.07201777057696543,0.1897664417879859
4628_LPA_P1P2_ENSG00000198670,LPA,-0.1185549667707552,0.125525595031443,0.2440805618021982
7996_SLC25A26_ENST00000354883.6_ENSG00000144741,SLC25A26,-0.12252170620796679,-0.05604953987664482,0.06647216633132197
2311_DNM1L_P1P2_ENSG00000087470,DNM1L,-0.12385592839903081,-0.0562199162476914,0.06763601215133942
5250_MRPS18C_P1P2_ENSG00000163319,MRPS18C,-0.12483106733296626,-0.05706644035541349,0.06776462697755276
2292_DNAJC19_P1P2_ENSG00000205981,DNAJC19,-0.12524865434700605,-0.1775889707552591,-0.052340316408253026
2373_DRG1_P1P2_ENSG00000185721,DRG1,-0.12527456309249632,0.09214682799916352,0.21742139109165984
4521_LARS2_P1P2_ENSG00000011376,LARS2,-0.12796319861254124,-0.06459514716661077,0.06336805144593045
5222_MRPL3_P1P2_ENSG00000114686,MRPL3,-0.13059976152434125,-0.09158962225736668,0.03901013926697457
1825_CPAMD8_ENST00000443236.1_ENSG00000160111,CPAMD8,-0.13229727529963883,-0.07074048356886029,0.061556791730778555
1290_CCDC6_P1P2_ENSG00000108091,CCDC6,-0.13243237953821235,0.10084138067011189,0.23327376020832424
5539_NDUFA6_P1P2_ENSG00000184983,NDUFA6,-0.1330460663512092,-0.07780520944506596,0.05524085690614322
4473_KRT10_P2_ENSG00000186395,KRT10,-0.13449708220279208,-0.05387965213217021,0.08061743007062187
1262_CCDC144NL_P2_ENSG00000205212,CCDC144NL,-0.13634862295145356,0.06440333980549134,0.2007519627569449
8956_TM7SF2_P1P2_ENSG00000149809,TM7SF2,-0.13665980094753422,-0.07850814591932345,0.05815165502821077
2130_DDX54_P2_ENSG00000123064,DDX54,-0.13771775728812735,-0.0799097326698293,0.05780802461829806
8118_SLC9B1_P1P2_ENSG00000164037,SLC9B1,-0.13773392112981778,-0.07548316167110398,0.0622507594587138
4478_KRT8_P1_ENSG00000170421,KRT8,-0.13786415556460896,-0.08756273922342432,0.05030141634118464
4432_KLHL11_P1P2_ENSG00000178502,KLHL11,-0.1394279515943187,-0.07470628828110627,0.06472166331321244
9655_USP39_P2_ENSG00000168883,USP39,-0.13954329673906682,0.05197443711504569,0.1915177338541125
5452_NAGLU_P1P2_ENSG00000108784,NAGLU,-0.13975266739135822,0.07783521283116263,0.21758788022252085
997_C16orf86_P1P2_ENSG00000159761,C16orf86,-0.1403084661045525,-0.0914663940644686,0.04884207204008391
5228_MRPL45_P1P2_ENSG00000278845,MRPL45,-0.141010312827306,-0.07969220812062962,0.06131810470667639
1999_CYC1_P1P2_ENSG00000179091,CYC1,-0.14177646865754584,-0.0667103858864082,0.07506608277113766
216_AIFM1_P1P2_ENSG00000156709,AIFM1,-0.1431424795079584,-0.05123613950717368,0.09190634000078471
1791_COQ2_P1P2_ENSG00000173085,COQ2,-0.14331818591259568,-0.09087489873857141,0.05244328717402427
139_ADAT2_P1P2_ENSG00000189007,ADAT2,-0.1434013591259694,0.05662389041048874,0.20002524953645814
2107_DDX19B_P1_ENSG00000157349,DDX19B,-0.14344346143088443,-0.06569777160565324,0.07774568982523121
9570_UFL1_P1P2_ENSG00000014123,UFL1,-0.14467151106270726,-0.07815989233070537,0.0665116187320019
8717_TBC1D28_ENST00000345096.4_ENSG00000189375,TBC1D28,-0.14471859317994362,-0.06790516358274723,0.07681342959719639
9974_ZBTB17_P1P2_ENSG00000116809,ZBTB17,-0.1452588903905586,0.06950498699138832,0.2147638773819469
3790_HIST2H3A_P1P2_ENSG00000203852,HIST2H3A,-0.146482157971754,-0.10998276948396603,0.03649938848778799
5292_MST1_ENST00000449682.2_ENSG00000173531,MST1,-0.14674795550523242,-0.08975620105697373,0.0569917544482587
8719_TBC1D3_ENST00000537432.1_ENSG00000274611,TBC1D3,-0.14811550893038108,0.07255675997719616,0.22067226890757724
6604_PPA2_P1P2_ENSG00000138777,PPA2,-0.14906828868838518,-0.06610817506547312,0.08296011362291204
3754_HIST1H2AI_ENST00000358739.3_ENSG00000196747,HIST1H2AI,-0.15005842786956858,0.07246889291791546,0.22252732078748405
6395_PKM_P2_ENSG00000067225,PKM,-0.15040780880079546,-0.06575992147685411,0.08464788732394135
4995_METTL17_P1P2_ENSG00000165792,METTL17,-0.15170549883181667,-0.05770186921095473,0.09400362962086194
538_ARPC3_P2_ENSG00000111229,ARPC3,-0.15224422106123686,-0.06777229144432065,0.08447192961691621
2443_E2F6_P1P2_ENSG00000169016,E2F6,-0.153237626630679,-0.09516645449985142,0.058071172130827575
3050_FDPS_P1P2_ENSG00000160752,FDPS,-0.15377658813436318,-0.06843236593844305,0.08534422219592014
5484_NBPF3_P1P2_ENSG00000142794,NBPF3,-0.15461633357096524,-0.10495720231282857,0.049659131258136674
8841_TFB2M_P1P2_ENSG00000162851,TFB2M,-0.15778464770752224,-0.08050015644622681,0.07728449126129543
6543_POLR2D_P2_ENSG00000144231,POLR2D,-0.15789559635147216,-0.11002563146410822,0.04786996488736395
9041_TMEM214_P1P2_ENSG00000119777,TMEM214,-0.15836900801280215,-0.11276558354442547,0.045603424468376695
2005_CYP2A13_P1P2_ENSG00000197838,CYP2A13,-0.15979196869707768,-0.07027328798535964,0.08951868071171802
3404_GLRX5_P1P2_ENSG00000182512,GLRX5,-0.16001619685692064,-0.10627413665255704,0.05374206020436359
5993_OTOP1_P1P2_ENSG00000163982,OTOP1,-0.16004121884286127,-0.08457311610881242,0.07546810273404884
84_ACIN1_P1_ENSG00000100813,ACIN1,-0.1605930090655428,-0.08538213598391599,0.0752108730816268
1332_CCNK_P2_ENSG00000090061,CCNK,-0.16165147061847446,0.07668758331297375,0.23833905393144822
1794_COQ5_P1P2_ENSG00000110871,COQ5,-0.16238986857581336,-0.04738927678981023,0.11500059178600314
5400_MYO1H_ENST00000431443.2_ENSG00000174527,MYO1H,-0.16469983491258566,-0.10258479171220414,0.06211504320038151
1219_CBFA2T3_P2_ENSG00000129993,CBFA2T3,-0.1654841483996416,-0.08953117566125136,0.07595297273839023
2812_F8A1_P1P2_ENSG00000277203,F8A1,-0.16643211976283623,-0.101872211292399,0.06455990847043722
7623_S100A1_P2_ENSG00000160678,S100A1,-0.16670723563487522,0.13288285392208848,0.2995900895569637
2025_DAP3_P1P2_ENSG00000132676,DAP3,-0.16757586331924212,-0.07000218596098694,0.0975736773582552
9255_TREML2_P1P2_ENSG00000112195,TREML2,-0.17032969961194358,-0.038626144950644974,0.1317035546612986
7187_RBMXL1_P1P2_ENSG00000213516,RBMXL1,-0.17055022225747682,-0.07317933023869772,0.0973708920187791
1629_CKAP5_P2_ENSG00000175216,CKAP5,-0.17095409954580826,-0.09971411059247887,0.07123998895332938
6485_PNISR_P2_ENSG00000132424,PNISR,-0.17589327585186537,-0.08072303874294341,0.09517023710892197
7210_RCOR1_P1P2_ENSG00000089902,RCOR1,-0.1759788371354737,-0.05229161576806568,0.123687221367408
2686_EPS8L1_P2_ENSG00000131037,EPS8L1,-0.1780313301523645,0.05367498617700979,0.2317063163293743
7295_RHOQ_P1P2_ENSG00000119729,RHOQ,-0.17917284394219363,-0.06853844933928337,0.11063439460291026
5209_MRPL27_P1P2_ENSG00000108826,MRPL27,-0.1792978540043434,-0.07761875983146607,0.10167909417287731
8891_THOC6_P1P2_ENSG00000131652,THOC6,-0.17971859285274217,0.07944146553682484,0.259160058389567
3910_HOXC10_P1P2_ENSG00000180818,HOXC10,-0.18064504112510502,-0.10156467658492231,0.0790803645401827
2734_ESPN_P2_ENSG00000187017,ESPN,-0.1807294205310773,-0.07192561731966965,0.10880380321140765
2640_ENO1_P1P2_ENSG00000074800,ENO1,-0.18128141919925692,-0.09457924537197347,0.08670217382728344
5953_OR2T5_ENST00000366473.2_ENSG00000203661,OR2T5,-0.1822200668261924,-0.08976691655200618,0.09245315027418624
10165_ZNF133_P1P2_ENSG00000125846,ZNF133,-0.1831392910159555,-0.06302961334207816,0.12010967767387734
10397_ZNF492_P1P2_ENSG00000229676,ZNF492,-0.18363607336852678,-0.11994175056898232,0.06369432279954444
3282_GAPDH_P2_ENSG00000111640,GAPDH,-0.18411677801936327,-0.10292018670677995,0.08119659131258333
6771_PRKRIP1_P1_ENSG00000128563,PRKRIP1,-0.18453606064096684,-0.07182489166634563,0.11271116897462122
8245_SNX15_P2_ENSG00000110025,SNX15,-0.18520342409662163,-0.0715623620380015,0.11364106205862014
10201_ZNF207_P2_ENSG00000010244,ZNF207,-0.1864107784689123,-0.1100277745631259,0.07638300390578641
5198_MRPL15_P1P2_ENSG00000137547,MRPL15,-0.1867579402717119,-0.12305138722795753,0.06370655304375436
430_AQP7_P1P2_ENSG00000165269,AQP7,-0.18946071023107314,-0.08155563270711892,0.1079050775239542
7272_RGPD6_ENST00000329516.3_ENSG00000183054,RGPD6,-0.18967674953581865,-0.12263133982263387,0.06704540971318478
5240_MRPL9_P1P2_ENSG00000143436,MRPL9,-0.19022256699811005,-0.12664107806450697,0.06358148893360308
3878_HNRNPU_P1P2_ENSG00000153187,HNRNPU,-0.19205540591679962,-0.12931030787758319,0.06274509803921643
1139_CA5A_P1P2_ENSG00000174990,CA5A,-0.1922702699388437,-0.09761173046671828,0.09465853947212541
1669_CLOCK_P1P2_ENSG00000134852,CLOCK,-0.1923933643916068,-0.050589995156598205,0.1418033692350086
1822_COX7B_P1P2_ENSG00000131174,COX7B,-0.1936723357603706,-0.06819555349818171,0.1254767822621889
5567_NDUFS3_P1P2_ENSG00000213619,NDUFS3,-0.194548043169403,-0.0702347122032343,0.1243133309661687
6511_POGZ_P1P2_ENSG00000143442,POGZ,-0.194754067974648,-0.1204143038999995,0.0743397640746485
6923_PTPN11_P1P2_ENSG00000179295,PTPN11,-0.1969345682875473,-0.12235059385270153,0.07458397443484575
6081_PARS2_P1P2_ENSG00000162396,PARS2,-0.19697643645218732,0.07397870616826763,0.27095514262045495
8237_SNW1_P2_ENSG00000100603,SNW1,-0.1970294592530082,-0.12629603912439025,0.07073342012861795
497_ARIH1_P1P2_ENSG00000166233,ARIH1,-0.19841753714417337,-0.1193395397480362,0.07907799739613718
6149_PC_P1P2_ENSG00000173599,PC,-0.20005344297913408,-0.11188048365458024,0.08817295932455382
4405_KLC2_P1P2_ENSG00000174996,KLC2,-0.20537340738947021,-0.12783799885985825,0.07753540852961197
2207_DHX30_P1_ENSG00000132153,DHX30,-0.20539971246496283,0.08380374356534767,0.2892034560303105
4535_LCN10_P1P2_ENSG00000187922,LCN10,-0.20611408034446707,-0.07058403734135699,0.13553004300311008
6988_QRSL1_P1P2_ENSG00000130348,QRSL1,-0.20619018795138605,-0.12559524574915554,0.0805949422022305
1440_CDK6_P1_ENSG00000105810,CDK6,-0.20918908498007893,-0.09716596587329018,0.11202311910678876
5229_MRPL46_P1P2_ENSG00000259494,MRPL46,-0.20934550465028362,-0.11500297890760966,0.09434252574267395
111_ACTR1B_P1P2_ENSG00000115073,ACTR1B,-0.20972286931562367,0.06276815526323615,0.2724910245788598
5763_NPB_P1P2_ENSG00000183979,NPB,-0.209728830129,-0.12393327246931628,0.08579555765968375
4144_INTS10_P1P2_ENSG00000104613,INTS10,-0.20975648741902483,-0.1486324885236905,0.06112399889533434
7656_SARS2_P1P2_ENSG00000104835,SARS2,-0.2109292494897375,0.10766072171002779,0.3185899711997653
8840_TFB1M_P1P2_ENSG00000029639,TFB1M,-0.21613111686298114,-0.07017577698054588,0.14595533988243528
3641_HAUS7_P2_ENSG00000213397,HAUS7,-0.21631685922599367,-0.10886942954990272,0.10744742967609094
9793_WBP1_P1P2_ENSG00000239779,WBP1,-0.21703967825626652,-0.059760315807071154,0.15727936244919538
7728_SDHD_P1P2_ENSG00000204370,SDHD,-0.2174779076486742,-0.07121089380087252,0.14626701384780166
1805_COX10_P1P2_ENSG00000006695,COX10,-0.2175318407986193,-0.08797528578225222,0.1295565550163671
801_BCL2L1_P1_ENSG00000171552,BCL2L1,-0.21792998615824638,-0.11297989344510813,0.10495009271313827
5256_MRPS26_P1P2_ENSG00000125901,MRPS26,-0.21906839503925363,-0.06765442099894213,0.15141397404031148
5771_NPM3_P1P2_ENSG00000107833,NPM3,-0.21954183057422444,-0.08132310646487183,0.13821872410935263
3323_GCOM1_P1P2_ENSG00000137878,GCOM1,-0.2196297434987324,-0.07292322990737618,0.14670651359135622
4185_IRF2BP2_P2_ENSG00000168264,IRF2BP2,-0.22117880374300736,-0.14448452039586376,0.07669428334714361
2987_FBLIM1_P1P2_ENSG00000162458,FBLIM1,-0.22161090710375222,-0.06752797815753589,0.15408292894621634
7357_RNF14_P1P2_ENSG00000013561,RNF14,-0.22162602437551399,-0.07074584131637839,0.1508801830591356
8056_SLC35G2_P1P2_ENSG00000168917,SLC35G2,-0.22224427734646574,-0.04287591028130428,0.17936836706516146
9623_UROD_P1P2_ENSG00000126088,UROD,-0.22418444923294598,-0.09666876690369289,0.1275156823292531
5266_MRPS5_P1P2_ENSG00000144029,MRPS5,-0.22999515807755877,-0.14981762227450435,0.08017753580305442
6112_PCBP2_P2_ENSG00000197111,PCBP2,-0.23168629550804815,-0.1361317920165165,0.09555450349153162
2095_DDN_P1P2_ENSG00000181418,DDN,-0.233314720864672,-0.11789080481938782,0.11542391604528418
9840_WDR74_P2_ENSG00000133316,WDR74,-0.23331670810010352,-0.08826246104917496,0.14505424705092856
9550_UBTF_P1P2_ENSG00000108312,UBTF,-0.23505967683031137,-0.09961445648865887,0.13544522034165252
2684_EPS8L1_P2_ENSG00000131037,EPS8L1,-0.23588441223383325,-0.06073113965719054,0.1751532725766427
3133_FOLR3_P1_ENSG00000110203,FOLR3,-0.23613803442331804,-0.12063718619670533,0.11550084822661273
510_ARL4D_P1P2_ENSG00000175906,ARL4D,-0.23628603834239148,0.08345870462523647,0.31974474296762795
5602_NEMF_P1P2_ENSG00000165525,NEMF,-0.23827358891512718,-0.06357717513833859,0.1746964137767886
3053_FDXR_P1P2_ENSG00000161513,FDXR,-0.23876601372775208,-0.06928639089268643,0.16947962283506565
5429_NAA35_P1P2_ENSG00000135040,NAA35,-0.2398131064764769,-0.1754812328819661,0.06433187359451081
3751_HIST1H2AE_P1P2_ENSG00000277075,HIST1H2AE,-0.24022860638756777,-0.10988418692966047,0.13034441945790728
10023_ZC3H18_P1P2_ENSG00000158545,ZC3H18,-0.24129072921806013,-0.08059123815401883,0.1606994910640413
3770_HIST1H2BN_P1P2_ENSG00000233822,HIST1H2BN,-0.24311267899210626,-0.07278285692242385,0.1703298220696824
9430_TUFM_P1P2_ENSG00000178952,TUFM,-0.2440779373289907,-0.17068069110655817,0.07339724622243253
"10531_ZNF658_ENST00000377626.3,ENST00000602553.1_ENSG00000274349",ZNF658,-0.24503761407120184,-0.06309497786178901,0.18194263620941284
1894_CSH2_P1_ENSG00000213218,CSH2,-0.2466951396938772,-0.09225398294950293,0.15444115674437428
8894_THRAP3_P1P2_ENSG00000054118,THRAP3,-0.2477038310711066,-0.09805535196113901,0.1496484791099676
3766_HIST1H2BJ_P1P2_ENSG00000124635,HIST1H2BJ,-0.247933284339161,-0.11881662359035781,0.12911666074880318
9945_YRDC_P1P2_ENSG00000196449,YRDC,-0.251024739975009,-0.09274368107257602,0.158281058902433
6158_PDCD6IP_P1P2_ENSG00000170248,PDCD6IP,-0.25212775609209903,-0.08165314371193233,0.1704746123801667
5448_NAE1_P1P2_ENSG00000159593,NAE1,-0.2522046568054191,-0.15672590192318786,0.09547875488223123
1146_CACNB3_P2_ENSG00000167535,CACNB3,-0.25446067269324135,-0.0867280021602435,0.16773267053299787
3511_GPR61_P1P2_ENSG00000156097,GPR61,-0.2545700109818113,-0.09658089984440078,0.15798911113741054
1432_CDK2_P1P2_ENSG00000123374,CDK2,-0.2561426718724483,-0.15048519761514612,0.1056574742573022
6251_PGAM5_P1P2_ENSG00000247077,PGAM5,-0.256423394313665,-0.16404244193271456,0.09238095238095048
1319_CCNC_P1P2_ENSG00000112237,CCNC,-0.25644975313275703,-0.22098243944671936,0.03546731368603769
3378_GJA3_P1P2_ENSG00000121743,GJA3,-0.25702261168520857,-0.06911279987312939,0.1879098118120792
2820_FAF2_P1P2_ENSG00000113194,FAF2,-0.258226103522893,-0.18161585378919404,0.07661024973369894
3944_HS6ST1_P1P2_ENSG00000136720,HS6ST1,-0.2592232649513905,-0.051821205536053946,0.20740205941533654
6885_PSMG3_P2_ENSG00000157778,PSMG3,-0.26011083306525246,-0.10965594688542916,0.1504548861798233
8208_SNAPC4_P1P2_ENSG00000165684,SNAPC4,-0.2633913262975711,-0.15291868653746274,0.11047263976010835
9439_TWF1_P1P2_ENSG00000151239,TWF1,-0.2642794336891463,-0.12504875550238878,0.13923067818675752
126_ADAM10_P1P2_ENSG00000137845,ADAM10,-0.2668491655004494,-0.08696910079851188,0.17988006470193751
3871_HNRNPL_P2_ENSG00000104824,HNRNPL,-0.2669032955547876,-0.08415306870345783,0.18275022685132977
