ID_REF,gene_symbol,logfc_amd_vs_ctrl,pvalue
664,664,0.04430526932795642,0.5256395819105035
665,665,0.011848945449946413,0.848679924493986
666,666,0.010666191856157692,0.9018836239651039
667,667,0.18317357807583523,0.02976210833859382
668,668,0.004750678017163779,0.9125896668507939
669,669,-0.2520020456319356,0.21963323078405597
670,670,0.014536377169251047,0.7991702471055119
671,671,0.020634872035251384,0.8453518697794385
672,672,0.03660961012504993,0.5457461823146301
673,673,-0.030992610415987443,0.5508873234411149
688,688,0.0045505769087021974,0.9328369699554631
689,689,-0.049177088276169734,0.46466631099651934
691,691,0.02122129229927694,0.7333273367136853
692,692,0.16892371156021024,0.3543957705112273
693,693,-0.052180115311028175,0.3557557921928919
694,694,0.048979019289741466,0.35910320495151504
695,695,-0.06772343105169742,0.2635440650709916
696,696,0.025634477243854814,0.587298522535282
697,697,-0.17899652578835124,0.028635368769629473
698,698,-0.005236559872789481,0.939081714350757
699,699,-0.0636998542068885,0.3770259402598293
700,700,0.19042294514350377,0.04495324026684991
701,701,0.014819458883318593,0.7737749473922017
702,702,0.21634029384438414,0.023659187016797065
703,703,-0.050258780826879956,0.31316615178795754
704,704,-0.014526333924603563,0.739550426091641
705,705,0.24226050236757102,0.0023729842339257332
706,706,0.043379511371130164,0.3751240217375189
707,707,-0.04883514540386846,0.5350203617939411
708,708,-0.06902411840479594,0.24163363929475462
709,709,-0.0637787879047993,0.36629883201094426
710,710,-0.11999293933836785,0.0504879797695695
711,711,0.1273933349200167,0.01337967284858055
712,712,0.04814498927881994,0.4189733049503579
714,714,0.06845879563390289,0.48556952167690526
715,715,-0.06782359250569958,0.19603144376174347
716,716,-0.03463980039203918,0.5427794806666812
718,718,0.09089103697581713,0.4531153363559569
719,719,-0.07813641641145264,0.2402816766594623
720,720,-0.05375428348367617,0.4301871121389723
721,721,-0.01059871380462174,0.8365563329079748
722,722,-0.024621821325579774,0.5970379132817965
723,723,-0.12329652002340019,0.20161509991169543
724,724,-0.05065182977707261,0.3693519422276731
725,725,-0.018138443749764477,0.6434750452707456
726,726,0.052032849110082324,0.47176389286366927
727,727,0.08978328786196288,0.1271391302439237
728,728,-0.05361853420136509,0.31829720114963456
729,729,-0.020916552839201685,0.8130434664545774
730,730,0.08826970813600399,0.2234585620581554
731,731,-0.045998839924870305,0.39408166605387984
732,732,0.011140570814708761,0.848497174752949
733,733,-0.09393009565127475,0.10885746521811149
734,734,-0.12890370855209188,0.015139002127106333
735,735,-0.10100704893383416,0.07899048043386107
736,736,0.13268171802438955,0.20175250182871118
737,737,-0.027701186719265358,0.6047416992011192
738,738,0.024293577035813918,0.8168803779098465
739,739,0.2658874263350768,0.3974867978540956
740,740,-0.013233136330748962,0.8329372434143264
741,741,0.053834784562193816,0.31326298221692783
742,742,-0.2781195610142815,0.26556085226176834
743,743,-0.03282899307326792,0.5876301808162422
744,744,0.007268379653718515,0.8808173584296483
745,745,0.07651226760948404,0.20562051325562744
746,746,-0.03874414311958496,0.5248669909720199
747,747,-0.021174646907704098,0.79825249472739
748,748,-0.07688740101916469,0.41522545754392803
749,749,-0.03352238779914796,0.567698371784927
750,750,0.012728600445737204,0.8302266638597839
751,751,-0.11482952444862704,0.03845717837619055
752,752,0.019868701810530354,0.8231183989662216
753,753,0.23831372219478197,0.08416195360559509
754,754,-0.00735561239772764,0.8944789798513206
755,755,-0.08796623861582908,0.11880563740210766
756,756,-0.15546169236218965,0.4545902452705368
757,757,0.02279124433958213,0.7648920474251508
759,759,-0.03269147411789941,0.5997690071779855
772,772,-0.08334159706200017,0.13088956423798165
773,773,-0.011209361194184808,0.9405180816278511
774,774,-0.24164465177735295,0.0010937839390737433
776,776,-0.03691217906636535,0.6950086581008333
777,777,-0.07733825138101302,0.17766667002547765
778,778,0.01630475328609604,0.8177630326062333
779,779,0.018663503196655995,0.7890737751355857
780,780,-0.013020029383959297,0.8592483761849412
782,782,0.07583935691621058,0.15186845564103477
783,783,0.263980750401692,0.2078415501687836
784,784,-0.038706942083127416,0.4936150368581631
785,785,-0.015509322248493884,0.7539213012007874
786,786,0.15607027004041418,0.10121836958529043
787,787,0.09867676287307958,0.2552304104788067
788,788,0.10754195328035898,0.26611293360980665
789,789,0.01534059131758192,0.7801837812467585
790,790,-0.23525365366718365,0.005190916158697178
791,791,0.027979978214829337,0.5719242744616078
792,792,0.5304607082056716,0.051811187257876576
793,793,0.03760824284756348,0.5585747576585073
795,795,0.0015783296124833868,0.9765070417823143
796,796,-0.12577641193504752,0.05405042179613285
797,797,-0.05708890239302589,0.2920486248166275
798,798,0.04011270892302221,0.49932899703060674
799,799,0.042319655098254305,0.602509688285398
800,800,-0.017602623058182054,0.7735200560565756
801,801,-0.04136832040368854,0.415803808704193
803,803,0.0004928498432024142,0.9883885408096686
804,804,-0.16069770261644223,0.00606929038600358
805,805,0.1550646801508222,0.035125101071495995
806,806,0.020995442746283288,0.6992353756976462
807,807,0.01634719955967734,0.7524356992905422
808,808,0.032778037151313555,0.5806972242470209
809,809,-0.17112964218112392,0.011236482123784784
810,810,-0.12562577943339104,0.41129982511080865
811,811,0.04899717441485674,0.479062116173661
812,812,-0.04947573795153559,0.39622410733146385
813,813,-0.02477919727416289,0.6530828354918998
814,814,0.07405097793178728,0.37176860232056774
815,815,0.004592235227073083,0.9313672910068048
817,817,0.2640846472290841,0.03286565519955127
818,818,-0.03293323865409681,0.5504698880334178
819,819,-0.004136283076195291,0.9623390483189553
820,820,0.13001699756296503,0.338038491826266
821,821,0.139772582691295,0.03624548795191156
